id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
13818,ime,pron,these,MN39,mahāassapurasuttaṃ,so <b>ime</b> pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe,JA9,maghadeva jātakaṃ,"uttam'aṅgaruhā mayhaṃ,
<b>ime</b> jātā vayoharā,
pātubhūtā devadūtā,
pabbajjāsamayo mamā'ti.",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","pucchāmi taṃ bhagavā brūhi me taṃ,
maññāmi taṃ vedaguṃ bhāvit'attaṃ,
kuto nu dukkhā samudāgatā <b>ime</b>,
ye keci lokasmim'anekarūpā.",DN22.5,mahāsatipaṭṭhānasuttaṃ,"tam'enaṃ cakkhumā puriso muñcitvā paccavekkheyya, <b>ime</b> sālī, <b>ime</b> vīhī <b>ime</b> muggā <b>ime</b> māsā <b>ime</b> tilā <b>ime</b> taṇḍulā'ti."
14053,ukkujjeti,pr,turns the right way up,MN7,vatthasuttaṃ,"seyyathā'pi, bho gotama, nikkujjitaṃ vā <b>ukkujjeyya</b>, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā telapajjotaṃ dhāreyya, cakkhumanto rūpāni dakkhantī'ti.",,,,,,,,,
14413,ujuṃ,ind,uprightly; erectly,MN118,ānāpānassatisuttaṃ,"bhikkhu … nisīdati pallaṅkaṃ ābhujitvā, <b>ujuṃ</b> kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā",,,,,,,,,
15178,uddhaccakukkucca,nt,restlessness and fidgetiness; agitation and edginess,MN39,mahāassapurasuttaṃ,<b>uddhaccakukkuccaṃ</b> pahāya anuddhato viharati ajjhattaṃ vūpasantacitto <b>uddhaccakukkuccā</b> cittaṃ parisodheti,MN43,mahāvedallasuttaṃ,"idh'āvuso, paṭhamaṃ jhānaṃ samāpannassa bhikkhuno kāmacchando pahīno hoti, byāpādo pahīno hoti, thīnamiddhaṃ pahīnaṃ hoti, <b>uddhaccakukkuccaṃ</b> pahīnaṃ hoti, vicikicchā pahīnā hoti",AN1.11-20,nīvaraṇappahāna vaggo,"avūpasantacittassa, bhikkhave, anuppannañ'c'eva <b>uddhaccakukkuccaṃ</b> uppajjati uppannañ'ca <b>uddhaccakukkuccaṃ</b> bhiyyobhāvāya vepullāya saṃvattati",,,
15373,upakkilesa,masc,impurity; imperfection; flaw; blemish; corruption,MN39,mahāassapurasuttaṃ,so ime pañca nīvaraṇe pahāya cetaso <b>upakkilese</b> paññāya dubbalīkaraṇe,AN3.71,uposathasuttaṃ,"tassa attano ca tāsañ'ca devatānaṃ saddhañ'ca sīlañ'ca sutañ'ca cāgañ'ca paññañ'ca anussarato cittaṃ pasīdati, pāmojjaṃ uppajjati, ye cittassa <b>upakkilesā</b> te pahīyanti",AN5.23,upakkilesasuttaṃ,"pañc'ime, bhikkhave, jātarūpassa <b>upakkilesā</b>, yehi <b>upakkilesehi</b> upakkiliṭṭhaṃ jātarūpaṃ na c'eva mudu hoti na ca kammaniyaṃ na ca pabhassaraṃ pabhaṅgu ca na ca sammā upeti kammāya.",,,
15510,upaṭṭhapetvā 1,abs,having set up; having made sure is present,MN118,ānāpānassatisuttaṃ,"bhikkhu … nisīdati pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ <b>upaṭṭhapetvā</b>",,,,,,,,,
15966,uparati,fem,abstaining; stopping; ending,MN2.4,sabbāsavasuttaṃ,paṭisaṅkhā yoniso piṇḍapātaṃ paṭisevāmi n'eva davāya na madāya na maṇḍanāya na vibhūsanāya yāva'd'eva imassa kāyassa ṭhitiyā yāpanāya vihiṃs'<b>ūparatiyā</b> brahmacariy'ānuggahāya,,,,,,,,,
16491,upeta 1,pp,endowed (with); possessed (of); having,SN7.9,sundarikasuttaṃ,"saccena danto damasā <b>upeto</b>,
vedantagū vusitabrahmacariyo,
yaññ'opanīto tam'upavhayetha,
kālena so juhati dakkhiṇeyye'ti.",DHP10,yamakavaggo,"yo ca vantakasāvassa,
sīlesu susamāhito,
<b>upeto</b> damasaccena,
sa ve kāsāvam'arahati.",DN2.32,sāmaññaphalasuttaṃ,upāsakaṃ maṃ bhagavā dhāretu ajja't'agge pāṇ'<b>upetaṃ</b> saraṇaṃ gataṃ.,,,
17376,eka 1,card,one (1),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","evaṃ me sutaṃ, <b>ekaṃ</b> samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme.",DHP102,sahassavaggo,"yo ca gāthā sataṃ bhāse,
anatthapadasaṃhitā,
<b>ekaṃ</b> dhammapadaṃ seyyo,
yaṃ sutvā upasammati.",UD45,uposathasuttaṃ,"seyyathā'pi, bhikkhave, mahāsamuddo <b>eka</b>raso loṇaraso, evam'eva kho, bhikkhave, ayaṃ dhammavinayo <b>eka</b>raso vimuttiraso",VIN PAT SA 11,bhedānuvattaka sikkhāpada,"tass'eva kho pana bhikkhussa bhikkhū honti, anuvattakā vaggavādakā, <b>eko</b> vā dve vā tayo vā, te evaṃ vadeyyuṃ"
17855,etad,pron,this,AN8.53,saṃkhittasuttaṃ,ekam'antaṃ ṭhitā kho sā mahāpajāpatī gotamī bhagavantaṃ <b>etad</b>avoca,AN10.29,paṭhamakosalasuttaṃ,<b>etad</b>aggaṃ paramadiṭṭhadhammanibbānaṃ paññapentānaṃ yadidaṃ channaṃ phass'āyatanānaṃ samudayañ'ca atthaṅ'gamañ'ca assādañ'ca,SNP65,"kappa māṇava pucchā
pārāyanavaggo 10","<b>etad</b>'aññāya ye satā,
diṭṭhadhamm'ābhinibbutā,
na te māravas'ānugā,
na te mārassa paddhagū'ti.",,,
18053,eva 3,ind,even; too; as well,MN48,kosambiyasuttaṃ,mettaṃ … manokammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'<b>eva</b> raho ca.,SN21.6,lakuṇḍakabhaddiyasuttaṃ,"evam'eva manussesu,
daharo ce'pi paññavā,
so hi tattha mahā hoti,
n'<b>eva</b> bālo sarīravā'ti.",VIN PAT SA 13,kuladūsaka sikkhāpada,tassa kho pāpakā samācārā dissanti c'<b>eva</b> suyyanti ca kulāni ca tena duṭṭhāni dissanti c'eva suyyanti ca,,,
19134,ohita 1,pp,put down; placed down; laid down,TH259,sāriputtattheragāthā,"pariciṇṇo mayā satthā,
kataṃ buddhassa sāsanaṃ,
<b>ohito</b> garuko bhāro,
bhavanetti samūhatā.",AN6.55,soṇasuttaṃ,"yo so, bhante, bhikkhu arahaṃ khīṇ'āsavo vusitavā katakaraṇīyo <b>ohita</b>bhāro anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni adhimutto hoti",,,,,,
19137,ohitabhāra,adj,who has put down the burden; who has laid down the load; epithet of an arahant,AN6.55,soṇasuttaṃ,"yo so, bhante, bhikkhu arahaṃ khīṇ'āsavo vusitavā katakaraṇīyo <b>ohitabhāro</b> anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni adhimutto hoti",MN112,chabbisodhanasuttaṃ,"khīṇ'āsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa <b>ohitabhārassa</b> anuppattasadatthassa parikkhīṇabhavasaṃyojanassa samma'd'aññāvimuttassa ayam'anudhammo hoti veyyākaraṇāya",,,,,,
19605,katakaraṇīya,adj,who has done the job; who has done what needs to be done; who has fulfilled the obligation; epithet of an arahant,MN112,chabbisodhanasuttaṃ,"khīṇ'āsavassa, bhikkhave, bhikkhuno vusitavato <b>katakaraṇīyassa</b> ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṃyojanassa samma'd'aññāvimuttassa ayam'anudhammo hoti veyyākaraṇāya",AN6.55,soṇasuttaṃ,"yo so, bhante, bhikkhu arahaṃ khīṇ'āsavo vusitavā <b>katakaraṇīyo</b> ohitabhāro anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni adhimutto hoti",,,,,,
19835,kathaṃkathī,adj,who is confused; who is not sure; who is in doubt,SNP60,"dhotaka māṇava pucchā
pārāyanavaggo 5","n'āhaṃ sahissāmi pamocanāya,
<b>kathaṃkathiṃ</b> dhotaka kañci loke,
dhammañ'ca seṭṭhaṃ abhijānamāno,
evaṃ tuvaṃ ogham'imaṃ taresi.",MN2.2,sabbāsavasuttaṃ,"eta'r'ahi vā paccuppannam'addhānaṃ ajjhattaṃ <b>kathaṃkathī</b> hoti, ahaṃ nu kho'smi? no nu kho'smi? kiṃ nu kho'smi? kathaṃ nu kho'smi? ayaṃ nu kho satto kuto āgato? so kuhiṃ gāmī bhavissatī'ti?",,,,,,
20957,kāma 1,adj,wishing (to); wanting (to); would be delighted (to),DN19.7,mahāgovindasuttaṃ,"bhavam'atthu bhavantaṃ jotipālaṃ, rājā disampati bhavantaṃ jotipālaṃ māṇavaṃ āmantayati, rājā disampati bhoto jotipālassa māṇavassa dassana<b>kāmo</b>'ti",SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","vijigucchamānassa yadidaṃ phāsu,
ritt'āsanaṃ sayanaṃ sevato ce,
sambodhi<b>kāmassa</b> yath'ānudhammaṃ,
taṃ te pavakkhāmi yathā pajānaṃ.",SN22.81,pālileyyasuttaṃ,eko'va bhagavā tasmiṃ samaye viharitu'<b>kāmo</b> hoti na bhagavā tasmiṃ samaye kenaci anubandhitabbo hotī'ti,SN12.63,puttamaṃsūpamasuttaṃ,atha puriso āgaccheyya jīvitu'<b>kāmo</b> amaritu'<b>kāmo</b> sukha<b>kāmo</b> dukkhappaṭikūlo.
20959,kāma 3,masc,sense desire (of); sensual pleasure (of),TH251,raṭṭhapālattheragāthā,"rājā ca aññe ca bahū manussā, avītataṇhā maraṇaṃ upenti.
ūnā'va hutvāna jahanti dehaṃ, <b>kāmehi</b> lokamhi na h'atthi titti.",SNP8,mettasuttaṃ,"diṭṭhiñ'ca anupagamma, sīlavā dassanena sampanno,
<b>kāmesu</b> vineyya gedhaṃ, na hi jātu gabbhaseyyaṃ punar'etī'ti.",AN6.63,nibbedhikasuttaṃ,"katamā ca, bhikkhave, <b>kāmānaṃ</b> vemattatā? añño, bhikkhave, <b>kāmo</b> rūpesu, añño <b>kāmo</b> saddesu, añño <b>kāmo</b> gandhesu, añño <b>kāmo</b> rasesu, añño <b>kāmo</b> phoṭṭhabbesu. ayaṃ vuccati, bhikkhave, <b>kāmānaṃ</b> vemattatā.",DHP186,buddhavaggo,"na kahāpaṇavassena,
titti <b>kāmesu</b> vijjati,
app'assādā dukhā kāmā,
iti viññāya paṇḍito."
21278,kāyindriya 1,nt,sense of touch; haptic faculty,VIBH5.1,indriyavibhaṅgo,"bāvīsat'indriyāni, cakkhu'ndriyaṃ, sot'indriyaṃ, ghān'indriyaṃ, jivh'indriyaṃ, <b>kāy'indriyaṃ</b>, man'indriyaṃ, itth'indriyaṃ, puris'indriyaṃ",MN39,mahāassapurasuttaṃ,yatv'ādhikaraṇam'enaṃ <b>kāy'indriyaṃ</b> asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ,,,,,,
21448,kālavādī,adj,who speaks at the proper time,MN51,kandarakasuttaṃ,<b>kālavādī</b> bhūtavādī atthavādī dhammavādī vinayavādī nidhānavatiṃ vācaṃ bhāsitā kālena sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ,,,,,,,,,
21657,kiñci 1,ind,something; anything,MN61,ambalaṭṭhika rāhulovādasuttaṃ,pariccattaṃ kho rañño nāgassa jīvitaṃ. n'atthi dāni <b>kiñci</b> rañño nāgassa akaraṇīyan'ti.,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sa sabbadhammesu visenibhūto,
yaṃ <b>kiñci</b> diṭṭhaṃ va sutaṃ mutaṃ vā,
sa pannabhāro muni vippamutto,
na kappiyo n'ūparato na patthiyo'ti.",MN37,cūḷataṇhāsaṅkhayasuttaṃ,"paṭinissagg'ānupassī viharanto na <b>kiñci</b> loke upādiyati, anupādiyaṃ na paritassati, aparitassaṃ paccattaññ'eva parinibbāyati",,,
22925,ko nu,idiom,what?; why?; what for?; who?,DHP146,jarāvaggo,"<b>ko nu</b> hāso kim'ānando,
niccaṃ pajjalite sati,
andhakārena onaddhā,
padīpaṃ na gavesatha.",MN108,gaṇakamoggallānasuttaṃ,"<b>ko nu</b> kho, bho gotama, hetu ko paccayo yaṃ tiṭṭhateva nibbānaṃ, tiṭṭhati nibbānagāmī maggo, tiṭṭhati bhavaṃ gotamo samādapetā",DN19.8,mahāgovindasuttaṃ,"<b>ko nu</b> kho, bho, pahoti imaṃ mahāpathaviṃ uttarena āyataṃ dakkhiṇena sakaṭamukhaṃ sattadhā samaṃ suvibhattaṃ vibhajitun'ti",,,
23763,khīṇāsava,adj,who has destroyed the effluents; awakened; epithet of an arahant,AN4.157,rogasuttaṃ,te bhikkhave sattā sudullabhā lokasmiṃ ye cetasikena rogena muhuttam'pi ārogyaṃ paṭijānanti aññatra <b>khīṇ'āsavehi</b>,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","aññena ca kevalinaṃ mah'esiṃ,
<b>khīṇ'āsavaṃ</b> kukkuccavūpasantaṃ,
annena pānena upaṭṭhahassu,
khettaṃ hi taṃ puññapekkhassa hotī'ti.",SN1.28,mahaddhanasuttaṃ,"hitvā agāraṃ pabbajitā,
hitvā puttaṃ pasuṃ viyaṃ,
hitvā rāgañ'ca dosañ'ca, avijjaṃ ca virājiya, <b>khīṇ'āsavā</b> arahanto
te lokasmiṃ anussukā.",AN6.55,soṇasuttaṃ,"yo so, bhante, bhikkhu arahaṃ <b>khīṇ'āsavo</b> vusitavā katakaraṇīyo ohitabhāro anuppattasadattho parikkhīṇabhavasaṃyojano samma'd'aññāvimutto, so cha ṭhānāni adhimutto hoti"
24074,gaṇakamoggallāna,masc,name of a Brahman accountant,MN108,gaṇakamoggallānasuttaṃ,upasaṅkamitvā bhagavatā saddhiṃ sammodi. sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekam'antaṃ nisīdi. ekam'antaṃ nisinno kho <b>gaṇakamoggallāno</b> brāhmaṇo bhagavantaṃ etadavoca,,,,,,,,,
