id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
8335,abhivādetvā,abs,having bowed down (to); having paid high respect (to),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",upasaṅkamitvā bhagavantaṃ <b>abhivādetvā</b> ekam'antaṃ aṭṭhāsi. ekam'antaṃ ṭhitā kho sā devatā bhagavantaṃ gāthāya ajjhabhāsi,AN6.61,majjhesuttaṃ,atha kho therā bhikkhū yena bhagavā ten'upasaṅkamiṃsu. upasaṅkamitvā bhagavantaṃ <b>abhivādetvā</b> ekam'antaṃ nisīdiṃsu.,DN16.12,mahāparinibbānasuttaṃ,atha kho ambapālī gaṇikā bhagavato adhivāsanaṃ viditvā uṭṭhāy'āsanā bhagavantaṃ <b>abhivādetvā</b> padakkhiṇaṃ katvā pakkāmi.,,,
8993,ariyadhamma 2,masc,teaching of the Buddha; noble teaching,TH264,vaṅgīsattheragāthā,"paroparaṃ <b>ariyadhammaṃ</b> viditvā,
mā mohayī jānam'anomavīriya,
vāriṃ yathā ghammani ghammatatto,
vāc'ābhikaṅkhāmi sutaṃ pavassa.",MN2.2,sabbāsavasuttaṃ,"ariyānaṃ adassāvī <b>ariyadhammassa</b> akovido ariyadhamme avinīto, sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto",,,,,,
10988,ākaṅkhati,pr,wishes (for); wants; desires; aspires (for),SNP32,sabhiyasuttaṃ,"yo kho, sabhiya, aññatitthiyapubbo imasmiṃ dhammavinaye <b>ākaṅkhati</b> pabbajjaṃ, <b>ākaṅkhati</b> upasampadaṃ, so cattāro māse parivasati.",SN2.2,dutiyakassapasuttaṃ,"bhikkhu siyā jhāyī vimuttacitto,
<b>ākaṅkhe</b> ce hadayass'ānupattiṃ,
lokassa ñatvā udayabbayañ'ca,
sucetaso anissito tadānisaṃso'ti.",AN5.23,upakkilesasuttaṃ,"so sace <b>ākaṅkhati</b>, dibbena cakkhunā visuddhena atikkantamānusakena satte passeyyaṃ cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe, sugate duggate yathākamm'ūpage satte pajāneyyaṃ",MN152,indriyabhāvanāsuttaṃ,"sace <b>ākaṅkhati</b>, paṭikūlañ'ca appaṭikūlañ'ca tadubhayaṃ abhinivajjetvā upekkhako vihareyyaṃ sato sampajāno'ti"
12243,āyasmā,masc,venerable,AN10.44,kusinārasuttaṃ,"no ce, bhikkhave, bhikkhu parisuddhakāyasamācāro hoti parisuddhena kāyasamācārena samannāgato acchiddena appaṭimaṃsena, tassa bhavanti vattāro, iṅgha tāva <b>āyasmā</b> kāyikaṃ sikkhassū'ti, iti'ssa bhavanti vattāro",SN12.31,bhūtasuttaṃ,"imassa nu kho, sāriputta, saṃkhittena bhāsitassa kathaṃ vitthārena attho daṭṭhabbo'ti? evaṃ vutte, <b>āyasmā</b> sāriputto tuṇhī ahosi.",SN21.9,tissasuttaṃ,"atha kho <b>āyasmā</b> tisso bhagavato pitucchāputto yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi",MN82,raṭṭhapālasuttaṃ,"atha kho <b>āyasmā</b> raṭṭhapālo sakapitu nivesane n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosam'eva alattha"
12279,āyu 1,nt,life,TH251,raṭṭhapālattheragāthā,"na dīgham'<b>āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",SNP8,mettasuttaṃ,"mātā yathā niyaṃ puttaṃ,
<b>āyusā</b> ekaputtam'anurakkhe,
evam'pi sabbabhūtesu,
mānasaṃ bhāvaye aparimāṇaṃ.",TH133,heraññakānittheragāthā,"accayanti ahorattā,
jīvitaṃ uparujjhati,
<b>āyu</b> khīyati maccānaṃ,
kunnadīnaṃ'va odakaṃ.",DHP135,daṇḍavaggo,"yathā daṇḍena gopālo, gāvo pājeti gocaraṃ,
evaṃ jarā ca maccu ca, <b>āyuṃ</b> pājenti pāṇinaṃ."
12746,āsaṅga,masc,robe; cloak,UD45,uposathasuttaṃ,"atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttara-<b>āsaṅgaṃ</b> karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",VIN1.2.6,kuṭikārasikkhāpadaṃ,tena kuṭikārakena bhikkhunā kuṭivatthuṃ sodhetvā saṅghaṃ upasaṅkamitvā ek'aṃsaṃ uttar'<b>āsaṅgaṃ</b> karitvā vuḍḍhānaṃ bhikkhūnaṃ pāde vanditvā ukkuṭikaṃ nisīditvā añjaliṃ paggahetvā evam'assa vacanīyo,,,,,,
13539,itthatta 1,nt,present state of existence; earthly existence; such an existence,MN39,mahāassapurasuttaṃ,khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ n'āparaṃ <b>itthattāyā</b>'ti pajānāti,SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","ye kec'ime isayo manujā,
khattiyā brāhmaṇā devatānaṃ,
yaññam'akappayiṃsu puthū'dha loke,
āsīsamānā puṇṇaka <b>itthattaṃ</b>,
jaraṃ sitā yaññam'akappayiṃsu.",AN4.171,cetanāsuttaṃ,"ko nu kho, bhante, hetu ko paccayo, yena m'idh'ekacce sattā tamhā kāyā cutā āgāmino honti āgantāro <b>itthattaṃ</b>?",,,
13646,iddhi 1,fem,psychic power; psychic potency; supernormal ability,DN16.21,mahāparinibbānasuttaṃ,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro <b>iddhi</b>pādā pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo.",AN8.30,anuruddha mahāvitakkasuttaṃ,"mama saṅkappam'aññāya,
satthā loke anuttaro,
manomayena kāyena,
<b>iddhiyā</b> upasaṅkami.",DHP175,lokavaggo,"haṃs'ādiccapathe yanti,
ākāse yanti <b>iddhiyā</b>,
nīyanti dhīrā lokamhā,
jetvā māraṃ savāhiniṃ.",AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, anekavihitaṃ <b>iddhi</b>vidhaṃ paccanubhaveyyaṃ, eko'pi hutvā bahudhā assaṃ, bahudhā'pi hutvā eko assaṃ, āvibhāvaṃ tirobhāvaṃ"
14533,uṭṭhāya,ger,rising (from); emerging (from); getting up (from),DHP240,malavaggo,"ayasā'va malaṃ samuṭṭhitaṃ,
tat'<b>uṭṭhāya</b> tam'eva khādati,
evaṃ atidhonacārinaṃ,
sakakammāni nayanti duggatiṃ.",VIN1.0,verañjakaṇḍaṃ,<b>uṭṭhāya-</b>āsanā bhagavantaṃ abhivādetvā,,,,,,
16618,uppala 1,nt,lotus; water lily,DHP55,pupphavaggo,"candanaṃ tagaraṃ vā'pi,
<b>uppalaṃ</b> atha vassikī,
etesaṃ gandhajātānaṃ,
sīlagandho anuttaro.",AN10.81,vāhanasuttaṃ,"seyyathā'pi, vāhana, <b>uppalaṃ</b> vā padumaṃ vā puṇḍarīkaṃ vā udake jātaṃ udake saṃvaḍḍhaṃ udakā paccuggamma ṭhitaṃ anupalittaṃ udakena.",MN39,mahāassapurasuttaṃ,seyyathā'pi uppaliniyaṃ vā paduminiyaṃ vā puṇḍarīkiniyaṃ vā app'ekaccāni <b>uppalāni</b> vā padumāni vā puṇḍarīkāni vā,APA47,pañcahatthiya therāpadānaṃ,"pañca <b>uppala</b>hatthāni,
āveḷatthaṃ ahaṃsu me,
tena buddhaṃ apūjesiṃ,
pasanno sehi pāṇibhi."
17378,eka 3,adj,alone; single; solitary,AN8.53,saṃkhittasuttaṃ,"sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā <b>ekā</b> vūpakaṭṭhā appamattā ātāpinī pahit'attā vihareyyan'ti",SN21.10,theranāmakasuttaṃ,so <b>eko</b> gāmaṃ piṇḍāya pavisati <b>eko</b> paṭikkamati <b>eko</b> raho nisīdati <b>eko</b> caṅkamaṃ adhiṭṭhāti.,SN5.5,uppalavaṇṇāsuttaṃ,"supupphit'aggaṃ upagamma bhikkhuni,
<b>ekā</b> tuvaṃ tiṭṭhasi sālamūle,
na c'atthi te dutiyā vaṇṇadhātu,
bāle na tvaṃ bhāyasi dhuttakānan'ti.",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","<b>eko</b> ahaṃ sakka mahantam'oghaṃ,
anissito no visahāmi tārituṃ,
ārammaṇaṃ brūhi samantacakkhu,
yaṃ nissito ogham'imaṃ tareyyaṃ."
17894,etassa 2,pron,of this,SN12.2,vibhaṅgasuttaṃ,evam'<b>etassa</b> kevalassa dukkhakkhandhassa samudayo hoti.,AN10.58,mūlakasuttaṃ,"bhagavaṃmūlakā no, bhante, dhammā bhagavaṃnettikā bhagavaṃpaṭisaraṇā. sādhu vata, bhante, bhagavantaṃ'y'eva paṭibhātu <b>etassa</b> bhāsitassa attho. bhagavato sutvā bhikkhū dhāressantī'ti.",MN9,sammādiṭṭhisuttaṃ,"dūrato'pi kho mayaṃ, āvuso, āgaccheyyāma āyasmato sāriputtassa santike <b>etassa</b> bhāsitassa atthamaññātuṃ",MN139,araṇavibhaṅgasuttaṃ,"na āsevitabbaṃ, na bhāvetabbaṃ, na bahulīkātabbaṃ, bhāyitabbaṃ <b>etassa</b> sukhassā'ti, vadāmi."
18077,evamassa 1,sandhi,he would (think) thus; this would occur to him,DN16.36,mahāparinibbānasuttaṃ,"siyā kho … tumhākaṃ <b>evam'assa</b>, atītasatthukaṃ pāvacanaṃ, n'atthi no satthā'ti.",MN22,alagaddūpamasuttaṃ,"tassa <b>evam'assa</b>, ayaṃ kho mahāudak'aṇṇavo, orimaṃ tīraṃ sāsaṅkaṃ sappaṭibhayaṃ, pārimaṃ tīraṃ khemaṃ appaṭibhayaṃ, n'atthi ca nāvā santāraṇī uttarasetu vā apārā pāraṃ gamanāya.",,,,,,
19371,kaṭṭha 1.1,nt,stick; plank; log; wood; timber,Trad,,"katvāna <b>kaṭṭham</b>'udaraṃ iva gabbhinīyā, ciñcāya duṭṭhavacanaṃ janakāyamajjhe, santena somavidhinā jitavā mun'indo",MN43,mahāvedallasuttaṃ,"yadā kho, āvuso, imaṃ kāyaṃ tayo dhammā jahanti, āyu usmā ca viññāṇaṃ, ath'āyaṃ kāyo ujjhito avakkhitto seti, yathā <b>kaṭṭhaṃ</b> acetanan'ti.",JA73,saccaṃkira jātakaṃ,"saccaṃ kir'evam'āhaṃsu,
narā ekacciyā idha,
<b>kaṭṭhaṃ</b> niplavitaṃ seyyo,
na tv'ev'ekacciyo naro'ti.",MN36,mahāsaccakasuttaṃ,"seyyathā'pi allaṃ <b>kaṭṭhaṃ</b> sasnehaṃ udake nikkhittaṃ. atha puriso āgaccheyya uttar'āraṇiṃ ādāya, aggiṃ abhinibbattessāmi, tejo pātukarissāmī'ti."
20450,karaṇa 1,adj,doing; making; causing; effecting,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piya<b>karaṇā</b> garu<b>karaṇā</b> saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.",MN43,mahāvedallasuttaṃ,"katamo c'āvuso, pariyāyo yaṃ pariyāyaṃ āgamma ime dhammā ek'atthā byañjanam'eva nānaṃ? rāgo kho, āvuso, pamāṇa<b>karaṇo</b>, doso pamāṇa<b>karaṇo</b>, moho pamāṇa<b>karaṇo</b>.",AN5.51,āvaraṇasuttaṃ,"kāmacchando, bhikkhave, āvaraṇo nīvaraṇo cetaso ajjhāruho paññāya dubbalī<b>karaṇo</b>. byāpādo, bhikkhave, āvaraṇo nīvaraṇo cetaso ajjhāruho paññāya dubbalī<b>karaṇo</b>.",,,
20521,karīsa 1,nt,faeces; excrement,DN22.5,mahāsatipaṭṭhānasuttaṃ,atthi imasmiṃ kāye… antaṃ antaguṇaṃ udariyaṃ <b>karīsaṃ</b> pittaṃ semhaṃ pubbo lohitaṃ sedo medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan'ti,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ aratiṃ ragañ'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ mutta<b>karīsa</b>puṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,
21658,kiñci 2,pron,some; something; anything,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yaṅ'<b>kiñci</b> vittaṃ idha vā huraṃ vā,
saggesu vā yaṃ ratanaṃ paṇītaṃ.
na no samaṃ atthi tathāgatena",AN4.173,mahākoṭṭhikasuttaṃ,"channaṃ, āvuso, phass'āyatanānaṃ asesavirāganirodhā atthi ca n'atthi ca aññaṃ <b>kiñcī</b>'ti? mā h'evaṃ, āvuso.",VIN PAT SA 12,dubbaca sikkhāpada,"mā maṃ āyasmanto <b>kiñci</b> avacuttha kalyāṇaṃ vā pāpakaṃ vā, ahaṃ'p'āyasmante na kiñci vakkhāmi kalyāṇaṃ vā pāpakaṃ vā",SN12.63,puttamaṃsūpamasuttaṃ,manosañcetanāya āhāre pariññāte tisso taṇhā pariññātā honti. tīsu taṇhāsu pariññātāsu ariyasāvakassa n'atthi <b>kiñci</b> uttarikaraṇīyanti vadāmi.
24914,gimhā,masc,hot season; summer,PAT PK,dhammayuttikapubbakiccaṃ,evaṃ utuācikkhanaṃ. utūn'īdha pana sāsane hem'anta<b>gimha</b>vassānānaṃ vasena tīṇi honti.,VIN PAT PC 57,nahāna sikkhāpada,"tatth'āyaṃ samayo, diyaḍḍho māso seso <b>gimhānan</b>'ti vassānassa paṭhamo māso, icc'ete aḍḍhateyyamāsā uṇhasamayo",SN54.9,vesālīsuttaṃ,"seyyathā'pi, bhikkhave, <b>gimhānaṃ</b> pacchime māse ūhataṃ rajojallaṃ, tam'enaṃ mahāakālamegho ṭhānaso antaradhāpeti vūpasameti.",,,
25745,cakkhumant 1,adj,with eyes; who can see; who has vision; gifted with sight,Thai,,"yo <b>cakkhumā</b> mohamal'āpakaṭṭho, sāmaṃ va buddho sugato vimutto, mārassa pāsā vinimocayanto, pāpesi khemaṃ janataṃ vineyyaṃ",MN20,vitakkasaṇṭhānasuttaṃ,"seyyathā'pi, bhikkhave, <b>cakkhumā</b> puriso āpāthagatānaṃ rūpānaṃ adassanakāmo assa, so nimīleyya vā aññena vā apalokeyya.",DHP273,maggavaggo,"maggān'aṭṭh'aṅgiko seṭṭho,
saccānaṃ caturo padā,
virāgo seṭṭho dhammānaṃ,
dvipadānañ'ca <b>cakkhumā</b>.",APA8,upāli therāpadānaṃ,"accayena ahorattaṃ,
padumuttaranāmako
sabbaṃ tamaṃ vinodetvā,
loke uppajji <b>cakkhumā</b>."
25848,catasso,card,four (4),AN10.29,paṭhamakosalasuttaṃ,"<b>catasso</b> imā, bhikkhave, paṭipadā. katamā <b>catasso</b>? dukkhā paṭipadā dandh'ābhiññā, dukkhā paṭipadā khipp'ābhiññā, sukhā paṭipadā dandh'ābhiññā, sukhā paṭipadā khipp'ābhiññā. imā kho, bhikkhave, <b>catasso</b> paṭipadā.",SNP71,"piṅgiya māṇava pucchā
pārāyanavaggo 16","disā catasso vidisā <b>catasso</b>,
uddhaṃ adho dasa disā imāyo,
na tuyhaṃ adiṭṭhaṃ asutaṃ amutaṃ,
atho aviññātaṃ kiñcanam'atthi loke,
ācikkha dhammaṃ yam'ahaṃ vijaññaṃ,
jātijarāya idha vippahānaṃ.",MN4,bhayabheravasuttaṃ,"so anekavihitaṃ pubbenivāsaṃ anussarāmi, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo tisso'pi jātiyo <b>catasso</b>'pi jātiyo pañca'pi jātiyo dasa'pi jātiyo vīsam'pi jātiyo tiṃsam'pi jātiyo",,,
25849,catu,card,four (4),AN4.67,ahirājasuttaṃ,"apādakehi me mettaṃ,
mettaṃ dipādakehi me.
<b>catu</b>ppadehi me mettaṃ,
mettaṃ bahuppadehi me.",VIBH6.1,paṭiccasamuppādavibhaṅgo,"idaṃ vuccati nāmaṃ. tattha katamaṃ rūpaṃ? cattāro mahābhūtā, <b>catunnañ</b>'ca mahābhūtānaṃ upādāyarūpaṃ. idaṃ vuccati rūpaṃ.",,,,,,
26128,cattāro,card,four (4),VIBH6.1,paṭiccasamuppādavibhaṅgo,"tattha katamaṃ rūpaṃ? <b>cattāro</b> mahābhūtā, catunnañ'ca mahābhūtānaṃ upādāya rūpaṃ. idaṃ vuccati rūpaṃ.",DHP109,sahassavaggo,"abhivādanasīlissa,
niccaṃ vuḍḍh'āpacāyino,
<b>cattāro</b> dhammā vaḍḍhanti,
āyu vaṇṇo sukhaṃ balaṃ.",AN10.61,avijjāsuttaṃ,"satta'p'āhaṃ bojjh'aṅge sāhāre vadāmi, no anāhāre. ko c'āhāro sattannaṃ bojjh'aṅgānaṃ? <b>cattāro</b> satipaṭṭhānā'ti'ssa vacanīyaṃ.",DN16.26,mahāparinibbānasuttaṃ,"idāni, bhante, deve vassante deve gaḷagaḷāyante vijjullatāsu niccharantīsu asaniyā phalantiyā dve kassakā bhātaro hatā <b>cattāro</b> ca balibaddā"
26262,caraṇa 1.1,nt,behaviour; conduct; (theory and) practice,SN55.7,veḷudvāreyyasuttaṃ,arahaṃ sammāsambuddho vijjā<b>caraṇa</b>sampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā,VIN2.7.7,pādukavaggo,"dhi'r'atthu taṃ dhanalābhaṃ,
yasalābhañ'ca brāhmaṇa,
yā vutti vinipātena,
adhamma<b>caraṇena</b> vā.",DN27.16,aggaññasuttaṃ,"khattiyo seṭṭho janetasmiṃ,
ye gottapaṭisārino,
vijjā<b>caraṇa</b>sampanno,
so seṭṭho devamānuse'ti.",,,
26759,cira,adj,(of time) long,AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā rattaññū <b>cira</b>pabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,MN105,sunakkhattasuttaṃ,"seyyathā'pi, sunakkhatta, puriso sakamhā gāmā vā nigamā vā <b>cira</b>vippavuttho assa.",UD45,uposathasuttaṃ,"abhikkantā, bhante, ratti, nikkhanto paṭhamo yāmo, <b>cira</b>nisinno bhikkhusaṅgho, uddisatu, bhante, bhagavā bhikkhūnaṃ pātimokkhan'ti",,,
