id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
10844,ahañhi,sandhi,I truly; I certainly,VIN4.3.110,pañcannaṃ appahitepi anujānanā,"idha pana, bhikkhave, bhikkhu gilāno hoti. so ce bhikkhūnaṃ santike dūtaṃ pahiṇeyya, <b>ahañ'hi</b> gilāno, āgacchantu bhikkhū, icchāmi bhikkhūnaṃ āgatan'ti.",AN4.183,sutasuttaṃ,"<b>ahañ'hi</b>, bho gotama, evaṃvādī evaṃdiṭṭhī, yo koci diṭṭhaṃ bhāsati, evaṃ me diṭṭhan'ti, n'atthi tato doso",SN22.80,piṇḍolyasuttaṃ,n'atthi nu kho taṃ kiñci lokasmiṃ yam'ahaṃ upādiyamāno na vajjavā assaṃ. <b>ahañ'hi</b> rūpaññ'eva upādiyamāno upādiyeyyaṃ,VIN4.1.6,pañcavaggiya kathā,"<b>ahañhi</b> arahā loke, ahaṃ satthā anuttaro.
ekomhi sammāsambuddho, sītibhūtosmi nibbuto."
11156,āgata 3,pp,come (from); arrived (from); returned (from),AN7.23,paṭhamasattakasuttaṃ,"yāvakīvañ'ca bhikkhave bhikkhū paccattaññ'eva satiṃ upaṭṭhāpessanti, kin'ti anāgatā ca pesalā sabrahmacārī āgaccheyyuṃ <b>āgatā</b> ca pesalā sabrahmacārī phāsuṃ vihareyyun'ti",MN2.2,sabbāsavasuttaṃ,"eta'r'ahi vā paccuppannam'addhānaṃ ajjhattaṃ kathaṃkathī hoti, ahaṃ nu kho'smi? no nu kho'smi? kiṃ nu kho'smi? kathaṃ nu kho'smi? ayaṃ nu kho satto kuto <b>āgato</b>? so kuhiṃ gāmī bhavissatī'ti?",DHP219,piyavaggo,"cirappavāsiṃ purisaṃ,
dūrato sotthim'<b>āgataṃ</b>,
ñātimittā suhajjā ca,
abhinandanti āgataṃ.",,,
11288,ācariya 1,masc,teacher; religious leader,Trad,,"iminā puññakammena upajjhāyā guṇ'uttarā, <b>ācariy</b>'ūpakārā ca mātāpitā ca ñātakā, suriyo candimā rājā, guṇavantā narā'pi ca",AN2.9,cariyasuttaṃ,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā <b>ācariya</b>bhariyā'ti vā garūnaṃ dārā'ti vā.",VIN1.2.9,dutiyaduṭṭhadosasikkhāpadaṃ,"kiñ'ci desaṃ lesamattaṃ upādāyā'ti leso nāma dasa lesā, jātileso, nāmaleso, gottaleso, liṅgaleso, āpattileso, pattaleso, cīvaraleso, upajjhāyaleso, <b>ācariya</b>leso, sen'āsanaleso.",AN4.73,sappurisasuttaṃ,"so aparena samayena saṃvāsam'anvāya vissāsam'anvāya <b>ācariyam</b>'pi upajjhāyam'pi evam'āha, apetha, kiṃ pana tumhe jānāthā'ti!"
12419,ārammaṇa 2,nt,chance; opportunity,MN119,kāyagatāsatisuttaṃ,"yassa kassaci, bhikkhave, kāyagatāsati abhāvitā abahulīkatā, labhati tassa māro otāraṃ, labhati tassa māro <b>ārammaṇaṃ</b>.",SN20.8,kaliṅgarasuttaṃ,"kaliṅgar'ūpadhānā, bhikkhave, eta'r'ahi licchavī viharanti appamattā ātāpino upāsanasmiṃ. tesaṃ rājā māgadho ajātasattu vedehiputto na labhati otāraṃ na labhati <b>ārammaṇaṃ</b>.",,,,,,
16350,upādāya 1,ger,taking; taking up; grasping (onto); taking possession (of),SN22.83,ānandasuttaṃ,"puṇṇo nāma, āvuso, āyasmā mantāṇiputto amhākaṃ navakānaṃ sataṃ bah'ūpakāro hoti. so amhe iminā ovādena ovadati, <b>upādāya</b>, āvuso ānanda, asmī'ti hoti, no anupādāya.",AN5.73,paṭhamadhammavihārīsuttaṃ,"yaṃ kho, bhikkhu, satthārā karaṇīyaṃ sāvakānaṃ hit'esinā anukampakena anukampaṃ <b>upādāya</b>, kataṃ vo taṃ mayā.",,,,,,
17955,etha,imp,come you all!,DHP171,lokavaggo,"<b>etha</b> passath'imaṃ lokaṃ,
cittaṃ rājarath'ūpamaṃ,
yattha bālā visīdanti,
n'atthi saṅgo vijānataṃ.",DHP344,taṇhāvaggo,"yo nibbanatho van'ādhimutto,
vanamutto vanam'eva dhāvati,
taṃ puggalam'<b>etha</b> passatha,
mutto bandhanam'eva dhāvati.",AN3.66,kesamuttisuttaṃ,"<b>etha</b> tumhe mā anussavena, mā param'parāya, mā itikirāya, mā piṭakasampadānena, mā takkahetu, mā nayahetu",,,
19264,kacci 1,ind,I hope; I trust; I wonder,AN10.48,pabbajitābhiṇhasuttaṃ,"<b>kacci</b> nu kho me attā sīlato na upavadatī'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.",AN3.35,hatthakasuttaṃ,"<b>kacci</b>, bhante, bhagavā sukham'asayitthā'ti? evaṃ, kumāra, sukham'asayitthaṃ. ye ca pana loke sukhaṃ senti, ahaṃ tesaṃ aññataro'ti",MN91,brahmāyusuttaṃ,"<b>kacci</b>, tāta uttara, taṃ bhavantaṃ gotamaṃ tathā santaṃ'y'eva saddo abbhuggato, no aññathā? <b>kacci</b> pana so bhavaṃ gotamo tādiso, no aññādiso'ti?",VIN PAT NID,nidānuddeso,"uddiṭṭhaṃ kho, āyasmanto, nidānaṃ. tatth'āyasmante pucchāmi, <b>kacci</b>'ttha parisuddhā?"
20574,kalandaka,masc,squirrel,SN42.10,maṇicūḷakasuttaṃ,ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane <b>kalandaka</b>nivāpe.,,,,,,,,,
20575,kalandakanivāpa,masc,name of a park outside Rājagaha,SN42.10,maṇicūḷakasuttaṃ,ekaṃ samayaṃ bhagavā rājagahe viharati veḷuvane <b>kalandakanivāpe</b>.,,,,,,,,,
20639,kalyāṇa 1,adj,good; favourable; propitious; beneficial; lovely,AN10.48,pabbajitābhiṇhasuttaṃ,"kammassakomhi kammadāy'ādo kammayoni kammabandhu kammapaṭisaraṇo, yaṃ kammaṃ karissāmi <b>kalyāṇaṃ</b> vā pāpakaṃ vā tassa dāy'ādo bhavissāmī'ti pabbajitena abhiṇhaṃ paccavekkhitabbaṃ",SN55.7,veḷudvāreyyasuttaṃ,"so dhammaṃ deseti ādi<b>kalyāṇaṃ</b> majjhe<b>kalyāṇaṃ</b> pariyosāna<b>kalyāṇaṃ</b> sātthaṃ sabyañjanaṃ, kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti.",VIN PAT SA 12,dubbaca sikkhāpada,"mā maṃ āyasmanto kiñci avacuttha <b>kalyāṇaṃ</b> vā pāpakaṃ vā, ahaṃ'p'āyasmante na kiñci vakkhāmi kalyāṇaṃ vā pāpakaṃ vā",AN3.27,jigucchitabbasuttaṃ,"kiñ'cā'pi, bhikkhave, evarūpassa puggalassa na diṭṭh'ānugatiṃ āpajjati, atha kho naṃ <b>kalyāṇo</b> kittisaddo abbhuggacchati, <b>kalyāṇa</b>mitto purisapuggalo <b>kalyāṇa</b>sahāyo <b>kalyāṇa</b>sampavaṅko'ti."
25212,gelañña,nt,sickness; ill health,Thai,,ekadā dhammarājā pi <b>gelaññen</b>'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna sādaraṃ sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso.,AN8.80,kusītārambhavatthusuttaṃ,"ahaṃ kho gilānā vuṭṭhito aciravuṭṭhito <b>gelaññā</b>. tassa me kāyo dubbalo akammañño. hand'āhaṃ nipajjāmī'ti. so nipajjati, na vīriyaṃ ārabhati appattassa pattiyā anadhigatassa adhigamāya asacchikatassa sacchikiriyāya.",,,,,,
28629,jīvitukāma,adj,wishing to live; wanting to stay alive,SN12.63,puttamaṃsūpamasuttaṃ,atha puriso āgaccheyya <b>jīvitu'kāmo</b> amaritu'kāmo sukhakāmo dukkhappaṭikūlo,DHP123,pāpavaggo,"vāṇijo'va bhayaṃ maggaṃ,
appasattho mahaddhano,
visaṃ <b>jīvitu'kāmo</b>'va,
pāpāni parivajjaye.",,,,,,
28630,jīvituṃ,inf,to live; to remain alive; to survive,VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","pārājiko hotī'ti seyyathā'pi nāma puriso sīsacchinno abhabbo tena sarīrabandhanena <b>jīvituṃ</b>, evam'eva bhikkhu methunaṃ dhammaṃ paṭisevitvā assamaṇo hoti asakyaputtiyo. tena vuccati, pārājiko hotī'ti.",DHPa1.5.3,ānandaseṭṭhi vatthu,atha naṃ piṇḍāya caritvā <b>jīvituṃ</b> samatthakāle sā kapālakaṃ hatthe ṭhapetvā.,SN12.63,puttamaṃsūpamasuttaṃ,atha puriso āgaccheyya <b>jīvitu'</b>kāmo amaritu'kāmo sukhakāmo dukkhappaṭikūlo.,,,
32799,dīpa 2.2,masc,terra firma; solid ground; support; help; refuge; place of safety; epithet of Nibbāna,SN22.43,attadīpasuttaṃ,"atta<b>dīpā</b>, bhikkhave, viharatha attasaraṇā anaññasaraṇā, dhammadīpā dhammasaraṇā anaññasaraṇā.",SNP65,"kappa māṇava pucchā
pārāyanavaggo 10","majjhe sarasmiṃ tiṭṭhataṃ,
oghe jāte mahabbhaye,
jarāmaccuparetānaṃ,
<b>dīpaṃ</b> pabrūmi kappa te.",DHP25,appamādavaggo,"uṭṭhānen'appamādena,
saṃyamena damena ca,
<b>dīpaṃ</b> kayirātha medhāvī,
yaṃ ogho n'ābhikīrati.",,,
32892,dukkhadomanassa,nt,discomfort and distress; pain and stress; physical pain and mental suffering,SN12.2,vibhaṅgasuttaṃ,"vedanāpaccayā taṇhā, taṇhāpaccayā upādānaṃ, upādānapaccayā bhavo, bhavapaccayā jāti, jātipaccayā jarāmaraṇaṃ sokaparideva<b>dukkhadomanass</b>'upāyāsā sambhavanti.",DN22.1,mahāsatipaṭṭhānasuttaṃ,"ek'āyano ayaṃ, bhikkhave, maggo sattānaṃ visuddhiyā sokaparidevānaṃ samatikkamāya <b>dukkhadomanassānaṃ</b> atthaṅ'gamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya yadidaṃ cattāro satipaṭṭhānā",,,,,,
33962,desa 1,masc,place; location; region; area,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","patirūpa<b>desa</b>vāso ca,
pubbe ca katapuññatā,
attasammāpaṇidhi ca,
etam'maṅgalam'uttamaṃ.",VIN4.1.15,upajjhāya vatta kathā,"upajjhāyamhi vuṭṭhite āsanaṃ uddharitabbaṃ. sace so <b>deso</b> uklāpo hoti, so <b>deso</b> sammajjitabbo.",AN4.31,cakkasuttaṃ,"patirūpe vase <b>dese</b>, ariyamittakaro siyā.
sammāpaṇidhisampanno, pubbe puññakato naro.
dhaññaṃ dhanaṃ yaso kitti, sukhaṃcetaṃadhivattatī.",JA322,duddubha jātakaṃ,"daddabhāyati bhaddante,
yasmiṃ <b>dese</b> vasām'ahaṃ,
aham'p'etaṃ na jānāmi,
kim'etaṃ duddubhāyati."
34734,dhammadīpa,adj,with Dhamma as one's place of safety; with Dhamma as one's solid ground,SN22.43,attadīpasuttaṃ,<b>dhammadīpā</b> dhammasaraṇā anaññasaraṇā,,,,,,,,,
34875,dhammasaraṇa,adj,taking refuge in the Dhamma; relying on the Dhamma; finding support in the teaching,SN22.43,attadīpasuttaṃ,"attadīpā, bhikkhave, viharatha attasaraṇā anaññasaraṇā, dhammadīpā <b>dhammasaraṇā</b> anaññasaraṇā.",,,,,,,,,
38156,nisajja,ger,sitting down,MN61,ambalaṭṭhika rāhulovādasuttaṃ,nisīdi bhagavā paññatte āsane. <b>nisajja</b> pāde pakkhālesi.,AN8.30,anuruddha mahāvitakkasuttaṃ,<b>nisajja</b> kho bhagavā bhikkhū āmantesi,,,,,,
38446,nivāsetvā,abs,having dressed up (in); having robed up; having put on; having donned,SN22.80,piṇḍolyasuttaṃ,atha kho bhagavā kismiñci'd'eva pakaraṇe bhikkhusaṅghaṃ paṇāmetvā pubb'aṇhasamayaṃ <b>nivāsetvā</b> pattacīvaram'ādāya kapilavatthuṃ piṇḍāya pāvisi,,,,,,,,,
38493,nivesetabba,ptp,should be established (in); should be settled (in),AN5.114,andhakavindasuttaṃ,"ye te, ānanda, bhikkhū navā acirapabbajitā adhun'āgatā imaṃ dhammavinayaṃ, te vo, ānanda, bhikkhū pañcasu dhammesu samādapetabbā <b>nivesetabbā</b> patiṭṭhāpetabbā",,,,,,,,,
39074,pakkamati 1,pr,goes (from); goes away (from); leaves (from),MN51,kandarakasuttaṃ,"so santuṭṭho hoti kāyaparihārikena cīvarena kucchiparihārikena piṇḍapātena. so yena yen'eva <b>pakkamati</b>, samādāy'eva <b>pakkamati</b>",AN5.162,dutiyaāghātapaṭivinayasuttaṃ,so taṃ pokkharaṇiṃ ogāhetvā ubhohi hatthehi itic'iti ca sevālapaṇakaṃ apaviyūhitvā añjalinā pivitvā <b>pakkameyya</b>.,VIN PAT PC 16,dutiyasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre jānaṃ pubb'upagataṃ bhikkhuṃ anupakhajja seyyaṃ kappeyya yassa sambādho bhavissati, so <b>pakkamissatī</b>'ti etadeva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.",SN55.6,thapatisuttaṃ,"yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma, kosalehi mallesu cārikaṃ <b>pakkamissatī</b>'ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ, dūre no bhagavā bhavissatī'ti."
40229,paṭikūla 2,adj,averse to; not wanting,SN12.63,puttamaṃsūpamasuttaṃ,atha puriso āgaccheyya jīvitu'kāmo amaritu'kāmo sukhakāmo dukkha<b>ppaṭikūlo</b>,,,,,,,,,
41814,patirūpa,adj,suitable (for); proper (for); appropriate (for); befitting (for),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","<b>patirūpa</b>desavāso ca, pubbe ca katapuññatā.
attasammāpaṇidhi ca, etam'maṅgalam'uttamaṃ.",DHP158,attavaggo,"attānam'eva paṭhamaṃ,
<b>patirūpe</b> nivesaye,
ath'aññam'anusāseyya,
na kilisseyya paṇḍito.",AN3.39,sukhumālasuttaṃ,ahañ'c'eva kho pana jarādhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyeyyaṃ harāyeyyaṃ jiguccheyyaṃ na m'etaṃ assa <b>patirūpan</b>'ti.,MN91,brahmāyusuttaṃ,"atha kho brahmāyuno brāhmaṇassa avidūre ambavanassa etadahosi, na kho m'etaṃ <b>patirūpaṃ</b> yo'haṃ pubbe appaṭisaṃvidito samaṇaṃ gotamaṃ dassanāya upasaṅkameyyan'ti."
42293,panassa,sandhi,and for him; and his,AN8.13,assājānīyasuttaṃ,"yāni kho <b>pan'assa</b> honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.",VISM1.9.2,karuṇābhāvanākathā,"sace <b>pan'assa</b> pubbe vuttanayen'eva verimhi paṭighaṃ uppajjati, taṃ mettāya vuttanayen'eva vūpasametabbaṃ.",MN91,brahmāyusuttaṃ,parosahassaṃ kho <b>pan'assa</b> puttā bhavanti sūrā vīr'aṅgarūpā parasenappamaddanā.,,,
42308,panāhaṃ,sandhi,but I; then I; and I,AN7.61,pacalāyamānasuttaṃ,"n'āhaṃ, moggallāna, sabbeh'eva saṃsaggaṃ vaṇṇayāmi na <b>pan'āhaṃ</b>, moggallāna, sabbeh'eva saṃsaggaṃ na vaṇṇayāmi",AN3.65,sarabhasuttaṃ,aññāya ca <b>pan'āhaṃ</b> samaṇānaṃ sakyaputtikānaṃ dhammaṃ ev'āhaṃ tasmā dhammavinayā apakkanto'ti?,MN12,mahāsīhanādasuttaṃ,"abhijānāmi kho <b>pan'āhaṃ</b>, sāriputta, caturaṅgasamannāgataṃ brahmacariyaṃ caritā, tapassī su'daṃ homi paramatapassī",SN35.235,ādittapariyāyasuttaṃ,"varaṃ, bhikkhave, sottaṃ. sottaṃ kho <b>pan'āhaṃ</b>, bhikkhave, vañjhaṃ jīvitānaṃ vadāmi, aphalaṃ jīvitānaṃ vadāmi, momūhaṃ jīvitānaṃ vadāmi"
42335,panetaṃ,sandhi,and this; but this,MN105,sunakkhattasuttaṃ,"ṭhānaṃ kho <b>pan'etaṃ</b>, sunakkhatta, vijjati yaṃ idh'ekacco purisapuggalo lok'āmis'ādhimutto assa.",MN139,araṇavibhaṅgasuttaṃ,"ataramāno'va bhāseyya no taramāno'ti, iti kho <b>pan'etaṃ</b> vuttaṃ. kiñ'c'etaṃ paṭicca vuttaṃ?",MN10.16,mahāsatipaṭṭhānasuttaṃ,"maraṇadhammānaṃ sattānaṃ evaṃ icchā uppajjati aho vata mayaṃ na maraṇadhammā assāma, na ca vata no maraṇaṃ āgaccheyyā'ti. na kho <b>pan'etaṃ</b> icchāya pattabbaṃ, idam'pi yam'p'icchaṃ na labhati tam'pi dukkhaṃ",,,
43414,pariññāya,ger,completely comprehending; fully understanding,AN7.61,pacalāyamānasuttaṃ,sabbaṃ dhammaṃ <b>pariññāya</b> yaṃkiñci vedanaṃ vediyati sukhaṃ vā dukkhaṃ vā adukkham'asukhaṃ vā so tāsu vedanāsu anicc'ānupassī viharati,SNP62,"nanda māṇava pucchā
pārāyanavaggo 7","nāhaṃ sabbe samaṇabrāhmaṇāse,
jātijarāya nivutā'ti brūmi,
ye s'īdha diṭṭhaṃ'va sutaṃ mutaṃ vā,
sīlabbataṃ vā'pi pahāya sabbaṃ,
anekarūpam'pi pahāya sabbaṃ,
taṇhaṃ <b>pariññāya</b> anāsavāse,
te ve narā oghatiṇṇā'ti brūmi.",SN36.5,daṭṭhabbasuttaṃ,"sa ve samm'addaso bhikkhu, parijānāti vedanā.
so vedanā <b>pariññāya</b>, diṭṭhe dhamme anāsavo.
kāyassa bhedā dhammaṭṭho, saṅkhyaṃ n'opeti vedagū'ti.",SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","ubhosu antesu vineyya chandaṃ, phassaṃ <b>pariññāya</b> anānugiddho,
yadattagarahī tadakubbamāno, na lippatī diṭṭhasutesu dhīro."
44325,pariharati 3,pr,takes care (of); looks after; maintains,Thai,,ahaṃ sukhito homi niddukkho homi avero homi abyāpajjho homi anīgho homi sukhī attānaṃ <b>pariharāmi</b>,AN2.135,āyācanavaggo,"dvīhi, bhikkhave, dhammehi samannāgato paṇḍito viyatto sappuriso akkhataṃ anupahataṃ attānaṃ <b>pariharati</b> anavajjo ca hoti ananuvajjo ca viññūnaṃ bahuñ'ca puññaṃ pasavati.",AN3.40,ādhipateyyasuttaṃ,"so attānaṃ'y'eva adhipatiṃ karitvā akusalaṃ pajahati, kusalaṃ bhāveti, sāvajjaṃ pajahati, anavajjaṃ bhāveti, suddhaṃ attānaṃ <b>pariharati</b>. idaṃ vuccati, bhikkhave, att'ādhipateyyaṃ.",AN9.11,sīhanādasuttaṃ,"seyyathā'pi puriso medakathālikaṃ <b>parihareyya</b> chidd'āvachiddaṃ uggharantaṃ paggharantaṃ, evam'evaṃ kho ahaṃ imaṃ kāyaṃ <b>pariharāmi</b>"
46853,pubbaṇhasamayaṃ,ind,early in the morning,SN22.80,piṇḍolyasuttaṃ,atha kho bhagavā kismiñci'd'eva pakaraṇe bhikkhusaṅghaṃ paṇāmetvā <b>pubb'aṇhasamayaṃ</b> nivāsetvā pattacīvaram'ādāya kapilavatthuṃ piṇḍāya pāvisi,SN12.63,puttamaṃsūpamasuttaṃ,"tam'enaṃ <b>pubb'aṇhasamayaṃ</b> sattisatena haneyyuṃ. atha rājā majjh'anhikasamayaṃ evaṃ vadeyya, ambho, kathaṃ so puriso'ti?",,,,,,
48407,bāḷhagilāna,adj,extremely ill; very sick; with strong illness,AN3.36,devadūtasuttaṃ,"ambho purisa, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ābādhikaṃ dukkhitaṃ <b>bāḷhagilānaṃ</b>, sake muttakarīse palipannaṃ semānaṃ, aññehi vuṭṭhāpiyamānaṃ, aññehi saṃvesiyamānan'ti?",MN39,mahāassapurasuttaṃ,seyyathā'pi bhikkhave puriso ābādhiko assa dukkhito <b>bāḷhagilāno</b>,,,,,,
50827,maññe,ind,methinks; one might say; you'd think; as it were,AN4.122,ūmibhayasuttaṃ,"tassa evaṃ hoti, mayaṃ kho pubbe agāriyabhūtā samānā aññe ovadāma'pi anusāsāma'pi. ime pan'amhākaṃ puttamattā <b>maññe</b> nattamattā <b>maññe</b> ovaditabbaṃ anusāsitabbaṃ maññantī'ti.",SN4.17,chaphassāyatanasuttaṃ,"atha kho māro pāpimā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavato avidūre mahantaṃ bhayabheravaṃ saddam'akāsi, apissudaṃ pathavī <b>maññe</b> undrīyati",TH257,pārāpariyattheragāthā,"te kilesā pavaḍḍhantā, āvisanti bahuṃ janaṃ.
kīḷanti <b>maññe</b> bālehi, ummattehi'va rakkhasā.",DN26.9,cakkavattisuttaṃ,"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambudīpo avīci <b>maññe</b> phuṭo bhavissati manussehi, seyyathā'pi naḷavanaṃ vā saravanaṃ vā."
53542,yattha,ind,wherever; where; when; in which,DHP87,paṇḍitavaggo,"kaṇhaṃ dhammaṃ vippahāya,
sukkaṃ bhāvetha paṇḍito,
okā anokam'āgamma,
viveke <b>yattha</b> dūramaṃ.",SNP37,"nālakasuttaṃ
mahāvaggo 11","hitvā icchañ'ca lobhañ'ca,
<b>yattha</b> satto puthujjano,
cakkhumā paṭipajjeyya,
tareyya narakaṃ imaṃ.",MN25,nivāpasuttaṃ,"yaṃnūna mayaṃ imaṃ nivāpaṃ nivuttaṃ mahatīhi daṇḍavākarāhi samantā sappadesaṃ anuparivāreyyāma, app'eva nāma tatiyānaṃ migajātānaṃ āsayaṃ passeyyāma, <b>yattha</b> te gāhaṃ gaccheyyun'ti.",SN11.15,rāmaṇeyyakasuttaṃ,"gāme vā yadi v'āraññe, ninne vā yadi vā thale.
<b>yattha</b> arahanto viharanti, taṃ bhūmirāmaṇeyyakan'ti."
