id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
12123,āmisagata,adj,(of a fishing hook) baited,SN17.2,baḷisasuttaṃ,"seyyathā'pi, bhikkhave, bāḷisiko <b>āmisagataṃ</b> baḷisaṃ gambhīre udakarahade pakkhipeyya. tam'enaṃ aññataro āmisacakkhu maccho gileyya.",,,,,,,,,
13147,āvuso,ind,sir; sirs; venerable; venerables; reverend; reverends,AN4.180,mahāpadesasuttaṃ,"idha, bhikkhave, bhikkhu evaṃ vadeyya, sammukhā m'etaṃ, <b>āvuso</b>, bhagavato sutaṃ sammukhā paṭiggahitaṃ,",SN2.26,rohitassasuttaṃ,"na kho pan'āhaṃ, <b>āvuso</b>, appatvā lokassa antaṃ dukkhassa antakiriyaṃ vadāmi",SN5.5,uppalavaṇṇāsuttaṃ,"cittasmiṃ vasībhūt'āmhi,
iddhipādā subhāvitā,
sabbabandhanamutt'āmhi,
na taṃ bhāyāmi <b>āvuso</b>'ti.",,,
13415,iṭṭha 1.1,pp,pleasing; likeable; cherished; wished for,DN17.4,mahāsudassanasuttaṃ,"dīgharattaṃ kho maṃ tvaṃ, devi, <b>iṭṭhehi</b> kantehi piyehi manāpehi samudācarittha, atha ca pana maṃ tvaṃ pacchime kāle aniṭṭhehi akantehi appiyehi amanāpehi samudācarasī'ti",MN105,sunakkhattasuttaṃ,"pañca kho ime, sunakkhatta, kāmaguṇā. katame pañca? cakkhuviññeyyā rūpā <b>iṭṭhā</b> kantā manāpā piyarūpā kām'ūpasaṃhitā rajanīyā",MN137,saḷāyatanavibhaṅgasuttaṃ,cakkhuviññeyyānaṃ rūpānaṃ <b>iṭṭhānaṃ</b> kantānaṃ manāpānaṃ manoramānaṃ lok'āmisapaṭisaṃyuttānaṃ paṭilābhaṃ vā paṭilābhato samanupassato,DN22.15,mahāsatipaṭṭhānasuttaṃ,"katamo ca, bhikkhave, piyehi vippayogo dukkho? idha yassa te honti <b>iṭṭhā</b> kantā manāpā rūpā saddā gandhā rasā phoṭṭhabbā dhammā"
13715,idhekacca,pron,here one; here a certain; in this case some; some people here,SN36.21,sīvakasuttaṃ,"pittasamuṭṭhānāni'pi ... semhasamuṭṭhānāni'pi ... vātasamuṭṭhānāni'pi … sannipātikāni'pi … utupariṇāmajāni'pi … visamaparihārajāni'pi … opakkamikāni'pi … kammavipākajāni'pi kho, sīvaka, <b>idh'ekaccāni</b> vedayitāni uppajjanti.",MN12,mahāsīhanādasuttaṃ,"evam'eva kho ahaṃ, sāriputta, <b>idh'ekaccaṃ</b> puggalaṃ evaṃ cetasā ceto paricca pajānāmi, tath'āyaṃ puggalo paṭipanno tathā ca iriyati tañ'ca maggaṃ samārūḷho yathā kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjissatī'ti.",MN105,sunakkhattasuttaṃ,"evam'eva kho, sunakkhatta, ṭhānam'etaṃ vijjati yaṃ <b>idh'ekacco</b> purisapuggalo lok'āmis'ādhimutto assa.",AN4.73,sappurisasuttaṃ,evam'evaṃ kho <b>idh'ekacco</b> bhikkhu yaññad'eva rattiṃ vā divaṃ vā agārasmā anagāriyaṃ pabbajito hoti
13809,iminā,pron,with this; by this,MN51,kandarakasuttaṃ,so <b>iminā</b> ariyena sīlakkhandhena samannāgato ajjhattaṃ anavajjasukhaṃ paṭisaṃvedeti,DN8.5,mahāsīhanādasuttaṃ,"imāya ca, kassapa, mattāya <b>iminā</b> tapopakkamena sāmaññaṃ vā abhavissa brahmaññaṃ vā dukkaraṃ sudukkaraṃ, n'etaṃ abhavissa kallaṃ vacanāya, dukkaraṃ sāmaññaṃ dukkaraṃ brahmaññan'ti.",VIN PAT PC 73,mohana sikkhāpada,"tañ'ce bhikkhuṃ aññe bhikkhū jāneyyuṃ, nisinnapubbaṃ <b>iminā</b> bhikkhunā dvattikkhattuṃ pātimokkhe uddissamāne, ko pana vādo bhiyyo'ti",,,
14881,udakarahada,masc,lake; deep pool of water,SN42.6,asibandhakaputtasuttaṃ,"seyyathā'pi, gāmaṇi, puriso mahatiṃ puthusilaṃ gambhīre <b>udakarahade</b> pakkhipeyya.",SN17.3,kummasuttaṃ,"bhūtapubbaṃ, bhikkhave, aññatarasmiṃ <b>udakarahade</b> mahākummakulaṃ ciranivāsī ahosi.",,,,,,
16130,upasampadā 2,fem,(vinaya) higher ordination as monastic,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","es'āhaṃ bhavantaṃ gotamaṃ saraṇaṃ gacchāmi dhammañ'ca bhikkhusaṅghañ'ca, labheyyāhaṃ bhoto gotamassa santike pabbajjaṃ, labheyyaṃ <b>upasampadan</b>'ti.",THI46,bhaddākuṇḍalakesātherīgāthā,"nihacca jāṇuṃ vanditvā,
sammukhā añjaliṃ akaṃ,
ehi bhadde'ti maṃ avaca,
sā me āsu-<b>upasampadā</b>.",,,,,,
16164,upasaṃhita 1,pp,connected (with); concerning; to do (with); based (on),AN6.10,mahānāmasuttaṃ,"ujugatacitto kho pana, mahānāma, ariyasāvako labhati atthavedaṃ, labhati dhammavedaṃ, labhati dhamma-<b>upasaṃhitaṃ</b> pāmojjaṃ.",MN20,vitakkasaṇṭhānasuttaṃ,tesaṃ vitakkānaṃ vitakkasaṅkhārasaṇṭhānaṃ manasikaroto ye pāpakā akusalā vitakkā chand'<b>ūpasaṃhitā</b>'pi dos'<b>ūpasaṃhitā</b>'pi moh'<b>ūpasaṃhitā</b>'pi te pahīyanti,MN139,araṇavibhaṅgasuttaṃ,"cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kām'<b>ūpasaṃhitā</b> rajanīyā, sotaviññeyyā saddā",,,
18114,evampi,sandhi,likewise; just like this; similarly; so too,DHP338,taṇhāvaggo,"yathā'pi mūle anupaddave daḷhe,
chinno'pi rukkho puna'r'eva rūhati,
<b>evam'pi</b> taṇh'ānusaye anūhate,
nibbattatī dukkham'idaṃ punappunaṃ.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","supinena yathā'pi saṅgataṃ,
paṭibuddho puriso na passati,
<b>evam'pi</b> piyāyitaṃ janaṃ,
petaṃ kālakataṃ na passati.",MN22,alagaddūpamasuttaṃ,<b>evam'pi</b> kho ariṭṭho bhikkhu gaddhabādhipubbo tehi bhikkhūhi samanuyuñjiyamāno samanugāhiyamāno samanubhāsiyamāno tadeva pāpakaṃ diṭṭhigataṃ thāmasā parāmāsā abhinivissa voharati,MN55,jīvakasuttaṃ,aho vata m'āyaṃ gahapati vā gahapatiputto vā āyatim'pi evarūpena paṇītena piṇḍapātena pariviseyyā'ti <b>evam'pi</b>'ssa na hoti.
19956,kanta 1.1,pp,charming (to); pleasant (to); desirable; agreeable (to),MN51,kandarakasuttaṃ,"pharusaṃ vācaṃ pahāya pharusāya vācāya paṭivirato hoti, yā sā vācā n'elā kaṇṇasukhā pemanīyā hadayaṅ'gamā porī bahujana<b>kantā</b> bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti",MN105,sunakkhattasuttaṃ,"pañca kho ime, sunakkhatta, kāmaguṇā. katame pañca? cakkhuviññeyyā rūpā iṭṭhā <b>kantā</b> manāpā piyarūpā kām'ūpasaṃhitā rajanīyā",SNP38,dvayatānupassanāsuttaṃ,"rūpā saddā rasā gandhā,
phassā dhammā ca kevalā,
iṭṭhā <b>kantā</b> manāpā ca,
yāvat'atthī'ti vuccati.",MN137,saḷāyatanavibhaṅgasuttaṃ,cakkhuviññeyyānaṃ rūpānaṃ iṭṭhānaṃ <b>kantānaṃ</b> manāpānaṃ manoramānaṃ lok'āmisapaṭisaṃyuttānaṃ paṭilābhaṃ vā paṭilābhato samanupassato
20732,kasambu,masc,rubbish; filth,UD45,uposathasuttaṃ,addasā kho āyasmā mahāmoggallāno taṃ puggalaṃ dussīlaṃ pāpadhammaṃ asuciṃ saṅkassarasamācāraṃ paṭicchannakamm'antaṃ asamaṇaṃ samaṇapaṭiññaṃ abrahmacāriṃ brahmacāripaṭiññaṃ antopūtiṃ avassutaṃ <b>kasambu</b>jātaṃ majjhe bhikkhusaṅghassa nisinnaṃ,,,,,,,,,
20736,kasambujāta,adj,rotten; filthy; rubbish,AN3.27,jigucchitabbasuttaṃ,"idha, bhikkhave, ekacco puggalo dussīlo hoti pāpadhammo asuci saṅkassarasamācāro paṭicchannakamm'anto, assamaṇo samaṇapaṭiñño, abrahmacārī brahmacāripaṭiñño, antopūti avassuto <b>kasambujāto</b>.",,,,,,,,,
21621,kiccakaraṇīya,nt,work to be done; duties to do,SN22.3,hāliddikānisuttaṃ,"idha, gahapati, ekacco gihīhi saṃsaṭṭho viharati sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu <b>kiccakaraṇīyesu</b> attanā tesu yogaṃ āpajjati. evaṃ kho, gahapati, gāme santhavajāto hoti.",AN7.61,pacalāyamānasuttaṃ,"santi hi, moggallāna, kulesu <b>kiccakaraṇīyāni</b>",,,,,,
24443,gamissati 1,fut,will go,TH206,vijitasenattheragāthā,"satiyā taṃ nibandhissaṃ,
payutto te damessāmi,
vīriyadhuraniggahito,
na yito dūraṃ <b>gamissase</b> cittā'ti.",SN2.11,candimasasuttaṃ,"te hi sotthiṃ <b>gamissanti</b>,
kacche vāmakase magā,
jhānāni upasampajja,
ekodi nipakā satā'ti.",MN82,raṭṭhapālasuttaṃ,"atha kho aññe imaṃ bhogaṃ paṭipajjissanti, ahaṃ pana yathākammaṃ <b>gamissāmī</b>'ti.",VIN PAT SE 13,uccasadda sikkhāpada,appasaddo antaraghare <b>gamissāmī</b>'ti sikkhā karaṇīyā.
24450,gambhīra 1,adj,deep,SN42.6,asibandhakaputtasuttaṃ,"seyyathā'pi, gāmaṇi, puriso mahatiṃ puthusilaṃ <b>gambhīre</b> udakarahade pakkhipeyya.",DHP82,paṇḍitavaggo,"yathā'pi rahado <b>gambhīro</b>,
vippasanno anāvilo,
evaṃ dhammāni sutvāna,
vippasīdanti paṇḍitā.",SN17.2,baḷisasuttaṃ,"seyyathā'pi, bhikkhave, bāḷisiko āmisagataṃ baḷisaṃ <b>gambhīre</b> udakarahade pakkhipeyya. tam'enaṃ aññataro āmisacakkhu maccho gileyya.",,,
24946,gilati,pr,swallows; devours; eats,MN45,cūḷadhammasamādānasuttaṃ,"app'eva nām'etaṃ māluvābījaṃ moro vā <b>gileyya</b>, mago vā khādeyya, davaḍāho vā ḍaheyya, vanakammikā vā uddhareyyuṃ, upacikā vā uṭṭhaheyyuṃ, abījaṃ vā pan'assā'ti.",SN17.2,baḷisasuttaṃ,"seyyathā'pi, bhikkhave, bāḷisiko āmisagataṃ baḷisaṃ gambhīre udakarahade pakkhipeyya. tam'enaṃ aññataro āmisacakkhu maccho <b>gileyya</b>.",,,,,,
25037,gihī,masc,householder; layperson,AN4.62,ānaṇyasuttaṃ,"cattār'imāni, gahapati, sukhāni adhigamanīyāni <b>gihinā</b> kāmabhoginā kālena kālaṃ samayena samayaṃ upādāya. katamāni cattāri? atthisukhaṃ, bhogasukhaṃ, ānaṇyasukhaṃ, anavajjasukhaṃ.",SN20.9,nāgasuttaṃ,tesaṃ <b>gihī</b> pasann'ākāraṃ karonti. te taṃ lābhaṃ agadhitā amucchitā anajjhopannā ādīnavadassāvino nissaraṇapaññā paribhuñjanti.,VIN5.4.7,tiṇavatthārakaṃ,"yadi saṅghassa pattakallaṃ, saṅgho imaṃ adhikaraṇaṃ tiṇ'avatthārakena vūpasameyya, ṭhapetvā thullavajjaṃ, ṭhapetvā <b>gihi</b>ppaṭisaṃyuttan'ti.",DHP74,bālavaggo,"mam'eva kata'maññantu, <b>gihī</b>pabbajitā ubho,
mam'ev'ātivasā assu, kicc'ākiccesu kismici.
iti bālassa saṅkappo, icchā māno ca vaḍḍhati."
25342,gopālaka,masc,young cowherd; young cowboy,AN3.71,uposathasuttaṃ,"<b>gopālako</b> sāyanhasamaye sāmikānaṃ gāvo niyyātetvā iti paṭisañcikkhati, ajja kho gāvo amukasmiñ'ca amukasmiñ'ca padese cariṃsu",AN11.17,gopālasuttaṃ,"ekādasahi, bhikkhave, aṅgehi samannāgato <b>gopālako</b> abhabbo gogaṇaṃ pariharituṃ phātiṃ kātuṃ. katamehi ekādasahi?",MN19,dvedhāvitakkasuttaṃ,"seyyathā'pi, bhikkhave, vassānaṃ pacchime māse saradasamaye kiṭṭhasambādhe <b>gopālako</b> gāvo rakkheyya. so tā gāvo tato tato daṇḍena ākoṭeyya paṭikoṭeyya sannirundheyya sannivāreyya.",,,
26212,caparaṃ,sandhi,and further; and what is more,MN27,cūḷahatthipadopamasuttaṃ,"puna <b>caparaṃ</b>, brāhmaṇa, bhikkhu vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati.",DN22.6,mahāsatipaṭṭhānasuttaṃ,"puna <b>caparaṃ</b>, bhikkhave, bhikkhu imam'eva kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti",,,,,,
26477,cārī 1.1,adj,living; acting; behaving; conducting oneself,MN48,kosambiyasuttaṃ,idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ ... paccupaṭṭhitaṃ hoti sabrahma<b>cārīsu</b> āvi c'eva raho ca,MN51,kandarakasuttaṃ,abrahmacariyaṃ pahāya brahmacārī hoti ārā<b>cārī</b> virato methunā gāmadhammā.,DHP104,sahassavaggo,"attā have jitaṃ seyyo, yā c'āyaṃ itarā pajā,
attadantassa posassa,
niccaṃ saññata<b>cārino</b>.",,,
27524,chayime,sandhi,these six,MN48,kosambiyasuttaṃ,"<b>cha'y'ime</b>, bhikkhave, dhammā sāraṇīyā piyakaraṇā garukaraṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.",SN22.57,sattaṭṭhānasuttaṃ,"katamā ca, bhikkhave, saññā? <b>cha'y'ime</b>, bhikkhave, saññākāyā, rūpasaññā, saddasaññā, gandhasaññā, rasasaññā, phoṭṭhabbasaññā, dhammasaññā. ayaṃ vuccati, bhikkhave, saññā.",SN12.2,vibhaṅgasuttaṃ,"katamā ca, bhikkhave, taṇhā? <b>cha'y'ime</b>, bhikkhave, taṇhākāyā, rūpataṇhā, saddataṇhā, gandhataṇhā, rasataṇhā, phoṭṭhabbataṇhā, dhammataṇhā. ayaṃ vuccati, bhikkhave, taṇhā.",,,
29295,tañca 1,sandhi,and that,SN3.11,sattajaṭilasuttaṃ,"saṃvāsena kho, mahārāja, sīlaṃ veditabbaṃ <b>tañ'ca</b> kho dīghena addhunā na ittaraṃ, manasikarotā no amanasikarotā, paññavatā no duppaññena",MN105,sunakkhattasuttaṃ,"lok'āmis'ādhimuttassa kho, sunakkhatta, purisapuggalassa tappatirūpī c'eva kathā saṇṭhāti, tadanudhammañ'ca anuvitakketi, anuvicāreti, <b>tañ'ca</b> purisaṃ bhajati, tena ca vittiṃ āpajjati",VIN PAT PC 73,mohana sikkhāpada,"yañ'ca tattha āpattiṃ āpanno <b>tañ'ca</b> yathādhammo kāretabbo, uttari c'assa moho āropetabbo",MN10.11,mahāsatipaṭṭhānasuttaṃ,"yathā ca anuppannassa byāpādassa uppādo hoti tañ'ca pajānāti, yathā ca uppannassa byāpādassa pahānaṃ hoti <b>tañ'ca</b> pajānāti, yathā ca pahīnassa byāpādassa āyatiṃ anuppādo hoti tañ'ca pajānāti."
29301,tañce,sandhi,if that; if him,VIN PAT NP 7,tatuttarisikkhāpadaṃ,"<b>tañ'ce</b> aññātako gahapati vā gahapatānī vā bahūhi cīvarehi abhihaṭṭhuṃ pavāreyya, santar'uttaraparamaṃ tena bhikkhunā tato cīvaraṃ sāditabbaṃ. tato ce uttari sādiyeyya, nissaggiyaṃ pācittiyaṃ.",AN10.24,mahācundasuttaṃ,"ñāṇavādañ'ca, āvuso, bhikkhu vadamāno bhāvanāvādañ'ca, jānām'imaṃ dhammaṃ, passām'imaṃ dhammaṃ, bhāvitakāyo'mhi bhāvitasīlo bhāvitacitto bhāvitapañño'ti. <b>tañ'ce</b>, āvuso, bhikkhuṃ lobho n'ābhibhuyya tiṭṭhati",VIN PAT PC 73,mohana sikkhāpada,"<b>tañ'ce</b> bhikkhuṃ aññe bhikkhū jāneyyuṃ, nisinnapubbaṃ iminā bhikkhunā dvattikkhattuṃ pātimokkhe uddissamāne, ko pana vādo bhiyyo'ti",,,
29835,tadubhaya,adj,both of those,MN137,saḷāyatanavibhaṅgasuttaṃ,"anattamanatā ca attamanatā ca, <b>tadubhayaṃ</b> abhinivajjetvā upekkhako viharati sato sampajāno.",VIN1.4.2.9,rūpiyasaṃvohārasikkhāpadaṃ,nānappakārakaṃ nāma katam'pi akatam'pi kat'ākatam'pi. kataṃ nāma sīs'ūpagaṃ gīv'ūpagaṃ hatth'ūpagaṃ pād'ūpagaṃ kaṭ'ūpagaṃ. akataṃ nāma ghanakataṃ vuccati. kat'ākataṃ nāma <b>tadubhayaṃ</b>.,MN10.13,mahāsatipaṭṭhānasuttaṃ,"yañ'ca <b>tadubhayaṃ</b> paṭicca uppajjati saṃyojanaṃ tañ'ca pajānāti, yathā ca anuppannassa saṃyojanassa uppādo hoti tañ'ca pajānāti",MN152,indriyabhāvanāsuttaṃ,"sace ākaṅkhati, paṭikūlañ'ca appaṭikūlañ'ca <b>tadubhayaṃ</b> abhinivajjetvā upekkhako vihareyyaṃ sato sampajāno'ti"
33839,dussīla 1,adj,unprincipled; immoral; of bad behaviour,DHP110,sahassavaggo,"yo ca vassasataṃ jīve,
<b>dussīlo</b> asamāhito,
ek'āhaṃ jīvitaṃ seyyo,
sīlavantassa jhāyino.",DHP320,nāgavaggo,"ahaṃ nāgo'va saṅgāme,
cāpato patitaṃ saraṃ,
ativākyaṃ titikkhissaṃ,
<b>dussīlo</b> hi bahujjano.",AN5.157,dukkathāsuttaṃ,"<b>dussīlo</b>, bhikkhave, sīlakathāya kacchamānāya abhisajjati kuppati byāpajjati patitthīyati kopañ'ca dosañ'ca appaccayañ'ca pātukaroti.",AN2.33,samacittavaggo,"yo ca kho mātāpitaro <b>dussīle</b> sīlasampadāya samādapeti niveseti patiṭṭhāpeti, .. ettāvatā kho mātāpitūnaṃ katañ'ca hoti paṭikatañ'ca"
34874,dhammasammudita,adj,pleased with mental phenomena; enjoying thinking,MN75,māgaṇḍiyasuttaṃ,"kāyo kho, māgaṇḍiya, phoṭṭhabb'ārāmo phoṭṭhabbarato ... mano kho, māgaṇḍiya, dhamm'ārāmo dhammarato <b>dhammasammudito</b>. so tathāgatassa danto gutto rakkhito saṃvuto, tassa ca saṃvarāya dhammaṃ deseti.",,,,,,,,,
36426,nāma 1,ind,certainly; truly; for sure,SN22.80,piṇḍolyasuttaṃ,app'eva<b>nām</b>imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti,MN51,kandarakasuttaṃ,"seyyathā'pi <b>nāma</b> pakkhī sakuṇo yena yen'eva ḍeti, sapattabhārova ḍeti",AN8.30,anuruddha mahāvitakkasuttaṃ,seyyathā'pi <b>nāma</b> balavā puriso samiñjitaṃ vā bāhaṃ pasāreyya,VISM1.1.2,sīlānisaṃsa kathā,"sīlagandhasamo gandho,
kuto <b>nāma</b> bhavissati,
yo samaṃ anuvāte ca,
paṭivāte ca vāyati."
37206,nidānaṃ,ind,due to; because of,MN39,mahāassapurasuttaṃ,"so tato<b>nidānaṃ</b> labhetha pāmojjaṃ, adhigaccheyya somanassaṃ",SN3.7,aḍḍakaraṇasuttaṃ,"idh'āhaṃ, bhante, aḍḍakaraṇe nisinno passāmi khattiyamahāsāle'pi brāhmaṇamahāsāle'pi gahapatimahāsāle'pi aḍḍhe mahaddhane mahābhoge pahūtajātarūparajate pahūtavitt'ūpakaraṇe pahūtadhanadhaññe kāmahetu kāma<b>nidānaṃ</b> kām'ādhikaraṇaṃ sampajānamusā bhāsante.",,,,,,
