"akusalamūla"	"akusalamūlaṃ"	"Root or principle of sin, immorality, evil principle"
"akusalavitakka"	"akusalavitakko"	"Sinful thought, immoral thought"
"akusalasaṅkappa"	"akusalasaṅkappo"	"Sinful resolve, immoral resolve"
"akusalasaññā"	"akusalasaññā"	"Sinful idea, immoral idea"
"akusala"	"akusalo"	"Unskilled, unable; bad, evil, sinful, unhealthful, immoral"
"akhaṇḍa"	"akhaṇḍo"	"Unbroken, intact, entire"
"akhāta"	"akhātaṃ"	"A natural pond or tank"
"akhila"	"akhilo"	"Entire"
"agati"	"agati"	"Wrong course, evil course or state, misfortune"
"agata"	"agato"	"Not gone to, not attained"
"agada"	"agado"	"Medicine, drug, medicament"
"agandhaka"	"agandhako"	"Devoid of perfume"
"agaru"	"agaru"	"Light, not heavy, unimportant, not disagreeable"
"agalu"	"agalu"	"Aloe wood, or aquilaria agallochum"
"agga"	"aggaṃ"	"see <see>aggo</see>"
"agga"	"aggaṃ"	"House, hall, apartment"
"aggaja"	"aggajo"	"First born, eldest, elder brother"
"aggañña"	"aggañño"	"Chief, leading, principal"
"aggatā"	"aggatā"	"Superiority, height, perfection"
"aggata"	"aggato"	"Before, in front of, in the presence of"
"aggappatta"	"aggappatto"	"Having attained perfection, reached the height"
"aggabīja"	"aggabījo"	"Propagated by slips or cuttings"
"aggamahesī"	"aggamahesī"	"The chief wife of a king, queen, consort"
"aggalā"	"aggalā"	"A wooden bolt or pin for fastening a door"
"aggala"	"aggalo"	"A wooden bolt or pin for fastening a door"
"aggasāvaka"	"aggasāvako"	"Chief disciple"
"aggaheti"	"aggaheti"	"To seize, to take"
"aggaḷa"	"aggaḷaṃ"	"A wooden bolt or pin for fastening a door"
"aggi"	"aggi"	"Fire, sacrificial fire, deity of fire"
"aggikkhandha"	"aggikkhandho"	"Mass of fire, blazing or flaming fire used figuratively of a person of brilliancy and distinction"
"aggini"	"aggini"	"Fire"
"aggimantha"	"aggimantho"	"Name of a plant, the premna spinosa"
"agge"	"agge"	"Before, in front"
"agga"	"aggo"	"First, foremost, chief, pre-eminent"
"aggha"	"agghaṃ"	"Price, cost, value, a mode of worship or reverence consisting in an oblation of rice, etc."
"agghaka"	"agghako"	"Having value of, worth"
"agghati"	"agghati"	"To be worth, to cost"
"agghanaka"	"agghanako"	"Of the value of, costing, worth"
"agghāpeti"	"agghāpeti"	"To get valued or appraised"
"agghiya"	"agghiyaṃ"	"A respectful oblation"
"aggha"	"aggho"	"Price, cost, value, a mode of worship or reverence consisting in an oblation of rice, etc."
"agādha"	"agādho"	"Bottomless, unfathomable"
"agāmaka"	"agāmako"	"Without villages, uninhabited"
"agārava"	"agāravo"	"Disrespectful, disregarding"
"agārava"	"agāravo"	"Want of respect, disrespect, disregard"
"agārika"	"agāriko"	"One who lives in a house, a householder, layman"
"agāriya"	"agāriyo"	"A householder, a layman"
"agārī"	"agārī"	"A householder"
"aguṇa"	"aguṇo"	"Bad quality, badness"
"aga"	"ago"	"A mountain, a tree"
"agocara"	"agocaro"	"That which ought not to be gone to or frequented, wrong sphere, improper or sinful place or object"
"agha"	"aghaṃ"	"The sky, the air"
"agham"	"agham"	"Evil, sin, grief, suffering"
"aghosa"	"aghoso"	"In gram. surd or hard consonants"
"aṅkya"	"aṅkyo"	"A sort of tambourine"
"aṅkita"	"aṅkito"	"Marked; adorned, furnished, supplied with"
"aṅkura"	"aṅkuro"	"A shoot, a sprout"
"aṅkusa"	"aṅkuso"	"A hook to guide an elephant with"
"aṅka"	"aṅko"	"A mark; the flank or side"
"aṅkola"	"aṅkolo"	"The plant alaugium hexapetalum"
"aṅga"	"aṅga"	"Indeed! Oh!"
"aṅga"	"aṅgaṃ"	"A limb, a member; the body; a portion, division; a means, a cause; a requisite; a quality, attribute"
"aṅgajāta"	"aṅgajātaṃ"	"Membrum virile"
"aṅgaṇa"	"aṅgaṇaṃ"	"A court, a yard; lust, impurity, sin"
"aṅgati"	"aṅgati"	"To go"
"aṅgada"	"aṅgadaṃ"	"A bracelet"
"aṅganā"	"aṅganā"	"A woman"
"aṅgavikkhepa"	"aṅgavikkhepo"	"Gesticulation, meaningful movement of limb or body"
"aṅgavijjā"	"aṅgavijjā"	"One of the low arts enumerated in brahmajāla sutta, prognostication of a person's future from the appearance of his body"
"aṅgahāra"	"aṅgahāro"	"Gesticulation"
"aṅgānūsarī"	"aṅgānūsarī"	"Pervading the limbs. This is the name of one of the vayus or airs contained in the human body"
"aṅgāra"	"aṅgāro"	"Charcoal; live coals, embers"
"aṅgī"	"aṅgī"	"Having limbs; having parts or divisions"
"aṅgīrasa"	"aṅgīraso"	"A name of Buddha; name of a ṛishi"
"aṅguṭṭha"	"aṅguṭṭho"	"The thumb"
"aṅguttaranikāya"	"aṅguttaranikāyo"	"Name of the fourth division of the suttapiṭaka"
"aṅgula"	"aṅgulaṃ"	"A finger's breadth, an inch"
"aṅgulyābharaṇa"	"aṅgulyābharaṇaṃ"	"A finger ring"
"aṅgulika"	"aṅguliko"	"Belonging to a finger; an inch in length"
"aṅgulimuddā"	"aṅgulimuddā"	"A signet ring"
"aṅgulī"	"aṅgulī"	"A finger"
"aṅgulīyaka"	"aṅgulīyakaṃ"	"A finger ring"
"aṅga"	"aṅgo"	"The name of a country, the organ of a body, limb"
"acala"	"acalo"	"Firm, steady, immovable"
"accagamā"	"accagamā"	"see <see>atigacchati</see>"
"accagā"	"accagā"	"see <see>acceti</see>"
"accati"	"accati"	"To offer, to make a religious offering; to honour, to revere"
"accanta"	"accantaṃ"	"Very, exceedingly"
"accanta"	"accanto"	"Exceeding, excessive, endless"
"accanā"	"accanā"	"Offering, worship"
"accanīya"	"accanīyo"	"That ought to be offered, worthy of being offered"
"accambila"	"accambilo"	"Very sour"
"accaya"	"accayo"	"Passing away, lapse, of time; death; transgression, offence"
"accādahati"	"accādahati"	"To put upon or over"
"accādhāna"	"accādhānaṃ"	"Putting upon"
"accāyika"	"accāyiko"	"Unexpected, out of the usual course or time; pressing, urgent"
"accāraddha"	"accāraddho"	"Very eager, very strenuous"
"accāsannatta"	"accāsannattaṃ"	"Too great proximity, nearness"
"accāsanne"	"accāsanne"	"Too near"
"acci"	"acci"	"A ray of light, sunbeam, flame"
"accita"	"accito"	"Revered, honoured"
"accimā"	"accimā"	"Fire"
"accukkaṭṭha"	"accukkaṭṭho"	"Very high, too high"
"accuggata"	"accuggato"	"Raised, elevated, lofty"
"accuṇha"	"accuṇho"	"Very hot"
"accuta"	"accuto"	"Immovable; everlasting, eternal"
"accuḷāra"	"accuḷāro"	"Magnificent"
"acceti"	"acceti"	"To pass beyond, to surpass; to overcome, to conquer"
"accokkaṭṭha"	"accokkaṭṭho"	"Very low, too low"
"accodata"	"accodato"	"Very white"
"acchati"	"acchati"	"To stay, to remain, to settle down"
"acchanna"	"acchanno"	"Covered, hidden"
"acchambhī"	"acchambhī"	"Undaunted, undismayed"
"accharā"	"accharā"	"A moment, the snapping of a finger, the twinkling of an eye"
"accharā"	"accharā"	"A celestial nymph"
"acchariya"	"acchariyo"	"Wonderful, marvellous, extraordinary; astonished"
"acchādana"	"acchādanaṃ"	"Covering, lid, curtain; clothes"
"acchādeti"	"acchādeti"	"To put on"
"acchi"	"acchi"	"The eye"
"acchidda"	"acchiddo"	"Uninjured, intact, faultless"
"acchindati"	"acchindati"	"To take away, to remove forcibly"
"acchinna"	"acchinno"	"Taken away, removed"
"accheka"	"accheko"	"Unskilful, ignorant, clumsy"
"acchera"	"acchero"	"This is a contracted form of <see>acchariya</see>"
"accha"	"accho"	"Clear, transparent"
"accha"	"accho"	"A bear"
"acintiya"	"acintiyo"	"Beyond the reach of thought or reason, inconceivable, incomprehensible, infinite"
"acinteyya"	"acinteyyo"	"Beyond the reach of thought or reason, inconceivable, incomprehensible, infinite"
"aciraṭṭhāyī"	"aciraṭṭhāyī"	"Of short duration"
"acirappabhā"	"acirappabhā"	"Lightning"
"aciravatī"	"aciravatī"	"Name of a river in India"
"acira"	"aciro"	"Short, brief, soon, ere long"
"acetana"	"acetano"	"Unconscious, insensible, senseless"
"acelaka"	"acelako"	"Unclothed, naked"
"ajagara"	"ajagaro"	"A boa constrictor"
"ajañña"	"ajaññaṃ"	"A portent of nature, as an earthquake, an ominous occurrence"
"ajati"	"ajati"	"To go"
"ajapālaka"	"ajapālakaṃ"	"The plant costus speciosus"
"ajapāla"	"ajapālo"	"A goatherd"
"ajarāmara"	"ajarāmaro"	"Free from decay and death"
"ajaḷa"	"ajaḷo"	"Not stupid, not an idiot"
"ajja"	"ajja"	"Today, now"
"ajjatagge"	"ajjatagge"	"From this day, henceforth"
"ajjatana"	"ajjatano"	"Of today, of the present time, contemporary, modern"
"ajjuka"	"ajjuko"	"Name of a plant, the white parṇāsa"
"ajjuna"	"ajjuno"	"The tree terminalia arjuna"
"ajjhakkha"	"ajjhakkho"	"A superintendent"
"ajjhagā"	"ajjhagā"	"see <see>adhīte</see>"
"ajjhatta"	"ajjhattaṃ"	"Relating to the individual, within the individual, internally, subjectively"
"ajjhatt"	"ajjhattṃ"	"Individual thought, an object of sense, an object for the mind to dwell upon, sphere or province of intent thought"
"ajjhattika"	"ajjhattiko"	"Relating or belonging to the individual or self, personal, internal, subjective"
"ajjhabhāsi"	"ajjhabhāsi"	"see <see>adhibhāsati</see>"
"ajjhāgata"	"ajjhāgato"	"Having approached, come into the presence of"
"ajjhāgamā"	"ajjhāgamā"	"see <see>adhigacchati</see>"
"ajjhācarati"	"ajjhācarati"	"To practise, to perform, to enjoin"
"ajjhācāra"	"ajjhācāro"	"Transgression, excess, offence"
"ajjhāciṇṇa"	"ajjhāciṇṇo"	"Enjoined, ordered"
"ajjhāpana"	"ajjhāpanaṃ"	"Instruction"
"ajjhāpanna"	"ajjhāpanno"	"Fallen into, having incurred or become guilty of"
"ajjhāpeti"	"ajjhāpeti"	"To teach, to instruct"
"ajjhāyaka"	"ajjhāyako"	"Engaged in study"
"ajjhāya"	"ajjhāyo"	"Reading, a chapter, section"
"ajjhārāma"	"ajjhārāmo"	"A garden"
"ajjhāropeti"	"ajjhāropeti"	"To cause to ascend, to raise, to transfer, to apply"
"ajjhāroha"	"ajjhāroho"	"Name of a fabulous sea monster"
"ajjhāvasati"	"ajjhāvasati"	"To inhabit, to dwell in"
"ajjhāvasatha"	"ajjhāvasatho"	"A house, dwelling"
"ajjhāsaya"	"ajjhāsayo"	"Intention, meaning, thought, inclination, wish"
"ajjhāseti"	"ajjhāseti"	"To lie or rest upon"
"ajjhesati"	"ajjhesati"	"To request, to invite"
"ajjhesanā"	"ajjhesanā"	"Request, invitation, solicitation"
"ajjhokāsa"	"ajjhokāso"	"The open air, an open space"
"ajjhogāheti"	"ajjhogāheti"	"To plunge into, to enter"
"ajjhogāḷha"	"ajjhogāḷho"	"Plunged, sunk, immersed"
"ajjhotthata"	"ajjhotthato"	"Overwhelmed"
"ajjhottharati"	"ajjhottharati"	"To overwhelm, to overspread"
"ajjhosāna"	"ajjhosānaṃ"	"Being bent upon, application, cleaving to"
"ajjhosita"	"ajjhosito"	"Bent upon, cleaving to"
"ajjhohaṭa"	"ajjhohaṭo"	"Eaten, swallowed"
"ajjhoharaṇa"	"ajjhoharaṇaṃ"	"Eating"
"ajjhoharati"	"ajjhoharati"	"To eat, to swallow"
"ajjhohāra"	"ajjhohāro"	"Eating, swallowing"
"ajlādhāra"	"ajlādhāro"	"A tank, a reservoir"
"ajā"	"ajā"	"A she-goat"
"ajātasattu"	"ajātasattu"	"Name of a king of <see>Magadha</see>, a contemporary and convert of Buddha"
"ajikā"	"ajikā"	"A she-goat"
"ajina"	"ajinaṃ"	"The hide of an animal, especially of the black antelope"
"ajinapattā"	"ajinapattā"	"A bat"
"ajinappaveṇī"	"ajinappaveṇī"	"A counterpane or rug made of skins sewn together"
"ajinayoni"	"ajinayoni"	"An antelope"
"ajinasātī"	"ajinasātī"	"A garment of skins worn by an ascetic"
"ajimha"	"ajimho"	"Straight, straightforward, honest"
"ajira"	"ajiraṃ"	"A court, a yard"
"ajī"	"ajī"	"A she-goat"
"ajeyya"	"ajeyyo"	"Invincible, impregnable"
"ajeḷaka"	"ajeḷakaṃ"	"Goats and sheep"
"aja"	"ajo"	"A he-goat"
"añcati"	"añcati"	"To honour"
"añjati"	"añjati"	"To anoint, to smear"
"añjanaṇ"	"añjanaṇ"	"A collyrium applied to the eyelashes to darken them"
"añjali"	"añjali"	"The hollow of the joined hand; a respectful salutation performed by raising the joined hands to the forehead"
"añjasa"	"añjasaṃ"	"A road"
"aññatara"	"aññataro"	"One, a certain, some; some other, another"
"aññattha"	"aññattha"	"Elsewhere; in another case"
"aññatthatta"	"aññatthattaṃ"	"Variation, contrariety"
"aññathattā"	"aññathattā"	"Differently"
"aññathā"	"aññathā"	"In another way, differently, otherwise"
"aññadatthu"	"aññadatthu"	"Surely, certainly, truly"
"aññadā"	"aññadā"	"At another time"
"aññamañña"	"aññamaññaṃ"	"Mutually, towards each other"
"aññamañña"	"aññamañño"	"Each other, one another"
"aññavādaka"	"aññavādako"	"Talking irrelevantly, prevaricating, speak or act evasively or misleadingly"
"aññasatthuddesa"	"aññasatthuddeso"	"Adopting another teacher"
"añññatama"	"añññatamo"	"One of several, a certain"
"añññatra"	"añññatra"	"Without, except, besides"
"aññā"	"aññā"	"Knowledge; perfect knowledge, arahattaphala"
"aññāṇa"	"aññāṇaṃ"	"Ignorance"
"aññātaka"	"aññātako"	"Unknown, unrecognizable"
"aññātaka"	"aññātako"	"Not related, not a kinsman"
"aññātabba"	"aññātabbo"	"That ought to be known or learnt"
"aññātavesavā"	"aññātavesavā"	"In disguise"
"aññātā"	"aññātā"	"One who learns or understands"
"aññāti"	"aññāti"	"Not a relative"
"aññātu"	"aññātuṃ"	"see <see>ājānāti</see>"
"aññāta"	"aññāto"	"Unknown, unrecognized, in disguise"
"aññāta"	"aññāto"	"Known, understood"
"aññāta"	"aññāto"	"Not related, not a kinsman"
"aññādisa"	"aññādiso"	"Different"
"aññāyamāna"	"aññāyamāno"	"Unrecognized"
"aññāya"	"aññāyo"	"see <see>ājānāti</see> and <see>añño</see>"
"aññāsi"	"aññāsi"	"see <see>ājānāti</see>"
"añña"	"añño"	"Other; other than, different from"
"aññoñña"	"aññoñño"	"Mutual"
"aṭaṭa"	"aṭaṭaṃ"	"One of the high numerals, 10,000,000(to the 12th power), or 1 followed by 84 ciphers."
"aṭati"	"aṭati"	"To roam"
"aṭanī"	"aṭanī"	"Name of a part of a bedstead"
"aṭavī"	"aṭavī"	"A forest"
"aṭṭaka"	"aṭṭako"	"Name of a ṛishi"
"aṭṭahāsa"	"aṭṭahāso"	"A horse-laugh"
"aṭṭālaka"	"aṭṭālako"	"A watch tower"
"aṭṭa"	"aṭṭo"	"A case, cause, lawsuit"
"aṭṭa"	"aṭṭo"	"Hurt, distressed, afficted"
"aṭṭa"	"aṭṭo"	"A watch tower"
"aṭṭha"	"aṭṭha"	"Eight"
"aṭṭhaṃsu"	"aṭṭhaṃsu"	"see <see>tiṭṭhati</see>"
"aṭṭhaṃsa"	"aṭṭhaṃso"	"Octagonal"
"aṭṭhaka"	"aṭṭhakaṃ"	"An octad, a collection of eight things"
"aṭṭhakathā"	"aṭṭhakathā"	"Exposition of meaning, explanation, exegesis; a commentary"
"aṭṭhaṅga"	"aṭṭhaṅgaṃ"	"Eight divisions or parts; eight qualities"
"aṭṭhaṅgasīla"	"aṭṭhaṅgasīlaṃ"	"The eightfold moral practice, the eight precepts"
"aṭṭhaṅguposathī"	"aṭṭhaṅguposathī"	"Keeping the eight-fold uposatha, viz. the <see>aṭṭhaṅgasīla</see>"
"aṭṭhaṅgula"	"aṭṭhaṅgulo"	"Eight inches long or thick"
"aṭṭhadhā"	"aṭṭhadhā"	"Eightfold, in eight ways"
"aṭṭhangika"	"aṭṭhangiko"	"Having eight parts or divisions, eightfold"
"aṭṭhapadaṭṭhapana"	"aṭṭhapadaṭṭhapanaṃ"	"A mode of dressing the hair"
"aṭṭhama"	"aṭṭhamo"	"Eighth"
"aṭṭhavidha"	"aṭṭhavidho"	"Eightfold"
"aṭṭhādasa"	"aṭṭhādaso"	"Eighteen"
"aṭṭhāna"	"aṭṭhānaṃ"	"Wrong place"
"aṭṭhāpada"	"aṭṭhāpadaṃ"	"A chequered board for draughts, dice, etc."
"aṭṭhāpada"	"aṭṭhāpado"	"A chequered board for draughts, dice, etc."
"aṭṭhārasa"	"aṭṭhārasa"	"Eighteen"
"aṭṭhārasama"	"aṭṭhārasamo"	"Eighteenth"
"aṭṭhi"	"aṭṭhi"	"A bone; a kernel or stone of a fruit; a seed"
"aṭṭhika"	"aṭṭhikaṃ"	"A bone; kernel, seed"
"aṭṭhita"	"aṭṭhito"	"Not standing; not staying"
"aṭṭhimiñjā"	"aṭṭhimiñjā"	"Marrow"
"aṭṭhena"	"aṭṭhena"	"On account of, by reason of"
"aḍḍhatiya"	"aḍḍhatiyo"	"Two and half"
"aḍḍhateyya"	"aḍḍhateyyo"	"Two and half"
"aḍḍhayoga"	"aḍḍhayogo"	"Name of a sort of house. Said to be a house shaped like a garuḍa bird"
"aḍḍhuḍḍha"	"aḍḍhuḍḍho"	"Three and a half"
"aḍḍha"	"aḍḍho"	"Wealthy, rich"
"aḍḍha"	"aḍḍho"	"Half, halved"
"aḍhamāsa"	"aḍhamāso"	"Half a month, a fortnight"
"aṇḍa"	"aṇḍaṃ"	"An egg: a testicle"
"aṇḍaka"	"aṇḍakaṃ"	"A bird's egg"
"aṇḍaja"	"aṇḍajo"	"Oviparous"
"aṇḍūpaka"	"aṇḍūpakaṃ"	"A roll of cloth to serve as a stand for a vessel"
"aṇṇava"	"aṇṇavo"	"The sea, the ocean"
"aṇṇa"	"aṇṇo"	"Water; a wave, flood"
"aṇu"	"aṇu"	"Small, minute; subtle"
"aṇuṃthūla"	"aṇuṃthūlo"	"Small and great"
"aṇuka"	"aṇuko"	"Small, minute"
"aṇumatta"	"aṇumatto"	"Small, least"
"atakkāvacara"	"atakkāvacaro"	"Beyond the range of thought, unthinkable"
"atakkita"	"atakkito"	"Unexpected"
"atati"	"atati"	"To go"
"atandita"	"atandito"	"Unwearied, unremitting"
"atappa"	"atappo"	"Inaccessible to suffering"
"atalamphassa"	"atalamphasso"	"Bottomless, unfathomable"
"atasī"	"atasī"	"Flax"
"attaja"	"attajo"	"Proceeding from oneself; self-begotten"
"attaññī"	"attaññī"	"Knowing oneself"
"attattha"	"attattho"	"One's own good, self interest"
"attata"	"attato"	"According to the attā or self"
"attadaṇṇda"	"attadaṇṇdo"	"Using the stick or punishment"
"attadattha"	"attadattho"	"One's own advantage or good"
"attadutiya"	"attadutiyo"	"With one companion"
"attantapa"	"attantapo"	"Self-mortifying"
"attanā"	"attanā"	"see <see>attā</see>"
"attaniya"	"attaniyo"	"Belonging to oneself, own"
"attanopada"	"attanopadaṃ"	"A grammatical term meaning ""intransitive"""
"attabhāvī"	"attabhāvī"	"Having a body"
"attabhāva"	"attabhāvo"	"Person, self, individual, personality"
"attamanatā"	"attamanatā"	"Rapture, delight, see <see>attamano</see>"
"attamana"	"attamano"	"Rapt, delighted, joyful"
"attavāda"	"attavādo"	"Assertion of self or individuality"
"attā"	"attā"	"Self, body, person, individuality; life, mind soul; in a non-buddhist sense the paramātman or Universal Soul"
"attāṇa"	"attāṇo"	"Unprotected"
"attādhipateyya"	"attādhipateyyaṃ"	"see <see>adhipateyyaṃ</see>"
"attādhīna"	"attādhīno"	"Independent"
"atta"	"atto"	"Thrown"
"attha"	"attha"	"Ye are"
"attha"	"attha"	"Here, see also <see>atra</see>"
"attha"	"atthaṃ"	"Disappearance, destruction"
"attha"	"atthaṃ"	"For the sake or purpose of, on account of, for"
"atthakara"	"atthakaro"	"Beneficial, advantageous,"
"atthakkhāvī"	"atthakkhāvī"	"Telling another what is for his good, giving good advice"
"atthagamana"	"atthagamanaṃ"	"Setting, of the sun; destruction"
"atthagama"	"atthagamo"	"Setting, of the sun; disappearance, perishing, destruction, annihilation"
"atthaṅgacchati"	"atthaṅgacchati"	"To set; to perish, to vanish"
"atthaṅgata"	"atthaṅgato"	"Set, disappeared"
"atthaṅgama"	"atthaṅgamo"	"Setting, of the sun; disappearance, perishing, destruction, annihilation"
"atthacariyā"	"atthacariyā"	"Wise or beneficial conduct"
"atthacara"	"atthacaro"	"Acting for a person's benefit, benevolent"
"atthatiha"	"atthatihaṃ"	"For the good or advantage of"
"atthata"	"atthato"	"According to the sense or meaning; intelligently, sensibly"
"atthata"	"atthato"	"Spread, laid out"
"atthadassī"	"atthadassī"	"Name of one of the twenty-four Buddhas"
"atthaddha"	"atthaddho"	"Not stupid, sensible, wise"
"atthanā"	"atthanā"	"Request, begging"
"atthapaccatthika"	"atthapaccatthika"	"Friends and foes, lit. seeking your advantage and disadvantage. The term belongs to the whole compound"
"atthamita"	"atthamito"	"Set, gone down"
"atthameti"	"atthameti"	"To set, of the sun"
"attharaṇa"	"attharaṇaṃ"	"A covering, a coverlet, a rug, a carpet"
"attharati"	"attharati"	"To spread, to lay out, to cover"
"attharāpeti"	"attharāpeti"	"To cause to be spread"
"atthavaṇṇanā"	"atthavaṇṇanā"	"Explanation of meaning, a commentary"
"atthavādī"	"atthavādī"	"Speaking sensibly or truthfully"
"atthasattha"	"atthasatthaṃ"	"Ethics"
"atthasa"	"atthaso"	"According to the sense, according to the spirit as opposed to the letter"
"atthāya"	"atthāya"	"For the good of; in order to, on account of, for the sake of,"
"atthāra"	"atthāro"	"Spreading"
"atthi"	"atthi"	"To be, to exist"
"atthika"	"atthiko"	"Connected with existence"
"atthika"	"atthiko"	"Desirous of"
"atthitta"	"atthittaṃ"	"Existence"
"atthitā"	"atthitā"	"Being, existence"
"atthibhāva"	"atthibhāvo"	"Being, existence"
"atthī"	"atthī"	"Desirous, wishing for"
"atthu"	"atthu"	"It may be used as an exclamation, conveying the sense of reluctant acquiescence, ""Let it be"", ""It cannot be helped"""
"atthuddhāra"	"atthuddhāro"	"Exegesis, explanation"
"attheti"	"attheti"	"To request"
"attha"	"attho"	"(aṭṭho and aṭṭo)Desire, want, need, occasion; cause, reason, purpose; object, aim; substance, object, thing; property, wealth; advantage, good, wdlfare; meaning, sense, significance"
"attha"	"attho"	"Setting, disappearance, destruction; the western mountain behind which the sun sets"
"atmāpeti"	"atmāpeti"	"To injure, to destroy"
"atyappa"	"atyappo"	"Very small"
"atra"	"atra"	"Here"
