id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
3824,analaṅkata 1,adj,with insatiable appetite (for); unsatisfiable (by),SN1.28,mahaddhanasuttaṃ,"mahaddhanā mahābhogā,
raṭṭhavanto'pi khattiyā,
aññam'aññ'ābhigijjhanti,
kāmesu <b>analaṅ'katā</b>.",,,,,,,,,
3963,anādiya,ger,not taking up,SN22.22,bhārasuttaṃ,"nikkhipitvā garuṃ bhāraṃ,
aññaṃ bhāraṃ <b>anādiya</b>,
samūlaṃ taṇhaṃ abbuyha,
nicchāto parinibbuto'ti.",,,,,,,,,
4698,anupabbajjā,fem,following (of) into the monastic life; renunciation under,SN46.3,sīlasuttaṃ,<b>anupabbajjam</b>'p'āhaṃ … tesaṃ bhikkhūnaṃ bahukāraṃ vadāmi,,,,,,,,,
4713,anupariyāya 1,adj,going around; encircling; perimeter,AN7.67,nagaropamasuttaṃ,"seyyathā'pi rañño paccantime nagare <b>anupariyāya</b>patho hoti ucco c'eva vitthato ca, evam'evaṃ kho, ariyasāvako ottappī hoti, ottappati kāyaduccaritena vacīduccaritena manoduccaritena",AN10.95,uttiyasuttaṃ,"so tassa nagarassa samantā <b>anupariyāya</b>pathaṃ anukkamati. anupariyāyapathaṃ anukkamamāno na passeyya pākārasandhiṃ vā pākāravivaraṃ vā, antamaso biḷāranikkhamanamattam'pi.",,,,,,
4717,anupariyāyapatha,masc,encircling path; perimeter road,AN7.67,nagaropamasuttaṃ,"seyyathā'pi rañño paccantime nagare <b>anupariyāyapatho</b> hoti ucco c'eva vitthato ca, evam'evaṃ kho, ariyasāvako ottappī hoti, ottappati kāyaduccaritena vacīduccaritena manoduccaritena",AN10.95,uttiyasuttaṃ,"so tassa nagarassa samantā <b>anupariyāyapathaṃ</b> anukkamati. <b>anupariyāyapathaṃ</b> anukkamamāno na passeyya pākārasandhiṃ vā pākāravivaraṃ vā, antamaso biḷāranikkhamanamattam'pi.",,,,,,
4990,anubrūhanta,prp,fostering; nurturing; developing; increasing,TH257,pārāpariyattheragāthā,"araññe rukkhamūlesu,
kandarāsu guhāsu ca,
vivekam'<b>anubrūhantā</b>,
vihaṃsu tap'parāyaṇā.",,,,,,,,,
5315,anussati,fem,memory (of); recollection (of),SN46.3,sīlasuttaṃ,<b>anussatim</b>'p'āhaṃ … tesaṃ bhikkhūnaṃ bahukāraṃ vadāmi,VIN1.0,verañjakaṇḍaṃ,so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivāsa-<b>anussati</b>ñāṇāya cittaṃ abhininnāmesiṃ,,,,,,
5644,anta 4,nt,intestines; entrails,DN22.5,mahāsatipaṭṭhānasuttaṃ,"atthi imasmiṃ kāye … <b>antaṃ</b> antaguṇaṃ udariyaṃ karīsaṃ, pittaṃ semhaṃ pubbo lohitaṃ sedo medo, assu vasā kheḷo siṅghāṇikā lasikā muttaṃ",SN20.10,biḷārasuttaṃ,"atha kho so, bhikkhave, mudumūsi gocarāya pakkāmi. tam'enaṃ biḷāro gahetvā sahasā saṅkhāditvā ajjhohari. tassa so mudumūsi <b>antam</b>'pi khādi, antaguṇam'pi khādi.",VIN4.8.206,seṭṭhiputtavatthu,jīvako … janaṃ ussāretvā tirokaraṇiyaṃ parikkhipitvā thambhe upanibandhitvā bhariyaṃ purato ṭhapetvā udaracchaviṃ uppāṭetvā <b>anta</b>gaṇṭhiṃ nīharitvā bhariyāya dassesi,,,
5657,antaguṇa,nt,mesentery,DN22.5,mahāsatipaṭṭhānasuttaṃ,"atthi imasmiṃ kāye … antaṃ <b>antaguṇaṃ</b> udariyaṃ karīsaṃ, pittaṃ semhaṃ pubbo lohitaṃ sedo medo, assu vasā kheḷo siṅghāṇikā lasikā muttaṃ",SN20.10,biḷārasuttaṃ,"atha kho so, bhikkhave, mudumūsi gocarāya pakkāmi. tam'enaṃ biḷāro gahetvā sahasā saṅkhāditvā ajjhohari. tassa so mudumūsi antam'pi khādi, <b>antaguṇam</b>'pi khādi.",,,,,,
5755,antalikkhe,ind,in the sky; in the air,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yān'īdha bhūtāni samāgatāni,
bhummāni vā yāni va <b>antalikkhe</b>,
sabb'eva bhūtā sumanā bhavantu,
atho'pi sakkacca suṇantu bhāsitaṃ.",DHP128,pāpavaggo,"na <b>antalikkhe</b> na samuddamajjhe,
na pabbatānaṃ vivaraṃ pavissa,
na vijjatī so jagatippadeso,
yatthaṭṭhitaṃ nappasaheyya maccu.",,,,,,
5971,anvāssavati,pr,streams in; floods in; overwhelms,MN107,gaṇakamoggallānasuttaṃ,yatv'ādhikaraṇam'enaṃ cakkhu'ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā <b>anvāssaveyyuṃ</b>,,,,,,,,,
6518,apasādeti,pr,disparages; belittles; puts down,AN6.46,mahācundasuttaṃ,"idh'āvuso, dhammayogā bhikkhū jhāyī bhikkhū <b>apasādenti</b>, ime pana jhāyino'mhā, jhāyino'mhā'ti jhāyanti pajjhāyanti nijjhāyanti avajjhāyanti",MN139,araṇavibhaṅgasuttaṃ,"ussādanañ'ca jaññā, apasādanañ'ca jaññā, ussādanañ'ca ñatvā apasādanañ'ca ñatvā n'ev'ussādeyya, na <b>apasādeyya</b>, dhammam'eva deseyya.",MN139,araṇavibhaṅgasuttaṃ,"sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā'ti, iti vadaṃ itth'eke <b>apasādeti</b>.",,,
6773,appakicca,adj,unencumbered; with few obligations; with few duties; with little work,SNP8,mettasuttaṃ,"santussako ca subharo ca,
<b>appakicco</b> ca sallahukavutti,
sant'indriyo ca nipako ca,
appagabbho kulesu ananugiddho.",AN5.96,sutadharasuttaṃ,"idha, bhikkhave, bhikkhu app'aṭṭho hoti <b>appakicco</b> subharo susantoso jīvitaparikkhāresu, app'āhāro hoti anodarikattaṃ anuyutto, appamiddho hoti jāgariyaṃ anuyutto",,,,,,
6776,appagabbha,adj,not cheeky; courteous; respectful; modest; unassuming,SNP8,mettasuttaṃ,"santussako ca subharo ca,
appakicco ca sallahukavutti,
sant'indriyo ca nipako ca,
<b>appagabbho</b> kulesu ananugiddho.",SNP48,"purābhedasuttaṃ
aṭṭhakavaggo 10","patilīno akuhako,
apihālu amaccharī,
<b>appagabbho</b> ajeguccho,
pesuṇeyye ca no yuto.",DHP245,malavaggo,"hirīmatā ca dujjīvaṃ, niccaṃ sucigavesinā,
alīnena-<b>appagabbhena</b>, suddhājīvena passatā.",,,
7170,abandhana 1,adj,free; unchained; unshackled; untied,SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","yo'dha kāme accatari,
saṅgaṃ loke duraccayaṃ,
na so socati n'ājjheti,
chinnasoto <b>abandhano</b>.",,,,,,,,,
7224,abbuyha,ger,pulling up; pulling out; tearing up; uprooting,SN22.22,bhārasuttaṃ,"nikkhipitvā garuṃ bhāraṃ,
aññaṃ bhāraṃ anādiya,
samūlaṃ taṇhaṃ <b>abbuyha</b>,
nicchāto parinibbuto'ti.",SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","yena sallena otiṇṇo,
disā sabbā vidhāvati,
tam'eva sallam'<b>abbuyha</b>,
na dhāvati na sīdati.",,,,,,
7255,abbhakkhāna,nt,misrepresenting; slandering; falsely accusing (someone of something),MN22,alagaddūpamasuttaṃ,"mā h'evaṃ, āvuso ariṭṭha, avaca, mā bhagavantaṃ abbhācikkhi, na hi sādhu bhagavato <b>abbhakkhānaṃ</b>, na hi bhagavā evaṃ vadeyya.",DHP139,daṇḍavaggo,"rājato vā upasaggaṃ,
<b>abbhakkhānañ</b>'ca dāruṇaṃ,
parikkhayañ'ca ñātīnaṃ,
bhogānañ'ca pabhaṅguraṃ.",,,,,,
7595,abhigijjhati,pr,envies; begrudges; covets; is jealous (of),SN1.28,mahaddhanasuttaṃ,"mahaddhanā mahābhogā,
raṭṭhavanto'pi khattiyā,
aññam'añña-<b>abhigijjhanti</b>,
kāmesu analaṅ'katā.",,,,,,,,,
7816,abhiniggaṇhāti,pr,firmly grabs hold (of); seizes tightly; forces into submission; forcibly restrains,MN36,mahāsaccakasuttaṃ,"tassa mayhaṃ, aggivessana, etadahosi, yaṃnūn'āhaṃ dantebhi dantam'ādhāya, jivhāya tāluṃ āhacca, cetasā cittaṃ <b>abhiniggaṇheyyaṃ</b> abhinippīḷeyyaṃ abhisantāpeyyan'ti.",MN20,vitakkasaṇṭhānasuttaṃ,"seyyathā'pi, bhikkhave, balavā puriso dubbalataraṃ purisaṃ sīse vā gale vā khandhe vā gahetvā <b>abhiniggaṇheyya</b> abhinippīḷeyya abhisantāpeyya.",,,,,,
7842,abhinippīḷeti 1,pr,completely crushes down; squeezes down hard,MN36,mahāsaccakasuttaṃ,"tassa mayhaṃ, aggivessana, etadahosi, yaṃnūn'āhaṃ dantebhi dantam'ādhāya, jivhāya tāluṃ āhacca, cetasā cittaṃ abhiniggaṇheyyaṃ <b>abhinippīḷeyyaṃ</b> abhisantāpeyyan'ti.",MN20,vitakkasaṇṭhānasuttaṃ,"seyyathā'pi, bhikkhave, balavā puriso dubbalataraṃ purisaṃ sīse vā gale vā khandhe vā gahetvā abhiniggaṇheyya <b>abhinippīḷeyya</b> abhisantāpeyya.",,,,,,
7956,abhipatthayati,pr,longs (for); hopes (for); craves (for); aspires (for),TH251,raṭṭhapālattheragāthā,"passāmi loke sadhane manusse,
laddhāna vittaṃ na dadanti mohā,
luddhā dhanaṃ sannicayaṃ karonti,
bhiyyova kāme <b>abhipatthayanti</b>.",,,,,,,,,
7976,abhippakirati,pr,completely covers; scatters (over); pours (onto),DN16.27,mahāparinibbānasuttaṃ,"sabbaphāliphullā kho, ānanda, yamakasālā akālapupphehi. te tathāgatassa sarīraṃ okiranti ajjhokiranti <b>abhippakiranti</b> tathāgatassa pūjāya.",,,,,,,,,
8189,abhisantāpeti,pr,tortures; torments,MN36,mahāsaccakasuttaṃ,"tassa mayhaṃ, aggivessana, etadahosi, yaṃnūn'āhaṃ dantebhi dantam'ādhāya, jivhāya tāluṃ āhacca, cetasā cittaṃ abhiniggaṇheyyaṃ abhinippīḷeyyaṃ <b>abhisantāpeyyan</b>'ti.",MN20,vitakkasaṇṭhānasuttaṃ,"seyyathā'pi, bhikkhave, balavā puriso dubbalataraṃ purisaṃ sīse vā gale vā khandhe vā gahetvā abhiniggaṇheyya abhinippīḷeyya <b>abhisantāpeyya</b>.",,,,,,
8235,abhisambuddha 1,pp,realised (by); perfectly understood (by); discovered (by),SN56.11,dhammacakkappavattanasuttaṃ,"ete te, bhikkhave, ubho ante anupagamma majjhimā paṭipadā tathāgatena <b>abhisambuddhā</b>, cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati.",SN22.26,assādasuttaṃ,"n'eva tāv'āhaṃ, bhikkhave, sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya anuttaraṃ sammāsambodhiṃ <b>abhisambuddho</b>'ti paccaññāsiṃ.",,,,,,
8693,amhā 1.1,pr,we are,UD10,bāhiyasuttaṃ,"kahaṃ nu kho, bhante, eta'r'ahi bhagavā viharati arahaṃ sammāsambuddho? dassanakām'<b>amhā</b> mayaṃ taṃ bhagavantaṃ arahantaṃ sammāsambuddhan'ti.",UD10,bāhiyasuttaṃ,"evaṃ vutte, bhagavā bāhiyaṃ dārucīriyaṃ etadavoca, akālo kho tāva, bāhiya, antaragharaṃ paviṭṭha-<b>amhā</b> piṇḍāyā'ti.",AN6.46,mahācundasuttaṃ,"idh'āvuso, dhammayogā bhikkhū jhāyī bhikkhū apasādenti, ime pana jhāyino-<b>amhā</b>, jhāyino-<b>amhā</b>'ti jhāyanti pajjhāyanti nijjhāyanti avajjhāyanti",,,
8987,ariyañcaṭṭhaṅgikaṃ,sandhi,and the Buddha's eight-part; and the noble eight-fold,DHP191,buddhavaggo,"dukkhaṃ dukkhasamuppādaṃ,
dukkhassa ca atikkamaṃ,
<b>ariyañ'c'aṭṭh'aṅgikaṃ</b> maggaṃ,
dukkh'ūpasamagāminaṃ.",,,,,,,,,
9331,asaṅkhāditvā,abs,having not chewed; having not munched,SN20.10,biḷārasuttaṃ,"atha kho so, bhikkhave, mudumūsi gocarāya pakkāmi. tam'enaṃ biḷāro gahetvā sahasā <b>asaṅkhāditvā</b> ajjhohari.",SN20.9,nāgasuttaṃ,"tesaṃ'y'eva kho pana, bhikkhave, mahānāgānaṃ anusikkhamānā taruṇā bhiṅkacchāpā taṃ sarasiṃ ogāhetvā soṇḍāya bhisamuḷālaṃ abbuhetvā na suvikkhālitaṃ vikkhāletvā sakaddamaṃ <b>asaṅkhāditvā</b> ajjhoharanti.",,,,,,
9661,asaṃvuta 2,pp,unrestrained (in); uncontrolled (in); unguarded (in),MN107,gaṇakamoggallānasuttaṃ,"yatv'ādhikaraṇam'enaṃ cakkhu'ndriyaṃ <b>asaṃvutaṃ</b> viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ, tassa saṃvarāya paṭipajjāhi",AN7.61,pacalāyamānasuttaṃ,"kathābāhulle sati uddhaccaṃ, uddhatassa asaṃvaro, <b>asaṃvutassa</b> ārā cittaṃ samādhimhā",DHP7,yamakavaggo,"subh'ānupassiṃ viharantaṃ,
indriyesu <b>asaṃvutaṃ</b>,
bhojanamhi c'āmattaññuṃ,
kusītaṃ hīnavīriyaṃ,
taṃ ve pasahati māro,
vāto rukkhaṃ'va dubbalaṃ.",,,
10042,assāda,masc,enjoyment; satisfaction; pleasure; gratification (in); (comm) sweetness,SN22.109,sotāpannasuttaṃ,"yato kho, bhikkhave, ariyasāvako imesaṃ pañcannaṃ upādānakkhandhānaṃ samudayañ'ca atthaṅ'gamañ'ca <b>assādañ</b>'ca ādīnavañ'ca nissaraṇañ'ca yathābhūtaṃ pajānāti",SN22.57,sattaṭṭhānasuttaṃ,"yaṃ rūpaṃ paṭicca uppajjati sukhaṃ somanassaṃ, ayaṃ rūpassa <b>assādo</b>. yaṃ rūpaṃ aniccaṃ dukkhaṃ vipariṇāmadhammaṃ, ayaṃ rūpassa ādīnavo.",SN22.26,assādasuttaṃ,"yāvakīvañ'c'āhaṃ, bhikkhave, imesaṃ pañcannaṃ upādānakkhandhānaṃ evaṃ <b>assādañ</b>'ca <b>assādato</b> ādīnavañ'ca ādīnavato nissaraṇañ'ca nissaraṇato yathābhūtaṃ n'ābbhaññāsiṃ",SN22.28,tatiyāssādasuttaṃ,"no ce'daṃ, bhikkhave, rūpassa <b>assādo</b> abhavissa na'y'idaṃ sattā rūpasmiṃ sārajjeyyuṃ. yasmā ca kho, bhikkhave, atthi rūpassa <b>assādo</b>, tasmā sattā rūpasmiṃ sārajjanti."
10223,avajjhāyati,pr,mis-meditates; stews (over); brews (over),AN6.46,mahācundasuttaṃ,"idh'āvuso, dhammayogā bhikkhū jhāyī bhikkhū apasādenti, ime pana jhāyino'mhā, jhāyino'mhā'ti jhāyanti pajjhāyanti nijjhāyanti <b>avajjhāyanti</b>",,,,,,,,,
10269,avatthāraka,masc,spreading over; covering over; strewing down,VIN5.4.7,tiṇavatthārakaṃ,"yadi saṅghassa pattakallaṃ, saṅgho imaṃ adhikaraṇaṃ tiṇ'<b>avatthārakena</b> vūpasameyya, ṭhapetvā thullavajjaṃ, ṭhapetvā gihippaṭisaṃyuttan'ti.",VIN PAT AS,adhikaraṇasamathā,"amūḷhavinayo dātabbo, paṭiññāya kāretabbaṃ, yebhuyyasikā, tassapāpiyasikā, tiṇ'<b>avatthārako</b>'ti.",,,,,,
11627,ādīnava 1,masc,danger (in); problem (in),TH251,raṭṭhapālattheragāthā,"kāmā hi citrā madhurā manoramā, virūparūpena mathenti cittaṃ.
<b>ādīnavaṃ</b> kāmaguṇesu disvā, tasmā ahaṃ pabbajito'mhi rāja.",MN47,vīmaṃsakasuttaṃ,"na tāva, bhikkhave, bhikkhuno idh'ekacce <b>ādīnavā</b> saṃvijjanti yāva na ñatt'ajjhāpanno hoti yasappatto. yato ca kho, bhikkhave, bhikkhu ñatt'ajjhāpanno hoti yasappatto, ath'assa idh'ekacce <b>ādīnavā</b> saṃvijjanti.",SN22.26,assādasuttaṃ,"yāvakīvañ'c'āhaṃ, bhikkhave, imesaṃ pañcannaṃ upādānakkhandhānaṃ evaṃ assādañ'ca assādato <b>ādīnavañ</b>'ca <b>ādīnavato</b> nissaraṇañ'ca nissaraṇato yathābhūtaṃ n'ābbhaññāsiṃ",SN22.28,tatiyāssādasuttaṃ,"no ce'daṃ, bhikkhave, rūpassa <b>ādīnavo</b> abhavissa na'y'idaṃ sattā rūpasmiṃ nibbindeyyuṃ. yasmā ca kho, bhikkhave, atthi rūpassa <b>ādīnavo</b>, tasmā sattā rūpasmiṃ nibbindanti."
13108,āvibhāva,masc,appearance; manifestation; becoming visible,AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, anekavihitaṃ iddhividhaṃ paccanubhaveyyaṃ, eko'pi hutvā bahudhā assaṃ, bahudhā'pi hutvā eko assaṃ, <b>āvibhāvaṃ</b> tirobhāvaṃ",,,,,,,,,
13646,iddhi 1,fem,psychic power; psychic potency; supernormal ability,DN16.21,mahāparinibbānasuttaṃ,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro <b>iddhi</b>pādā pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo.",AN8.30,anuruddha mahāvitakkasuttaṃ,"mama saṅkappam'aññāya,
satthā loke anuttaro,
manomayena kāyena,
<b>iddhiyā</b> upasaṅkami.",DHP175,lokavaggo,"haṃs'ādiccapathe yanti,
ākāse yanti <b>iddhiyā</b>,
nīyanti dhīrā lokamhā,
jetvā māraṃ savāhiniṃ.",AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, anekavihitaṃ <b>iddhi</b>vidhaṃ paccanubhaveyyaṃ, eko'pi hutvā bahudhā assaṃ, bahudhā'pi hutvā eko assaṃ, āvibhāvaṃ tirobhāvaṃ"
13679,iddhividhā,fem,kinds of psychic power; types of supernormal ability,AN5.23,upakkilesasuttaṃ,"so sace ākaṅkhati, anekavihitaṃ <b>iddhividhaṃ</b> paccanubhaveyyaṃ, eko'pi hutvā bahudhā assaṃ, bahudhā'pi hutvā eko assaṃ, āvibhāvaṃ tirobhāvaṃ",,,,,,,,,
13707,idhāvuso,sandhi,here friend; now brothers; in this case brethren,MN43,mahāvedallasuttaṃ,"<b>idh'āvuso</b>, sammādiṭṭhi sīl'ānuggahitā ca hoti, sut'ānuggahitā ca hoti, sākacch'ānuggahitā ca hoti, samath'ānuggahitā ca hoti, vipassan'ānuggahitā ca hoti.",MN3,dhammadāyādasuttaṃ,"<b>idh'āvuso</b> satthu pavivittassa viharato sāvakā vivekaṃ n'ānusikkhanti, yesañ'ca dhammānaṃ satthā pahānam'āha, te ca dhamme nappajahanti, bāhulikā ca honti, sāthalikā, okkamane pubbaṅ'gamā, paviveke nikkhittadhurā",AN6.46,mahācundasuttaṃ,"<b>idh'āvuso</b>, dhammayogā bhikkhū jhāyī bhikkhū apasādenti, ime pana jhāyino'mhā, jhāyino'mhā'ti jhāyanti pajjhāyanti nijjhāyanti avajjhāyanti",,,
13969,īsī,fem,queen; female ruler,AN4.198,attantapasuttaṃ,"so puratthimena nagarassa navaṃ santh'āgāraṃ kārāpetvā kesamassuṃ ohāretvā khar'ājinaṃ nivāsetvā sappitelena kāyaṃ abbhañjitvā magavisāṇena piṭṭhiṃ kaṇḍuvamāno navaṃ santh'āgāraṃ pavisati, saddhiṃ mahā-<b>īsiyā</b> brāhmaṇena ca purohitena.",VIN2.5.9.3,antepurasikkhāpadaṃ,"aniggataratanake'ti mahā-<b>īsī</b> sayanigharā anikkhantā hoti, ubho vā anikkhantā honti.",,,,,,
14271,ucca 1,adj,high; tall,DN9.6,poṭṭhapādasuttaṃ,"tam'enaṃ evaṃ vadeyyuṃ, ambho purisa, yassa tvaṃ pāsādassa ārohaṇāya nisseṇiṃ karosi, jānāsi taṃ pāsādaṃ puratthimāya vā disāya dakkhiṇāya vā disāya pacchimāya vā disāya uttarāya vā disāya <b>ucco</b> vā nīco vā majjhimo vā'ti?",VIN PAT SE 69,nīcāsanasikkhāpadaṃ,na nīce āsane nisīditvā <b>ucce</b> āsane nisinnassa agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.,AN7.67,nagaropamasuttaṃ,"seyyathā'pi rañño paccantime nagare anupariyāyapatho hoti <b>ucco</b> c'eva vitthato ca, evam'evaṃ kho, ariyasāvako ottappī hoti, ottappati kāyaduccaritena vacīduccaritena manoduccaritena",SN22.78,sīhasuttaṃ,"ye'pi te, bhikkhave, devā dīgh'āyukā vaṇṇavanto sukhabahulā <b>uccesu</b> vimānesu ciraṭṭhitikā te'pi tathāgatassa dhammadesanaṃ sutvā yebhuyyena bhayaṃ saṃvegaṃ santāsaṃ āpajjanti"
16088,upasaṅkamana,nt,approaching; visiting,SN46.3,sīlasuttaṃ,"dassanam'p'āhaṃ, bhikkhave, tesaṃ bhikkhūnaṃ bahukāraṃ vadāmi, savanam'p'āhaṃ <b>upasaṅkamanam</b>'p'āhaṃ …",,,,,,,,,
