pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
abhigīta,pp,sung over; chanted over,SN2.9,candimasuttaṃ,"sattadhā me phale muddhā,
jīvanto na sukhaṃ labhe,
buddhagāthā-<b>abhigīto</b>'mhi,
no ce muñceyya candiman'ti.",SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","gāth'<b>ābhigītaṃ</b> me abhojaneyyaṃ,
sampassataṃ brāhmaṇa n'esa dhammo,
gāth'<b>ābhigītaṃ</b> panudanti buddhā,
dhamme satī brāhmaṇa vutti'r'esā.",,,,,,
abhinipajjati 1,pr,lies down hard (on); lies down heavily (on),VIN2.5.2.7,anupakhajjasikkhāpadaṃ,"seyyaṃ kappeyyā'ti mañcassa vā pīṭhassa vā pavisantassa vā nikkhamantassa vā upacāre seyyaṃ santharati vā santharāpeti vā, āpatti dukkaṭassa. abhinisīdati vā <b>abhinipajjati</b> vā, āpatti pācittiyassa.",VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā āhaccapādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā <b>abhinipajjeyya</b> vā, pācittiyaṃ.",,,,,,
abhinisīdati 1,pr,sit down hard (on); sits heavily (on); sits forcibly (on),AN8.14,assakhaḷuṅkasuttaṃ,"puna caparaṃ, bhikkhave, idh'ekacco assakhaḷuṅko, pehī'ti vutto, viddho samāno codito sārathinā purime ca pāde saṃharitvā pacchime ca pāde saṃharitvā tatth'eva cattāro pāde <b>abhinisīdati</b>.",VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā āhaccapādakaṃ mañcaṃ vā pīṭhaṃ vā <b>abhinisīdeyya</b> vā abhinipajjeyya vā, pācittiyaṃ.",,,,,,
abhojaneyya,ptp,not edible; not fit to be eaten,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","gāth'ābhigītaṃ me <b>abhojaneyyaṃ</b>,
sampassataṃ brāhmaṇa n'esa dhammo,
gāth'ābhigītaṃ panudanti buddhā,
dhamme satī brāhmaṇa vutti'r'esā.",,,,,,,,,
alajjitāya,ptp,should not be ashamed (of),DHP316,nirayavaggo,"<b>alajjitāye</b> lajjanti,
lajjitāye na lajjare,
micchādiṭṭhisamādānā,
sattā gacchanti duggatiṃ.",,,,,,,,,
asantiyā,prp,when not existing; when not being present; when … does not exist,SNP49,"kalahavivādasuttaṃ
aṭṭhakavaggo 11","nāmañ'ca rūpañ'ca paṭicca phasso,
icchānidānāni pariggahāni,
icchāya <b>asanityā</b> na mamattam'atthi,
rūpe vibhūte na phusanti phassā.",VIN PAT NID,nidānuddeso,"yassa siyā āpatti, so āvikareyya, <b>asantiyā</b> āpattiyā tuṇhī bhavitabbaṃ, tuṇhībhāvena kho pan'āyasmante parisuddhā'ti vedissāmi.",,,,,,
asampakampiya,ptp,unshakeable (by); unmoveable (by),SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā,
catubbhi vātehi <b>asampakampiyo</b>,
tath'ūpamaṃ sappurisaṃ vadāmi,
yo ariyasaccāni avecca passati,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
asamphuṭṭha,pp,not touched (by); not felt (by); not physically contacted (by),MN62,mahārāhulovādasuttaṃ,"yaṃ vā pan'aññam'pi kiñci ajjhattaṃ paccattaṃ ākāsaṃ ākāsagataṃ, aghaṃ aghagataṃ, vivaraṃ vivaragataṃ, <b>asamphuṭṭhaṃ</b> maṃsalohitehi upādinnaṃ, ayaṃ vuccati, rāhula, ajjhattikā ākāsadhātu.",SN35.95,mālukyaputtasuttaṃ,"ye te kāyaviññeyyā phoṭṭhabbā <b>asamphuṭṭhā</b> <b>asamphuṭṭha</b>pubbā, na ca phusasi, na ca te hoti phuseyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.",,,,,,
asamphuṭṭhapubba,adj,never touched before; never felt before,SN35.95,mālukyaputtasuttaṃ,"ye te kāyaviññeyyā phoṭṭhabbā asamphuṭṭhā <b>asamphuṭṭhapubbā</b>, na ca phusasi, na ca te hoti phuseyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.",,,,,,,,,
avakkāra,masc,leftovers; remains,MN31,cūḷagosiṅgasuttaṃ,"idha, bhante, amhākaṃ yo paṭhamaṃ gāmato piṇḍāya paṭikkamati so āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, <b>avakkāra</b>pātiṃ upaṭṭhāpeti",,,,,,,,,
avakkārapāti,fem,bowl for leftovers; dish for remains of the meal,MN31,cūḷagosiṅgasuttaṃ,"idha, bhante, amhākaṃ yo paṭhamaṃ gāmato piṇḍāya paṭikkamati so āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, <b>avakkārapātiṃ</b> upaṭṭhāpeti",,,,,,,,,
avasitta,pp,anointed; consecrated; crowned (on),MN35,cūḷasaccakasuttaṃ,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddhā-<b>avasittassa</b> sakasmiṃ vijite vaso, ghātetāyaṃ vā ghātetuṃ, jāpetāyaṃ vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa",VIN PAT PC 83,antepurasikkhāpadaṃ,"yo pana bhikkhu rañño khattiyassa muddhā-<b>avasittassa</b> anikkhantarājake aniggataratanake pubbe appaṭisaṃvidito indakhīlaṃ atikkāmeyya, pācittiyaṃ.",,,,,,
aha 1.1,nt,day,DN22.7,mahāsatipaṭṭhānasuttaṃ,puna caparaṃ bhikkhave bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ eka-<b>aha</b>-mataṃ vā dvi-<b>aha</b>-mataṃ vā ti-<b>aha</b>-mataṃ vā uddhumātakaṃ vinīlakaṃ vipubbakajātaṃ,SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","ākiñcaññaṃ pekkhamāno satimā,
n'atthī'ti nissāya tarassu oghaṃ,
kāme pahāya virato kathāhi,
taṇhakkhayaṃ nattam'<b>aha</b>-abhipassa.",VIN PAT NP 1,kathinasikkhāpadaṃ,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine dasa-<b>aha</b>paramaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.",,,
āyusaṅkhāra 1,masc,condition for life; life force; vital power; motive force; (comm) life itself,SN20.6,dhanuggahasuttaṃ,"yathā ca, bhikkhave, tassa purisassa javo yathā ca candimasūriyānaṃ javo yathā ca yā devatā candimasūriyānaṃ purato dhāvanti tāsaṃ devatānaṃ javo, tato sīghataraṃ <b>āyusaṅkhārā</b> khiyanti.",MN43,mahāvedallasuttaṃ,"te ca h'āvuso, <b>āyusaṅkhārā</b> abhaviṃsu te vedaniyā dhammā, na'y'idaṃ saññāvedayitanirodhaṃ samāpannassa bhikkhuno vuṭṭhānaṃ paññāyetha.",,,,,,
āhacca 2.1,ptp,removable; detachable,VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā <b>āhacca</b>pādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.",,,,,,,,,
āhaccapādaka,adj,with removable legs; with detachable feet,VIN2.5.2.4,paṭhamasenāsanasikkhāpadaṃ,"mañco nāma cattāro mañcā, masārako, bundik'ābaddho, kuḷīrapādako, <b>āhaccapādako</b>.",VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā <b>āhaccapādakaṃ</b> mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.",,,,,,
indakhīla 1,masc,(of a city) Inda's column; gate post of a city,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'<b>indakhīlo</b> pathaviṃ sito siyā,
catubbhi vātehi asampakampiyo,
tath'ūpamaṃ sappurisaṃ vadāmi,
yo ariyasaccāni avecca passati,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",DHP95,arahantavaggo,"pathavisamo no virujjhati,
<b>indakhīla</b>-upamo tādi subbato,
rahado'va apetakaddamo,
saṃsārā na bhavanti tādino.",,,,,,
upaṭṭhāpeti 1,pr,sets out; makes available; provides,MN31,cūḷagosiṅgasuttaṃ,"idha, bhante, amhākaṃ yo paṭhamaṃ gāmato piṇḍāya paṭikkamati so āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ <b>upaṭṭhāpeti</b>, avakkārapātiṃ <b>upaṭṭhāpeti</b>",,,,,,,,,
uparivehāsa,adj,upper; upstairs; above the ground,VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre <b>uparivehāsa</b>kuṭiyā āhaccapādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.",,,,,,,,,
uparivehāsakuṭi,fem,loft bedroom; upper-floor room; attic room,VIN PAT PC 18,vehāsakuṭisikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre <b>uparivehāsakuṭiyā</b> āhaccapādakaṃ mañcaṃ vā pīṭhaṃ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṃ.",,,,,,,,,
ubbhata 2,pp,withdrawn; disallowed; suspended,VIN PAT NP 1,kathinasikkhāpadaṃ,"niṭṭhitacīvarasmiṃ bhikkhunā <b>ubbhatasmiṃ</b> kathine das'āhaparamaṃ atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.",,,,,,,,,
ūna 1,adj,deficient (in); lacking; wanting; short (by); less than (by),VIN PAT SA,saṅghādisesuddeso,"ekena'pi ce <b>ūno</b> vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ abbheyya, so ca bhikkhu anabbhito, te ca bhikkhū gārayhā, ayaṃ tattha sāmīci.",,,,,,,,,
ekenapi,sandhi,by even one; with only a single,VIN1.4.2.1,kosiyasikkhāpadaṃ,"kārāpeyyā'ti <b>ekena'pi</b> kosiy'aṃsunā missitvā karoti vā kārāpeti vā, payoge dukkaṭaṃ. paṭilābhena nissaggiyaṃ hoti.",VIN PAT SA,saṅghādisesuddeso,"<b>ekena'pi</b> ce ūno vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ abbheyya, so ca bhikkhu anabbhito, te ca bhikkhū gārayhā, ayaṃ tattha sāmīci.",,,,,,
kāyaviññeyya,adj,touchable; known by the body,SN35.95,mālukyaputtasuttaṃ,"ye te <b>kāyaviññeyyā</b> phoṭṭhabbā asamphuṭṭhā asamphuṭṭhapubbā, na ca phusasi, na ca te hoti phuseyyan'ti? atthi te tattha chando vā rāgo vā pemaṃ vā'ti? no h'etaṃ, bhante.",AN6.55,soṇasuttaṃ,"bhusā ce'pi <b>kāyaviññeyyā</b> phoṭṭhabbā kāyassa āpāthaṃ āgacchanti, n'ev'assa cittaṃ pariyādiyanti. amissīkatam'ev'assa cittaṃ hoti ṭhitaṃ āneñjappattaṃ vayañ'c'ass'ānupassati.",,,,,,
kāretabba 2,ptp,(vinaya) should be made to do (by); should be dealt with,VIN PAT PC 73,mohana sikkhāpada,"na ca tassa bhikkhuno aññāṇakena mutti atthi, yañ'ca tattha āpattiṃ āpanno tañ'ca yathādhammo <b>kāretabbo</b>, uttari c'assa moho āropetabbo",VIN PAT AN 1,paṭhamaaniyatasikkhāpadaṃ,"nisajjaṃ bhikkhu paṭijānamāno tiṇṇaṃ dhammānaṃ aññatarena <b>kāretabbo</b> pārājikena vā saṅghādisesena vā pācittiyena vā, yena vā sā saddheyyavacasā upāsikā vadeyya, tena so bhikkhu <b>kāretabbo</b>, ayaṃ dhammo aniyato.",,,,,,
kicca 1,ptp,should be done (by); ought to be made (by),MN131,bhaddekarattasuttaṃ,"ajj'eva <b>kiccam</b>'ātappaṃ,
ko jaññā maraṇaṃ suve.
na hi no saṅgaran'tena,
mahāsenena maccunā.",DHP276,maggavaggo,"tumhehi <b>kiccam</b>'ātappaṃ,
akkhātāro tathāgatā,
paṭipannā pamokkhanti,
jhāyino mārabandhanā.",TH248,adhimuttattheragāthā,"yaṃ vo <b>kiccaṃ</b> sarīrena,
taṃ karotha yadicchatha,
na me tappaccayā tattha,
doso pemañ'ca hehiti.",,,
kiccamātappaṃ,sandhi,effort should be made (by); one should strive,MN131,bhaddekarattasuttaṃ,"ajj'eva <b>kiccam'ātappaṃ</b>,
ko jaññā maraṇaṃ suve,
na hi no saṅgaraṃ tena,
mahāsenena maccunā.",DHP276,maggavaggo,"tumhehi <b>kiccam'ātappaṃ</b>,
akkhātāro tathāgatā,
paṭipannā pamokkhanti,
jhāyino mārabandhanā.",,,,,,
gaṇa 1,masc,group; crowd,SN55.41,paṭhamaabhisandasuttaṃ,"mah'odadhiṃ aparimitaṃ mahāsaraṃ,
bahubheravaṃ ratanagaṇānam'ālayaṃ,
najjo yathā nara<b>gaṇa</b>saṅghasevitā,
puthū savantī upayanti sāgaraṃ.",DN14.10,mahāpadānasuttaṃ,"atha kho, bhikkhave, vipassī bodhisatto aparena samayena eko <b>gaṇamhā</b> vūpakaṭṭho vihāsi, aññen'eva tāni caturāsīti pabbajitasahassāni agamaṃsu, aññena maggena vipassī bodhisatto.",VIN PAT PC 32,gaṇabhojana sikkhāpada,"<b>gaṇa</b>bhojane, aññatra samayā, pācittiyaṃ.",VIN PAT SA,saṅghādisesuddeso,"ekena'pi ce ūno vīsati<b>gaṇo</b> bhikkhusaṅgho taṃ bhikkhuṃ abbheyya, so ca bhikkhu anabbhito, te ca bhikkhū gārayhā, ayaṃ tattha sāmīci."
gāthābhigīta,adj,chanted over with verses; recited over,SN2.9,candimasuttaṃ,"sattadhā me phale muddhā,
jīvanto na sukhaṃ labhe,
buddha<b>gāth'ābhigīto</b>'mhi,
no ce muñceyya candiman'ti.",SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","<b>gāth'ābhigītaṃ</b> me abhojaneyyaṃ,
sampassataṃ brāhmaṇa n'esa dhammo,
gāth'ābhigītaṃ panudanti buddhā,
dhamme satī brāhmaṇa vutti'r'esā.",,,,,,
gāmato,masc,from the village,SNP37,"nālakasuttaṃ
mahāvaggo 11","tato ratyā vivasāne,
gām'antam'abhihāraye,
avhānaṃ n'ābhinandeyya,
abhihārañ'ca <b>gāmato</b>.",MN31,cūḷagosiṅgasuttaṃ,"idha, bhante, amhākaṃ yo paṭhamaṃ <b>gāmato</b> piṇḍāya paṭikkamati so āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, avakkārapātiṃ upaṭṭhāpeti",,,,,,
gārayha,ptp,blameworthy; culpable; contemptible,VIN PAT SA,saṅghādisesuddeso,"ekena'pi ce ūno vīsatigaṇo bhikkhusaṅgho taṃ bhikkhuṃ abbheyya, so ca bhikkhu anabbhito, te ca bhikkhū <b>gārayhā</b>, ayaṃ tattha sāmīci.",SN45.5,kimatthiyasuttaṃ,"na ca maṃ abhūtena abbhācikkhatha, dhammassa c'ānudhammaṃ byākarotha, na ca koci sahadhammiko vād'ānuvādo <b>gārayhaṃ</b> ṭhānaṃ āgacchati.",,,,,,
ghātetāya,ptp,fit to be killed; worthy to be executed,MN35,cūḷasaccakasuttaṃ,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddh'āvasittassa sakasmiṃ vijite vaso, <b>ghātetāyaṃ</b> vā ghātetuṃ, jāpetāyaṃ vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa, seyyathā'pi vā pana rañño māgadhassa ajātasattussa vedehiputtassā'ti?",,,,,,,,,
ghātetuṃ,inf,to slay; to kill; to execute; to murder,MN35,cūḷasaccakasuttaṃ,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddh'āvasittassa sakasmiṃ vijite vaso, ghātetāyaṃ vā <b>ghātetuṃ</b>, jāpetāyaṃ vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa, seyyathā'pi vā pana rañño māgadhassa ajātasattussa vedehiputtassā'ti?",,,,,,,,,
catubbhi,card,with four; by four,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā,
<b>catubbhi</b> vātehi asampakampiyo,
tath'ūpamaṃ sappurisaṃ vadāmi,
yo ariyasaccāni avecca passati,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
jana 2,masc,men; people; population,MN40,cūḷāssapurasuttaṃ,"samaṇā samaṇā'ti vo, bhikkhave, <b>jano</b> sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇ'āmhā'ti paṭijānātha.",SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","attadaṇḍā bhayaṃ jātaṃ,
<b>janaṃ</b> passatha medhagaṃ,
saṃvegaṃ kittayissāmi,
yathā saṃvijitaṃ mayā.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","okaṃ pahāya aniketasārī,
gāme akubbaṃ muni santhavāni,
kāmehi ritto apurekkharāno,
kathaṃ na viggayha <b>janena</b> kayirā.",SN22.33,natumhākaṃsuttaṃ,"seyyathā'pi, bhikkhave, yaṃ imasmiṃ jetavane tiṇakaṭṭhasākhāpalāsaṃ taṃ <b>jano</b> hareyya vā ḍaheyya vā yathāpaccayaṃ vā kareyya."
jāpetāya,ptp,fit to be fined; worthy to be fined,MN35,cūḷasaccakasuttaṃ,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddh'āvasittassa sakasmiṃ vijite vaso, ghātetāyaṃ vā ghātetuṃ, <b>jāpetāyaṃ</b> vā jāpetuṃ, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa, seyyathā'pi vā pana rañño māgadhassa ajātasattussa vedehiputtassā'ti?",,,,,,,,,
jāpetuṃ,inf,to fine; to confiscate,MN35,cūḷasaccakasuttaṃ,"taṃ kiṃ maññasi, aggivessana, vatteyya rañño khattiyassa muddh'āvasittassa sakasmiṃ vijite vaso, ghātetāyaṃ vā ghātetuṃ, jāpetāyaṃ vā <b>jāpetuṃ</b>, pabbājetāyaṃ vā pabbājetuṃ, seyyathā'pi rañño pasenadissa kosalassa, seyyathā'pi vā pana rañño māgadhassa ajātasattussa vedehiputtassā'ti?",AN3.101,loṇakapallasuttaṃ,seyyathā'pi bhikkhave orabbhiko vā urabbhaghātako vā app'ekaccaṃ urabbhaṃ adinnaṃ ādiyamānaṃ pahoti hantuṃ vā bandhituṃ vā <b>jāpetuṃ</b> vā yathāpaccayaṃ vā kātuṃ,,,,,,
tuṇhībhāva,masc,silence; keeping quiet; being silent; (comm) not talking,MN107,gaṇakamoggallānasuttaṃ,"asite pīte khāyite sāyite sampajānakārī, uccārapassāvakamme sampajānakārī, gate ṭhite nisinne sutte jāgarite bhāsite <b>tuṇhībhāve</b> sampajānakārī'ti",VIN PAT NID,nidānuddeso,"yassa siyā āpatti so āvikareyya, asantiyā āpattiyā tuṇhī bhavitabbaṃ. <b>tuṇhībhāvena</b> kho pan'āyasmante parisuddhā'ti vedissāmi.",,,,,,
dasāhaparamaṃ,ind,for ten days at the most; for a maximum of ten days,VIN PAT NP 21,pattasikkhāpadaṃ,"<b>das'āhaparamaṃ</b> atirekapatto dhāretabbo, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.",VIN PAT NP 1,kathinasikkhāpadaṃ,"niṭṭhitacīvarasmiṃ bhikkhunā ubbhatasmiṃ kathine <b>das'āhaparamaṃ</b> atirekacīvaraṃ dhāretabbaṃ, taṃ atikkāmayato nissaggiyaṃ pācittiyaṃ.",,,,,,
diṭṭha 1.2,nt,what is seen,UD10,bāhiyasuttaṃ,yato kho te bāhiya <b>diṭṭhe diṭṭha</b>mattaṃ bhavissati sute sutamattaṃ bhavissati mute mutamattaṃ bhavissati viññāte viññātamattaṃ bhavissati tato tvaṃ bāhiya na tena,AN4.183,sutasuttaṃ,"ahañ'hi, bho gotama, evaṃvādī evaṃdiṭṭhī, yo koci <b>diṭṭhaṃ</b> bhāsati, evaṃ me <b>diṭṭhan</b>'ti, n'atthi tato doso",SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","<b>diṭṭhena</b> ce suddhi narassa hoti,
ñāṇena vā so pajahāti dukkhaṃ,
aññena so sujjhati sopadhīko,
diṭṭhī hi naṃ pāva tathā vadānaṃ.",,,
diṭṭhī 2,masc,who has a view; who has the opinion,SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","diṭṭhena ce suddhi narassa hoti,
ñāṇena vā so pajahāti dukkhaṃ,
aññena so sujjhati sopadhīko,
<b>diṭṭhī</b> hi naṃ pāva tathā vadānaṃ.",,,,,,,,,
