pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anariyadhamma,masc,ignoble nature; poor in character,SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
anānupuṭṭho'va paresa pāva,
<b>anariyadhammaṃ</b> kusalā tam'āhu,
yo ātumānaṃ sayam'eva pāva.",,,,,,,,,
anānupuṭṭha,pp,unasked; unquestioned,SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
<b>anānupuṭṭho</b>'va paresa pāva,
anariyadhammaṃ kusalā tam'āhu,
yo ātumānaṃ sayam'eva pāva.",,,,,,,,,
appa 2,adj,short; small; insignificant,MN27,cūḷahatthipadopamasuttaṃ,so aparena samayena <b>appaṃ</b> vā bhogakkhandhaṃ pahāya mahantaṃ vā bhogakkhandhaṃ pahāya appaṃ vā ñātiparivaṭṭaṃ pahāya mahantaṃ vā ñātiparivaṭṭaṃ pahāya,MN82,raṭṭhapālasuttaṃ,"na dīgham'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.
<b>appaṃ</b> h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","<b>appaṃ</b> vata jīvitaṃ idaṃ,
oraṃ vassasatā'pi miyyati,
yo ce'pi aticca jīvati,
atha kho so jarasāpi miyyati.",DHP186,buddhavaggo,"na kahāpaṇavassena,
titti kāmesu vijjati,
<b>appa</b>-assādā dukhā kāmā,
iti viññāya paṇḍito."
appevanāma,sandhi,it would be good if; perhaps; hopefully; if only,SN22.80,piṇḍolyasuttaṃ,<b>app'evanām</b>'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti,,,,,,,,,
abhikkanta 1,pp,superb; surpassing; excellent,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",<b>abhikkanta</b>vaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami,AN4.100,potaliyasuttaṃ,"ayaṃ me puggalo khamati imesaṃ catunnaṃ puggalānaṃ abhikkantataro ca paṇītataro ca. taṃ kissa hetu? <b>abhikkantā</b> h'esā, bho gotama, yadidaṃ upekkhā'ti.",SNP70,"mogharāja māṇava pucchā
pārāyanavaggo 15","evaṃ <b>abhikkanta</b>dassāviṃ,
atthi pañhena āgamaṃ,
kathaṃ lokaṃ avekkhantaṃ,
maccurājā na passati.",,,
abhikkantadassāvī,adj,of excellent vision,SNP70,"mogharāja māṇava pucchā
pārāyana vaggo 15","evaṃ <b>abhikkantadassāviṃ</b>, atthi pañhena āgamaṃ,
kathaṃ lokaṃ avekkhantaṃ, maccurājā na passati.",,,,,,,,,
asassata,adj,not eternal; not endless; not perpetual,TH251,raṭṭhapālattheragāthā,"na dīgham'āyuṃ labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, <b>asassataṃ</b> vippariṇāmadhammaṃ.",MN49,brahmanimantanikasuttaṃ,"yatra hi nāma aniccaṃ'y'eva samānaṃ niccan'ti vakkhati, addhuvaṃ'y'eva samānaṃ dhuvan'ti vakkhati, <b>asassataṃ</b>'y'eva samānaṃ sassatan'ti vakkhati, akevalaṃ'y'eva samānaṃ kevalan'ti vakkhati, cavanadhammaṃ'y'eva samānaṃ acavanadhamman'ti vakkhati",DN9.4,"poṭṭhapādasuttaṃ, saññāattakathā","kiṃ pana, bhante, <b>asassato</b> loko, idam'eva saccaṃ mogham'aññan'ti? etam'pi kho, poṭṭhapāda, mayā abyākataṃ, <b>asassato</b> loko, idam'eva saccaṃ mogham'aññan'ti.",SN22.78,sīhasuttaṃ,"addhuvā'va kira, bho, mayaṃ samānā dhuv'amhā'ti amaññimha. <b>asassatā</b>'va kira, bho, mayaṃ samānā sassat'amhā'ti amaññimha."
avirujjhamāna,prp,not opposing; not clashing; not fighting,SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ <b>avirujjhamānā</b>,
tesu tvaṃ kiṃ labhetho pasūra,
yes'īdha n'atthī param'uggahītaṃ.",,,,,,,,,
avekkhanta,prp,seeing; regarding; viewing; considering,SNP70,"mogharāja māṇava pucchā
pārāyanavaggo 15","evaṃ abhikkantadassāviṃ,
atthi pañhena āgamaṃ,
kathaṃ lokaṃ <b>avekkhantaṃ</b>,
maccurājā na passati.",DHP170,lokavaggo,"yathā pubbuḷakaṃ passe,
yathā passe marīcikaṃ,
evaṃ lokaṃ <b>avekkhantaṃ</b>,
maccurājā na passati.",,,,,,
ahañceva 1,sandhi,if I just; if I only,AN3.40,ādhipateyyasuttaṃ,"<b>ahañ'c'eva</b> kho pana yādisake kāme ohāya agārasmā anagāriyaṃ pabbajito tādisake vā kāme pariyeseyyaṃ tato vā pāpiṭṭhatare, na m'etaṃ patirūpan'ti.",DN9.3,"poṭṭhapādasuttaṃ, sahetukasaññuppādanirodhakathā","<b>ahañ'c'eva</b> kho pana ceteyyaṃ, abhisaṅkhareyyaṃ, imā ca me saññā nirujjheyyuṃ, aññā ca oḷārikā saññā uppajjeyyuṃ. yaṃnūn'āhaṃ na c'eva ceteyyaṃ na ca abhisaṅkhareyyan'ti. so na c'eva ceteti, na ca abhisaṅkharoti.",AN3.39,sukhumālasuttaṃ,<b>ahañ'c'eva</b> kho pana jarādhammo samāno jaraṃ anatīto paraṃ jiṇṇaṃ disvā aṭṭīyeyyaṃ harāyeyyaṃ jiguccheyyaṃ na m'etaṃ assa patirūpan'ti.,MN36,mahāsaccakasuttaṃ,"<b>ahañ'c'eva</b> kho pana sabbaso ajaddhukaṃ paṭijāneyyaṃ, imā ca me devatā dibbaṃ ojaṃ lomakūpehi ajjhohāreyyuṃ, tāya c'āhaṃ yāpeyyaṃ, taṃ mam'assa musā'ti."
ākirati 1,pr,stirs up; heaps up; kicks up,SN2.8,tāyanasuttaṃ,"kayirā ce kayirāth'enaṃ,
daḷham'enaṃ parakkame,
sithilo hi paribbājo,
bhiyyo <b>ākirate</b> rajaṃ.",,,,,,,,,
āgamaṃ,aor,I myself have come,SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","anejaṃ mūladassāviṃ,
atthi pañhena <b>āgamaṃ</b>,
kiṃ nissitā isayo manujā,
khattiyā brāhmaṇā devatānaṃ,
yaññam'akappayiṃsu puthū'dha loke,
pucchāmi taṃ bhagavā brūhi me taṃ.",SNP70,"mogharāja māṇava pucchā
pārāyanavaggo 15","evaṃ abhikkantadassāviṃ,
atthi pañhena <b>āgamaṃ</b>,
kathaṃ lokaṃ avekkhantaṃ,
maccurājā na passati.",,,,,,
āgamā 1,imperf,came (to); arrived (at),AN4.67,ahirājasuttaṃ,"sabbe sattā sabbe pāṇā,
sabbe bhūtā ca kevalā,
sabbe bhadrāni passantu,
mā kañci pāpam'<b>āgamā</b>.",SN1.40,dutiyapajjunnadhītusuttaṃ,"idh'<b>āgamā</b> vijjupabhāsavaṇṇā,
kokanadā pajjunnassa dhītā,
buddhañ'ca dhammañ'ca namassamānā,
gāthā'c'imā atthavatī abhāsi.",,,,,,
ātuma 1,masc,self; oneself; personality; individual,SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu,
anānupuṭṭho'va paresa pāva,
anariyadhammaṃ kusalā tam'āhu,
yo <b>ātumānaṃ</b> sayam'eva pāva.",AN3.101,loṇakapallasuttaṃ,"idha pana, bhikkhave, ekacco puggalo abhāvitakāyo hoti abhāvitasīlo abhāvitacitto abhāvitapañño paritto app'<b>ātumo</b> appadukkhavihārī.",,,,,,
ānantarika 1,adj,immediate; without delay; with no interval; with immediate results,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yam'buddhaseṭṭho parivaṇṇayī suciṃ,
samādhim'<b>ānantarikañ</b>'ñam'āhu,
samādhinā tena samo na vijjati,
idam'pi dhamme ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
āyu 1,nt,life,TH251,raṭṭhapālattheragāthā,"na dīgham'<b>āyuṃ</b> labhate dhanena, na c'āpi vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",SNP8,mettasuttaṃ,"mātā yathā niyaṃ puttaṃ,
<b>āyusā</b> ekaputtam'anurakkhe,
evam'pi sabbabhūtesu,
mānasaṃ bhāvaye aparimāṇaṃ.",TH133,heraññakānittheragāthā,"accayanti ahorattā,
jīvitaṃ uparujjhati,
<b>āyu</b> khīyati maccānaṃ,
kunnadīnaṃ'va odakaṃ.",DHP135,daṇḍavaggo,"yathā daṇḍena gopālo, gāvo pājeti gocaraṃ,
evaṃ jarā ca maccu ca, <b>āyuṃ</b> pājenti pāṇinaṃ."
āhu,perf,they say,SNP8,mettasuttaṃ,"tiṭṭhaṃ caraṃ nisinno vā,
sayāno yāvatāssa vigatamiddho,
etaṃ satiṃ adhiṭṭheyya,
brahmam'etaṃ vihāram'idha'm'<b>āhu</b>.",SNP13,"ratanasuttaṃ
cūḷavaggo 1","yam'buddhaseṭṭho parivaṇṇayī suciṃ,
samādhim'ānantarikañ'ñam<b>'āhu</b>.
samādhinā tena samo na vijjati",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","idh'eva suddhi iti vādayanti,
n'āññesu dhammesu visuddhim'<b>āhu</b>,
yaṃ nissitā tattha subhaṃ vadānā,
paccekasaccesu puthū niviṭṭhā.",AN4.42,pañhabyākaraṇasuttaṃ,"yo ca tesaṃ tattha tattha, jānāti anudhammataṃ,
catupañhassa kusalo, <b>āhu</b> bhikkhuṃ tathāvidhaṃ."
iṅgha,ind,please!; come on!; go on!; move it!; check it out!,SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","yaṃ taṃ apucchimha akittayī no,
aññaṃ taṃ pucchāma tad<b>iṅgha</b> brūhi,
kathaṃ nu dhīrā vitaranti oghaṃ,
jātiṃ jaraṃ sokapariddavañ'ca,
taṃ me muni sādhu viyākarohi,
tathā hi te vidito esa dhammo.",AN10.44,kusinārasuttaṃ,"no ce, bhikkhave, bhikkhu parisuddhakāyasamācāro hoti parisuddhena kāyasamācārena samannāgato acchiddena appaṭimaṃsena, tassa bhavanti vattāro, <b>iṅgha</b> tāva āyasmā kāyikaṃ sikkhassū'ti, iti'ssa bhavanti vattāro",,,,,,
itissa 1,sandhi,thus for him; thus to him,AN10.44,kusinārasuttaṃ,"tassa bhavanti vattāro, iṅgha tāva āyasmā āgamaṃ pariyāpuṇassū'ti, <b>iti'ssa</b> bhavanti vattāro.",VIN PAT PC 77,sañcicca sikkhāpada,"<b>iti'ssa</b> muhuttam'pi aphāsu bhavissatī'ti, eta'd'eva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.",,,,,,
idheva,sandhi,right here; just here; only here,DHP247,malavaggo,"surāmerayapānañ'ca,
yo naro anuyuñjati,
<b>idh'eva</b>'m'eso lokasmiṃ,
mūlaṃ khaṇati attano.",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","evaṃvihārī sato appamatto,
bhikkhu caraṃ hitvā mamāyitāni,
jātiṃ jaraṃ sokapariddavañ'ca,
<b>idh'eva</b> vidvā pajaheyya dukkhaṃ.",ITI87,andhakaraṇasuttaṃ,"tayo vitakke kusale vitakkaye, tayo pana akusale nirākare, sa ve vitakkāni vicāritāni, sameti vuṭṭhī'va rajaṃ samūhataṃ sa ve vitakk'ūpasamena cetasā, <b>idh'eva</b> so santipadaṃ samajjhagā'ti.",,,
imassa 2,pron,of this; his,SN22.80,piṇḍolyasuttaṃ,app'evanām'<b>imassa</b> kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti,SN12.61,assutavāsuttaṃ,"imasmiṃ sati idaṃ hoti, <b>imassa</b>-uppādā idaṃ uppajjati. imasmiṃ asati idaṃ na hoti, imassa nirodhā idaṃ nirujjhati",SN12.31,bhūtasuttaṃ,"<b>imassa</b> nu kho, sāriputta, saṃkhittena bhāsitassa kathaṃ vitthārena attho daṭṭhabbo'ti? evaṃ vutte, āyasmā sāriputto tuṇhī ahosi.",MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama, <b>imassa</b> migāramātupāsādassa dissati anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, yāva pacchimasopānakaḷevarā."
uda vā,idiom,or; either,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","samo visesī <b>uda vā </b>nihīno,
yo maññatī so vivadetha tena,
tīsu vidhāsu avikampamāno,
samo visesī'ti na tassa hoti.",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","atthaṅ'gato so <b>uda vā</b> so n'atthi,
udāhu ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo.",UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā,
tiṭṭhaṃ nisinno <b>uda vā</b> sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno,
labhetha pubb'āpariyaṃ visesaṃ",,,
upaccagā 1,imperf,passed by; escaped; went past,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","yāya devā manussā ca,
sitā tiṭṭhanti atthikā,
tarath'etaṃ visattikaṃ,
khaṇo vo mā <b>upaccagā</b>,
khaṇ'ātītā hi socanti,
nirayamhi samappitā.",,,,,,,,,
katthaci 1,ind,somewhere; anywhere,SNP8,mettasuttaṃ,"na paro paraṃ nikubbetha,
n'ātimaññetha <b>katthaci</b> naṃ kañci,
byārosanā paṭīghasaññā,
n'āññam'aññassa dukkham'iccheyya.",MN62,mahārāhulovādasuttaṃ,"seyyathā'pi, rāhula, ākāso na <b>katthaci</b> patiṭṭhito, evam'eva kho tvaṃ, rāhula, ākāsasamaṃ bhāvanaṃ bhāvehi.",,,,,,
kayirā,opt,should do; could make,SN2.8,tāyanasuttaṃ,"<b>kayirā</b> ce, kayirāth'enaṃ, daḷham'enaṃ parakkame.
sithilo hi paribbājo, bhiyyo ākirate rajaṃ.",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","yo ve avidvā upadhiṃ karoti,
punappunaṃ dukkham'upeti mando,
tasmā pajānaṃ upadhiṃ na <b>kayirā</b>,
dukkhassa jātippabhav'ānupassī.",DHP42,cittavaggo,"diso disaṃ yaṃ taṃ <b>kayirā</b>,
verī vā pana verinaṃ,
micchāpaṇihitaṃ cittaṃ,
pāpiyo naṃ tato kare.",TH172,bākulattheragāthā,"yañ'hi <b>kayirā</b> tañ'hi vade, yaṃ na kayirā na taṃ vade.
akarontaṃ bhāsamānaṃ, parijānanti paṇḍitā."
kayirātha 1,opt,one oneself should make; one should do for oneself,SN2.8,tāyanasuttaṃ,"kayirā ce, <b>kayirāth</b>'enaṃ, daḷham'enaṃ parakkame.
sithilo hi paribbājo, bhiyyo ākirate rajaṃ.",DHP118,pāpavaggo,"puññañ'ce puriso kayirā,
kayirāth'etaṃ punappunaṃ,
tamhi chandaṃ <b>kayirātha</b>,
sukho puññassa uccayo.",DHP25,appamādavaggo,"uṭṭhānen'appamādena,
saṃyamena damena ca,
dīpaṃ <b>kayirātha</b> medhāvī,
yaṃ ogho n'ābhikīrati.",SN7.15,mānatthaddhasuttaṃ,"mātari pitari c'āpi, atho jeṭṭhamhi bhātari. ācariye catutthamhi, tesu na mānaṃ <b>kayirātha</b>."
kayirāthenaṃ,sandhi,one should do it oneself; one must perform this oneself,SN2.8,tāyanasuttaṃ,"kayirā ce, <b>kayirāth'enaṃ</b>,
daḷham'enaṃ parakkame,
sithilo hi paribbājo,
bhiyyo ākirate rajaṃ.",,,,,,,,,
kāyika 1,adj,bodily; physical; related to the body,VIBH6.1,paṭiccasamuppādavibhaṅgo,"tattha katamaṃ dukkhaṃ? yaṃ <b>kāyikaṃ</b> asātaṃ, <b>kāyikaṃ</b> dukkhaṃ, kāyasamphassajaṃ asātaṃ dukkhaṃ vedayitaṃ, kāyasamphassajā asātā dukkhā vedanā",AN10.44,kusinārasuttaṃ,"no ce, bhikkhave, bhikkhu parisuddhakāyasamācāro hoti parisuddhena kāyasamācārena samannāgato acchiddena appaṭimaṃsena, tassa bhavanti vattāro, iṅgha tāva āyasmā <b>kāyikaṃ</b> sikkhassū'ti, iti'ssa bhavanti vattāro",AN3.35,hatthakasuttaṃ,"taṃ kiṃ maññasi, kumāra, api nu tassa gahapatissa vā gahapatiputtassa vā uppajjeyyuṃ rāgajā pariḷāhā <b>kāyikā</b> vā cetasikā vā yehi so rāgajehi pariḷāhehi pariḍayhamāno dukkhaṃ sayeyyā'ti?",MN44,cūḷavedallasuttaṃ,"assāsapassāsā kho, āvuso visākha, <b>kāyikā</b> ete dhammā kāyappaṭibaddhā, tasmā assāsapassāsā kāyasaṅkhāro."
kubbetha,opt,one oneself should do; one should make for oneself,SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","yaṃ kiñci dhammam'abhijaññā,
ajjhattaṃ athavā'pi bahiddhā,
na tena thāmaṃ <b>kubbetha</b>,
na hi sā nibbuti sataṃ vuttā.",SN1.31,sabbhisuttaṃ,"sabbhi'r'eva samāsetha,
sabbhi <b>kubbetha</b> santhavaṃ,
sataṃ saddhammam'aññāya,
sattā gacchanti suggatin'ti.",,,,,,
kusalā,masc,masters; 'masters'; experts; 'experts',SNP50,"cūḷabyūhasuttaṃ
aṭṭhakavaggo 12","sakaṃ sakaṃ diṭṭhiparibbasānā,
viggayha nānā <b>kusalā</b> vadanti,
yo evaṃ jānāti sa vedi dhammaṃ,
idaṃ paṭikkosamakevalī so.",SNP43,"paramaṭṭhakasuttaṃ
aṭṭhakavaggo 5","taṃ vā'pi ganthaṃ <b>kusalā</b> vadanti,
yaṃ nissito passati hīnam'aññaṃ,
tasmā hi diṭṭhaṃ va sutaṃ mutaṃ vā,
sīlabbataṃ bhikkhu na nissayeyya.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","yo attano sīlavatāni jantu, anānupuṭṭho'va paresa pāva,
anariyadhammaṃ <b>kusalā</b> tam'āhu, yo ātumānaṃ sayam'eva pāva.",,,
khaṇa,masc,moment; instant; point in time; opportunity,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","yāya devā manussā ca,
sitā tiṭṭhanti atthikā,
tarath'etaṃ visattikaṃ,
<b>khaṇo</b> vo mā upaccagā,
khaṇ'ātītā hi socanti,
nirayamhi samappitā.",DHP239,malavaggo,"anupubbena medhāvī,
thokaṃ thokaṃ <b>khaṇe</b> khaṇe.
kammāro rajatass'eva,
niddhame malam'attano.",VIN1.1.4,catutthapārājikaṃ,tato aparena samayenā'ti yasmiṃ khaṇe samudāciṇṇaṃ hoti taṃ <b>khaṇaṃ</b> taṃ layaṃ taṃ muhuttaṃ vītivatte.,,,
khaṇātīta,masc,who has missed the chance; who lost the opportunity,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","yāya devā manussā ca,
sitā tiṭṭhanti atthikā,
tarath'etaṃ visattikaṃ,
khaṇo vo mā upaccagā,
<b>khaṇ'ātītā</b> hi socanti,
nirayamhi samappitā.",DHP315,nirayavaggo,"nagaraṃ yathā paccantaṃ,
guttaṃ santarabāhiraṃ,
evaṃ gopetha attānaṃ,
khaṇo vo mā upaccagā,
<b>khaṇ'ātītā</b> hi socanti,
nirayamhi samappitā.",,,,,,
cāpi,sandhi,or even; and even; as well as,TH251,raṭṭhapālattheragāthā,"na dīgham'āyuṃ labhate dhanena, na <b>c'āpi</b> vittena jaraṃ vihanti.
appaṃ h'idaṃ jīvitam'āhu dhīrā, asassataṃ vippariṇāmadhammaṃ.",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","te <b>c'āpi</b> nūnappajaheyyu dukkhaṃ,
ye tvaṃ muni aṭṭhitaṃ ovadeyya,
taṃ taṃ namassāmi samecca nāga,
app'eva maṃ bhagavā aṭṭhitaṃ ovadeyya.",TH259,sāriputtattheragāthā,"na vissase ekatiyesu evaṃ,
agārisu pabbajitesu <b>c'āpi</b>,
sādhū'pi hutvā na asādhu honti,
asādhu hutvā puna sādhu honti.",,,
cūḷa,adj,lesser; smaller; minor,SN1.40,dutiyapajjunnadhītusuttaṃ,"atha kho <b>cūḷa</b>kokanadā pajjunnassa dhītā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ mahāvanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.",JAa4,cūḷaseṭṭhi jātakavaṇṇanā,kataññunā me bhavituṃ vaṭṭatī'ti ekaṃ satasahassaṃ gāhāpetvā <b>cūḷa</b>seṭṭhissa samīpaṃ gato,UD50,cūḷapanthakasuttaṃ,addasā kho bhagavā āyasmantaṃ <b>cūḷa</b>panthakaṃ avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya parimukhaṃ satiṃ upaṭṭhapetvā.,,,
