id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
3545,anatta 2,masc,which is impersonal; non-self; not subject to identification,SN22.59,anattalakkhaṇasuttaṃ,"rūpaṃ, bhikkhave, <b>anattā</b>. rūpañ'ca h'idaṃ, bhikkhave, attā abhavissa, na'y'idaṃ rūpaṃ ābādhāya saṃvatteyya, labbhetha ca rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti.",MN35,cūḷa saccakasuttaṃ,"rūpaṃ, bhikkhave, <b>anattā</b> vedanā <b>anattā</b> saññā <b>anattā</b> saṅkhārā <b>anattā</b> viññāṇaṃ <b>anattā</b>",SNP38,dvayatānupassanāsuttaṃ,"<b>anattani</b> attamāniṃ,
passa lokaṃ sadevakaṃ,
niviṭṭhaṃ nāmarūpasmiṃ,
idaṃ saccan'ti maññati.",SN35.234,udāyīsuttaṃ,"sakkā evam'eva viññāṇaṃ pidaṃ ācikkhituṃ desetuṃ paññapetuṃ paṭṭhapetuṃ vivarituṃ vibhajituṃ uttānīkātuṃ, iti'p'idaṃ viññāṇaṃ <b>anattā</b>'ti?"
3762,anabhineti,pr,does not invite; does not conduct towards,VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"sārambhe ce bhikkhu vatthusmiṃ aparikkamane saññācikāya kuṭiṃ kāreyya, bhikkhū vā <b>anabhineyya</b> vatthudesanāya, pamāṇaṃ vā atikkāmeyya, saṅghādiseso.",,,,,,,,,
3828,analasa,adj,active; energetic; industrious; not lazy,AN8.49,paṭhamaidhalokikasuttaṃ,"idha, visākhe, mātugāmo ye te bhattu abbhantarā kamm'antā, uṇṇā'ti vā kappāsā'ti vā, tattha dakkhā hoti <b>analasā</b> tatr'upāyāya vīmaṃsāya samannāgatā alaṃ kātuṃ alaṃ saṃvidhātuṃ.",,,,,,,,,
4270,anissita 1,pp,detached (from); disengaged (from); separated (from); independent (of),DN22.2,mahāsatipaṭṭhānasuttaṃ,atthi kāyo'ti vā pan'assa sati paccupaṭṭhitā hoti yāva'd'eva ñāṇamattāya paṭissatimattāya <b>anissito</b> ca viharati na ca kiñci loke upādiyati,ITI44,nibbānadhātusuttaṃ,"duve imā cakkhumatā pakāsitā,
nibbānadhātū <b>anissitena</b> tādinā,
ekā hi dhātu idha diṭṭhadhammikā,
saupādisesā bhavanettisaṅkhayā,
anupādisesā pana samparāyikā,
yamhi nirujjhanti bhavāni sabbaso.",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","eko ahaṃ sakka mahantam'oghaṃ,
<b>anissito</b> no visahāmi tārituṃ,
ārammaṇaṃ brūhi samantacakkhu,
yaṃ nissito ogham'imaṃ tareyyaṃ.",DHP93,arahantavaggo,"yass'āsavā parikkhīṇā, āhāre ca <b>anissito</b>,
suññato animitto ca, vimokkho yassa gocaro,
ākāse va sakuntānaṃ, padaṃ tassa durannayaṃ."
4853,anupubbakiriyā,fem,gradual undertaking; step-by-step activity; successive process,MN107,gaṇakamoggallānasuttaṃ,sakkā nu kho bho gotama imasmim'pi dhammavinaye evam'eva anupubbasikkhā <b>anupubbakiriyā</b> anupubbapaṭipadā paññapetun”ti?,AN8.19,pahārādasuttaṃ,evam'evaṃ kho pahārāda imasmiṃ dhammavinaye anupubbasikkhā <b>anupubbakiriyā</b> anupubbapaṭipadā na āyataken'eva aññāpaṭivedho,,,,,,
4858,anupubbapaṭipadā,fem,gradual progress; step-by-step path of practice,MN107,gaṇakamoggallānasuttaṃ,sakkā nu kho bho gotama imasmim'pi dhammavinaye evam'eva anupubbasikkhā anupubbakiriyā <b>anupubbapaṭipadā</b> paññapetun”ti?,AN8.19,pahārādasuttaṃ,evam'evaṃ kho pahārāda imasmiṃ dhammavinaye anupubbasikkhā anupubbakiriyā <b>anupubbapaṭipadā</b> na āyataken'eva aññāpaṭivedho,,,,,,
6338,aparikkamana,adj,not accessible; not approachable,VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"sārambhe ce bhikkhu vatthusmiṃ <b>aparikkamane</b> saññācikāya kuṭiṃ kāreyya, bhikkhū vā anabhineyya vatthudesanāya, pamāṇaṃ vā atikkāmeyya, saṅghādiseso.",,,,,,,,,
7047,appassuta,adj,ignorant; uneducated; unlearned,DHP152,jarāvaggo,"<b>appassuta</b>-ayaṃ puriso,
balibaddho'va jīrati,
maṃsāni tassa vaḍḍhanti,
paññā tassa na vaḍḍhati.",TH259,sāriputtattheragāthā,"mā me kadāci pāpiccho,
kusīto hīnavīriyo,
<b>appassuto</b> anādaro,
kena lokasmi kiṃ siyā.",MN8,sallekhasuttaṃ,anottāpissa purisapuggalassa ottappaṃ hoti parinibbānāya. <b>appassutassa</b> purisapuggalassa bāhusaccaṃ hoti parinibbānāya.,,,
7452,abyositatta,nt,fact of not being perfected; fact of not being accomplished,TH251,raṭṭhapālattheragāthā,"tasmā hi paññā'va dhanena seyyā, yāya vosānam'idh'ādhigacchati.
<b>abyositattā</b> hi bhavābhavesu, pāpāni kammāni karoti mohā.",,,,,,,,,
7828,abhinipajjituṃ,inf,to lie down (on); to lie (in),AN8.13,assājānīyasuttaṃ,jegucchī hoti uccāraṃ vā passāvaṃ vā abhinisīdituṃ vā <b>abhinipajjituṃ</b> vā.,,,,,,,,,
7897,abhinisīdituṃ,inf,to sit down (in); to sit (on),AN8.13,assājānīyasuttaṃ,jegucchī hoti uccāraṃ vā passāvaṃ vā <b>abhinisīdituṃ</b> vā abhinipajjituṃ vā.,,,,,,,,,
8460,amatadvāra,nt,door to the deathless state; entrance to Nibbāna,MN34,cūḷagopālakasuttaṃ,"sabbaṃ lokaṃ abhiññāya,
sambuddhena pajānatā,
vivaṭaṃ <b>amatadvāraṃ</b>,
khemaṃ nibbānapattiyā.",MN52,aṭṭhakanāgarasuttaṃ,"seyyathā'pi, bhante ānanda, puriso ekaṃ'va nidhimukhaṃ gavesanto saki'd'eva ekādasa nidhimukhāni adhigaccheyya. evam'eva kho ahaṃ, bhante, ekaṃ <b>amatadvāraṃ</b> gavesanto saki'd'eva ekādasa <b>amatadvārāni</b> alatthaṃ bhāvanāya.",MN52,aṭṭhakanāgarasuttaṃ,"evam'eva kho ahaṃ, bhante, imesaṃ ekādasannaṃ <b>amatadvārānaṃ</b> ekam'ekena'pi <b>amatadvārena</b> sakkuṇissāmi attānaṃ sotthiṃ kātuṃ.",,,
8537,amaritukāma,adj,not wishing to die,SN12.63,puttamaṃsūpamasuttaṃ,atha puriso āgaccheyya jīvitu'kāmo <b>amaritu'kāmo</b> sukhakāmo dukkhappaṭikūlo,,,,,,,,,
8902,arahati 3,pr,should; ought (to); is suitable (for); it is befitting (for),DN5.2,kūṭadantasuttaṃ,na <b>arahati</b> bhavaṃ kūṭadanto samaṇaṃ gotamaṃ dassanāya upasaṅkamituṃ. samaṇo tv'eva gotamo <b>arahati</b> bhavantaṃ kūṭadantaṃ dassanāya upasaṅkamituṃ,,,,,,,,,
9050,ariyo aṭṭhaṅgiko maggo,idiom,Buddha's eight-part path; noble eight-fold path,DN16.21,mahāparinibbānasuttaṃ,"seyyath'idaṃ, cattāro satipaṭṭhānā, cattāro sammappadhānā, cattāro iddhipādā, pañc'indriyāni, pañca balāni, satta bojjh'aṅgā, <b>ariyo aṭṭh'aṅgiko maggo</b>",DHP191,buddhavaggo,"dukkhaṃ dukkhasamuppādaṃ,
dukkhassa ca atikkamaṃ,
<b>ariyañ</b>c'<b>aṭṭh'aṅgikaṃ maggaṃ</b>,
dukkh'ūpasamagāminaṃ.",SN22.57,sattaṭṭhānasuttaṃ,"ayam'eva <b>ariyo aṭṭh'aṅgiko maggo</b> rūpanirodhagāminī paṭipadā, seyyath'idaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.",,,
9199,alaṃ 1,ind,(it is) suitable (to); proper (to); appropriate (to); worthy (for),AN10.48,pabbajitābhiṇhasuttaṃ,"atthi nu kho me uttarimanussadhammā <b>alam</b>'ariyañāṇadassanaviseso adhigato, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti",SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","appañ'hi etaṃ na <b>alaṃ</b> samāya,
duve vivādassa phalāni brūmi,
etam'pi disvā na vivādayetha,
khem'ābhipassaṃ avivādabhūmiṃ.",AN3.66,kesamuttisuttaṃ,"<b>alañ</b>'hi vo, kālāmā, kaṅkhituṃ <b>alaṃ</b> vicikicchituṃ",,,
9200,alaṃ 2,ind,is able (to); is possible (to); is capable (of),MN36,mahāsaccakasuttaṃ,"<b>alaṃ</b> vat'idaṃ kulaputtassa padhān'atthikassa padhānāyā'ti. so kho ahaṃ, aggivessana, tatth'eva nisīdiṃ <b>alam</b>'idaṃ padhānāyā'ti.",AN8.49,paṭhamaidhalokikasuttaṃ,"idha, visākhe, mātugāmo ye te bhattu abbhantarā kamm'antā, uṇṇā'ti vā kappāsā'ti vā, tattha dakkhā hoti analasā tatr'upāyāya vīmaṃsāya samannāgatā <b>alaṃ</b> kātuṃ <b>alaṃ</b> saṃvidhātuṃ.",,,,,,
9903,asmi,pr,I am,SN22.59,anattalakkhaṇasuttaṃ,"yaṃ pan'āniccaṃ dukkhaṃ vipariṇāmadhammaṃ, kallaṃ nu taṃ samanupassituṃ, etaṃ mama, eso'ham'<b>asmi</b>, eso me attā'ti? no h'etaṃ, bhante.",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","mūlaṃ papañcasaṅkhāya,
mantā <b>asmī</b>'ti sabbam'uparundhe,
yā kāci taṇhā ajjhattaṃ,
tāsaṃ vinayā sadā sato sikkhe.",MN9,sammādiṭṭhisuttaṃ,so sabbaso rāg'ānusayaṃ pahāya paṭigh'ānusayaṃ paṭivinodetvā <b>asmī</b>'ti diṭṭhimān'ānusayaṃ samūhanitvā avijjaṃ pahāya vijjaṃ uppādetvā diṭṭh'eva dhamme dukkhass'antakaro hoti,DN31.11,siṅgālasuttaṃ,"ādīnavā ālasy'ānuyoge. atisītan'ti kammaṃ na karoti, atiuṇhan'ti kammaṃ na karoti, atisāyan'ti kammaṃ na karoti, atipāto'ti kammaṃ na karoti, atichāto-<b>asmī</b>'ti kammaṃ na karoti"
10944,ahesumha,aor,we were,MN38,mahātaṇhāsaṅkhayasuttaṃ,"api nu tumhe, bhikkhave, evaṃ jānantā evaṃ passantā pubb'antaṃ vā paṭidhāveyyātha, <b>ahesumha</b> nu kho mayaṃ atītam'addhānaṃ, nanu kho <b>ahesumha</b> atītam'addhānaṃ, kiṃ nu kho <b>ahesumha</b> atītam'addhānaṃ",,,,,,,,,
12280,āyu 2,nt,life force; life energy,VIBH6.1,paṭiccasamuppādavibhaṅgo,"yā tesaṃ tesaṃ sattānaṃ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṃ pāliccaṃ valittacatā <b>āyuno</b> saṃhāni indriyānaṃ paripāko, ayaṃ vuccati jarā.",MN43,mahāvedallasuttaṃ,"pañc'imāni, āvuso, indriyāni, seyyath'idaṃ, cakkhu'ndriyaṃ, sot'indriyaṃ, ghān'indriyaṃ, jivh'indriyaṃ, kāy'indriyaṃ. imāni kho, āvuso, pañc'indriyāni <b>āyuṃ</b> paṭicca tiṭṭhantī'ti.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"<b>āyu</b> usmā ca viññāṇaṃ, yadā kāyaṃ jahant'imaṃ,
apaviddho tadā seti, parabhattaṃ acetanaṃ.",,,
12332,āyoga 1,masc,devotion (to); practice (of); exertion (in); pursuit (of),DHP185,buddhavaggo,"anūpavādo anūpaghāto,
pātimokkhe ca saṃvaro,
mattaññutā ca bhattasmiṃ,
pantañ'ca sayan'āsanaṃ,
adhicitte ca <b>āyogo</b>,
etaṃ buddhāna sāsanaṃ.",DN9.4,"poṭṭhapādasuttaṃ, saññāattakathā","dujjānaṃ kho etaṃ, poṭṭhapāda, tayā aññadiṭṭhikena aññakhantikena aññarucikena aññatr'<b>āyogena</b> aññatr'ācariyakena, saññā purisassa attā'ti vā, aññā'va saññā añño attā'ti vā'ti.",,,,,,
12373,āraddha 1.1,pp,aroused; applied; undertaken,SN12.22,dutiyadasabalasuttaṃ,"<b>āraddha</b>vīriyo ca kho, bhikkhave, sukhaṃ viharati pavivitto pāpakehi akusalehi dhammehi, mahantañ'ca sadatthaṃ paripūreti.",VIN1.0,verañjakaṇḍaṃ,"<b>āraddhaṃ</b> kho pana me, brāhmaṇa, vīriyaṃ ahosi asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek'aggaṃ",SN46.3,sīlasuttaṃ,"yasmiṃ samaye, bhikkhave, bhikkhu tathā vūpakaṭṭho viharanto taṃ dhammaṃ anussarati anuvitakketi, satisambojjh'aṅgo tasmiṃ samaye bhikkhuno <b>āraddho</b> hoti, satisambojjh'aṅgaṃ tasmiṃ samaye bhikkhu bhāveti, satisambojjh'aṅgo tasmiṃ samaye bhikkhuno bhāvanāpāripūriṃ gacchati.",MN107,gaṇakamoggallānasuttaṃ,"ye pana te kulaputtā ... <b>āraddha</b>vīriyā pahit'attā upaṭṭhitassatino sampajānā samāhitā ek'aggacittā paññavanto aneḷamūgā, tehi bhavaṃ gotamo saddhiṃ saṃvasati."
12462,ārāma 3,masc,park; parkland; nature reserve,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa <b>ārāme</b>.",DHP188,buddhavaggo,"bahuṃ ve saraṇaṃ yanti,
pabbatāni vanāni ca,
<b>ārāma</b>rukkhacetyāni,
manussā bhayatajjitā",SN12.65,nagarasuttaṃ,tam'anugacchanto passeyya purāṇaṃ nagaraṃ purāṇaṃ rājadhāniṃ pubbakehi manussehi ajjhāvuṭṭhaṃ <b>ārāma</b>sampannaṃ vanasampannaṃ pokkharaṇīsampannaṃ uddhāpavantaṃ ramaṇīyaṃ.,VIN1.1.2,dutiyapārājikaṃ,bhūmaṭṭhaṃ thalaṭṭhaṃ ākāsaṭṭhaṃ vehāsaṭṭhaṃ udakaṭṭhaṃ nāvaṭṭhaṃ yānaṭṭhaṃ bhāraṭṭhaṃ <b>ārāma</b>ṭṭhaṃ vihāraṭṭhaṃ khettaṭṭhaṃ vatthuṭṭhaṃ gāmaṭṭhaṃ araññaṭṭhaṃ
12921,āsuṃ,aor,they were; there were,TH257,pārāpariyattheragāthā,"jīvitānaṃ parikkhāre, bhesajje atha paccaye.
na bāḷhaṃ ussukā <b>āsuṃ</b>, yathā te āsavakkhaye",BV28,buddha pakiṇṇaka kaṇḍaṃ,"aparimeyyito kappe,
caturo <b>āsuṃ</b> vināyakā,
taṇhaṅkaro medhaṅkaro,
atho'pi saraṇaṅkaro,
dīpaṅkaro ca sambuddho,
ekakappamhi te jinā.",BV18,siddhattha buddhavaṃsa,"koṭisatānaṃ navutīnaṃ,
asītiyā'pi ca koṭinaṃ,
ete <b>āsuṃ</b> tayo ṭhānā,
vimalānaṃ samāgame.",,,
13657,iddhipāda 1,masc,basis for success; road to power; basis for spiritual power,DN16.21,mahāparinibbānasuttaṃ,"seyyath'īdaṃ, cattāro satipaṭṭhānā cattāro sammappadhānā cattāro <b>iddhipādā</b> pañc'indriyāni pañca balāni satta bojjh'aṅgā ariyo aṭṭh'aṅgiko maggo.",DN16.14,mahāparinibbānasuttaṃ,"yassa kassaci, ānanda, cattāro <b>iddhipādā</b> bhāvitā bahulīkatā yānīkatā vatthukatā anuṭṭhitā paricitā susamāraddhā so ākaṅkhamāno kappaṃ vā tiṭṭheyya kappāvasesaṃ vā",SN5.5,uppalavaṇṇāsuttaṃ,"cittasmiṃ vasībhūt'āmhi,
<b>iddhipādā</b> subhāvitā,
sabbabandhanamutt'āmhi,
na taṃ bhāyāmi āvuso'ti.",SN22.101,vāsijaṭasuttaṃ,"bhāvitattā catunnaṃ satipaṭṭhānānaṃ, bhāvitattā catunnaṃ sammappadhānānaṃ, bhāvitattā catunnaṃ <b>iddhipādānaṃ</b>, bhāvitattā pañcannaṃ indriyānaṃ"
13742,indriya 1,nt,sense; mental faculty; power,SNP8,mettasuttaṃ,"santussako ca subharo ca, appakicco ca sallahukavutti,
sant'<b>indriyo</b> ca nipako ca, appagabbho kulesu ananugiddho.",MN107,gaṇakamoggallānasuttaṃ,"tam'enaṃ tathāgato uttariṃ vineti, ehi tvaṃ, bhikkhu, <b>indriyesu</b> guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī",DHP7,yamakavaggo,"subh'ānupassiṃ viharantaṃ,
<b>indriyesu</b> asaṃvutaṃ,
bhojanamhi c'āmattaññuṃ,
kusītaṃ hīnavīriyaṃ,
taṃ ve pasahati māro,
vāto rukkhaṃ'va dubbalaṃ.",,,
13791,imasmiṃ 1,pron,in this,PAT PK,dhammayuttikapubbakiccaṃ,"bhikkhugaṇanā nāma <b>imasmiṃ</b> uposath'agge uposath'atthāya sannipatitā bhikkhū ettakā'ti, bhikkhūnaṃ gaṇanā.",MN107,gaṇakamoggallānasuttaṃ,"sakkā nu kho, bho gotama, <b>imasmim</b>'pi dhammavinaye evam'eva anupubbasikkhā anupubbakiriyā anupubbapaṭipadā paññapetun'ti",DN23.20,pāyāsisuttaṃ,"atha kho pāyāsi rājañño uttaraṃ māṇavaṃ āmantāpetvā etadavoca, saccaṃ kira tvaṃ, tāta uttara, dānaṃ datvā evaṃ anuddisasi, imin'āhaṃ dānena pāyāsiṃ rājaññam'eva <b>imasmiṃ</b> loke samāgacchiṃ, mā parasmin'ti",UD45,uposathasuttaṃ,"ayaṃ, bhikkhave, <b>imasmiṃ</b> dhammavinaye chaṭṭho acchariyo abbhuto dhammo, yaṃ disvā disvā bhikkhū imasmiṃ dhammavinaye abhiramanti."
13801,imāni,pron,these,AN3.62,titthāyatanādisuttaṃ,"<b>imāni</b> cattāri ariyasaccānī'ti, bhikkhave, mayā dhammo desito aniggahito asaṃkiliṭṭho anupavajjo appaṭikuṭṭho samaṇehi brāhmaṇehi viññūhī'ti. iti yaṃ taṃ vuttaṃ idam'etaṃ paṭicca vuttan'ti.",MN56,upālisuttaṃ,"purimen'ev'āhaṃ, bhante, opammena bhagavato attamano abhiraddho. api c'āhaṃ <b>imāni</b> bhagavato vicitrāni pañhapaṭibhānāni sotu'kāmo, ev'āhaṃ bhagavantaṃ paccanīkaṃ kātabbaṃ amaññissaṃ",AN3.112,paṭhamanidānasuttaṃ,"tīṇ'<b>imāni</b>, bhikkhave, nidānāni kammānaṃ samudayāya. katamāni tīṇi?",SN56.4,dutiyakulaputtasuttaṃ,sabbe te <b>imāni</b> cattāri ariyasaccāni yathābhūtaṃ abhisamenti.
13822,imesaṃ 2,pron,of these; their,MN51,kandarakasuttaṃ,"pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra akkhātā <b>imesaṃ</b> bhedāya, amutra vā sutvā na imesaṃ akkhātā amūsaṃ bhedāya",MN40,cūḷāssapurasuttaṃ,"<b>imesaṃ</b> kho ahaṃ, bhikkhave, samaṇamalānaṃ samaṇadosānaṃ samaṇakasaṭānaṃ āpāyikānaṃ ṭhānānaṃ duggativedaniyānaṃ pahānā, samaṇasāmīcippaṭipadaṃ paṭipanno'ti vadāmi.",SNP50,"cūḷabyūhasuttaṃ
aṭṭhakavaggo 12","evam'pi viggayha vivādayanti,
bālo paro akusalo'ti c'āhu,
sacco nu vādo katamo <b>imesaṃ</b>,
sabb'eva h'īme kusalā vadānā.",MN52,aṭṭhakanāgarasuttaṃ,"evam'eva kho ahaṃ, bhante, <b>imesaṃ</b> ekādasannaṃ amatadvārānaṃ ekam'ekena'pi amatadvārena sakkuṇissāmi attānaṃ sotthiṃ kātuṃ."
14202,uggahīta,pp,grasped; held onto; raised up,SNP66,"jatukaṇṇi māṇava pucchā
pārāyanavaggo 11","kāmesu vinaya gedhaṃ,
nekkhammaṃ daṭṭhu khemato,
<b>uggahītaṃ</b> nirattaṃ vā,
mā te vijjittha kiñcanaṃ.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
diṭṭhīhi diṭṭhiṃ avirujjhamānā,
tesu tvaṃ kiṃ labhetho pasūra,
yes'īdha n'atthī param'<b>uggahītaṃ</b>.",,,,,,
14304,uccāra,masc,excrement; faeces,MN107,gaṇakamoggallānasuttaṃ,<b>uccāra</b>passāvakamme sampajānakārī,AN8.13,assājānīyasuttaṃ,jegucchī hoti <b>uccāraṃ</b> vā passāvaṃ vā abhinisīdituṃ vā abhinipajjituṃ vā.,VIN PAT SE 73,ṭhitouccāra sikkhāpada,na ṭhito agilāno <b>uccāraṃ</b> vā passāvaṃ vā karissāmī'ti sikkhā karaṇīyā.,,,
