id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
4727,anuparivattati 1,pr,circles around; revolves around; rotates around,MN117,mahācattārīsakasuttaṃ,"iti'ss'ime tayo dhammā sammādiṭṭhiṃ anuparidhāvanti <b>anuparivattanti</b>, seyyath'idaṃ, sammādiṭṭhi, sammāvāyāmo, sammāsati.",MN102,pañcattayasuttaṃ,tam'eva thambhaṃ vā khilaṃ vā anuparidhāvati <b>anuparivattati</b>,,,,,,
4936,anuppāda,masc,non-arising; non-appearance; not coming into existence,SN45.8,vibhaṅgasuttaṃ,bhikkhu anuppannānaṃ pāpakānaṃ akusalānaṃ dhammānaṃ <b>anuppādāya</b> chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,MN49,brahmanimantanikasuttaṃ,"tathāgatassa, pāpima, ye āsavā saṃkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā, te pahīnā ucchinnamūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ <b>anuppāda</b>dhammā.",DN22.10,mahāsatipaṭṭhānasuttaṃ,"yathā ca anuppannassa kāmacchandassa uppādo hoti tañ'ca pajānāti, yathā ca uppannassa kāmacchandassa pahānaṃ hoti tañ'ca pajānāti, yathā ca pahīnassa kāmacchandassa āyatiṃ <b>anuppādo</b> hoti tañ'ca pajānāti",,,
4937,anuppādadhamma,adj,never arising again,SN22.3,hāliddikānisuttaṃ,te tathāgatassa pahīnā ucchinnamūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ <b>anuppādadhammā</b>. tasmā tathāgato anokasārī'ti vuccati.,,,,,,,,,
4963,anubandhitabba,ptp,should be followed (by); should be trailed (by),AN8.63,saṃkhittasuttaṃ,evam'evaṃ pan'idh'ekacce moghapurisā mamaññ'eva ajjhesanti. dhamme ca bhāsite mamaññ'eva <b>anubandhitabbaṃ</b> maññantī'ti.,SN22.81,pālileyyasuttaṃ,eko'va bhagavā tasmiṃ samaye viharitu'kāmo hoti na bhagavā tasmiṃ samaye kenaci <b>anubandhitabbo</b> hotī'ti,,,,,,
5056,anumodati 1,pr,approves (of); appreciates; applauds; is pleased (by),AN5.36,kāladānasuttaṃ,"ye tattha <b>anumodanti</b>,
veyyāvaccaṃ karonti vā,
na tena dakkhiṇā onā,
te'pi puññassa bhāgino.",AN4.35,vassakārasuttaṃ,"n'eva kho ty'āhaṃ, brāhmaṇa, <b>anumodāmi</b> na paṭikkosāmi.",,,,,,
5491,anūhata,pp,not destroyed; unimpaired; not uprooted,DHP338,taṇhāvaggo,"yathā'pi mūle anupaddave daḷhe,
chinno'pi rukkho puna'r'eva rūhati,
evam'pi taṇh'ānusaye <b>anūhate</b>,
nibbattatī dukkham'idaṃ punappunaṃ.",,,,,,,,,
5642,anta 1,masc,end (of); limit (of); finish (of); conclusion (of),SN22.80,piṇḍolyasuttaṃ,app'evanām'imassa kevalassa dukkhakkhandhassa <b>anta</b>kiriyā paññāyethā'ti,SN2.5,dāmalisuttaṃ,"es'ūpamā dāmali brāhmaṇassa,
khīṇ'āsavassa nipakassa jhāyino,
pappuyya jātimaraṇassa <b>antaṃ</b>,
n'āyūhatī pāragato hi so'ti.",AN4.45,rohitassasuttaṃ,"yattha nu kho, bhante, na jāyati na jīyati na mīyati na cavati na upapajjati, sakkā nu kho so, bhante, gamanena lokassa <b>anto</b> ñātuṃ vā daṭṭhuṃ vā pāpuṇituṃ vā'ti?",AN4.45,rohitassasuttaṃ,"na c'āhaṃ, āvuso, appatvā'va lokassa <b>antaṃ</b> dukkhassa antakiriyaṃ vadāmi."
5651,antakiriyā,fem,relief (from); making an end (of); ending,SN22.80,piṇḍolyasuttaṃ,app'evanām'imassa kevalassa dukkhakkhandhassa <b>antakiriyā</b> paññāyethā'ti,SNP38,dvayatānupassanāsuttaṃ,"cetovimuttihīnā te,
atho paññāvimuttiyā,
abhabbā te <b>antakiriyāya</b>,
te ve jātijar'ūpagā.",AN4.45,rohitassasuttaṃ,"na c'āhaṃ, āvuso, appatvā'va lokassa antaṃ dukkhassa <b>antakiriyaṃ</b> vadāmi.",,,
5720,antarā 3,ind,inside; within; internally,VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"saññācikāya pana bhikkhunā kuṭiṃ kārayamānena assāmikaṃ att'uddesaṃ pamāṇikā kāretabbā, tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'<b>antarā</b>",,,,,,,,,
6659,api 1.3,ind,if; even if,VIN4.8.205,rājagahaseṭṭhi vatthu,"sacc'āhaṃ, ācariya, paṭissuṇiṃ, <b>api</b>-ahaṃ marissāmi, n'āhaṃ sakkomi ekena passena sattamāse nipajjitun'ti",DHP338,taṇhāvaggo,"yathā'pi mūle anupaddave daḷhe, chinno'<b>pi</b> rukkho puna'r'eva rūhati,
evam'pi taṇh'ānusaye anūhate, nibbattatī dukkham'idaṃ punappunaṃ.",VIN PAT SA 8,duṭṭhadosa sikkhāpada,"amūlakena pārājikena dhammena anuddhaṃseyya, <b>app</b>'eva nāma naṃ imamhā brahmacariyā cāveyyan'ti",,,
6916,appatvā 1,abs,having not reached; having not arrived (at),SN2.26,rohitassasuttaṃ,"gamanena na pattabbo,
lokass'anto kudācanaṃ,
na ca <b>appatvā</b> lok'antaṃ,
dukkhā atthi pamocanaṃ.",AN5.76,dutiya yodhājīvasuttaṃ,"so ñātakehi nīyamāno <b>appatvā</b>'va ñātake antarāmagge kālaṃ karoti. evarūpo'pi, bhikkhave, idh'ekacco yodh'ājīvo hoti. ayaṃ, bhikkhave, dutiyo yodh'ājīvo santo saṃvijjamāno lokasmiṃ.",AN4.45,rohitassasuttaṃ,"na c'āhaṃ, āvuso, <b>appatvā</b>'va lokassa antaṃ dukkhassa antakiriyaṃ vadāmi.",,,
7640,abhijānāti 4,pr,clearly remembers; accurately recalls,MN26,pāsarāsisuttaṃ,"evaṃ vutte, ahaṃ, bhikkhave, pañcavaggiye bhikkhū etadavocaṃ, <b>abhijānātha</b> me no tumhe, bhikkhave, ito pubbe evarūpaṃ pabhāvitam'etan'ti?",MN12,mahāsīhanādasuttaṃ,"<b>abhijānāmi</b> kho pan'āhaṃ, sāriputta, caturaṅgasamannāgataṃ brahmacariyaṃ caritā, tapassī su'daṃ homi paramatapassī",,,,,,
7679,abhiññā 1,fem,direct knowledge; higher understanding; specialized knowledge,SN56.11,dhammacakkappavattanasuttaṃ,cakkhukaraṇī ñāṇakaraṇī upasamāya <b>abhiññāya</b> sambodhāya nibbānāya saṃvattati,SN22.63,upādiyamānasuttaṃ,yass'atthāya kulaputtā samma'd'eva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭh'eva dhamme sayaṃ <b>abhiññā</b> sacchikatvā upasampajja viharati.,,,,,,
7847,abhinipphanna,pp,accomplished (by); attained (by); materialized (by); produced (by),MN101,devadahasuttaṃ,"yassa hi so, bhikkhave, atthāya usukāro tejanaṃ dvīsu alātesu ātāpeyya paritāpeyya ujuṃ kareyya kammaniyaṃ sv'āssa attho <b>abhinipphanno</b> hoti.",SN47.10,bhikkhunupassayasuttaṃ,yassa khv'āhaṃ atthāya cittaṃ paṇidahiṃ so me attho <b>abhinipphanno</b>,,,,,,
10273,avatthu,adj,without base; without grounds; without foundation,DN33.13,saṅgītisuttaṃ,"idh'āvuso, bhikkhu rāgo me pahīno ucchinnamūlo tāla-<b>avatthu</b>kato anabhāvaṃkato āyatiṃ anuppādadhammo'ti pajānāti",,,,,,,,,
10480,avikkhepa,masc,calmness; tranquillity; mental balance; non-distraction,AN2.89,dhammavaggo,"dve'me, bhikkhave, dhammā. katame dve? paggāho ca <b>avikkhepo</b> ca.",,,,,,,,,
10594,aviddasu 1,adj,ignorant; foolish; idiotic,SNP38,dvayatānupassanāsuttaṃ,"passa dhammaṃ durājānaṃ,
sampamūḷh'ettha-<b>aviddasu</b>,
nivutānaṃ tamo hoti,
andhakāro apassataṃ.",DHP268,dhammaṭṭhavaggo,"na monena munī hoti,
mūḷharūpo <b>aviddasu</b>,
yo ca tulaṃva paggayha,
varam'ādāya paṇḍito.",MN140,dhātuvibhaṅgasuttaṃ,tass'eva kho pana pubbe <b>aviddasuno</b> abhijjhā hoti chando sārāgo. sv'āssa pahīno hoti ucchinnamūlo tāl'āvatthukato anabhāvaṃkato āyatiṃ anuppādadhammo.,,,
12355,āragga,nt,pin-point; needle-tip; awl-point,DHP407,brāhmaṇavaggo,"yassa rāgo ca doso ca,
māno makkho ca pātito,
sāsapo'r'iva <b>ār'aggā</b>,
tam'ahaṃ brūmi brāhmaṇaṃ.",DHP401,brāhmaṇavaggo,"vāri pokkharapatt'eva,
<b>ār'agge</b>'r'iva sāsapo,
yo na limpati kāmesu,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
12433,ārā 2.1,fem,awl; needle,DHP407,brāhmaṇavaggo,"yassa rāgo ca doso ca,
māno makkho ca pātito,
sāsapo'r'iva <b>ār</b>'aggā,
tam'ahaṃ brūmi brāhmaṇaṃ.",DHP401,brāhmaṇavaggo,"vāri pokkharapatt'eva,
<b>ār</b>'agge'r'iva sāsapo,
yo na limpati kāmesu,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
12800,āsabhī,adj,lordly; imposing; bold,SN47.12,nālandasuttaṃ,"atha kiñ'carahi ty'āyaṃ, sāriputta, uḷārā <b>āsabhī</b> vācā bhāsitā, ek'aṃso gahito, sīhanādo nadito",,,,,,,,,
13069,āvi,ind,openly; in full view; face to face,MN48,kosambiyasuttaṃ,"idha, bhikkhave, bhikkhuno mettaṃ kāyakammaṃ ... paccupaṭṭhitaṃ hoti sabrahmacārīsu <b>āvi</b> c'eva raho ca",VIN PAT NID,nidānuddeso,"tasmā saramānena bhikkhunā āpannena visuddh'āpekkhena santī āpatti <b>āvi</b>kātabbā, <b>āvi</b>katā hi'ssa phāsu hoti.",,,,,,
13070,āvi ceva raho ca,idiom,openly and even in private,MN48,kosambiyasutta,idha bhikkhave bhikkhuno mettaṃ kāyakammaṃ vacīkammaṃ manokammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu <b>āvi c'eva raho ca</b>,,,,,,,,,
13932,iva,ind,like; as,SNP1,"uragasuttaṃ
uragavaggo 1","yo n'ājjhagamā bhavesu sāraṃ,
vicinaṃ puppham'<b>iva</b> udumbaresu,
so bhikkhu jahāti orapāraṃ,
urago jiṇṇam'iva tacaṃ purāṇaṃ.",SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","abalā naṃ balīyanti,
maddant'enaṃ parissayā,
tato naṃ dukkham'anveti,
nāvaṃ bhinnam'<b>iv</b>'odakaṃ.",DHP407,brāhmaṇavaggo,"yassa rāgo ca doso ca, māno makkho ca pātito,
sāsapo'r<b>'iva</b> ār'aggā, tam'ahaṃ brūmi brāhmaṇaṃ.",TH263,mahāmoggallānatheragāthā,"evam'etaṃ mahāvīra, yathā samaṇa bhāsasi.
ettha c'eke visīdanti, paṅkamhi-<b>iva</b> jaraggavo."
14367,ucchinna,pp,broken off; cut off; severed,SNP38,dvayatānupassanāsuttaṃ,"<b>ucchinna</b>bhavataṇhassa,
santacittassa bhikkhuno,
vikkhīṇo jātisaṃsāro,
n'atthi tassa punabbhavo'ti.",SN22.3,hāliddikānisuttaṃ,te tathāgatassa pahīnā <b>ucchinna</b>mūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā. tasmā tathāgato anokasārī'ti vuccati.,,,,,,
14370,ucchinnamūla,adj,cut at the root; eradicated at the source,SN22.3,hāliddikānisuttaṃ,te tathāgatassa pahīnā <b>ucchinnamūlā</b> tāl'āvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā. tasmā tathāgato anokasārī'ti vuccati.,,,,,,,,,
15039,udāhu,ind,or (second part of a question),MN107,gaṇakamoggallānasuttaṃ,kiṃ nu kho bhoto gotamassa sāvakā bhotā gotamena evaṃ ovadīyamānā evaṃ anusāsīyamānā sabbe accantaṃ niṭṭhaṃ nibbānaṃ ārādhenti <b>udāhu</b> ekacce n'ārādhentī'ti?,SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","atthaṅ'gato so uda vā so n'atthi,
<b>udāhu</b> ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo.",SNP62,"nanda māṇava pucchā
pārāyanavaggo 7","santi loke munayo,
janā vadanti ta'y'idaṃ kathaṃsu,
ñāṇ'ūpapannaṃ no muniṃ vadanti,
<b>udāhu</b> ve jīviten'ūpapannaṃ.",DN23.5,pāyāsisuttaṃ,"yāv'āhaṃ tesaṃ uddisitvā āgacchāmī'ti, <b>udāhu</b> vippalapan'tass'eva coraghātā sīsaṃ chindeyyun'ti?"
15150,uddesa 7,adj,intended for; designated for,VIN PAT SA 7,vihārakārasikkhāpadaṃ,"mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena sassāmikaṃ att'<b>uddesaṃ</b> bhikkhū abhinetabbā vatthudesanāya, tehi bhikkhūhi vatthu desetabbaṃ anārambhaṃ saparikkamanaṃ.",VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"saññācikāya pana bhikkhunā kuṭiṃ kārayamānena assāmikaṃ att'<b>uddesaṃ</b> pamāṇikā kāretabbā, tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'antarā",,,,,,
15877,upapanna 3,pp,possessed (of); having; with a,AN6.43,nāgasuttaṃ,"apissu taṃ jano disvā evam'āha, abhirūpo vata, bho, rañño nāgo, dassanīyo vata, bho, rañño nāgo, pāsādiko vata, bho, rañño nāgo, kāy'<b>upapanno</b> vata, bho, rañño nāgo'ti!",SNP62,"nanda māṇava pucchā
pārāyanavaggo 7","santi loke munayo,
janā vadanti ta'y'idaṃ kathaṃsu,
ñāṇa-<b>upapannaṃ</b> no muniṃ vadanti,
udāhu ve jīvitena-<b>upapannaṃ</b>.",,,,,,
16815,ubhato,ind,both; on both sides (of); in both ways; dually,AN9.35,gāvīupamāsuttaṃ,"ayaṃ vuccati, bhikkhave, bhikkhu <b>ubhato</b> bhaṭṭho <b>ubhato</b> parihīno, seyyathā'pi sā gāvī pabbateyyā bālā abyattā akhettaññū akusalā visame pabbate carituṃ.",AN8.13,assājānīyasuttaṃ,"idha, bhikkhave, rañño bhaddo ass'ājānīyo <b>ubhato</b> sujāto hoti, mātito ca pitito ca. yassaṃ disāyaṃ aññe'pi bhaddā ass'ājānīyā jāyanti, tassaṃ disāyaṃ jāto hoti.",MN21,kakacūpamasuttaṃ,"<b>ubhato</b>daṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatr'āpi yo mano padūseyya, na me so tena sāsanakaro.",DN22.5,mahāsatipaṭṭhānasuttaṃ,seyyathā'pi bhikkhave <b>ubhato</b>mukhā putoḷi pūrā nānāvihitassa dhaññassa seyyath'idaṃ sālīnaṃ vīhīnaṃ muggānaṃ māsānaṃ tilānaṃ taṇḍulānaṃ
16821,ubhatodaṇḍaka,adj,two-handled; double-handled; with handles on both sides,MN28,mahāhatthipadopamasuttaṃ,"vuttaṃ kho pan'etaṃ bhagavatā kakac'ūpam'ovāde, <b>ubhatodaṇḍakena</b> ce'pi, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatr'āpi yo mano padūseyya na me so tena sāsanakaro'ti.",MN21,kakacūpamasuttaṃ,"<b>ubhatodaṇḍakena</b> ce'pi, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatr'āpi yo mano padūseyya, na me so tena sāsanakaro.",,,,,,
17156,ussahati 1.1,pr,makes an effort (in); strives (in); actively endeavours (in),SN42.3,yodhājīvasuttaṃ,"yo so yodh'ājīvo saṅgāme <b>ussahati</b> vāyamati, tam'enaṃ ussahantaṃ vāyamantaṃ pare hananti pariyāpādenti, so kāyassa bhedā paraṃ maraṇā parajitānaṃ devānaṃ sahabyataṃ upapajjatī'ti.",MN95,caṅkīsuttaṃ,"no c'etaṃ chando jāyetha, na'y'idaṃ <b>ussaheyya</b>, no c'ete dhammā nijjhānaṃ khameyyuṃ, na'y'idaṃ chando jāyetha.",MN70,kīṭāgirisuttaṃ,"atthaṃ upaparikkhato dhammā nijjhānaṃ khamanti, dhammanijjhānakkhantiyā sati chando jāyati, chandajāto <b>ussahati</b>, ussāhetvā tuleti, tulayitvā padahati,",,,
17248,uḷāra 1,adj,excellent; lofty; high; noble,KHP7,tirokuṭṭasuttaṃ,"so ñātidhammo ca ayaṃ nidassito, petāna'pūjā ca katā <b>uḷārā</b>. balañ'ca bhikkhūnam'anuppadinnaṃ, tumhehi puññaṃ pasutaṃ anappakan'ti.",MN36,mahāsaccakasuttaṃ,"ehi dāni, āvuso, ubho'va santā imaṃ gaṇaṃ pariharāmā'ti. iti kho, aggivessana, āḷāro kālāmo ācariyo me samāno attano antevāsiṃ maṃ samānaṃ attanā samasamaṃ ṭhapesi, <b>uḷārāya</b> ca maṃ pūjāya pūjesi.",SN47.10,bhikkhunupassayasuttaṃ,"idha, bhante ānanda, sambahulā bhikkhuniyo catūsu satipaṭṭhānesu suppatiṭṭhitacittā viharantiyo <b>uḷāraṃ</b> pubben'āparaṃ visesaṃ sañjānantī'ti",SN47.12,nālandasuttaṃ,"atha kiñ'carahi ty'āyaṃ, sāriputta, <b>uḷārā</b> āsabhī vācā bhāsitā, ek'aṃso gahito, sīhanādo nadito"
17379,eka 4,adj,only,SNP8,mettasuttaṃ,"mātā yathā niyaṃ puttaṃ,
āyusā <b>eka</b>puttam'anurakkhe,
evam'pi sabbabhūtesu,
mānasam'bhāvaye aparimāṇaṃ.",SN12.63,puttamaṃsūpamasuttaṃ,tesam'assa <b>eka</b>puttako piyo manāpo,,,,,,
17382,eka 7,ind,once,SNP7,"vasalasuttaṃ
uragavaggo 7","<b>eka</b>jaṃ vā dvijaṃ vā'pi,
yo'dha pāṇaṃ vihiṃsati,
yassa pāṇe dayā n'atthi,
taṃ jaññā vasalo iti.",,,,,,,,,
17444,ekaja,adj,once born; live born (not from an egg),SNP7,"vasalasuttaṃ
uragavaggo 7","<b>ekajaṃ</b> vā dvijaṃ vā'pi,
yo'dha pāṇaṃ vihiṃsati,
yassa pāṇe dayā n'atthi,
taṃ jaññā vasalo iti.",,,,,,,,,
17831,ekova,sandhi,alone,JA492,tacchasūkara jātakaṃ,"<b>eko'va</b> indo asure jināti,
<b>eko'va</b> seno hanti dije pasayha,
<b>eko'va</b> byaggho migasaṅghapatto,
varaṃ varaṃ hanti balañ'hi tādisaṃ.",SN22.81,pālileyyasuttaṃ,<b>eko'va</b> bhagavā tasmiṃ samaye viharitu'kāmo hoti na bhagavā tasmiṃ samaye kenaci anubandhitabbo hotī'ti,,,,,,
18260,okantati,pr,cuts off; carves off; saws off,MN21,kakacūpamasuttaṃ,"ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā ocarakā aṅgam'aṅgāni <b>okanteyyuṃ</b>, tatr'āpi yo mano padūseyya, na me so tena sāsanakaro.",,,,,,,,,
18440,ocaraka 1,adj,lowlife; mean; rough,MN21,kakacūpamasuttaṃ,"ubhatodaṇḍakena ce'pi, bhikkhave, kakacena corā <b>ocarakā</b> aṅgam'aṅgāni okanteyyuṃ, tatr'āpi yo mano padūseyya, na me so tena sāsanakaro.",,,,,,,,,
19163,kakaca,masc,saw,MN21,kakacūpamasuttaṃ,"ubhatodaṇḍakena ce'pi, bhikkhave, <b>kakacena</b> corā ocarakā aṅgam'aṅgāni okanteyyuṃ, tatr'āpi yo mano padūseyya, na me so tena sāsanakaro.",,,,,,,,,
