pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anaññāta,pp,unknown; not understood,VIBH5.1,indriyavibhaṅgo,"saddh'indriyaṃ, viriy'indriyaṃ, sat'indriyaṃ, samādh'indriyaṃ, paññ'indriyaṃ, <b>anaññātañ</b>'ñassāmī't'indriyaṃ, aññ'indriyaṃ, aññātāv'indriyaṃ.",AN5.152,dutiyasammattaniyāmasuttaṃ,"katamehi pañcahi? kathaṃ paribhoti, kathikaṃ paribhoti, attānaṃ paribhoti, duppañño hoti jaḷo eḷamūgo, <b>anaññāte</b> aññātamānī hoti.",,,,,,
anaññātaññassāmītindriya,nt,faculty that senses 'I will know the unknown',VIBH5.1,indriyavibhaṅgo,"saddh'indriyaṃ, viriy'indriyaṃ, sat'indriyaṃ, samādh'indriyaṃ, paññ'indriyaṃ, <b>anaññātañ'ñassāmī't'indriyaṃ</b>, aññ'indriyaṃ, aññātāv'indriyaṃ.",ITI62,indriyasuttaṃ,"tīṇ'imāni, bhikkhave, indriyāni. katamāni tīṇi? <b>anaññātañ'ñassāmī't'indriyaṃ</b>, aññ'indriyaṃ, aññātāv'indriyaṃ, imāni kho, bhikkhave, tīṇi indriyānī'ti. etam'atthaṃ bhagavā avoca. tatth'etaṃ iti vuccati.",,,,,,
anatiritta,pp,not leftover; not remaining,VIN PAT PC 36,dutiyapavāraṇāsikkhāpadaṃ,"yo pana bhikkhu bhikkhuṃ bhuttāviṃ pavāritaṃ <b>anatirittena</b> khādanīyena vā bhojanīyena vā abhihaṭṭhuṃ pavāreyya, handa bhikkhu khāda vā bhuñja vā'ti jānaṃ āsādan'āpekkho, bhuttasmiṃ pācittiyaṃ.",VIN PAT PC 35,paṭhamapavāraṇāsikkhāpadaṃ,"yo pana bhikkhu bhuttāvī pavārito <b>anatirittaṃ</b> khādanīyaṃ vā bhojanīyaṃ vā khādeyya vā bhuñjeyya vā, pācittiyaṃ.",,,,,,
anaya 1.1,masc,trouble; tragedy; misfortune; calamity; (comm) suffering,SN22.93,nadīsuttaṃ,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ <b>anaya</b>byasanaṃ āpajjeyya.",SN17.2,baḷisasuttaṃ,"evañ'hi so, bhikkhave, maccho gilabaḷiso bāḷisikassa <b>anayaṃ</b> āpanno byasanaṃ āpanno yathākāmakaraṇīyo bāḷisikassa.",,,,,,
anayabyasana,nt,misfortune and disaster; tragedy and ruin,AN5.162,dutiyaāghātapaṭivinayasuttaṃ,m'āyaṃ puriso idh'eva <b>anayabyasanaṃ</b> āpajjī'ti!,AN3.70,akusalamūlasuttaṃ,"seyyathā'pi, bhikkhave, sālo vā dhavo vā phandano vā tīhi māluvālatāhi uddhasto pariyonaddho anayaṃ āpajjati, byasanaṃ āpajjati, <b>anayabyasanaṃ</b> āpajjati.",SN22.93,nadīsuttaṃ,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ <b>anayabyasanaṃ</b> āpajjeyya.",,,
anavajjatā,fem,blamelessness; absence of sin,MN107,gaṇakamoggallānasuttaṃ,iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na uppādessāmi yātrā ca no bhavissati <b>anavajjatā</b> ca phāsu vihāro cā'ti,,,,,,,,,
anivesana,adj,without attaching; not clinging; without resting,DHP40,cittavaggo,"kumbh'ūpamaṃ kāyam'imaṃ viditvā,
nagar'ūpamaṃ cittam'idaṃ ṭhapetvā.
yodhetha māraṃ paññ'āvudhena,
jitañ'ca rakkhe <b>anivesano</b> siyā.",,,,,,,,,
anuruddha 1,masc,name of an arahant monk; great disciple of the Buddha; foremost monk in the divine eye; cousin of the Buddha,MN118,ānāpānassatisuttaṃ,"āyasmatā ca mahācundena āyasmatā ca <b>anuruddhena</b> āyasmatā ca revatena āyasmatā ca ānandena, aññehi ca abhiññātehi abhiññātehi therehi sāvakehi saddhiṃ.",AN8.30,anuruddha mahāvitakkasuttaṃ,"yato kho tvaṃ <b>anuruddha</b> ime aṭṭha mahāpurisavitakke vitakkessasi, tato tvaṃ <b>anuruddha</b> yāva'd'eva ākaṅkhissasi …",MN31,cūḷagosiṅgasuttaṃ,"kiṃ nu kho mayaṃ āyasmato <b>anuruddhassa</b> evam'ārocimha, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti",,,
aneja,adj,unperturbed; unmoved; unruffled; unshakeable,SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","<b>anejaṃ</b> mūladassāviṃ,
atthi pañhena āgamaṃ,
kiṃ nissitā isayo manujā,
khattiyā brāhmaṇā devatānaṃ,
yaññam'akappayiṃsu puthū'dha loke,
pucchāmi taṃ bhagavā brūhi me taṃ.",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","majjhe yathā samuddassa,
ūmi no jāyatī ṭhito hoti,
evaṃ ṭhito <b>anejassa</b>,
ussadaṃ bhikkhu na kareyya kuhiñci.",DHP422,brāhmaṇavaggo,"usabhaṃ pavaraṃ vīraṃ, mah'esiṃ vijitāvinaṃ,
<b>anejaṃ</b> nhātakaṃ buddhaṃ, tam'ahaṃ brūmi brāhmaṇaṃ.",DHP414,brāhmaṇavaggo,"yo'maṃ palipathaṃ duggaṃ, saṃsāraṃ moham'accagā,
tiṇṇo pāragato jhāyī, <b>anejo</b> akathaṃkathī,
anupādāya nibbuto, tam'ahaṃ brūmi brāhmaṇaṃ."
antevāsī 1,masc,apprentice; assistant; understudy,DN22.2,mahāsatipaṭṭhānasuttaṃ,seyyathā'pi bhikkhave dakkho bhamakāro vā bhamakāra-<b>antevāsī</b> vā dīghaṃ vā añchanto dīghaṃ añchāmī'ti pajānāti rassaṃ vā añchanto rassaṃ añchāmī'ti pajānāti,AN3.102,paṃsudhovakasuttaṃ,"santi, bhikkhave, jātarūpassa oḷārikā upakkilesā paṃsuvālukā sakkharakaṭhalā. tam'enaṃ paṃsudhovako vā paṃsudhovaka-<b>antevāsī</b> vā doṇiyaṃ ākiritvā dhovati sandhovati niddhovati.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"seyyathā'pi, bhikkhave, māyākāro vā māyākāra-<b>antevāsī</b> vā catumahāpathe māyaṃ vidaṃseyya.",MN39,mahāassapurasuttaṃ,seyyathā'pi dakkho nhāpako vā nhāpaka-<b>antevāsī</b> vā kaṃsathāle nhānīyacuṇṇāni ākiritvā udakena paripphosakaṃ paripphosakaṃ sanneyya.
api 1.4,ind,have?; did?; was?; perhaps?,VIN1.2.13,kuladūsaka sikkhāpadaṃ,"addasā kho aññataro upāsako taṃ bhikkhuṃ kīṭāgirismiṃ piṇḍāya carantaṃ. disvāna yena so bhikkhu ten'upasaṅkami, upasaṅkamitvā taṃ bhikkhuṃ abhivādetvā etadavoca, <b>api</b>, bhante, piṇḍo labbhatī'ti?",SN4.19,kassakasuttaṃ,"<b>api</b>, samaṇa, balībadde addasā'ti?",SN56.47,paṭhamachiggaḷayugasuttaṃ,"taṃ kiṃ maññatha, bhikkhave, <b>api</b> nu kho kāṇo kacchapo vassasatassa vassasatassa accayena sakiṃ sakiṃ ummujjanto amusmiṃ ekacchiggaḷe yuge gīvaṃ paveseyyā'ti?",,,
appaṭivānī,masc,indefatigably; zeal; tireless determination; resolute intention,AN10.51,sacittasuttaṃ,"tena, bhikkhave, bhikkhunā tesaṃ'y'eva pāpakānaṃ akusalānaṃ dhammānaṃ pahānāya adhimatto chando ca vāyāmo ca ussāho ca ussoḷhī ca <b>appaṭivānī</b> ca sati ca sampajaññañ'ca karaṇīyaṃ.",AN8.74,dutiya maraṇassatisuttaṃ,"seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca ussoḷhiñ'ca <b>appaṭivāniñ'</b>ca satiñ'ca sampajaññañ'ca kareyya.",,,,,,
appamāṇasamādhi,masc,immeasurable mental composure; boundless stability of mind,AN3.91,dutiya sikkhattayasuttaṃ,"yathā divā tathā rattiṃ,
yathā rattiṃ tathā divā,
abhibhuyya disā sabbā,
<b>appamāṇasamādhinā</b>.",,,,,,,,,
abhibhuyya,ger,conquering; vanquishing; overcoming; overpowering; mastering,AN3.91,dutiya sikkhattayasuttaṃ,"yathā divā tathā rattiṃ,
yathā rattiṃ tathā divā,
<b>abhibhuyya</b> disā sabbā,
appamāṇasamādhinā.",SNP66,"jatukaṇṇi māṇava pucchā
pārāyanavaggo 11","bhagavā hi kāme <b>abhibhuyya</b> iriyati,
ādicco'va pathaviṃ tejī tejasā,
parittapaññassa me bhūripañña,
ācikkha dhammaṃ yam'ahaṃ vijaññaṃ,
jātijarāya idha vippahānaṃ.",DHP328,nāgavaggo,"sace labhetha nipakaṃ sahāyaṃ, saddhiṃcaraṃ sādhuvihāridhīraṃ,
<b>abhibhuyya</b> sabbāni parissayāni, careyya ten'attamano satīmā.",SN22.94,pupphasuttaṃ,"evam'eva kho, bhikkhave, tathāgato loke jāto loke saṃvaḍḍho lokaṃ <b>abhibhuyya</b> viharati anupalitto lokenā'ti. dutiyaṃ."
amīyamāna,prp,not dying,MN140,dhātuvibhaṅgasuttaṃ,"tañ'hi'ssa, bhikkhu, n'atthi yena jāyetha, ajāyamāno kiṃ jīyissati, ajīyamāno kiṃ mīyissati, <b>amīyamāno</b> kiṃ kuppissati, akuppamāno kissa pihessati?",,,,,,,,,
ayoniso,ind,improperly; imprudently; unwisely; carelessly,SN46.2,"bojjhaṅgasaṃyuttaṃ, kāyasuttaṃ","tattha <b>ayoniso</b>manasikārabahulīkāro, ayam'āhāro anuppannāya vā vicikicchāya uppādāya, uppannāya vā vicikicchāya bhiyyobhāvāya vepullāya.",AN10.61,avijjāsuttaṃ,"ko c'āhāro <b>ayoniso</b>manasikārassa? assaddhiyan'ti'ssa vacanīyaṃ. assaddhiyam'p'āhaṃ, bhikkhave, s'āhāraṃ vadāmi, no anāhāraṃ.",,,,,,
ayonisomanasikāra,masc,improper attention; imprudent use of the mind; unfocused attention,AN1.15,nīvaraṇappahānavaggo,"n'āhaṃ, bhikkhave, aññaṃ ekadhammam'pi samanupassāmi yena anuppannā vā vicikicchā uppajjati uppannā vā vicikicchā bhiyyobhāvāya vepullāya saṃvattati yatha'y'idaṃ, bhikkhave, <b>ayonisomanasikāro</b>",SN46.2,kāyasuttaṃ,"tattha <b>ayonisomanasikāra</b>bahulīkāro, ayam'āhāro anuppannassa vā kāmacchandassa uppādāya, uppannassa vā kāmacchandassa bhiyyobhāvāya vepullāya.",AN10.61,avijjāsuttaṃ,"ko c'āhāro <b>ayonisomanasikārassa</b>? assaddhiyan'ti'ssa vacanīyaṃ. assaddhiyam'p'āhaṃ, bhikkhave, s'āhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro assaddhiyassa? asaddhammassavanan'ti'ssa vacanīyaṃ",,,
asaddhammassavana,nt,not hearing the true teaching; not listening to the good doctrine,AN10.61,avijjāsuttaṃ,"ko c'āhāro ayonisomanasikārassa? assaddhiyan'ti'ssa vacanīyaṃ. assaddhiyam'p'āhaṃ, bhikkhave, s'āhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro assaddhiyassa? <b>asaddhammassavanan</b>'ti'ssa vacanīyaṃ",,,,,,,,,
assaddhiya,nt,lack of confidence; no faith; disbelief; lack of conviciton,SN1.36,saddhāsuttaṃ,"saddhā dutiyā purisassa hoti,
no ce <b>assaddhiyaṃ</b> avatiṭṭhati,
yaso ca kittī ca tatv'assa hoti,
saggañ'ca so gacchati sarīraṃ vihāyā'ti.",AN10.61,avijjāsuttaṃ,"ko c'āhāro ayonisomanasikārassa? <b>assaddhiyan</b>'ti'ssa vacanīyaṃ. <b>assaddhiyam</b>'p'āhaṃ, bhikkhave, s'āhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro <b>assaddhiyassa</b>? asaddhammassavanan'ti'ssa vacanīyaṃ",,,,,,
avibhatta 1,pp,not analysed in detail,MN18,madhupiṇḍikasuttaṃ,ko nu kho imassa bhagavatā saṃkhittena uddesassa uddiṭṭhassa vitthārena atthaṃ <b>avibhattassa</b> vitthārena atthaṃ vibhajeyyā'ti?,,,,,,,,,
ādhāna 2,nt,placing; putting; keeping; (comm) strongly,MN107,gaṇakamoggallānasuttaṃ,seyyathā'pi brāhmaṇa dakkho assadammako bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'<b>ādhāne</b> kāraṇaṃ kāreti atha uttariṃ kāraṇaṃ kāreti,AN10.78,nigaṇṭhasuttaṃ,"att'ukkaṃsakaparavambhakā, bhikkhave, nigaṇṭhā, sandiṭṭhiparāmāsā <b>ādhāna</b>ggāhī duppaṭinissaggino, bhikkhave, nigaṇṭhā, kuhakā, bhikkhave, nigaṇṭhā, pāpicchā, bhikkhave, nigaṇṭhā, pāpamittā, bhikkhave, nigaṇṭhā, imehi kho, bhikkhave, dasahi asaddhammehi samannāgatā nigaṇṭhā'ti.",,,,,,
āpajjati 1,pr,comes to; experiences; gets (pleasure); suffers (pain); meets (with),MN39,mahāassapurasuttaṃ,tāvataken'eva tuṭṭhiṃ <b>āpajjeyyātha</b>,SN46.53,aggisuttaṃ,"evaṃ puṭṭhā, bhikkhave, aññatitthiyā paribbājakā na c'eva sampāyissanti, uttariñ'ca vighātaṃ <b>āpajjissanti</b>. taṃ kissa hetu? yathā taṃ, bhikkhave, avisayasmiṃ.",SN22.93,nadīsuttaṃ,"tassā puriso sotena vuyhamāno kāse ce'pi gaṇheyya, te palujjeyyuṃ. so tatonidānaṃ anayabyasanaṃ <b>āpajjeyya</b>.",AN4.184,abhayasuttaṃ,"katamo ca, brāhmaṇa, maraṇadhammo samāno bhāyati, santāsaṃ <b>āpajjati</b> maraṇassa?"
āvudha 1,nt,weapon; arms; (comm) bows and crossbows,TH248,adhimuttattheragāthā,"sutvāna corā isino subhāsitaṃ,
nikkhippa satthāni ca <b>āvudhāni</b> ca,
tamhā ca kammā viramiṃsu eke,
eke ca pabbajjam'arocayiṃsu.",DHP40,cittavaggo,"kumbh'ūpamaṃ kāyam'imaṃ viditvā,
nagar'ūpamaṃ cittam'idaṃ ṭhapetvā.
yodhetha māraṃ paññā-<b>āvudhena</b>,
jitañ'ca rakkhe anivesano siyā.",AN7.67,nagaropamasuttaṃ,"seyyathā'pi rañño paccantime nagare bahuṃ <b>āvudhaṃ</b> sannicitaṃ hoti, evam'evaṃ kho, ariyasāvako bahussuto hoti",VIN PAT SE 60,āvudhapāṇi sikkhāpada,na <b>āvudha</b>pāṇissa agilānassa dhammaṃ desessāmī'ti sikkhā karaṇīyā.
āhāraṃ āhāreti,idiom,eats food; consumes fuel,MN107,gaṇakamoggallānasuttaṃ,ehi tvaṃ bhikkhu bhojane mattaññū hohi. paṭisankhā yoniso <b>āhāraṃ āhāreyyāsi</b>,SN12.12,moḷiyaphaggunasuttaṃ,"evaṃ vutte, āyasmā moḷiyaphagguno bhagavantaṃ etadavoca, ko nu kho, bhante, viññāṇ'<b>āhāraṃ āhāretī</b>'ti? no kallo pañho'ti bhagavā avoca, āhāretī'ti ahaṃ na vadāmi.",MN91,brahmāyusuttaṃ,"aṭṭh'aṅgasamannāgataṃ kho pana so bhavaṃ gotamo <b>āhāraṃ āhāreti</b>, n'eva davāya, na madāya na maṇḍanāya na vibhūsanāya, yāva'd'eva imassa kāyassa ṭhitiyā yāpanāya",,,
āhāreti,pr,eats; takes food; consumes,MN107,gaṇakamoggallānasuttaṃ,ehi tvaṃ bhikkhu bhojane mattaññū hohi. paṭisankhā yoniso āhāraṃ <b>āhāreyyāsi</b>,SN12.12,moḷiyaphaggunasuttaṃ,"evaṃ vutte, āyasmā moḷiyaphagguno bhagavantaṃ etadavoca, ko nu kho, bhante, viññāṇ'āhāraṃ <b>āhāretī</b>'ti? no kallo pañho'ti bhagavā avoca, <b>āhāretī</b>'ti ahaṃ na vadāmi.",MN91,brahmāyusuttaṃ,"byañjanaṃ kho pana bhavaṃ gotamo byañjanamattāya <b>āhāreti</b>, na ca byañjanena ālopaṃ atināmeti.",,,
imāsaṃ,pron,of these,MN31,cūḷagosiṅgasuttaṃ,"kiṃ nu kho mayaṃ āyasmato anuruddhassa evam'ārocimha, imāsañ'ca <b>imāsañ</b>'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti",AN10.29,paṭhamakosalasuttaṃ,"etadaggaṃ, bhikkhave, <b>imāsaṃ</b> catunnaṃ paṭipadānaṃ yadidaṃ sukhā paṭipadā khipp'ābhiññā. evaṃpaṭipannā'pi kho, bhikkhave, santi sattā.",,,,,,
uddiṭṭha 1,pp,recited (by); explained (by); mentioned (by),Thai,,<b>uddiṭṭhaṃ</b> kho tena bhagavatā jānatā passatā arahatā sammāsambuddhena,MN18,madhupiṇḍikasuttaṃ,ko nu kho imassa bhagavatā saṃkhittena uddesassa <b>uddiṭṭhassa</b> vitthārena atthaṃ avibhattassa vitthārena atthaṃ vibhajeyyā'ti?,VIN PAT PA,pārājikuddeso,"<b>uddiṭṭhā</b> kho āyasmanto cattāro pārājikā dhammā. yesaṃ bhikkhu aññataraṃ vā aññataraṃ vā āpajjitvā na labhati bhikkhūhi saddhiṃ saṃvāsaṃ yathā pure, tathā pacchā, pārājiko hoti asaṃvāso.",VIN PAT NID,nidānuddeso,"<b>uddiṭṭhaṃ</b> kho, āyasmanto, nidānaṃ. tatth'āyasmante pucchāmi, kacci'ttha parisuddhā?"
upama 1,adj,similar to; like,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo.
tath'<b>ūpamaṃ</b> sappurisaṃ vadāmi, yo ariyasaccāni avecca passati.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"pheṇapiṇḍ'<b>ūpamaṃ</b> rūpaṃ,
vedanā bubbuḷ'<b>ūpamā</b>,
marīcik'<b>ūpamā</b> saññā,
saṅkhārā kadal'<b>ūpamā</b>,
māy'<b>ūpamañ</b>'ca viññāṇaṃ,
desitādiccabandhunā.",DHP40,cittavaggo,"kumbh'<b>ūpamaṃ</b> kāyam'imaṃ viditvā,
nagar'<b>ūpamaṃ</b> cittam'idaṃ ṭhapetvā.
yodhetha māraṃ paññ'āvudhena,
jitañ'ca rakkhe anivesano siyā.",,,
uppādeti,pr,produces; generates; causes; gives rise to,MN107,gaṇakamoggallānasuttaṃ,iti purāṇañ'ca vedanaṃ paṭihaṅkhāmi navañ'ca vedanaṃ na <b>uppādessāmi</b> yātrā ca no bhavissati anavajjatā ca phāsu vihāro cā'ti,MN105,sunakkhattasuttaṃ,"upadhi dukkhassa mūlan'ti, iti viditvā nirupadhi upadhisaṅkhaye vimutto upadhismiṃ vā kāyaṃ upasaṃharissati cittaṃ vā <b>uppādessatī</b>'ti, n'etaṃ ṭhānaṃ vijjati.",SN8.1,nikkhantasuttaṃ,"taṃ kut'ettha labbhā, yaṃ me paro anabhiratiṃ vinodetvā abhiratiṃ <b>uppādeyya</b>. yaṃnūn'āhaṃ attanā'va attano anabhiratiṃ vinodetvā abhiratiṃ <b>uppādeyyan</b>'ti.",,,
usabha 2,masc,who is foremost; finest example; leader,DHP422,brāhmaṇavaggo,"<b>usabhaṃ</b> pavaraṃ vīraṃ,
mah'esiṃ vijitāvinaṃ,
anejaṃ nhātakaṃ buddhaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,,,,
ussāha,masc,effort; activity; perseverance; strenuous and continuous exertion; energy,AN8.74,dutiya maraṇassatisuttaṃ,"seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca <b>ussāhañ</b>'ca ussoḷhiñ'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.",,,,,,,,,
ussoḷhi,fem,endurance; strenous exertion,AN8.74,dutiya maraṇassatisuttaṃ,"seyyathā'pi ādittacelo vā ādittasīso vā, tass'eva celassa vā sīsassa vā nibbāpanāya adhimattaṃ chandañ'ca vāyāmañ'ca ussāhañ'ca <b>ussoḷhiñ</b>'ca appaṭivāniñ'ca satiñ'ca sampajaññañ'ca kareyya.",,,,,,,,,
ekadhamma,masc,one single thing,SN1.48,paṇihitācchavaggo,"n'āhaṃ, bhikkhave, aññaṃ <b>ekadhammam</b>'pi samanupassāmi yaṃ evaṃ lahuparivattaṃ yatha'y'idaṃ cittaṃ. yāvañ'c'idaṃ, bhikkhave, upamā'pi na sukarā yāva lahuparivattaṃ cittan'ti.",SN1.71,chetvāsuttaṃ,"kiṃ'su chetvā sukhaṃ seti,
kiṃ'su chetvā na socati,
kissa'ssu <b>ekadhammassa</b>,
vadhaṃ rocesi gotamā'ti.",SN1.62,cittasuttaṃ,"cittena nīyati loko, cittena parikassati. cittassa <b>ekadhammassa</b>, sabb'eva vasam'anvagū'ti.",,,
evamārocesi,aor,reported thus; informed this,MN31,cūḷagosiṅgasuttaṃ,"kiṃ nu kho mayaṃ āyasmato anuruddhassa <b>evam'ārocimha</b>, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti",,,,,,,,,
okāsa 2,masc,opportunity; chance,PAT PK,dhammayuttikapubbakiccaṃ,"iti sakaraṇ'<b>okāsānaṃ</b> pubbakiccānaṃ katattā, nikkaraṇ'<b>okāsānaṃ</b> pubbakiccānaṃ pakatiyā pariniṭṭhitattā, evan'taṃ navavidhaṃ pubbakiccaṃ pariniṭṭhitaṃ hoti.",Trad,,mārā labhantu n'<b>okāsaṃ</b> kātuñ'ca viriyesu me.,AN3.101,loṇakapallasuttaṃ,"yo, bhikkhave, evaṃ vadeyya, yathā yath'āyaṃ puriso kammaṃ karoti tathā tathā taṃ paṭisaṃvediyatī'ti, evaṃ santaṃ, bhikkhave, brahmacariyavāso na hoti, <b>okāso</b> na paññāyati sammā dukkhassa antakiriyāya.",,,
