pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
āvilatta 1,nt,(of mind) fact of agitation; confusion; disturbance,SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","theyyaṃ na kāre na musā bhaṇeyya,
mettāya phasse tasathāvarāni,
yad<b>āvilattaṃ</b> manaso vijaññā,
kaṇhassa pakkho'ti vinodayeyya.",,,,,,,,,
iccāyasmā,sandhi,thus (said) venerable,SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","ye kec'ime isayo manujā, (<b>icc'āyasmā</b> puṇṇako)
khattiyā brāhmaṇā devatānaṃ.",,,,,,,,,
iccete,sandhi,(introducing a list) namely these,AN8.49,paṭhamaidhalokikasuttaṃ,"<b>icc'ete</b> aṭṭha dhammā ca,
yassā vijjanti nāriyā,
tam'pi sīlavatiṃ āhu,
dhammaṭṭhaṃ saccavādiniṃ.",VIN PAT PC 57,nahānasikkhāpadaṃ,"tatth'āyaṃ samayo diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso <b>icc'ete</b> aḍḍhateyyamāsā uṇhasamayo, pariḷāhasamayo, gilānasamayo, kammasamayo, addhānagamanasamayo, vātavuṭṭhisamayo",,,,,,
imameva,sandhi,this very; this exact same; this here,MN39,mahāassapurasuttaṃ,bhikkhu <b>imam'eva</b> kāyaṃ vivekajena pītisukhena abhisandeti parisandeti paripūreti parippharati n'āssa kiñci sabbāvato kāyassa vivekajena pītisukhena apphuṭaṃ hoti,MN12,mahāsīhanādasuttaṃ,"tath'āyaṃ bhavaṃ puriso paṭipanno tathā ca iriyati tañ'ca maggaṃ samārūḷho, yathā <b>imam'eva</b> rukkhaṃ āgamissatī'ti.",DN22.6,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu <b>imam'eva</b> kāyaṃ yathāṭhitaṃ yathāpaṇihitaṃ dhātuso paccavekkhati atthi imasmiṃ kāye pathavīdhātu āpodhātu tejodhātu vāyodhātū'ti",DN22.5,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ bhikkhu <b>imam'eva</b> kāyaṃ uddhaṃ pādatalā, adho kesamatthakā, tacapariyantaṃ pūraṃ nānappakārassa asucino paccavekkhati"
upaṭṭhitakāyassati,adj,with body awareness present; attending mindfully to the body,SN35.247,chappāṇakasuttaṃ,"idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, <b>upaṭṭhitakāyassati</b> ca viharati appamāṇacetaso",,,,,,,,,
ekadā 1,ind,one day; sometimes; at some (unspecified) time,Thai,,<b>ekadā</b> dhammarājā pi gelaññen'ābhipīḷito cundattherena taññ'eva bhaṇāpetvāna sādaraṃ sammoditvā ca ābādhā tamhā vuṭṭhāsi ṭhānaso.,SN3.1,daharasuttaṃ,"laddhā hi so upādānaṃ,
mahā hutvāna pāvako,
so āsajja ḍahe bālaṃ,
naraṃ nāriñ'ca <b>ekadā</b>.",SN46.55,saṅgāravasuttaṃ,"ko nu kho, bho gotama, hetu, ko paccayo yen'<b>ekadā</b> dīgharattaṃ sajjhāyakatā'pi mantā nappaṭibhanti, pag'eva asajjhāyakatā?",MN82,raṭṭhapālasuttaṃ,"app'<b>ekad</b>'āhaṃ, bho raṭṭhapāla, idha pādaṃ karissāmī'ti aññen'eva pādaṃ karomīti."
ete 1,pron,these; these people; these things,SN56.11,dhammacakkappavattanasuttaṃ,"<b>ete</b> te, bhikkhave, ubho ante anupagamma majjhimā paṭipadā tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati",SNP37,"nālakasuttaṃ
mahāvaggo 11","yathā ahaṃ tathā <b>ete</b>,
yathā <b>ete</b> tathā ahaṃ,
attānaṃ upamaṃ katvā,
na haneyya na ghātaye.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","<b>ete</b> vivādā samaṇesu jātā,
etesu ugghāti nighāti hoti,
etam'pi disvā virame kath'ojjaṃ,
na h'añña'd'atth'atthi pasaṃsalābhā.",VIN PAT PC 57,nahāna sikkhāpada,"tatth'āyaṃ samayo, diyaḍḍho māso seso gimhānan'ti vassānassa paṭhamo māso, icc'<b>ete</b> aḍḍhateyyamāsā uṇhasamayo"
enaṃ,pron,him; her; this one,MN107,gaṇakamoggallānasuttaṃ,yatv'ādhikaraṇam'<b>enaṃ</b> cakkhu'ndriyaṃ asaṃvutaṃ viharantaṃ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṃ,SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","abalā naṃ balīyanti,
maddant'<b>enaṃ</b> parissayā,
tato naṃ dukkham'anveti,
nāvaṃ bhinnam'iv'odakaṃ.",DHP118,pāpavaggo,"puññañ'ce puriso kayirā, kayirātha-<b>enaṃ</b> punappunaṃ.
tamhi chandaṃ kayirātha, sukho puññassa uccayo.",AN5.140,sotasuttaṃ,"idha, bhikkhave, rañño nāgo yam'<b>enaṃ</b> hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti."
ohita 3,pp,(of attention) applied; paid,UD73,tatiya nibbāna paṭisaṃyuttasuttaṃ,te ca bhikkhū aṭṭhiṃ katvā manasi katvā sabbacetasā samannāharitvā <b>ohita</b>sotā dhammaṃ suṇanti,,,,,,,,,
ohitasota,adj,listening attentively; with ears directed,AN3.68,kathāvatthusuttaṃ,"kathāsampayogena, bhikkhave, puggalo veditabbo yadi vā saupaniso yadi vā anupaniso'ti. anohitasoto, bhikkhave, anupaniso hoti, <b>ohitasoto</b> saupaniso hoti.",MN70,kīṭāgirisuttaṃ,"idha saddhājāto upasaṅkamati, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, <b>ohitasoto</b> dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati,",,,,,,
kaṇha 3,masc,dark one; black one; evil one; epithet of Māra,TH263,mahāmoggallānattheragāthā,"yo vejayantapāsādaṃ,
pād'aṅguṭṭhena kampayi,
tādisaṃ bhikkhum'āsajja,
<b>kaṇha</b> dukkhaṃ nigacchasi.",SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","theyyaṃ na kāre na musā bhaṇeyya,
mettāya phasse tasathāvarāni,
yadāvilattaṃ manaso vijaññā,
<b>kaṇhassa</b> pakkho'ti vinodayeyya.",TH25,nandiyattheragāthā,"obhāsajātaṃ phalagaṃ, cittaṃ yassa abhiṇhaso.
tādisaṃ bhikkhum'āsajja, <b>kaṇha</b> dukkhaṃ nigacchasī'ti.",,,
katapubba,adj,done before; previously performed,AN5.140,sotasuttaṃ,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā <b>katapubbaṃ</b> yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti. evaṃ kho, bhikkhave, rañño nāgo sotā hoti.",,,,,,,,,
katvā 2,abs,having made,SN22.35,aññatarabhikkhusuttaṃ,atha kho so bhikkhu bhagavato bhāsitaṃ abhinanditvā anumoditvā uṭṭhāy'āsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ <b>katvā</b> pakkāmi.,AN5.140,sotasuttaṃ,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ <b>katvā</b> manasi <b>katvā</b> sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.",AN4.195,vappasuttaṃ,so taṃ thūṇaṃ khaṇḍ'ākhaṇḍikaṃ chindeyya. khaṇḍ'ākhaṇḍikaṃ chetvā phāleyya. phāletvā sakalikaṃ sakalikaṃ kareyya. sakalikaṃ sakalikaṃ <b>katvā</b> vāt'ātape visoseyya. vāt'ātape visosetvā agginā ḍaheyya.,,,
karaṇa 1,adj,doing; making; causing; effecting,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piya<b>karaṇā</b> garu<b>karaṇā</b> saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.",MN43,mahāvedallasuttaṃ,"katamo c'āvuso, pariyāyo yaṃ pariyāyaṃ āgamma ime dhammā ek'atthā byañjanam'eva nānaṃ? rāgo kho, āvuso, pamāṇa<b>karaṇo</b>, doso pamāṇa<b>karaṇo</b>, moho pamāṇa<b>karaṇo</b>.",AN5.51,āvaraṇasuttaṃ,"kāmacchando, bhikkhave, āvaraṇo nīvaraṇo cetaso ajjhāruho paññāya dubbalī<b>karaṇo</b>. byāpādo, bhikkhave, āvaraṇo nīvaraṇo cetaso ajjhāruho paññāya dubbalī<b>karaṇo</b>.",,,
kāyassati,fem,awareness of the body; mindfulness of the body,SN35.247,chappāṇakasuttaṃ,"kathañ'ca, bhikkhave, saṃvaro hoti? idha, bhikkhave, bhikkhu cakkhunā rūpaṃ disvā piyarūpe rūpe n'ādhimuccati, appiyarūpe rūpe na byāpajjati, upaṭṭhita<b>kāyassati</b> ca viharati appamāṇacetaso",,,,,,,,,
kāraṇa 1,nt,task; labour,MN107,gaṇakamoggallānasuttaṃ,seyyathā'pi brāhmaṇa dakkho assadammako bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne <b>kāraṇaṃ</b> kāreti atha uttariṃ <b>kāraṇaṃ</b> kāreti.,AN5.140,sotasuttaṃ,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi <b>kāraṇaṃ</b> kāreti, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti. evaṃ kho, bhikkhave, rañño nāgo sotā hoti.",MN65,bhaddālisuttaṃ,"tassa mukh'ādhāne <b>kāraṇaṃ</b> kāriyamānassa honti y'eva visūkāyitāni visevitāni vipphanditāni kānici kānici, yathā taṃ akāritapubbaṃ <b>kāraṇaṃ</b> kāriyamānassa.",,,
kāreti 1,pr,makes one do; causes to make,MN107,gaṇakamoggallānasuttaṃ,seyyathā'pi brāhmaṇa dakkho assadammako bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne kāraṇaṃ <b>kāreti</b> atha uttariṃ kāraṇaṃ <b>kāreti</b>,AN5.140,sotasuttaṃ,"idha, bhikkhave, rañño nāgo yam'enaṃ hatthidammasārathi kāraṇaṃ <b>kāreti</b>, yadi vā katapubbaṃ yadi vā akatapubbaṃ, taṃ aṭṭhiṃ katvā manasi katvā sabbaṃ cetasā samannāharitvā ohitasoto suṇāti.",,,,,,
kāreti 2,pr,performs; practices,SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","theyyaṃ na <b>kāre</b> na musā bhaṇeyya,
mettāya phasse tasathāvarāni,
yadāvilattaṃ manaso vijaññā,
kaṇhassa pakkho'ti vinodayeyya.",,,,,,,,,
kumbha,masc,clay pot; water jar; pitcher,DHP40,cittavaggo,"<b>kumbha</b>-upamaṃ kāyam'imaṃ viditvā,
nagar'ūpamaṃ cittam'idaṃ ṭhapetvā.
yodhetha māraṃ paññ'āvudhena,
jitañ'ca rakkhe anivesano siyā.",SNP37,"nālakasuttaṃ
mahāvaggo 11","yadūnakaṃ taṃ saṇati,
yaṃ pūraṃ santam'eva taṃ,
aḍḍha-<b>kumbha</b>-upamo bālo,
rahado pūro'va paṇḍito.",VIN2.7.7,pādukavaggo,"paribbaja mahābrahme,
pacant'aññe'pi pāṇino,
mā tvaṃ adhammo ācarito,
asmā <b>kumbham</b>'iv'ābhidā'ti.",DHP121,pāpavaggo,"m'āvamaññetha pāpassa, na man'taṃ āgamissati,
udabindunipātena, uda<b>kumbho</b>'pi pūrati,
bālo pūrati pāpassa, thokaṃ thokam'pi ācinaṃ."
kecime,sandhi,whoever of these; whichever of these,SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","ye <b>kec'ime</b> isayo manujā, (icc'āyasmā puṇṇako)
khattiyā brāhmaṇā devatānaṃ.",MN35,cūḷasaccakasuttaṃ,"seyyathā'pi, bho gotama, ye <b>kec'ime</b> bījagāmabhūtagāmā vuddhiṃ virūḷhiṃ vepullaṃ āpajjanti, sabbe te pathaviṃ nissāya pathaviyaṃ patiṭṭhāya. evam'ete bījagāmabhūtagāmā vuddhiṃ virūḷhiṃ vepullaṃ āpajjanti.",,,,,,
