pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
abhisanda,masc,outcome; outflow; stream,SN55.31,paṭhamapuññābhisandasuttaṃ,ayaṃ paṭhamo puñña-<b>abhisando</b> kusala-<b>abhisando</b> sukhass'āhāro.,VINa1,ganthārambhakathā,"icc'evam accantanamassanīyaṃ,
namassamāno ratanattayaṃ yaṃ,
puñña-<b>abhisandaṃ</b> vipulaṃ alatthaṃ,
tass'ānubhāvena hat'antarāyo.",,,,,,
amata 1.1,nt,deathless state; immortality; epithet of Nibbāna,Trad,,puññāni pakatāni me sukhañ'ca tividhaṃ dentu. khippaṃ pāpetha vo-<b>amataṃ</b>.,SN1.42,kiṃdadasuttaṃ,"so ca sabbadado hoti,
yo dadāti upassayaṃ,
<b>amataṃ</b> dado ca so hoti,
yo dhammam'anusāsatī'ti.",MN106,āneñjasappāyasuttaṃ,etaṃ <b>amataṃ</b> yadidaṃ anupādā cittassa vimokkho.,DHP21,appamādavaggo,"appamādo <b>amata</b>padaṃ, pamādo maccuno padaṃ.
appamattā na mīyanti, ye pamattā yathā matā."
amatogadha,adj,flowing into the deathless; immersed in the deathless; (comm) ending in Nibbāna,AN10.58,mūlakasuttaṃ,"sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, <b>amat'ogadhā</b> sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti.",DHP411,brāhmaṇavaggo,"yass'ālayā na vijjanti,
aññāya akathaṃkathī,
<b>amat'ogadham</b>'anuppattaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
aruṇa 1,masc,red light; reddish colour in the sky; rosy fingered dawn,SN56.37,paṭhamasūriyasuttaṃ,"sūriyassa, bhikkhave, udayato etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, <b>aruṇ</b>'uggaṃ. evam'eva kho, bhikkhave, bhikkhuno catunnaṃ ariyasaccānaṃ yathābhūtaṃ abhisamayāya etaṃ pubbaṅ'gamaṃ etaṃ pubbanimittaṃ, yadidaṃ, sammādiṭṭhi.",UD45,uposathasuttaṃ,"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, uddhaste <b>aruṇe</b>, nandimukhiyā rattiyā uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",,,,,,
avicāra,adj,free from discursive thought,SN45.8,vibhaṅgasuttaṃ,vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ <b>avicāraṃ</b> samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharissasi,SN47.10,bhikkhunupassayasuttaṃ,avitakkomhi <b>avicāro</b> ajjhattaṃ satimā sukham'asmī'ti pajānāti,,,,,,
avitakka,adj,free from thinking; without thought,SN45.8,vibhaṅgasuttaṃ,vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ <b>avitakkaṃ</b> avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharissasi,SN47.10,bhikkhunupassayasuttaṃ,<b>avitakko</b>'mhi avicāro ajjhattaṃ satimā sukham'asmī'ti pajānāti,,,,,,
avivāda,masc,not quarrelling; non-dispute; no argument; harmony; peace,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piyakaraṇā garukaraṇā saṅgahāya <b>avivādāya</b> sāmaggiyā ekībhāvāya saṃvattanti.",SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","appañ'hi etaṃ na alaṃ samāya,
duve vivādassa phalāni brūmi,
etam'pi disvā na vivādayetha,
khem'ābhipassaṃ <b>avivāda</b>bhūmiṃ.",,,,,,
aṃsa 2.1,masc,shoulder; shoulder-blade,MN91,brahmāyusuttaṃ,"cit'antara-<b>aṃso</b> kho pana so bhavaṃ gotamo, idam'pi tassa bhoto gotamassa mahāpurisassa mahāpurisalakkhaṇaṃ bhavati.",UD45,uposathasuttaṃ,"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, uddhaste aruṇe, nandimukhiyā rattiyā uṭṭhāy'āsanā eka-<b>aṃsaṃ</b> uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",AN4.190,uposathasuttaṃ,"yathārūpaṃ parisaṃ alaṃ yojanagaṇanāni'pi dassanāya gantuṃ api puṭa-<b>aṃsenā</b>'pi, tathārūpo ayaṃ, bhikkhave, bhikkhusaṅgho.",,,
ādāya 1,ger,taking,AN5.162,dutiyaāghātapaṭivinayasuttaṃ,"seyyathā'pi, āvuso, bhikkhu paṃsukūliko rathiyāya nantakaṃ disvā vāmena pādena niggaṇhitvā dakkhiṇena pādena pattharitvā, yo tattha sāro taṃ paripātetvā <b>ādāya</b> pakkameyya.",DHP268,dhammaṭṭhavaggo,"na monena munī hoti,
mūḷharūpo aviddasu,
yo ca tulaṃva paggayha,
varam'<b>ādāya</b> paṇḍito.",DN2.19,sāmaññaphalasuttaṃ,"seyyathā'pi, mahārāja, puriso iṇaṃ <b>ādāya</b> kamm'ante payojeyya. tassa te kamm'antā samijjheyyuṃ.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"seyyathā'pi, bhikkhave, puriso sār'atthiko sāragavesī sārapariyesanaṃ caramāno tiṇhaṃ kuṭhāriṃ <b>ādāya</b> vanaṃ paviseyya."
ādhipateyya,nt,authority; influence; power; determining factor,AN3.40,ādhipateyyasuttaṃ,"tīṇ'imāni, bhikkhave, <b>ādhipateyyāni</b>. katamāni tīṇi? att'<b>ādhipateyyaṃ</b>, lok'<b>ādhipateyyaṃ</b>, dhamm'<b>ādhipateyyaṃ</b>.",AN10.58,mūlakasuttaṃ,"sati-<b>ādhipateyyā</b> sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'ogadhā sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti.",,,,,,
ārabhituṃ 1,inf,(of energy) to arouse,SN12.22,dutiyadasabalasutta,alam'eva saddhāpabbajitena kulaputtena vīriyaṃ <b>ārabhituṃ</b>,,,,,,,,,
āsaṅga,masc,robe; cloak,UD45,uposathasuttaṃ,"atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttara-<b>āsaṅgaṃ</b> karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",VIN1.2.6,kuṭikārasikkhāpadaṃ,tena kuṭikārakena bhikkhunā kuṭivatthuṃ sodhetvā saṅghaṃ upasaṅkamitvā ek'aṃsaṃ uttar'<b>āsaṅgaṃ</b> karitvā vuḍḍhānaṃ bhikkhūnaṃ pāde vanditvā ukkuṭikaṃ nisīditvā añjaliṃ paggahetvā evam'assa vacanīyo,,,,,,
iṇa,nt,debt; loan,MN39,mahāassapurasuttaṃ,"bhikkhu yathā <b>iṇaṃ</b> yathā rogaṃ yathā bandhan'āgāraṃ yathā dāsabyaṃ yathā kantār'addhānamaggaṃ, ime pañca nīvaraṇe appahīne attani samanupassati",DN2.19,sāmaññaphalasuttaṃ,"seyyathā'pi, mahārāja, puriso <b>iṇaṃ</b> ādāya kamm'ante payojeyya. tassa te kamm'antā samijjheyyuṃ.",SNP7,"vasalasuttaṃ
uragavaggo 7","yo have <b>iṇam</b>'ādāya,
cujjamāno palāyati,
na hi te iṇamatthī'ti,
taṃ jaññā vasalo iti.",AN6.45,iṇasuttaṃ,"yam'pi, bhikkhave, daliddo assako anāḷhiko <b>iṇaṃ</b> ādiyitvā vaḍḍhiṃ paṭissuṇāti, vaḍḍhi'pi, bhikkhave, dukkhā lokasmiṃ kāmabhogino'ti?"
uggacchanta,prp,(of the sun) rising; ascending; coming up,AN6.62,purisindriyañāṇasuttaṃ,"seyyathā'pi vā panānanda, rattiyā paccūsasamayaṃ sūriye <b>uggacchante</b>, jāneyyāsi tvaṃ, ānanda, andhakāro antaradhāyissati, āloko pātubhavissatī'ti?",SN48.42,uṇṇābhabrāhmaṇasuttaṃ,"seyyathā'pi, bhikkhave, kūṭ'āgāre vā kūṭ'āgārasālāyaṃ vā pācīnavātapānā sūriye <b>uggacchante</b> vātapānena rasmi pavisitvā kv'āssa patiṭṭhitā'ti? pacchimāyaṃ, bhante, bhittiyan'ti.",,,,,,
ujjhāyati,pr,finds fault; looks down upon; thinks badly of,VIN2.7.1,parimaṇḍalavaggo,"manussā <b>ujjhāyanti</b> khiyyanti vipācenti, kathañ'hi nāma samaṇā sakyaputtiyā purato'pi pacchato'pi olambentā nivāsessanti, seyyathā'pi gihī kāmabhogino'ti.",VIN1.1.2,dutiyapārājikaṃ,"ye te bhikkhū app'icchā santuṭṭhā lajjino kukkuccakā sikkhākāmā te <b>ujjhāyanti</b> khiyyanti vipācenti, kathañ'hi nāma āyasmā dhaniyo kumbhakāraputto rañño dārūni adinnaṃ ādiyissatī'ti!",,,,,,
uttara 2.01,adj,higher (than); superior (to),Thai,,"dhammo padīpo viya tassa satthuno, yo maggapāk'āmatabhedabhinnako, lok'<b>uttaro</b> yo ca tadattha'dīpano",SN22.82,puṇṇamasuttaṃ,atha kho aññataro bhikkhu uṭṭhāy'āsanā ek'aṃsaṃ <b>uttar</b>'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad'avocas,DN22.8,mahāsatipaṭṭhānasuttaṃ,"sa<b>uttaraṃ</b> vā cittaṃ, sa<b>uttaraṃ</b> cittan'ti pajānāti, an<b>uttaraṃ</b> vā cittaṃ, an<b>uttaraṃ</b> cittan'ti pajānāti",,,
uddhasta 1,pp,risen; appeared,UD45,uposathasuttaṃ,"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, <b>uddhaste</b> aruṇe, nandimukhiyā rattiyā uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",,,,,,,,,
uddhaste aruṇe nandimukhiyā rattiyā,idiom,when the rosy smile of dawn was rising; when dawn had risen and the night had a cheerful face,UD45,uposathasuttaṃ,"tatiyam'pi kho āyasmā ānando abhikkantāya rattiyā, nikkhante pacchime yāme, <b>uddhaste aruṇe, nandimukhiyā rattiyā</b> uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",,,,,,,,,
upasaṃhita 1,pp,connected (with); concerning; to do (with); based (on),AN6.10,mahānāmasuttaṃ,"ujugatacitto kho pana, mahānāma, ariyasāvako labhati atthavedaṃ, labhati dhammavedaṃ, labhati dhamma-<b>upasaṃhitaṃ</b> pāmojjaṃ.",MN20,vitakkasaṇṭhānasuttaṃ,tesaṃ vitakkānaṃ vitakkasaṅkhārasaṇṭhānaṃ manasikaroto ye pāpakā akusalā vitakkā chand'<b>ūpasaṃhitā</b>'pi dos'<b>ūpasaṃhitā</b>'pi moh'<b>ūpasaṃhitā</b>'pi te pahīyanti,MN139,araṇavibhaṅgasuttaṃ,"cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kām'<b>ūpasaṃhitā</b> rajanīyā, sotaviññeyyā saddā",,,
ekībhāva 1,masc,unity; harmony; becoming one,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piyakaraṇā garukaraṇā saṅgahāya avivādāya sāmaggiyā <b>ekībhāvāya</b> saṃvattanti.",AN8.2,paññāsuttaṃ,addhā ayam'āyasmā jānaṃ jānāti passaṃ passatī'ti. ayam'pi dhammo piyattāya garuttāya bhāvanāya sāmaññāya <b>ekībhāvāya</b> saṃvattati.,,,,,,
ekodibhāva,masc,singleness; integration; unification,SN45.8,vibhaṅgasuttaṃ,vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso <b>ekodibhāvaṃ</b> avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharissasi,AN3.102,paṃsudhovakasuttaṃ,tasmiṃ pahīne tasmiṃ byantīkate ath'āparaṃ dhammavitakk'āvasissati. so hoti samādhi na c'eva santo na ca paṇīto nappaṭippassaddhaladdho na <b>ekodibhāva</b>-adhigato sasaṅkhāraniggayhavāritagato hoti.,,,,,,
etadattha 1,masc,this is the purpose (of),MN30,cūḷasāropamasuttaṃ,akuppā cetovimutti <b>etadattham</b>'idaṃ brāhmaṇa brahmacariyaṃ,AN3.68,kathāvatthusuttaṃ,"<b>etadatthā</b>, bhikkhave, kathā, <b>etadatthā</b> mantanā, <b>etadatthā</b> upanisā, <b>etadatthaṃ</b> sot'āvadhānaṃ, yadidaṃ anupādā cittassa vimokkho'ti.",,,,,,
ogadha 1,pp,immersed (in); absorbed (in); plunged (into),AN10.58,mūlakasuttaṃ,"vedanāsamosaraṇā sabbe dhammā, samādhippamukhā sabbe dhammā, sat'ādhipateyyā sabbe dhammā, paññ'uttarā sabbe dhammā, vimuttisārā sabbe dhammā, amat'<b>ogadhā</b> sabbe dhammā, nibbānapariyosānā sabbe dhammā'ti.",SN48.42,uṇṇābhabrāhmaṇasuttaṃ,"accayāsi, brāhmaṇa, pañhaṃ, n'āsakkhi pañhassa pariyantaṃ gahetuṃ. nibbān'<b>ogadhañ</b>'hi, brāhmaṇa, brahmacariyaṃ vussati nibbānaparāyaṇaṃ nibbānapariyosānan'ti.",,,,,,
kacchamāna,prp,being spoken; being talked about,AN5.157,dukkathāsuttaṃ,"dussīlo, bhikkhave, sīlakathāya <b>kacchamānāya</b> abhisajjati kuppati byāpajjati patitthīyati kopañ'ca dosañ'ca appaccayañ'ca pātukaroti.",MN105,sunakkhattasuttaṃ,"āneñjapaṭisaṃyuttāya ca pana kathāya <b>kacchamānāya</b> na sussūsati, na sotaṃ odahati, na aññā cittaṃ upaṭṭhāpeti, na ca taṃ purisaṃ bhajati, na ca tena vittiṃ āpajjati.",,,,,,
kammanta 1,masc,work; business activity,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","mātāpitu upaṭṭhānaṃ, puttadārassa saṅgaho.
anākulā ca <b>kamm'antā</b>, etam'maṅgalam'uttamaṃ.",MN35,cūḷasaccakasuttaṃ,"seyyathā'pi vā pana, bho gotama, ye kec'ime balakaraṇīyā <b>kamm'antā</b> karīyanti, sabbe te pathaviṃ nissāya pathaviyaṃ patiṭṭhāya. evam'ete balakaraṇīyā <b>kamm'antā</b> karīyanti.",MN39,mahāassapurasuttaṃ,seyyathā'pi bhikkhave puriso iṇaṃ ādāya <b>kamm'ante</b> payojeyya,,,
kīva,ind,how far?; how much?,AN7.23,paṭhamasattakasuttaṃ,"yāva<b>kīvañ</b>'ca bhikkhave bhikkhū abhiṇhaṃ sannipātā bhavissanti sannipātabahulā, vuddhi'y'eva bhikkhave bhikkhūnaṃ pāṭikaṅkhā no parihāni",MN70,kīṭāgirisuttaṃ,"<b>kīva</b> dūr'ev'ime, bhikkhave, moghapurisā apakkantā imamhā dhammavinayā.",,,,,,
kukkuccaka,adj,principled; conscientious; scrupulous,VIN1.1.2,dutiyapārājikaṃ,"ye te bhikkhū app'icchā santuṭṭhā lajjino <b>kukkuccakā</b> sikkhākāmā te ujjhāyanti khiyyanti vipācenti, kathañ'hi nāma āyasmā dhaniyo kumbhakāraputto rañño dārūni adinnaṃ ādiyissatī'ti!",,,,,,,,,
kusalābhisanda,masc,outflow of good; wholesome result; stream of merit,SN55.31,paṭhamapuññābhisandasuttaṃ,ayaṃ paṭhamo puññ'ābhisando <b>kusal'ābhisando</b> sukhass'āhāro.,,,,,,,,,
kopa 1,masc,anger; wrath; rage; temper,AN3.27,jigucchitabbasuttaṃ,"idha, bhikkhave, ekacco puggalo kodhano hoti upāyāsabahulo, appam'pi vutto samāno abhisajjati kuppati byāpajjati patitthīyati, <b>kopañ</b>'ca dosañ'ca appaccayañ'ca pātukaroti.",MN21,kakacūpamasuttaṃ,"kiṃ nu kho me ayyā santaṃ'y'eva nu kho ajjhattaṃ <b>kopaṃ</b> na pātukaroti udāhu asantaṃ udāhu mayham'ev'ete kammantā susaṃvihitā yena me ayyā santaṃ'y'eva ajjhattaṃ <b>kopaṃ</b> na pātukaroti, no asantaṃ?",VIN1.2.8,duṭṭhadosasikkhāpadaṃ,appatīto'ti tena ca <b>kopena</b> tena ca dosena tāya ca anattamanatāya tāya ca anabhiraddhiyā appatīto hoti.,,,
khiyyati,pr,criticises; complains (about),VIN2.5.8.9,kammapaṭibāhanasikkhāpadaṃ,"apalokanakammaṃ ñattikammaṃ ñattidutiyakammaṃ ñatticatutthakammaṃ dhammena vinayena satthusāsanena kataṃ, etaṃ dhammikaṃ nāma kammaṃ. chandaṃ datvā <b>khiyyati</b> āpatti pācittiyassa.",VIN1.1.2,dutiyapārājikaṃ,"ye te bhikkhū app'icchā santuṭṭhā lajjino kukkuccakā sikkhākāmā te ujjhāyanti <b>khiyyanti</b> vipācenti, kathañ'hi nāma āyasmā dhaniyo kumbhakāraputto rañño dārūni adinnaṃ ādiyissatī'ti!",,,,,,
gambhīra 3,adj,profound; abstruse; hard to fathom,SNP13,"ratanasuttaṃ
cūḷavaggo 1","ye ariyasaccāni vibhāvayanti, <b>gambhīra</b>paññena sudesitāni.
kiñ'cā'pi te honti bhusappamattā, na te bhavaṃ aṭṭhamam'ādiyanti.",DHP403,brāhmaṇavaggo,"<b>gambhīra</b>paññaṃ medhāviṃ,
magg'āmaggassa kovidaṃ,
uttam'attham'anuppattaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ.",SN20.7,āṇisuttaṃ,"ye te suttantā tathāgatabhāsitā <b>gambhīrā</b> <b>gambhīr</b>'atthā lok'uttarā suññatappaṭisaṃyuttā, tesu bhaññamānesu na sussūsissanti na sotaṃ odahissanti",TH4,puṇṇattheragāthā,"sabbhi'r'eva samāsetha, paṇḍiteh'atthadassibhi,
atthaṃ mahantaṃ <b>gambhīraṃ</b>, duddasaṃ nipuṇaṃ aṇuṃ,
dhīrā samadhigacchanti, appamattā vicakkhaṇā'ti."
gambhīrattha,adj,with deep meaning; profound in implication; whose meaning is profound,SN20.7,āṇisuttaṃ,"ye te suttantā tathāgatabhāsitā gambhīrā <b>gambhīr'atthā</b> lok'uttarā suññatappaṭisaṃyuttā, tesu bhaññamānesu na sussūsissanti na sotaṃ odahissanti",,,,,,,,,
garukaraṇa,adj,which creates respect; which makes one revered,MN48,kosambiyasuttaṃ,"cha'y'ime, bhikkhave, dhammā sāraṇīyā piyakaraṇā <b>garukaraṇā</b> saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṃvattanti.",,,,,,,,,
cetas,masc,mind; thought; intention,VIBH6.1,paṭiccasamuppādavibhaṅgo,"tattha katamaṃ domanassaṃ? yaṃ cetasikaṃ asātaṃ, cetasikaṃ dukkhaṃ, <b>ceto</b>samphassajaṃ asātaṃ dukkhaṃ vedayitaṃ, <b>ceto</b>samphassajā asātā dukkhā vedanā.",SN35.247,chappāṇakopamasuttaṃ,"anupaṭṭhitakāyassati ca viharati parittacetaso, tañ'ca <b>ceto</b>vimuttiṃ paññāvimuttiṃ yathābhūtaṃ nappajānāti yatth'assa te uppannā pāpakā akusalā dhammā aparisesā nirujjhanti.",MN30,cūḷasāropamasuttaṃ,akuppā <b>ceto</b>vimutti etadattham'idaṃ brāhmaṇa brahmacariyaṃ,,,
