pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
aloṇika,adj,bland; not salty,SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, <b>aloṇikehi</b>'pi.",SN22.79,khajjanīyasuttaṃ,"ambilam'pi vijānāti, tittakam'pi vijānāti, kaṭukam'pi vijānāti, madhuram'pi vijānāti, khārikam'pi vijānāti, akhārikam'pi vijānāti, loṇikam'pi vijānāti, <b>aloṇikam</b>'pi vijānāti. vijānātī'ti kho, bhikkhave, tasmā viññāṇan'ti vuccati",,,,,,
āyu 3,nt,long life; longevity,DHP109,sahassavaggo,"abhivādanasīlissa,
niccaṃ vuḍḍh'āpacāyino,
cattāro dhammā vaḍḍhanti,
<b>āyu</b> vaṇṇo sukhaṃ balaṃ.",AN5.37,bhojanasuttaṃ,"āyudo balado dhīro, vaṇṇado paṭibhāṇado. sukhassa dātā medhāvī, sukhaṃ so adhigacchati. <b>āyuṃ</b> datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'ūpapajjati.",SN3.17,attabyābādhasuttaṃ,"<b>āyuṃ</b> arogiyaṃ vaṇṇaṃ,
saggaṃ uccākulīnataṃ,
ratiyo patthayantena,
uḷārā apar'āparā.",,,
āsītika 2,adj,eighty years old,SN47.9,"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ","eta'r'ahi kho pan'āhaṃ, ānanda, jiṇṇo vuddho mahallako addhagato vayoanuppatto. <b>āsītiko</b> me vayo vattati.",AN3.36,devadūtasuttaṃ,"ambho purisa, na tvaṃ addassa manussesu itthiṃ vā purisaṃ vā <b>āsītikaṃ</b> vā nāvutikaṃ vā vassasatikaṃ vā jātiyā, jiṇṇaṃ gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyanaṃ pavedhamānaṃ",,,,,,
āsīna 1,pp,seated; sitting,SNP68,"udaya māṇava pucchā
pārāyanavaggo 13","jhāyiṃ virajam'<b>āsīnaṃ</b>,
katakiccaṃ anāsavaṃ,
pāraguṃ sabbadhammānaṃ,
atthi pañhena āgamaṃ,
aññāvimokkhaṃ pabrūhi,
avijjāya pabhedanaṃ.",DHP227,kodhavaggo,"porāṇam'etaṃ atula,
n'etaṃ ajjatanām'iva,
nindanti tuṇhim'<b>āsīnaṃ</b>,
nindanti bahubhāṇinaṃ,
mitabhāṇim'pi nindanti,
n'atthi loke anindito.",,,,,,
āvikattar,masc,who reveals (to); who divulges (to),AN8.13,assājānīyasuttaṃ,"yāni kho pan'assa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ <b>āvikattā</b> hoti satthari vā viññūsu vā sabrahmacārīsu.",AN8.13,assājānīyasuttaṃ,"yāni kho pan'assa honti sāṭheyyāni kūṭeyyāni jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ sārathissa <b>āvikattā</b> hoti. tesam'assa sārathi abhinimmadanāya vāyamati.",,,,,,
idampi,sandhi,just this; this very; this exact,SNP13,"ratanasuttaṃ
cūḷavaggo 1","kiñ'cā'pi so kamma karoti pāpakaṃ,
kāyena vācā uda cetasā vā,
abhabba so tassa paṭicchadāya,
abhabbatā diṭṭhapadassa vuttā,
<b>idam'pi</b> saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,,,,,,,
uda 1.1,ind,either; or,SNP13,"ratanasuttaṃ
cūḷavaggo 1","kiñ'cā'pi so kammaṃ karoti pāpakaṃ, kāyena vācā'<b>uda</b> cetasā vā.
abhabbo so tassa paṭicchādāya, abhabbatā diṭṭhapadassa vuttā.",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","atthaṅ'gato so <b>uda</b> vā so n'atthi,
udāhu ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo.",UD50,cūḷapanthakasuttaṃ,"ṭhitena kāyena ṭhitena cetasā, tiṭṭhaṃ nisinno <b>uda</b> vā sayāno,
etaṃ satiṃ bhikkhu adhiṭṭhahāno, labhetha pubb'āpariyaṃ visesaṃ",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","samo visesī <b>uda</b> vā nihīno,
yo maññatī so vivadetha tena,
tīsu vidhāsu avikampamāno,
samo visesī'ti na tassa hoti."
upanāhī,adj,resentful; who bears a grudge; who harbours enmity; who is vengeful; having rancour,SNP7,"vasalasuttaṃ
uragavaggo 7","kodhano <b>upanāhī</b> ca,
pāpamakkhī ca yo naro,
vipannadiṭṭhi māyāvī,
taṃ jaññā vasalo iti.",MN40,cūḷāssapurasuttaṃ,"<b>upanāhissa</b> upanāho appahīno hoti, makkhissa makkho appahīno hoti, paḷāsissa paḷāso appahīno hoti, issukissa issā appahīnā hoti, maccharissa macchariyaṃ appahīnaṃ hoti",MN8,sallekhasuttaṃ,<b>upanāhissa</b> purisapuggalassa anupanāho hoti parinibbānāya. makkhissa purisapuggalassa amakkho hoti parinibbānāya.,,,
uras,masc,breast; heart; chest,SN12.63,puttamaṃsūpamasuttaṃ,"te puttamaṃsāni c'eva khādeyyuṃ, <b>ure</b> ca paṭipiseyyuṃ, kahaṃ, ekaputtaka, kahaṃ, ekaputtakā'ti",JA525,cūḷasutasoma jātakaṃ,"abhumme kathaṃ nu bhaṇasi,
sallaṃ me deva <b>urasi</b> kappesi,
sattasatā te bhariyā,
kathaṃ nu te tā bhavissanti.",MN36,cakkasuttaṃ,tassa sā sukhā vedanā nirujjhati. sukhāya vedanāya nirodhā uppajjati dukkhā vedanā. so dukkhāya vedanāya phuṭṭho samāno socati kilamati paridevati <b>ura</b>ttāḷiṃ kandati sammohaṃ āpajjati.,,,
ekaputtaka,masc,only young son; single young boy,SN12.63,puttamaṃsasuttaṃ,dve jāyam'patikā taṃ <b>ekaputtakaṃ</b> piyaṃ manāpaṃ vadhitvā vallūrañ'ca soṇḍikañ'ca karitvā puttamaṃsāni khādantā,,,,,,,,,
okkanta,pp,entered; gone (into),SN25.1,cakkhusuttaṃ,"yo, bhikkhave, ime dhamme evaṃ saddahati adhimuccati, ayaṃ vuccati saddh'ānusārī, <b>okkanto</b> sammattaniyāmaṃ, sappurisabhūmiṃ <b>okkanto</b>, vītivatto puthujjanabhūmiṃ.",,,,,,,,,
ottappiya,nt,regret; shame in wrongdoing; respect for others,AN7.6,vitthatadhanasuttaṃ,"saddhādhanaṃ sīladhanaṃ,
hirī <b>ottappiyaṃ</b> dhanaṃ,
sutadhanañ'ca cāgo ca,
paññā ve sattamaṃ dhanaṃ.",AN7.3,saṃkhittabalasuttaṃ,"saddhābalaṃ vīriyañ'ca,
hirī <b>ottappiyaṃ</b> balaṃ,
satibalaṃ samādhi ca,
paññā ve sattamaṃ balaṃ,
etehi balavā bhikkhu,
sukhaṃ jīvati paṇḍito.",,,,,,
kaṭuka 2,adj,bitter; acerbic,THI73,sumedhātherīgāthā,"amatamhi vijjamāne, kiṃ tava pañca<b>kaṭukena</b> pītena, sabbā hi kāmaratiyo, <b>kaṭuka</b>tarā pañca<b>kaṭukena</b>.",SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, tittak'aggehi'pi, <b>kaṭuk</b>'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.",,,,,,
kaṭukagga,adj,predominantly pungent; very spicy,SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, tittak'aggehi'pi, <b>kaṭuk'aggehi</b>'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.",,,,,,,,,
kamma 4,nt,action; deed; work (object),DHP217,piyavaggo,"sīladassanasampannaṃ,
dhammaṭṭhaṃ saccavedinaṃ,
attano <b>kamma</b> kubbānaṃ,
taṃ jano kurute piyaṃ.",SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sace cuto sīlavatato hoti,
pavedhatī <b>kamma</b> virādhayitvā,
pajappatī patthayatī ca suddhiṃ,
satthā'va hīno pavasaṃ gharamhā.",SNP13,"ratanasuttaṃ,
cūḷavaggo 1","kiñ'cā'pi so <b>kamma</b> karoti pāpakaṃ,
kāyena vācā uda cetasā vā,
abhabba so tassa paṭicchadāya,
abhabbatā diṭṭhapadassa vuttā,
idam'pi saṅghe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",,,
kahaṃ,ind,where?,SN12.63,puttamaṃsūpamasuttaṃ,"te puttamaṃsāni c'eva khādeyyuṃ, ure ca paṭipiseyyuṃ, <b>kahaṃ</b>, ekaputtaka, kahaṃ, ekaputtakā'ti",MN140,dhātuvibhaṅgasuttaṃ,"<b>kahaṃ</b> pana, bhikkhu, eta'r'ahi so bhagavā viharati arahaṃ sammāsambuddho'ti. atth'āvuso, uttaresu janapadesu sāvatthi nāma nagaraṃ. tattha so bhagavā eta'r'ahi viharati arahaṃ sammāsambuddho'ti.",,,,,,
kimaññatra,sandhi,how except for?; what besides?; what apart (from)?,SN22.1,nakulapitusuttaṃ,"yo hi, gahapati, imaṃ kāyaṃ pariharanto muhuttam'pi ārogyaṃ paṭijāneyya, <b>kim'aññatra</b> bālyā?",,,,,,,,,
kilamatha 1,masc,fatigue; tiredness; weariness,SN45.160,"maggasaṃyuttaṃ, nadīsuttaṃ",yāva'd'eva pana so mahājanakāyo <b>kilamathassa</b> vighātassa bhāgī assā'ti.,AN4.45,rohitassasuttaṃ,"so kho ahaṃ, bhante, aññatr'eva asitapītakhāyitasāyitā aññatra uccārapassāvakammā aññatra niddā<b>kilamatha</b>paṭivinodanā vassasat'āyuko vassasatajīvī vassasataṃ gantvā appatvā'va lokassa antaṃ antarā'y'eva kālaṅ'kato.",,,,,,
kumbhatthenaka,masc,burglar,SN20.3,kulasuttaṃ,"seyyathā'pi, bhikkhave, yāni kānici kulāni bahu'tthikāni appapurisāni tāni suppadhaṃsiyāni honti corehi <b>kumbhatthenakehi</b>.",,,,,,,,,
kūṭeyya,nt,crookedness; fraud; deceit; trickery,MN51,kandarakasuttaṃ,"ahañ'hi, bhante, pahomi hatthidammaṃ sāretuṃ, yāvatakena antarena campaṃ gat'āgataṃ karissati sabbāni tāni sāṭheyyāni <b>kūṭeyyāni</b> vaṅkeyyāni jimheyyāni pātukarissati.",AN8.13,assājānīyasuttaṃ,"yāni kho pan'assa honti sāṭheyyāni <b>kūṭeyyāni</b> jimheyyāni vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.",,,,,,
kodhana,adj,angry; irritable; cranky; crotchety,AN7.64,kodhanasuttaṃ,"<b>kodhano</b> dubbaṇṇo hoti,
atho dukkham'pi seti so,
atho atthaṃ gahetvāna,
anatthaṃ adhipajjati.",AN3.27,jigucchitabbasuttaṃ,"idha, bhikkhave, ekacco puggalo <b>kodhano</b> hoti upāyāsabahulo, appam'pi vutto samāno abhisajjati kuppati byāpajjati patitthīyati, kopañ'ca dosañ'ca appaccayañ'ca pātukaroti.",AN10.51,sacittasuttaṃ,"vicikiccho vā tiṇṇavicikiccho nu kho bahulaṃ viharāmi?
<b>kodhano</b> vā akkodhano nu kho bahulaṃ viharāmi?
saṃkiliṭṭhacitto vā asaṃkiliṭṭhacitto nu kho bahulaṃ viharāmi?",SNP7,"vasalasuttaṃ
uragavaggo 7","<b>kodhano</b> upanāhī ca,
pāpamakkhī ca yo naro,
vipannadiṭṭhi māyāvī,
taṃ jaññā vasalo iti."
khamati 2,pr,seems good (to); is acceptable (to); is suitable (for); is pleasing (to),VIN PAT SA 11,bhedānuvattakasikkhāpadaṃ,"dhammavādī c'eso bhikkhu, vinayavādī c'eso bhikkhu, amhākañ'c'eso bhikkhu chandañ'ca ruciñ'ca ādāya voharati, jānāti, no bhāsati, amhākam'p'etaṃ <b>khamatī</b>'ti",AN4.100,potaliyasuttaṃ,"imesaṃ kho, potaliya, catunnaṃ puggalānaṃ katamo te puggalo <b>khamati</b> abhikkantataro ca paṇītataro cā'ti?",MN70,kīṭāgirisuttaṃ,"atthaṃ upaparikkhato dhammā nijjhānaṃ <b>khamanti</b>, dhammanijjhānakkhantiyā sati chando jāyati, chandajāto ussahati, ussāhetvā tuleti, tulayitvā padahati,",MN107,gaṇakamoggallānasuttaṃ,"tena hi, brāhmaṇa, taṃyevettha paṭipucchissāmi. yathā te <b>khameyya</b> tathā naṃ byākareyyāsi. taṃ kiṃ maññasi, brāhmaṇa, kusalo tvaṃ rājagahagāmissa maggassā'ti"
khārika 1.1,adj,alkaline; caustic,SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, tittak'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, <b>khārikehi</b>'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.",SN22.79,khajjanīyasuttaṃ,"ambilam'pi vijānāti, tittakam'pi vijānāti, kaṭukam'pi vijānāti, madhuram'pi vijānāti, <b>khārikam</b>'pi vijānāti, akhārikam'pi vijānāti, loṇikam'pi vijānāti, aloṇikam'pi vijānāti. vijānātī'ti kho, bhikkhave, tasmā viññāṇan'ti vuccati",,,,,,
gilāna 1,adj,sick; ill; unwell,MN2.4,sabbāsavasuttaṃ,paṭisaṅkhā yoniso <b>gilāna</b>paccayabhesajjaparikkhāraṃ paṭisevāmi yāva'd'eva uppannānaṃ veyyābādhikānaṃ vedanānaṃ paṭighātāya abyāpajjhaparamatāyā,MN39,mahāassapurasuttaṃ,seyyathā'pi bhikkhave puriso ābādhiko assa dukkhito bāḷha<b>gilāno</b>,VIN PAT PC 23,bhikkhunupassayasikkhāpadaṃ,"yo pana bhikkhu bhikkhun'upassayaṃ upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṃ. tatth'āyaṃ samayo, <b>gilānā</b> hoti bhikkhunī, ayaṃ tattha samayo.",,,
gopānasivaṅka,adj,as crooked as a rafter,AN3.36,devadūtasuttaṃ,"ambho purisa, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā, jiṇṇaṃ <b>gopānasivaṅkaṃ</b> bhoggaṃ daṇḍaparāyanaṃ pavedhamānaṃ gacchantiṃ",,,,,,,,,
gopānasī,fem,beam; rafter; wooden framework of a thatch roof,AN3.36,devadūtasuttaṃ,āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā jiṇṇaṃ <b>gopānasi</b>vaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,SN22.102,aniccasaññāsuttaṃ,"seyyathā'pi, bhikkhave, kūṭ'āgārassa yā kāci <b>gopānasiyo</b> sabbā tā kūṭaṅ'gamā kūṭaninnā kūṭasamosaraṇā, kūṭaṃ tāsaṃ aggam'akkhāyati",,,,,,
cāyaṃ,sandhi,and this; but this; than this,SN56.11,dhammacakkappavattanasuttaṃ,yo <b>c'āyaṃ</b> attakilamath'ānuyogo dukkho anariyo anatthasañhito.,SN56.11,dhammacakkappavattanasuttaṃ,yo <b>c'āyaṃ</b> kāmesu kāmasukh'allik'ānuyogo hīno gammo pothujjaniko anariyo anatthasañhito,MN43,mahāvedallasuttaṃ,"yo <b>c'āyaṃ</b> bhikkhu saññāvedayitanirodhaṃ samāpanno tassa'pi kāyasaṅkhārā niruddhā paṭippassaddhā, vacīsaṅkhārā niruddhā paṭippassaddhā, cittasaṅkhārā niruddhā paṭippassaddhā, āyu na parikkhīṇo, usmā avūpasantā, indriyāni vippasannāni.",DHP103,sahassavaggo,"yo sahassaṃ sahassena,
saṅgāme mānuse jine,
ekañ'ca jeyya'm'attānaṃ,
sa ve saṅgāmaj'uttamo,
attā have jitaṃ seyyo,
yā <b>c'āyaṃ</b> itarā pajā."
jiṇṇa 2,pp,worn out; spent; old; decayed,AN3.36,devadūtasuttaṃ,āsītikaṃ vā nāvutikaṃ vā vassasatikaṃ vā jātiyā <b>jiṇṇaṃ</b> gopānasivaṅkaṃ bhoggaṃ daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ,,,,,,,,,
jimheyya,nt,crookedness; dishonesty; subterfuge,MN51,kandarakasuttaṃ,"ahañ'hi, bhante, pahomi hatthidammaṃ sāretuṃ, yāvatakena antarena campaṃ gat'āgataṃ karissati sabbāni tāni sāṭheyyāni kūṭeyyāni vaṅkeyyāni <b>jimheyyāni</b> pātukarissati.",AN8.13,assājānīyasuttaṃ,"yāni kho pan'assa honti sāṭheyyāni kūṭeyyāni <b>jimheyyāni</b> vaṅkeyyāni, tāni yathābhūtaṃ āvikattā hoti satthari vā viññūsu vā sabrahmacārīsu.",,,,,,
tittaka 1,adj,bitter; sharp,SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, <b>tittak</b>'aggehi'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.",,,,,,,,,
tittakagga,adj,predominantly bitter,SN47.8,sūdasuttaṃ,"ambil'aggehi'pi, <b>tittak'aggehi</b>'pi, kaṭuk'aggehi'pi, madhur'aggehi'pi, khārikehi'pi, akhārikehi'pi, loṇikehi'pi, aloṇikehi'pi.",,,,,,,,,
