pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
attānaṃ,masc,self; himself; herself; itself; yourself; oneself (object),Thai,,ahaṃ sukhito homi niddukkho homi avero homi abyāpajjho homi anīgho homi sukhī <b>attānaṃ</b> pariharāmi,DHP315,nirayavaggo,"nagaraṃ yathā paccantaṃ,
guttaṃ santarabāhiraṃ,
evaṃ gopetha <b>attānaṃ</b>,
khaṇo vo mā upaccagā,
khaṇ'ātītā hi socanti,
nirayamhi samappitā.",SN22.1,nakulapitusuttaṃ,"rūpaṃ attato samanupassati, rūpavantaṃ vā <b>attānaṃ</b>, attani vā rūpaṃ, rūpasmiṃ vā <b>attānaṃ</b>, ahaṃ rūpaṃ, mama rūpan'ti pariyuṭṭhaṭṭhāyī hoti.",,,
anagāriya 1,nt,homelessness; homeless state,MN51,kandarakasuttaṃ,yan'nūn'āhaṃ kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā <b>anagāriyaṃ</b> pabbajeyyan”ti.,SNP37,"nālakasuttaṃ
mahāvaggo 11","<b>anagāriy</b>'upetassa,
bhikkhācariyaṃ jigīsato,
muni pabrūhi me puṭṭho,
moneyyaṃ uttamaṃ padaṃ.",MN7,vatthasuttaṃ,yass'atthāya kulaputtā samma'd'eva agārasmā <b>anagāriyaṃ</b> pabbajanti,MN107,gaṇakamoggallānasuttaṃ,"ye'me, bho gotama, puggalā assaddhā jīvik'atthā na saddhā agārasmā <b>anagāriyaṃ</b> pabbajitā saṭhā māyāvino ketabino uddhatā unnaḷā capalā ... na tehi bhavaṃ gotamo saddhiṃ saṃvasati."
anañña,pron,not another; no other,VIN PAT PC 16,dutiyasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre jānaṃ pubb'upagataṃ bhikkhuṃ anupakhajja seyyaṃ kappeyya yassa sambādho bhavissati, so pakkamissatī'ti etadeva paccayaṃ karitvā <b>anaññaṃ</b>, pācittiyaṃ.",SN47.14,ukkacelasuttaṃ,attadīpā viharatha attasaraṇā <b>anañña</b>saraṇā,VIN PAT PC 42,paṇītabhojana sikkhāpada,"tassa dāpetvā vā adāpetvā vā uyyojeyya, gacch'āvuso, na me tayā saddhiṃ kathā vā nisajjā vā phāsu hoti, ekakassa me kathā vā nisajjā vā phāsu hotī'ti. etadeva paccayaṃ karitvā <b>anaññaṃ</b>, pācittiyaṃ.",MN91,brahmāyusuttaṃ,"āgatāni kho, tāta uttara, amhākaṃ mantesu dvattiṃsamahāpurisalakkhaṇāni, yehi samannāgatassa mahāpurisassa dve'y'eva gatiyo bhavanti <b>anaññā</b>."
anāvikatvā,abs,having not disclosed; having not made clear; having not openly declared; having not revealed,VIN PAT PA 1,methunadhammasikkhāpadaṃ,"yo pana bhikkhu bhikkhūnaṃ sikkhāsājīvasamāpanno sikkhaṃ appaccakkhāya dubbalyaṃ <b>anāvikatvā</b> methunaṃ dhammaṃ paṭiseveyya, antamaso tiracchānagatāya'pi, pārājiko hoti asaṃvāso.",,,,,,,,,
animitta 1,pp,signless; featureless; free of mental images,MN43,mahāvedallasuttaṃ,"kati pan'āvuso, paccayā <b>animittāya</b> cetovimuttiyā samāpattiyā'ti? dve kho, āvuso, paccayā <b>animittāya</b> cetovimuttiyā samāpattiyā, sabbanimittānañ'ca amanasikāro, animittāya ca dhātuyā manasikāro.",DHP93,arahantavaggo,"yass'āsavā parikkhīṇā,
āhāre ca anissito,
suññato <b>animitto</b> ca,
vimokkho yassa gocaro,
ākāse va sakuntānaṃ,
padaṃ tassa durannayaṃ.",SN47.9,"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ","yasmiṃ, ānanda, samaye tathāgato sabbanimittānaṃ amanasikārā ekaccānaṃ vedanānaṃ nirodhā <b>animittaṃ</b> cetosamādhiṃ upasampajja viharati",,,
anulometi 2,pr,regulates; settles; balances,AN5.207,yāgusuttaṃ,"pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ <b>anulometi</b>, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā'ti.",,,,,,,,,
anoka 1,adj,homeless; without worldly attachment,DHP87,paṇḍitavaggo,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito,
okā <b>anokam</b>'āgamma, viveke yattha dūramaṃ.",DHP404,brāhmaṇavaggo,"asaṃsaṭṭhaṃ gahaṭṭhehi,
anāgārehi c'ūbhayaṃ,
<b>anoka</b>sārim'app'icchaṃ,
tam'ahaṃ brūmi brāhmaṇaṃ.",,,,,,
anokamāgamma,ger,becoming homeless; (comm) coming to non-clinging,DHP87,paṇḍitavaggo,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito,
okā <b>anokam'āgamma</b>, viveke yattha dūramaṃ.",,,,,,,,,
antamaso 1,ind,even so much as; even with; even down to; with as little as,MN48,kosambiyasuttaṃ,"bhikkhu ye te lābhā dhammikā dhammaladdhā <b>antamaso</b> pattapariyāpannamattam'pi, tathārūpehi lābhehi appaṭivibhattabhogī hoti sīlavantehi sabrahmacārīhi sādhāraṇabhogī.",SN20.4,okkhāsuttaṃ,yo vā pubb'aṇhasamayaṃ <b>antamaso</b> gadduhanamattam'pi mettacittaṃ bhāveyya … idaṃ tato mahapphalataraṃ.,AN3.70,akusalamūlasuttaṃ,"atha puriso āgaccheyya kuddālapiṭakaṃ ādāya. so taṃ māluvālataṃ mūle chindeyya, mūle chetvā palikhaṇeyya, palikhaṇitvā mūlāni uddhareyya, <b>antamaso</b> usīranāḷamattāni'pi.",VIN PAT PA 1,methunadhamma sikkhāpada,"yo pana bhikkhu, bhikkhūnaṃ sikkhāsājīvasamāpanno, sikkhaṃ appaccakkhāya dubbalyaṃ anāvikatvā, methunaṃ dhammaṃ patiseveyya, <b>antamaso</b> tiracchānagatāya'pi, pārājiko hoti asaṃvāso."
aparājita 1,pp,unconquered; undefeated; victorious; triumphant,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","etādisāni katvāna,
sabbattha'm'<b>aparājitā</b>,
sabbattha sotthiṃ gacchanti,
tan'tesaṃ maṅgalam'uttaman'ti.",SN1.37,samayasuttaṃ,"mahāsamayo pavanasmiṃ,
devakāyā samāgatā,
āgat'amha imaṃ dhammasamayaṃ,
dakkhitāye <b>aparājita</b>saṅghan'ti.",,,,,,
apariyādinna 1,pp,not used up; not exhausted; not consumed; not run out,MN12,mahāsīhanādasuttaṃ,"yāvakīvañ'ca me, sāriputta, sakaṃ muttakarīsaṃ <b>apariyādinnaṃ</b> hoti, sakaṃ'y'eva sudaṃ muttakarīsaṃ āhāremi. idaṃsu me, sāriputta, mahāvikaṭabhojanasmiṃ hoti.",SN15.1,tiṇakaṭṭhasuttaṃ,"ayaṃ me mātā, tassā me mātu ayaṃ mātā'ti, <b>apariyādinnā</b>'va bhikkhave, tassa purisassa mātumātaro assu, atha imasmiṃ jambudīpe tiṇakaṭṭhasākhāpalāsaṃ parikkhayaṃ pariyādānaṃ gaccheyya.",,,,,,
api 1.2,ind,even; even then,DHP187,buddhavaggo,"<b>api</b> dibbesu kāmesu,
ratiṃ so n'ādhigacchati,
taṇhakkhayarato hoti,
sammāsambuddhasāvako.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ aratiṃ ragañ'ca,
n'āhosi chando <b>api</b> methunasmiṃ,
kim'ev'idaṃ muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",THI63,kisāgotamītherīgāthā,"kalyāṇamittatā muninā, lokaṃ ādissa vaṇṇitā.
kalyāṇamitte bhajamāno, <b>api</b> bālo paṇḍito assa.",,,
api 1.7,ind,too; also; as well,SN56.11,dhammacakkappavattanasuttaṃ,"jāti'<b>pi</b> dukkhā, jarā'<b>pi</b> dukkhā, byādhi'<b>pi</b> dukkho, maraṇam'<b>pi</b> dukkhaṃ",MN113,sappurisasuttaṃ,"so tena ñattena attān'ukkaṃseti, paraṃ vambheti. ayam'<b>pi</b>, bhikkhave, asappurisadhammo.",DHP284,maggavaggo,"yāva hi vanatho na chijjati, aṇumatto'<b>pi</b> narassa nārisu,
paṭibaddhamano'va tāva so, vaccho khīrapako'va mātari.",MN107,gaṇakamoggallānasuttaṃ,"imesam'<b>pi</b> hi, bho gotama, brāhmaṇānaṃ dissati anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, ajjhene."
appaccakkhāya,ger,not giving up; not disavowing; not renouncing; not rejecting,VIN PAT PA 1,methunadhammasikkhāpadaṃ,"yo pana bhikkhu bhikkhūnaṃ sikkhāsājīvasamāpanno sikkhaṃ <b>appaccakkhāya</b> dubbalyaṃ anāvikatvā methunaṃ dhammaṃ paṭiseveyya, antamaso tiracchānagatāya'pi, pārājiko hoti asaṃvāso.",,,,,,,,,
abbhetabba,ptp,(vinaya) should be rehabilitated; should be reintegrated; should be readmitted,VIN PAT SA,saṅghādisesuddeso,"parivutthaparivāsena bhikkhunā uttari chārattaṃ bhikkhumānattāya paṭipajjitabbaṃ, ciṇṇamānatto bhikkhu yattha siyā vīsatigaṇo bhikkhusaṅgho, tattha so bhikkhu <b>abbhetabbo</b>.",,,,,,,,,
abhikkanta 3,pp,advanced; progressed; moved on; (comm) ending; depletion,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","atha kho aññatarā devatā <b>abhikkantāya</b> rattiyā abhikkantavaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.",UD45,uposathasuttaṃ,"atha kho āyasmā ānando <b>abhikkantāya</b> rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etadavoca",,,,,,
abhikkantavaṇṇa,adj,stunningly beautiful; of extraordinary appearance,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","atha kho aññatarā devatā abhikkantāya rattiyā <b>abhikkantavaṇṇā</b> kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.",,,,,,,,,
abhikkantāya rattiyā,idiom,as the evening passed; as the night progressed,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","atha kho aññatarā devatā <b>abhikkantāya rattiyā</b> abhikkantavaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi.",,,,,,,,,
abhijjhādomanassa,masc,covetousness and depression; wanting and unhappiness; craving and aversion,MN107,gaṇakamoggallānasuttaṃ,yatv'ādhikaraṇam'enaṃ cakkhu'ndriyaṃ asaṃvutaṃ viharantaṃ <b>abhijjhādomanassā</b> pāpakā akusalā dhammā anvāssaveyyuṃ,SN45.8,vibhaṅgasuttaṃ," bhikkhu kāye kāy'ānupassī viharati ātāpī sampajāno satimā, vineyya loke <b>abhijjhādomanassaṃ</b>.",,,,,,
abhirati,fem,pleasure (in); delight (in); happiness (in),DHP88,paṇḍitavaggo,"tatra-<b>abhiratim</b>'iccheyya,
hitvā kāme akiñcano",VIN1.1.4,catutthapārājikaṃ,uttarimanussadhammo nāma jhānaṃ vimokkho samādhi samāpatti ñāṇadassanaṃ maggabhāvanā phalasacchikiriyā kilesappahānaṃ vinīvaraṇatā cittassa suññ'āgāre <b>abhirati</b>.,,,,,,
amanasikāra 1,masc,non-attention (to); ignoring,SN47.9,"satipaṭṭhānasaṃyuttaṃ, gilānasuttaṃ","yasmiṃ, ānanda, samaye tathāgato sabbanimittānaṃ <b>amanasikārā</b> ekaccānaṃ vedanānaṃ nirodhā animittaṃ cetosamādhiṃ upasampajja viharati, phāsutaro, ānanda, tasmiṃ samaye tathāgatassa kāyo hoti.",MN43,mahāvedallasuttaṃ,"dve kho, āvuso, paccayā animittāya cetovimuttiyā samāpattiyā, sabbanimittānañ'ca <b>amanasikāro</b>, animittāya ca dhātuyā manasikāro.",,,,,,
arañña,nt,forest; wood; wild; wilderness,MN118,ānāpānassatisuttaṃ,"bhikkhu <b>arañña</b>gato vā rukkhamūlagato vā suññ'āgāragato vā nisīdati, pallaṅkaṃ ābhujitvā, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.",TH257,pārāpariyattheragāthā,"<b>araññe</b> rukkhamūlesu, kandarāsu guhāsu ca.
vivekam'anubrūhantā, vihaṃsu tap'parāyaṇā",DHP99,arahantavaggo,"ramaṇīyāni <b>araññāni</b>,
yattha na ramatī jano,
vītarāgā ramissanti,
na te kāmagavesino.",SN12.65,nagarasuttaṃ,"seyyathā'pi, bhikkhave, puriso <b>araññe</b> pavane caramāno passeyya purāṇaṃ maggaṃ purāṇ'añjasaṃ pubbakehi manussehi anuyātaṃ."
asammosa 1,masc,not forgetting; non-confusion,SN45.8,vibhaṅgasuttaṃ,"uppannānaṃ kusalānaṃ dhammānaṃ ṭhitiyā <b>asammosāya</b> bhiyyobhāvāya vepullāya bhāvanāya pāripūriyā chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati, ayaṃ vuccati bhikkhave sammāvāyāmo.",,,,,,,,,
asaṃvāsa 1,adj,(vinaya) expelled; excommunicated; unaffiliated; not part of the community,VIN PAT PA 4,uttarimanussadhammasikkhāpadaṃ,"ajānam'evaṃ āvuso avacaṃ jānāmi, apassaṃ passāmi, tucchaṃ musā vilapin'ti, aññatra adhimānā, ayam'pi pārājiko hoti <b>asaṃvāso</b>.",VIN PAT PA 1,methunadhammasikkhāpadaṃ,"yo pana bhikkhu bhikkhūnaṃ sikkhāsājīvasamāpanno sikkhaṃ appaccakkhāya dubbalyaṃ anāvikatvā methunaṃ dhammaṃ paṭiseveyya, antamaso tiracchānagatāya'pi, pārājiko hoti <b>asaṃvāso</b>.",,,,,,
asesaṃ,ind,completely; entirely; totally; without remnant,SNP56,"ajita māṇava pucchā
pārāyanavaggo 1","yam'etaṃ pañhaṃ apucchi,
ajita taṃ vadāmi te,
yattha nāmañ'ca rūpañ'ca,
<b>asesaṃ</b> uparujjhati,
viññāṇassa nirodhena,
etth'etaṃ uparujjhati.",SNP1,"uragasuttaṃ
uragavaggo 1","yo rāgam'udacchidā <b>asesaṃ</b>,
bhisapupphaṃ'va saroruhaṃ vigayha,
so bhikkhu jahāti orapāraṃ,
urago jiṇṇam'iva tacaṃ purāṇaṃ.",,,,,,
avoca,aor,said (something to somebody),AN8.53,saṃkhittasuttaṃ,ekam'antaṃ ṭhitā kho sā mahāpajāpatī gotamī bhagavantaṃ etad<b>avoca</b>,SN12.12,moḷiyaphaggunasuttaṃ,"evaṃ vutte, āyasmā moḷiyaphagguno bhagavantaṃ etadavoca, ko nu kho, bhante, viññāṇ'āhāraṃ āhāretī'ti? no kallo pañho'ti bhagavā <b>avoca</b>, āhāretī'ti ahaṃ na vadāmi.",DHP133,daṇḍavaggo,"mā-<b>avoca</b> pharusaṃ kañci,
vuttā paṭivadeyyu taṃ,
dukkhā hi sārambhakathā,
paṭidaṇḍā phuseyyu taṃ.",UD45,uposathasuttaṃ,"atha kho āyasmā ānando abhikkantāya rattiyā, nikkhante paṭhame yāme, uṭṭhāy'āsanā ek'aṃsaṃ uttar'āsaṅgaṃ karitvā yena bhagavā ten'añjaliṃ paṇāmetvā bhagavantaṃ etad<b>avoca</b>"
āgamma 1,ger,coming (to); arriving (at); meeting (with),DHP189,buddhavaggo,"n'etaṃ kho saraṇaṃ khemaṃ,
n'etaṃ saraṇam'uttamaṃ,
n'etaṃ saraṇam'<b>āgamma</b>,
sabbadukkhā pamuccati.",DHP87,paṇḍitavaggo,"kaṇhaṃ dhammaṃ vippahāya, sukkaṃ bhāvetha paṇḍito,
okā anokam'<b>āgamma</b>, viveke yattha dūramaṃ.",MN40,cūḷāssapurasuttaṃ,so taṃ pokkharaṇiṃ <b>āgamma</b> vineyya udakapipāsaṃ vineyya ghammapariḷāhaṃ,,,
ātāpī,adj,avid; ardent; zealous; with continuous effort,SN45.8,vibhaṅgasuttaṃ,"idha, bhikkhave, bhikkhu kāye kāy'ānupassī viharati <b>ātāpī</b> sampajāno satimā, vineyya loke abhijjhādomanassaṃ",AN8.53,saṃkhittasuttaṃ,"sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam'ahaṃ bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā <b>ātāpinī</b> pahit'attā vihareyyan'ti.",DHP144,daṇḍavaggo,"asso yathā bhadro kasāniviṭṭho,
<b>ātāpino</b> saṃvegino bhavātha,
saddhāya sīlena ca vīriyena ca,
samādhinā dhammavinicchayena ca,
sampannavijjācaraṇā patissatā,
jahissatha dukkham'idaṃ anappakaṃ.",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","niddaṃ na bahulīkareyya,
jāgariyaṃ bhajeyya <b>ātāpī</b>,
tandiṃ māyaṃ hassaṃ khiḍḍaṃ,
methunaṃ vippajahe savibhūsaṃ."
ādāya 4,ger,adopting; assuming; according (to),VIN PAT SA 11,bhedānuvattakasikkhāpadaṃ,"te evaṃ vadeyyuṃ m'āyasmanto etaṃ bhikkhuṃ kiñci avacuttha, dhammavādī c'eso bhikkhu, vinayavādī c'eso bhikkhu, amhākañ'c'eso bhikkhu chandañ'ca ruciñ'ca <b>ādāya</b> voharati",,,,,,,,,
ānisaṃsa 1,masc,profit (in); benefit (in); advantage (of); good result (of),TH195,dhammikattheragāthā,"dhammo have rakkhati dhammacāriṃ,
dhammo suciṇṇo sukham'āvahati.
esa-<b>ānisaṃso</b> dhamme suciṇṇe,
na duggatiṃ gacchati dhammacārī.",AN5.202,dhammassavanasuttaṃ,"pañc'ime, bhikkhave, <b>ānisaṃsā</b> dhammassavane. katame pañca? assutaṃ suṇāti, sutaṃ pariyodāpeti, kaṅkhaṃ vitarati, diṭṭhiṃ ujuṃ karoti, cittam'assa pasīdati.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","pakappitā saṅkhatā yassa dhammā,
purakkhatā santi avīvadātā,
yadattani passati <b>ānisaṃsaṃ</b>,
taṃ nissito kuppapaṭicca santiṃ.",AN5.207,yāgusuttaṃ,"pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, ām'āvasesaṃ pāceti. ime kho, bhikkhave, pañca <b>ānisaṃsā</b> yāguyā'ti."
ābhujitvā,abs,having bent; having folded,MN107,gaṇakamoggallānasuttaṃ,"so pacchābhattaṃ piṇḍapātapaṭikkanto nisīdati pallaṅkaṃ <b>ābhujitvā</b>, ujuṃ kāyaṃ paṇidhāya, parimukhaṃ satiṃ upaṭṭhapetvā.",JAa1.N.1,sumedha kathā,"ayya sumedhatāpasa, porāṇakabodhisattānaṃ pallaṅkaṃ <b>ābhujitvā</b>, pāramiyo vicinissāmā'ti nisinnakāle yāni pubbanimittāni nāma paññāyanti, tāni sabbāni'pi ajja pātubhūtāni",,,,,,
āmāvasesa,masc,undigested remains of food,AN5.207,yāgusuttaṃ,"pañc'ime, bhikkhave, ānisaṃsā yāguyā. katame pañca? khuddaṃ paṭihanati, pipāsaṃ paṭivineti, vātaṃ anulometi, vatthiṃ sodheti, <b>ām'āvasesaṃ</b> pāceti. ime kho, bhikkhave, pañca ānisaṃsā yāguyā'ti.",,,,,,,,,
