id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
8148,abhisaṅkharoti 2,pr,does; performs,AN3.70,akusalamūlasuttaṃ,"yadapi, bhikkhave, lobho tadapi akusalamūlaṃ, yadapi luddho <b>abhisaṅkharoti</b> kāyena vācāya manasā tadapi akusalaṃ",,,,,,,,,
8575,amu,pron,(of person or place or thing) that; such; so and so,MN51,kandarakasuttaṃ,"pisuṇaṃ vācaṃ pahāya pisuṇāya vācāya paṭivirato hoti, ito sutvā na amutra akkhātā imesaṃ bhedāya, amutra vā sutvā na imesaṃ akkhātā <b>amūsaṃ</b> bhedāya",AN3.101,loṇakapallasuttaṃ,"seyyathā'pi, bhikkhave, puriso loṇaphalaṃ paritte udakamallake pakkhipeyya. taṃ kiṃ maññatha, bhikkhave, api nu taṃ parittaṃ udakaṃ <b>amunā</b> loṇaphalena loṇaṃ assa apeyyan'ti? evaṃ, bhante.",MN75,māgaṇḍiyasuttaṃ,"taṃ kiṃ maññasi, māgaṇḍiya, api nu so jacc'andho puriso jānanto passanto <b>amuṃ</b> telamalikataṃ sāhuḷicīraṃ paṭiggaṇheyya ... udāhu cakkhumato saddhāyā'ti?",MN39,mahāassapurasuttaṃ,ahaṃ kho sakamhā gāmā <b>amuṃ</b> gāmaṃ agacchiṃ
8690,amha 1.1,pr,we are,Thai,,te mayaṃ otiṇṇā-<b>amha</b> jātiyā jarāmaraṇena,SN1.37,samayasuttaṃ,"mahāsamayo pavanasmiṃ,
devakāyā samāgatā,
āgat'<b>amha</b> imaṃ dhammasamayaṃ,
dakkhitāye aparājitasaṅghan'ti.",MN40,cūḷāssapurasuttaṃ,"samaṇā samaṇā'ti vo, bhikkhave, jano sañjānāti. tumhe ca pana, ke tumhe'ti puṭṭhā samānā, samaṇā-<b>amhā</b>'ti paṭijānātha.",,,
8702,amhi,pr,I am,AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,"byādhidhammo-<b>amhi</b>, byādhiṃ anatīto",SN5.5,uppalavaṇṇāsuttaṃ,"cittasmiṃ vasībhūt'āmhi,
iddhipādā subhāvitā,
sabbabandhanamutta-<b>amhi</b>,
na taṃ bhāyāmi āvuso'ti.",,,,,,
8972,ariya 1,adj,noble; distinguished; of an awakened being; of the Buddha,SN45.8,vibhaṅgasuttaṃ,<b>ariyo</b> aṭṭh'aṅgiko maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo.
tath'ūpamaṃ sappurisaṃ vadāmi, yo <b>ariya</b>saccāni avecca passati.",AN8.2,paññāsuttaṃ,"saṅghagato kho pana anānākathiko hoti atiracchānakathiko. sāmaṃ vā dhammaṃ bhāsati, paraṃ vā ajjhesati, <b>ariyaṃ</b> vā tuṇhībhāvaṃ n'ātimaññati.",SN37.34,vaḍḍhīsuttaṃ,"pañcahi, bhikkhave, vaḍḍhīhi vaḍḍhamānā ariyasāvikā <b>ariyāya</b> vaḍḍhiyā vaḍḍhati sār'ādāyinī ca hoti var'ādāyinī ca kāyassa. katamehi pañcahi?"
9100,aroga,adj,healthy; free from disease,AN3.156,pubbaṇhasuttaṃ,"te atthaladdhā sukhitā, viruḷhā buddhasāsane. <b>arogā</b> sukhitā hotha, saha sabbehi ñātibhi",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","atthaṅ'gato so uda vā so n'atthi,
udāhu ve sassatiyā <b>arogo</b>,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo.",DN9.6,poṭṭhapādasuttaṃ,"evam'eva kho, poṭṭhapāda, ye te samaṇabrāhmaṇā evaṃvādino evaṃdiṭṭhino, ek'antasukhī attā hoti <b>arogo</b> paraṃ maraṇā'ti.",,,
9719,asi 2.1,pr,you are,DHP154,jarāvaggo,"gahakāraka diṭṭho-<b>asi</b>, puna gehaṃ na kāhasi,
sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ,
visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam'ajjhagā.",SN4.5,dutiyamārapāsasuttaṃ,"mutt'āhaṃ sabbapāsehi, ye dibbā ye ca mānusā.
mahābandhanamutto'mhi, nihato tvam'<b>asi</b> antakā'ti.",,,,,,
10921,ahu 1.1,aor,was,SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","yaṃ pubbe taṃ visosehi, pacchā te mā-<b>ahu</b> kiñcanaṃ,
majjhe ce no gahessasi, upasanto carissasi.",SN20.7,āṇisuttaṃ,"<b>ahu</b> kho so, bhikkhave, samayo yaṃ ānakassa mudiṅgassa porāṇaṃ pokkharaphalakaṃ antaradhāyi, āṇisaṅghāṭo'va avasissi.",MN22,alagaddūpamasuttaṃ,"idha bhikkhu ekaccassa evaṃ hoti, <b>ahu</b> vata me, taṃ vata me n'atthi, siyā vata me, taṃ vat'āhaṃ na labhāmī'ti.",TH257,pārāpariyattheragāthā,"samaṇassa <b>ahu</b> cintā,
pupphitamhi mahāvane,
ek'aggassa nisinnassa,
pavivittassa jhāyino."
10964,ahosiṃ,aor,I was,TH248,adhimuttattheragāthā,"na me hoti <b>ahosin</b>'ti,
bhavissan'ti na hoti me,
saṅkhārā vigamissanti,
tattha kā paridevanā.",MN2.2,sabbāsavasuttaṃ,<b>ahosiṃ</b> nu kho ahaṃ atītam'addhānaṃ? na nu kho ahosiṃ atītam'addhānaṃ? kiṃ nu kho ahosiṃ atītam'addhānaṃ? kathaṃ nu kho ahosiṃ atītam'addhānaṃ? kiṃ hutvā kiṃ ahosiṃ nu kho ahaṃ atītam'addhānaṃ?,MN39,mahāassapurasuttaṃ,tatra'pi evaṃ aṭṭhāsiṃ evaṃ nisīdiṃ evaṃ abhāsiṃ evaṃ tuṇhī <b>ahosiṃ</b>,AN6.63,nibbedhikasuttaṃ,"vohāravepakkaṃ saññaṃ vadāmi. yathā yathā naṃ sañjānāti tathā tathā voharati, evaṃ saññī <b>ahosin</b>'ti. ayaṃ vuccati saññānaṃ vipāko."
11836,āpajjati 2,pr,arouses; exhibits; produces; brings into being,MN107,gaṇakamoggallānasuttaṃ,"tassa saṃvarāya paṭipajjāhi, rakkhāhi cakkhu'ndriyaṃ, cakkhu'ndriye saṃvaraṃ <b>āpajjāhi</b>.",SN46.3,sīlasuttaṃ,so tathā sato viharanto taṃ dhammaṃ paññāya pavicinati pavicarati parivīmaṃsam'<b>āpajjati</b>.,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"idha gihīhi saṃsaṭṭho viharati, sahanandī sahasokī, sukhitesu sukhito, dukkhitesu dukkhito, uppannesu kiccakaraṇīyesu attanā tesu yogaṃ <b>āpajjati</b>. ayaṃ vuccati manussaggāho.",,,
12086,āmantesi,aor,addressed; said (to); advised,SN22.59,anattalakkhaṇasuttaṃ,"tatra kho bhagavā pañcavaggiye bhikkhū <b>āmantesi</b>, bhikkhavo'ti. bhadante'ti te bhikkhū bhagavato paccassosuṃ. bhagavā etadavoca",,,,,,,,,
12243,āyasmā,masc,venerable,AN10.44,kusinārasuttaṃ,"no ce, bhikkhave, bhikkhu parisuddhakāyasamācāro hoti parisuddhena kāyasamācārena samannāgato acchiddena appaṭimaṃsena, tassa bhavanti vattāro, iṅgha tāva <b>āyasmā</b> kāyikaṃ sikkhassū'ti, iti'ssa bhavanti vattāro",SN12.31,bhūtasuttaṃ,"imassa nu kho, sāriputta, saṃkhittena bhāsitassa kathaṃ vitthārena attho daṭṭhabbo'ti? evaṃ vutte, <b>āyasmā</b> sāriputto tuṇhī ahosi.",SN21.9,tissasuttaṃ,"atha kho <b>āyasmā</b> tisso bhagavato pitucchāputto yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi",MN82,raṭṭhapālasuttaṃ,"atha kho <b>āyasmā</b> raṭṭhapālo sakapitu nivesane n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosam'eva alattha"
12698,āloka,masc,light; brightness; clarity,SN56.11,dhammacakkappavattanasuttaṃ,"idaṃ dukkhaṃ ariyasaccan'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ udapādi, ñāṇaṃ udapādi, paññā udapādi, vijjā udapādi, <b>āloko</b> udapādi.",MN107,gaṇakamoggallānasuttaṃ,"thinamiddhaṃ pahāya vigatathinamiddho viharati <b>āloka</b>saññī sato sampajāno, thinamiddhā cittaṃ parisodheti",SN46.55,saṅgāravasuttaṃ,"seyyathā'pi, brāhmaṇa, udapatto accho vippasanno anāvilo <b>āloke</b> nikkhitto. tattha cakkhumā puriso sakaṃ mukhanimittaṃ paccavekkhamāno yathābhūtaṃ jāneyya passeyya.",DN18.4,janavasabhasuttaṃ,"yathā kho, mārisā, nimittāni dissanti, uḷāro <b>āloko</b> sañjāyati, obhāso pātubhavati, brahmā pātubhavissati"
12877,āsi 1.1,aor,was,TH257,pārāpariyattheragāthā,"aññathā lokanāthamhi, tiṭṭhante puris'uttame.
iriyaṃ <b>āsi</b> bhikkhūnaṃ, aññathā dāni dissati.",MN39,mahāassapurasuttaṃ,"ahaṃ kho pubbe ābādhiko ahosiṃ dukkhito bāḷhagilāno, bhattañ'ca me nacchādesi, na ca me <b>āsi</b> kāye balamattā",SNP32,sabhiyasuttaṃ,"yā me kaṅkhā pure <b>āsi</b>,
taṃ me byākāsi cakkhumā,
addhā munī'si sambuddho,
n'atthi nīvaraṇā tava.",,,
12891,āsiṃ,aor,I was,SN1.50,ghaṭīkārasuttaṃ,"kumbhakāro pure <b>āsiṃ</b>,
vekaḷiṅge ghaṭīkaro,
mātāpettibharo āsiṃ,
kassapassa upāsako.",APA421,patthodanadāyaka therāpadānaṃ,"vanacārī pure <b>āsiṃ</b>,
satataṃ vanakammiko,
patth'odanaṃ gahetvāna,
kamm'antaṃ agamās'ahaṃ.",MN86,aṅgulimālasuttaṃ,"coro ahaṃ pure <b>āsiṃ</b>, aṅgulimālo'ti vissuto.
vuyhamāno mah'oghena, buddhaṃ saraṇam'āgamaṃ.",AN5.23,upakkilesasuttaṃ,"amutra-<b>asiṃ</b> evaṃnāmo evaṃgotto evaṃvaṇṇo evam'āhāro evaṃsukhadukkhappaṭisaṃvedī evam'āyupariyanto, so tato cuto amutra udapādiṃ"
13818,ime,pron,these,MN39,mahāassapurasuttaṃ,so <b>ime</b> pañca nīvaraṇe pahāya cetaso upakkilese paññāya dubbalīkaraṇe,JA9,maghadeva jātakaṃ,"uttam'aṅgaruhā mayhaṃ,
<b>ime</b> jātā vayoharā,
pātubhūtā devadūtā,
pabbajjāsamayo mamā'ti.",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","pucchāmi taṃ bhagavā brūhi me taṃ,
maññāmi taṃ vedaguṃ bhāvit'attaṃ,
kuto nu dukkhā samudāgatā <b>ime</b>,
ye keci lokasmim'anekarūpā.",DN22.5,mahāsatipaṭṭhānasuttaṃ,"tam'enaṃ cakkhumā puriso muñcitvā paccavekkheyya, <b>ime</b> sālī, <b>ime</b> vīhī <b>ime</b> muggā <b>ime</b> māsā <b>ime</b> tilā <b>ime</b> taṇḍulā'ti."
13855,isi,masc,seer; sage,TH262,tālapuṭattheragāthā,"kadā nu paññāmayam'uggatejaṃ,
satthaṃ <b>isīnaṃ</b> sahas'ādiyitvā,
māraṃ sasenaṃ sahasā bhañjissaṃ,
sīh'āsane taṃ nu kadā bhavissati.",AN4.45,rohitassasuttaṃ,"bhūtapubb'āhaṃ, bhante, rohitasso nāma <b>isi</b> ahosiṃ bhojaputto iddhimā vehāsaṅ'gamo.",AN4.48,visākhasuttaṃ,"bhāsaye jotaye dhammaṃ, paggaṇhe <b>isinaṃ</b> dhajaṃ,
subhāsitadhajā isayo, dhammo hi <b>isinaṃ</b> dhajo'ti.",TH257,pārāpariyattheragāthā,"idaṃ vatvā sālavane, samaṇo bhāvit'indriyo.
brāhmaṇo parinibbāyī, <b>isi</b> khīṇapunabbhavo'ti."
14954,udapādi 1,aor,arose (for); sprung up (for),SN56.11,dhammacakkappavattanasuttaṃ,"idaṃ dukkhaṃ ariyasaccan'ti me, bhikkhave, pubbe ananussutesu dhammesu cakkhuṃ <b>udapādi</b>, ñāṇaṃ <b>udapādi</b>, paññā <b>udapādi</b>, vijjā <b>udapādi</b>, āloko <b>udapādi</b>.",VIN4.1.7,pabbajjākathā,"seyyathā'pi nāma suddhaṃ vatthaṃ apagatakāḷakaṃ samma'd'eva rajanaṃ paṭiggaṇheyya, evam'eva yasassa kulaputtassa tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ <b>udapādi</b>, yaṃ kiñci samudayadhammaṃ, sabbaṃ taṃ nirodhadhamman'ti.",SN22.26,assādasuttaṃ,"ñāṇañ'ca pana me dassanaṃ <b>udapādi</b>. akuppā me vimutti, ayamantimā jāti, n'atthi dāni punabbhavo'ti",,,
15660,upadduta,pp,afflicted (by); troubled (by); persecuted (by); oppressed (by); tyrannized (by),TH262,tālapuṭattheragāthā,"kadā aniccaṃ vadharoganīḷaṃ,
kāyaṃ imaṃ maccujarāy'<b>upaddutaṃ</b>,
vipassamāno vītabhayo vihassaṃ,
eko vane taṃ nu kadā bhavissati.",TH262,tālapuṭattheragāthā,"nagā samuddā saritā vasun'dharā,
disā catasso vidisā adho divā,
sabbe aniccā tibhavā <b>upaddutā</b>,
kuhiṃ gato citta sukhaṃ ramissasi.",DN16.39,mahāparinibbānasuttaṃ,"alaṃ, āvuso, mā socittha, mā paridevittha, sumuttā mayaṃ tena mahāsamaṇena. <b>upaddutā</b> ca homa, idaṃ vo kappati, idaṃ vo na kappatī'ti.",,,
15855,upapajjati 1,pr,is reborn (in); re-arises (in),AN5.37,bhojanasuttaṃ,"āyudo balado dhīro, vaṇṇado paṭibhāṇado. sukhassa dātā medhāvī, sukhaṃ so adhigacchati. āyuṃ datvā balaṃ vaṇṇaṃ, sukhañ'ca paṭibhānakaṃ, dīgh'āyu yasavā hoti, yattha yatth'<b>ūpapajjati</b>",VIN1.1.3,tatiyapārājikaṃ,mataṃ te jīvitā seyyo. ito tvaṃ kālaṅ'kato kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ <b>upapajjissasi</b>. tattha dibbehi pañcahi kāmaguṇehi samappito samaṅgībhūto paricāressasī'ti.,DHP140,daṇḍavaggo,"atha v'āssa agārāni,
aggi ḍahati pāvako,
kāyassa bhedā duppañño,
nirayaṃ so-<b>upapajjati</b>.",,,
16090,upasaṅkami,aor,approached; drew near; went (to),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",atha kho aññatarā devatā abhikkantāya rattiyā abhikkantavaṇṇā kevalakappaṃ jetavanaṃ obhāsetvā yena bhagavā tena-<b>upasaṅkami</b>,SN47.10,bhikkhunupassayasuttaṃ,atha kho āyasmā ānando pubb'aṇhasamayaṃ nivāsetvā pattacīvaram'ādāya yena aññataro bhikkhun'upassayo tena-<b>upasaṅkami</b>,,,,,,
17613,ekamantaṃ 1,ind,to one side; aside,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi. <b>ekam'antaṃ</b> ṭhitā kho sā devatā bhagavantaṃ gāthāya ajjhabhāsi,MN107,gaṇakamoggallānasuttaṃ,sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā <b>ekam'antaṃ</b> nisīdi.,,,,,,
18134,evaṃ 1,ind,thus; this; like this; similarly; in the same manner; just as; such,MN107,gaṇakamoggallānasuttaṃ,tathāgato purisadammaṃ labhitvā paṭhamaṃ <b>evaṃ</b> vineti.,MN39,mahāassapurasuttaṃ,"tassa <b>evaṃ</b> jānato <b>evaṃ</b> passato kām'āsavā'pi cittaṃ vimuccati, bhav'āsavā'pi cittaṃ vimuccati, avijj'āsavā'pi cittaṃ vimuccati",SNP68,"udaya māṇava pucchā
pārāyanavaggo 13","ajjhattañ'ca bahiddhā ca,
vedanaṃ n'ābhinandato,
<b>evaṃ</b> satassa carato,
viññāṇaṃ uparujjhatī'ti.",SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","accī yathā vātavegena khittā,
atthaṃ paleti na upeti saṅkhaṃ,
<b>evaṃ</b> munī nāmakāyā vimutto,
atthaṃ paleti na upeti saṅkhaṃ."
20078,kappati,pr,it is suitable (for); it is proper (for); it is fitting (for); it is allowable,SN42.10,maṇicūḷakasuttaṃ,"<b>kappati</b> samaṇānaṃ sakyaputtiyānaṃ jātarūparajataṃ, sādiyanti samaṇā sakyaputtiyā jātarūparajataṃ, paṭiggaṇhanti samaṇā sakyaputtiyā jātarūparajatan'ti!",VIN1.4.3.3,bhesajjasikkhāpadaṃ,sappi nāma gosappi vā ajikāsappi vā mahiṃsasappi vā yesaṃ maṃsaṃ <b>kappati</b> tesaṃ sappi.,DN16.39,mahāparinibbānasuttaṃ,"alaṃ, āvuso, mā socittha, mā paridevittha, sumuttā mayaṃ tena mahāsamaṇena. upaddutā ca homa, idaṃ vo <b>kappati</b>, idaṃ vo na <b>kappatī</b>'ti.",,,
20404,kammunā,nt,by action; by deed; by doing,SNP7,"vasalasuttaṃ
uragavaggo 7","ete kho vasalā vuttā,
mayā yete pakāsitā,
na jaccā vasalo hoti,
na jaccā hoti brāhmaṇo,
<b>kammunā</b> vasalo hoti,
<b>kammunā</b> hoti brāhmaṇo.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na vedagū diṭṭhiyā na mutiyā,
sa mānam'eti na hi tammayo so,
na <b>kammunā</b> no'pi sutena neyyo,
anūpanīto sa nivesanesu.",MN98,vāseṭṭhasuttaṃ,"kassako <b>kammunā</b> hoti, sippiko hoti <b>kammunā</b>.
vāṇijo <b>kammunā</b> hoti, pessako hoti <b>kammunā</b>.",,,
20791,kassaka,masc,farmer; ploughman,MN98,vāseṭṭhasuttaṃ,"<b>kassako</b> kammunā hoti,
sippiko hoti kammunā,
vāṇijo kammunā hoti,
pessiko hoti kammunā.",SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","<b>kassako</b> paṭijānāsi,
na ca passāma te kasiṃ,
kasiṃ no pucchito brūhi,
yathā jānemu te kasiṃ.",SN22.102,aniccasaññāsuttaṃ,"seyyathā'pi, bhikkhave, saradasamaye <b>kassako</b> mahānaṅgalena kasanto sabbāni mūlasantānakāni sampadālento kasati",,,
21294,kāraka 2,masc,builder,DHP154,jarāvaggo,"gaha<b>kāraka</b> diṭṭho'si, puna gehaṃ na kāhasi,
sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ,
visaṅkhāragataṃ cittaṃ, taṇhānaṃ khayam'ajjhagā.",SN1.47,vanaropasuttaṃ,"ārāmaropā vanaropā,
ye janā setu<b>kārakā</b>,
papañ'ca udapānañ'ca,
ye dadanti upassayaṃ.",,,,,,
23381,khattiya 2,masc,man of the ruling caste; high caste man; nobleman,DHP294,pakiṇṇakavaggo,"mātaraṃ pitaraṃ hantvā,
rājāno dve ca <b>khattiye</b>,
raṭṭhaṃ sānucaraṃ hantvā,
anīgho yāti brāhmaṇo.",SNP58,"puṇṇaka māṇava pucchā
pārāyanavaggo 3","anejaṃ mūladassāviṃ,
atthi pañhena āgamaṃ,
kiṃ nissitā isayo manujā,
<b>khattiyā</b> brāhmaṇā devatānaṃ,
yaññam'akappayiṃsu puthū'dha loke,
pucchāmi taṃ bhagavā brūhi me taṃ.",VIN2.5.1.2,omasavādasikkhāpadaṃ,"santi idh'ekacce <b>khattiyā</b>, brāhmaṇā'ti bhaṇati",TH257,pārāpariyattheragāthā,"bhesajjesu yathā vejjā, kicc'ākicce yathā gihī.
gaṇikā'va vibhūsāyaṃ, issare <b>khattiyā</b> yathā."
23437,khandha 1,masc,mass; heap; pile; volume; aggregation,VIBH6.1,paṭiccasamuppādavibhaṅgo,evam'etassa kevalassa dukkha<b>kkhandhassa</b> samudayo hoti,MN27,cūḷahatthipadopamasuttaṃ,so aparena samayena appaṃ vā bhoga<b>kkhandhaṃ</b> pahāya mahantaṃ vā bhoga<b>kkhandhaṃ</b> pahāya appaṃ vā ñātiparivaṭṭaṃ pahāya mahantaṃ vā ñātiparivaṭṭaṃ pahāya,AN3.101,loṇakapallasuttaṃ,taṃ kissa hetu? asu hi bhante gaṅgāya nadiyā mahā udaka<b>kkhandho</b> so amunā loṇaphalena loṇo na assa apeyyo'ti.,,,
