pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
āroha 1,masc,rider; driver,MN51,kandarakasuttaṃ,"atha kho pesso ca hatth'<b>āroha</b>putto kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi.",MN61,ambalaṭṭhika rāhulovādasuttaṃ,"tattha hatth'<b>arohassa</b> evaṃ hoti, ayaṃ kho rañño nāgo īsādanto urūḷhavā abhijāto saṅgām'āvacaro saṅgāmagato … rakkhat'eva soṇḍaṃ.",,,,,,
iriyā 1,fem,posture; deportment,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā teladhārā'va, ahosi <b>iriyā</b>patho.",,,,,,,,,
iriyāpatha 2,masc,"posture; pose; deportment; (specifically) walking, standing, sitting, and lying down",TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā teladhārā'va, ahosi <b>iriyāpatho</b>.",MN20,vitakkasaṇṭhānasuttaṃ,"evañ'hi so, bhikkhave, puriso oḷārikaṃ oḷārikaṃ <b>iriyāpathaṃ</b> abhinivajjetvā sukhumaṃ sukhumaṃ iriyāpathaṃ kappeyya.",MN91,brahmāyusuttaṃ,"atha kho uttarassa māṇavassa etadahosi, samannāgato kho samaṇo gotamo dvattiṃsamahāpurisalakkhaṇehi. yaṃnūn'āhaṃ samaṇaṃ gotamaṃ anubandheyyaṃ, <b>iriyāpatham</b>'assa passeyyan'ti.",,,
orasa 1,adj,(of a child) natural; legitimate; own,ITI100,brāhmaṇadhammayāgasuttaṃ,"tassa me tumhe puttā <b>orasā</b> mukhato jātā dhammajā dhammanimmitā dhammadāy'ādā, no āmisadāy'ādā.",,,,,,,,,
kaṇṇa 1,masc,ear,MN51,kandarakasuttaṃ,yā sā vācā n'elā <b>kaṇṇa</b>sukhā pemanīyā hadayaṅ'gamā porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti,VIN1.1.3,tatiyapārājikaṃ,"dujjīvitaṃ nāma hatthacchinnassa pādacchinnassa hatthapādacchinnassa <b>kaṇṇa</b>cchinnassa nāsacchinnassa <b>kaṇṇa</b>nāsacchinnassa, iminā ca pāpakena iminā ca dujjīvitena mataṃ te jīvitā seyyo'ti.",,,,,,
kaṇṇasukha,adj,easy on the ear; pleasant to hear,MN51,kandarakasuttaṃ,yā sā vācā n'elā <b>kaṇṇasukhā</b> pemanīyā hadayaṅ'gamā porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,,,,,,,,,
kandaraka,masc,name of a wandering ascetic,MN51,kandarakasuttaṃ,"atha kho pesso ca hatth'ārohaputto <b>kandarako</b> ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi.",,,,,,,,,
kāyavūpakāsa,masc,physical seclusion; bodily isolation,SN46.3,sīlasuttaṃ,"tathārūpānaṃ, bhikkhave, bhikkhūnaṃ dhammaṃ sutvā dvayena vūpakāsena vūpakaṭṭho viharati, <b>kāyavūpakāsena</b> ca cittavūpakāsena ca.",AN8.2,paññāsuttaṃ,"so taṃ dhammaṃ sutvā dvayena vūpakāsena sampādeti, <b>kāyavūpakāsena</b> ca cittavūpakāsena ca.",,,,,,
kāḷī 3,fem,name of Mahāmoggallāna's sister in a previous incarnation,MN50,māratajjanīyasuttaṃ,"bhūtapubbāhaṃ, pāpima, dūsī nāma māro ahosiṃ, tassa me <b>kāḷī</b> nāma bhaginī. tassā tvaṃ putto. so me tvaṃ bhāgineyyo ahosi. tena kho pana, pāpima, samayena kakusandho bhagavā arahaṃ sammāsambuddho loke uppanno hoti.",,,,,,,,,
kusāvatī,fem,name of the royal capital of king Mahāsudassana,SN22.96,gomayapiṇḍasuttaṃ,"bhūtapubb'āhaṃ, bhikkhu, rājā ahosiṃ khattiyo muddh'āvasitto. tassa mayhaṃ, bhikkhu, rañño sato khattiyassa muddh'āvasittassa caturāsītinagarasahassāni ahesuṃ <b>kusāvatī</b> rājadhānippamukhāni.",SN22.96,gomayapiṇḍasuttaṃ,"tesaṃ kho pana, bhikkhu, caturāsītiyā nagarasahassānaṃ ekaññ'eva taṃ nagaraṃ hoti yam'ahaṃ tena samayena ajjhāvasāmi, <b>kusāvatī</b> rājadhānī.",DN2.4,mahāsudassanasuttaṃ,"<b>kusāvatiyā</b>, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",,,
gata 4,nt,going; walking,MN107,gaṇakamoggallānasuttaṃ,"asite pīte khāyite sāyite sampajānakārī, uccārapassāvakamme sampajānakārī, <b>gate</b> ṭhite nisinne sutte jāgarite bhāsite tuṇhībhāve sampajānakārī'ti",TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, <b>gataṃ</b> bhuttaṃ nisevitaṃ.
siniddhā teladhārā'va, ahosi iriyāpatho.",,,,,,
cātummahārājika 1,adj,of the Four Great Kings,SN56.11,dhammacakkappavattanasuttaṃ,<b>cātummahārājikānaṃ</b> devānaṃ saddaṃ sutvā tāvatiṃsā devā saddam'anussāvesuṃ,,,,,,,,,
cittavūpakāsa,masc,mental seclusion; mental isolation,SN46.3,sīlasuttaṃ,"tathārūpānaṃ, bhikkhave, bhikkhūnaṃ dhammaṃ sutvā dvayena vūpakāsena vūpakaṭṭho viharati, kāyavūpakāsena ca <b>cittavūpakāsena</b> ca.",,,,,,,,,
jāgariya,nt,being awake; wakefulness; lucidity,MN107,gaṇakamoggallānasuttaṃ,"ehi tvaṃ, bhikkhu, <b>jāgariyaṃ</b> anuyutto viharāhi, divasaṃ caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","niddaṃ na bahulīkareyya,
<b>jāgariyaṃ</b> bhajeyya ātāpī,
tandiṃ māyaṃ hassaṃ khiḍḍaṃ,
methunaṃ vippajahe savibhūsaṃ.",,,,,,
jātijarā,fem,birth and old age; being born and ageing,DHP238,malavaggo,"so karohi dīpam'attano,
khippaṃ vāyama paṇḍito bhava,
niddhantamalo anaṅgaṇo,
na punaṃ <b>jātijaraṃ</b> upehisi.",AN4.41,samādhibhāvanāsuttaṃ,"saṅkhāya lokasmiṃ paroparāni,
yass'iñjitaṃ n'atthi kuhiñci loke,
santo vidhūmo anīgho nirāso,
atāri so <b>jātijaran</b>'ti brūmī'ti.",MN39,mahāassapurasuttaṃ,"kathañ'ca bhikkhu brāhmaṇo hoti? bāhit'āssa honti pāpakā akusalā dhammā, saṃkilesikā, ponobbhavikā, sadarā, dukkhavipākā, āyatiṃ, <b>jātijarā</b>maraṇiyā.",,,
jātijarāmaraṇiya,adj,leading to birth old age and death,MN39,mahāassapurasuttaṃ,bāhit'āssa honti pāpakā akusalā dhammā saṃkilesikā ponobbhavikā sadarā dukkhavipākā āyatiṃ <b>jātijarāmaraṇiyā</b>,,,,,,,,,
ñū 2,adj,knowing; familiar with; understanding; recognizing,SNP13,ratanasuttaṃ,"varo vara<b>ññū</b> varado var'āharo,
anuttaro dhammavaraṃ adesayi,
idam'pi buddhe ratanaṃ paṇītaṃ,
etena saccena suvatthi hotu.",AN7.23,paṭhamasattakasuttaṃ,yāvakīvañ'ca bhikkhave bhikkhū ye te bhikkhū therā ratta<b>ññū</b> cirapabbajitā saṅghapitaro saṅghapariṇāyakā te sakkarissanti garuṃ karissanti mānessanti pūjessanti tesañ'ca sotabbaṃ maññissanti,,,,,,
tāvatiṃsa 1,adj,belonging to the (Heaven of the) Thirty Three,SN56.11,dhammacakkappavattanasuttaṃ,cātummahārājikānaṃ devānaṃ saddaṃ sutvā <b>tāvatiṃsā</b> devā saddam'anussāvesuṃ,DN18.5,janavasabhasuttaṃ,"yadā, bhante, brahmā sanaṅkumāro devānaṃ <b>tāvatiṃsānaṃ</b> pātubhavati, na tassaṃ parisāyaṃ koci devo abhivādeti vā paccuṭṭheti vā āsanena vā nimanteti.",DN18.4,janavasabhasuttaṃ,"tena sudaṃ, bhante, devatā <b>tāvatiṃsā</b> attamanā honti pamuditā pītisomanassajātā dibbā vata bho kāyā paripūrenti, hāyanti asurakāyā'ti",DN21.2,sakkapañhasuttaṃ,"sakko ce me varaṃ dajjā, <b>tāvatiṃsānam</b>'issaro,
t'āhaṃ bhadde vareyy'āhe, evaṃ kāmo daḷho mama."
tela,nt,(sesame) oil,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā <b>tela</b>dhārā'va, ahosi iriyāpatho.",AN8.30,anuruddha mahāvitakkasuttaṃ,seyyathā'pi nāma gahapatissa vā gahapatiputtassa vā nānābhesajjāni seyyath'idaṃ sappi navanītaṃ <b>telaṃ</b> madhu phāṇitaṃ,SN42.6,asibandhakaputtasuttaṃ,"tatra y'āssa sakkharā vā kaṭhalā vā sā adhogāmī assa, yañ'ca khv'assa tatra sappi vā <b>telaṃ</b> vā taṃ uddhaṃ gāmi assa.",MN107,gaṇakamoggallānasuttaṃ,"seyyathā'pi, bho gotama, nikkujjitaṃ vā ukkujjeyya, paṭicchannaṃ vā vivareyya, mūḷhassa vā maggaṃ ācikkheyya, andhakāre vā <b>tela</b>pajjotaṃ dhāreyya, cakkhumanto rūpāni dakkhantī'ti."
teladhārā,fem,stream of oil,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi,
gataṃ bhuttaṃ nisevitaṃ.
siniddhā <b>teladhārā</b>'va,
ahosi iriyāpatho.",,,,,,,,,
tevijjaka,adj,related to the three Vedas,DN3.13,ambaṭṭhasuttaṃ,"aho vata re amhākaṃ paṇḍitaka, aho vata re amhākaṃ bahussutaka, aho vata re amhākaṃ <b>tevijjaka</b>",DN4.5,soṇadaṇḍasuttaṃ,vihaññati kho ayaṃ soṇadaṇḍo brāhmaṇo sakena cittena. yaṃnūn'āhaṃ soṇadaṇḍaṃ brāhmaṇaṃ sake ācariyake <b>tevijjake</b> pañhaṃ puccheyyan'ti,,,,,,
dukkhavipāka,adj,resulting in suffering; with painful results,MN39,mahāassapurasuttaṃ,samit'āssa honti pāpakā akusalā dhammā saṃkilesikā ponobbhavikā sadarā <b>dukkhavipākā</b> āyatiṃ jātijarāmaraṇiyā,MN61,ambalaṭṭhika rāhulovādasuttaṃ,"yaṃ kho ahaṃ idaṃ kāyena kammaṃ kattukāmo idaṃ me kāyakammaṃ attabyābādhāya'pi saṃvatteyya, parabyābādhāya'pi saṃvatteyya, ubhayabyābādhāya'pi saṃvatteyya, akusalaṃ idaṃ kāyakammaṃ dukkh'udrayaṃ <b>dukkhavipākan</b>'ti",MN20,vitakkasaṇṭhānasuttaṃ,"bhikkhunā tesaṃ vitakkānaṃ ādīnavo upaparikkhitabbo, iti'p'ime vitakkā akusalā, iti'p'ime vitakkā sāvajjā, iti'p'ime vitakkā <b>dukkhavipākā</b>'ti.",,,
dūsī 2,masc,name of a Māra; previous incarnation of Mahāmoggallāna,MN50,māratajjanīyasuttaṃ,"bhūtapubbāhaṃ, pāpima, <b>dūsī</b> nāma māro ahosiṃ, tassa me kāḷī nāma bhaginī. tassā tvaṃ putto. so me tvaṃ bhāgineyyo ahosi. tena kho pana, pāpima, samayena kakusandho bhagavā arahaṃ sammāsambuddho loke uppanno hoti.",,,,,,,,,
dvaya 1,adj,twofold; dual; double,SN46.3,sīlasuttaṃ,dhammaṃ sutvā <b>dvayena</b> vūpakāsena ,VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","methunadhammo nāma yo so asaddhammo gāmadhammo vasaladhammo duṭṭhullaṃ odak'antikaṃ rahassaṃ <b>dvayaṃ</b><b>dvaya</b>samāpatti, eso methunadhammo nāma.",SN46.3,"bojjhaṅgasaṃyuttaṃ, sīlasuttaṃ","tathārūpānaṃ, bhikkhave, bhikkhūnaṃ dhammaṃ sutvā <b>dvayena</b> vūpakāsena vūpakaṭṭho viharati, kāyavūpakāsena ca cittavūpakāsena ca.",,,
dhammaja,adj,born from Dhamma; born of the teaching,ITI100,brāhmaṇadhammayāgasuttaṃ,"tassa me tumhe puttā orasā mukhato jātā <b>dhammajā</b> dhammanimmitā dhammadāy'ādā, no āmisadāy'ādā.",,,,,,,,,
dhammadāyāda,adj,spiritual heir; inheritor of the Dhamma,MN3,dhammadāyādasuttaṃ,"tumhe ca me bhikkhave āmisadāy'ādā bhaveyyātha no <b>dhammadāy'ādā</b>, tumhe'pi tena ādiyā bhaveyyātha, āmisadāy'ādā satthusāvakā viharanti, no <b>dhammadāy'ādā</b>'ti",ITI100,brāhmaṇadhammayāgasuttaṃ,"tassa me tumhe puttā orasā mukhato jātā dhammajā dhammanimmitā <b>dhammadāy'ādā</b>, no āmisadāy'ādā.",,,,,,
dhammanimmita,adj,created by the Dhamma; fashioned from the Dhamma,ITI100,brāhmaṇadhammayāgasuttaṃ,"tassa me tumhe puttā orasā mukhato jātā dhammajā <b>dhammanimmitā</b> dhammadāy'ādā, no āmisadāy'ādā.",,,,,,,,,
dhānī,fem,seat; capital,JA488,bhisa jātakaṃ,"so bajjhataṃ pāsasatehi chabbhi,
rammā vanā niyyatu rāja<b>dhāniṃ</b>,
tuttehi so haññatu pācanehi,
bhisāni te brāhmaṇa yo ahāsi.",DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rāja<b>dhāniyā</b> catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",DN26.9,cakkavattisuttaṃ,"asītivassasahass'āyukesu, bhikkhave, manussesu ayaṃ jambudīpo iddho c'eva bhavissati phīto ca, kukkuṭasampātikā gāmanigamarāja<b>dhāniyo</b>.",,,
nela,adj,polite; gentle; inoffensive,MN51,kandarakasuttaṃ,yā sā vācā <b>n'elā</b> kaṇṇasukhā pemanīyā hadayaṅ'gamā porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,,,,,,,,,
pakkhiya 1,adj,associated with; connected to; siding with,Thai,,handa mayaṃ bodhi<b>pakkhiya</b>dhammapāṭhaṃ bhaṇāmase,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, pubbaratt'āpararattaṃ bodhi<b>pakkhiyānaṃ</b> dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",,,,,,
paṇḍitaka,masc,learned little scholar,DN3.13,ambaṭṭhasuttaṃ,"aho vata re amhākaṃ <b>paṇḍitaka</b>, aho vata re amhākaṃ bahussutaka, aho vata re amhākaṃ tevijjaka",,,,,,,,,
paribhuñjati 1,pr,uses; makes use of,SN12.22,dutiyadasabalasuttaṃ,yesañ'ca mayaṃ <b>paribhuñjāma</b> cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajja-parikkhāraṃ tesaṃ te kārā amhesu mahapphalā bhavissanti mah'ānisaṃsā'ti,VIN2.5.6.8,dubbaṇṇakaraṇasikkhāpadaṃ,"antamaso kus'aggena'pi anādiyitvā tiṇṇaṃ dubbaṇṇakaraṇānaṃ aññataraṃ dubbaṇṇakaraṇaṃ navaṃ cīvaraṃ <b>paribhuñjati</b>, āpatti pācittiyassa.",SN16.1,santuṭṭhasuttaṃ,"aladdhā ca cīvaraṃ na ca paritassissāma, laddhā ca cīvaraṃ agadhitā amucchitā anajjhāpannā ādīnavadassāvino nissaraṇapaññā <b>paribhuñjissāma</b>.",VIN PAT PC 59,vikappana sikkhāpada,"yo pana bhikkhu bhikkhussa vā bhikkhuniyā vā sikkhamānāya vā sāmaṇerassa vā sāmaṇeriyā vā sāmaṃ cīvaraṃ vikappetvā appaccuddhāraṇaṃ <b>paribhuñjeyya</b>, pācittiyaṃ."
pasāda 1,masc,inspiration; faith; trust; confidence,DHP38,cittavaggo,"anavaṭṭhitacittassa,
saddhammaṃ avijānato,
pariplava<b>pasādassa</b>,
paññā na paripūrati.",AN2.135,āyācanavaggo,ananuvicca apariyogāhetvā appasādanīye ṭhāne <b>pasādaṃ</b> upadaṃseti ananuvicca apariyogāhetvā pasādanīye ṭhāne appasādaṃ upadaṃseti,DN16.11,mahāparinibbānasuttaṃ,dhamme avecca<b>ppasādena</b> samannāgato hoti svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko ehipassiko opaneyyiko paccattaṃ veditabbo viññūhī'ti,MN18,madhupiṇḍikasuttaṃ,"evam'eva kho cetaso bhikkhu dabbajātiko, yato yato imassa dhammapariyāyassa paññāya atthaṃ upaparikkheyya, labheth'eva attamanataṃ, labheth'eva cetaso <b>pasādaṃ</b>."
pāpimant 3,masc,evil one; evil personified; epithet of Māra,MN49,brahmanimantanikasuttaṃ,"evaṃ vutte, ahaṃ, bhikkhave, māraṃ <b>pāpimantaṃ</b> etadavocaṃ, jānāmi kho t'āhaṃ, pāpima, mā tvaṃ maññittho, na maṃ jānātī'ti. māro tvam'asi, <b>pāpima</b>.",MN50,māratajjanīyasuttaṃ,"apuññaṃ pasavī māro,
āsajja naṃ tathāgataṃ,
kin'nu maññasi <b>pāpima</b>,
na me pāpaṃ vipaccati.",MN50,māratajjanīyasuttaṃ,"bhūtapubbāhaṃ, <b>pāpima</b>, dūsī nāma māro ahosiṃ, tassa me kāḷī nāma bhaginī. tassā tvaṃ putto. so me tvaṃ bhāgineyyo ahosi.",SN22.63,upādiyamānasuttaṃ,"upādiyamāno kho, bhikkhu, baddho mārassa, anupādiyamāno mutto <b>pāpimato</b>'ti. aññātaṃ bhagavā, aññātaṃ sugatā'ti."
pāsādika 1,adj,pleasing; inspiring confidence,TH257,pārāpariyattheragāthā,"tato <b>pāsādikaṃ</b> āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā teladhārā'va, ahosi iriyāpatho.",AN10.8,jhānasuttaṃ,"imehi kho, bhikkhave, dasahi dhammehi samannāgato bhikkhu samanta<b>pāsādiko</b> ca hoti sabb'ākāraparipūro cā'ti.",MN140,dhātuvibhaṅgasuttaṃ,"atha kho bhagavato etadahosi, <b>pāsādikaṃ</b> kho ayaṃ kulaputto iriyati. yaṃnūn'āhaṃ puccheyyan'ti.",,,
pitaraṃ,masc,father (object),DHP295,pakiṇṇakavaggo,"mātaraṃ <b>pitaraṃ</b> hantvā,
rājāno dve ca sotthiye,
veyagghapañcamaṃ hantvā,
anīgho yāti brāhmaṇo.",,,,,,,,,
pubbarattāpararattaṃ,ind,in the first and last part of the night; in the late evening and early morning,AN6.17,soppasuttaṃ,"indriyesu guttadvārā bhavissāma, bhojane mattaññuno, jāgariyaṃ anuyuttā, vipassakā kusalānaṃ dhammānaṃ, <b>pubbaratt'āpararattaṃ</b> bodhipakkhiyānaṃ dhammānaṃ, bhāvan'ānuyogam'anuyuttā viharissāmā'ti.",,,,,,,,,
pemanīya,adj,endearing; friendly; affectionate,MN51,kandarakasuttaṃ,yā sā vācā n'elā kaṇṇasukhā <b>pemanīyā</b> hadayaṅ'gamā porī bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,,,,,,,,,
pessa 2,masc,name of a layman,MN51,kandarakasuttaṃ,"atha kho <b>pesso</b> ca hatth'ārohaputto kandarako ca paribbājako yena bhagavā ten'upasaṅkamiṃsu, upasaṅkamitvā pesso hatth'ārohaputto bhagavantaṃ abhivādetvā ekam'antaṃ nisīdi.",,,,,,,,,
ponobbhavika,adj,conducive to repeated becoming; leading to renewed existence; leading to rebirth,SN56.11,dhammacakkappavattanasuttaṃ,yāyaṃ taṇhā <b>ponobbhavikā</b> nandirāgasahagatā tatratatr'ābhinandinī seyyath'īdaṃ kāmataṇhā bhavataṇhā vibhavataṇhā,MN49,brahmanimantanikasuttaṃ,"tathāgatassa, pāpima, ye āsavā saṃkilesikā <b>ponobbhavikā</b> sadarā dukkhavipākā āyatiṃ jātijarāmaraṇiyā, te pahīnā ucchinnamūlā tāl'āvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā.",,,,,,
porī,adj,urbane; polite; polished; refined,MN51,kandarakasuttaṃ,yā sā vācā n'elā kaṇṇasukhā pemanīyā hadayaṅ'gamā <b>porī</b> bahujanakantā bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.,AN4.48,visākhasuttaṃ,āyasmā visākho pañcālaputto upaṭṭhānasālāyaṃ bhikkhū dhammiyā kathāya sandasseti ... <b>poriyā</b> vācāya vissaṭṭhāya anelagalāya atthassa viññāpaniyā pariyāpannāya anissitāya,,,,,,
phalikamaya,adj,made of crystal; made of quartz crystal,DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni ahesuṃ. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ <b>phalikamayaṃ</b>.",,,,,,,,,
bahujanakanta,adj,pleasing to the people; loved by the people,MN51,kandarakasuttaṃ,"pharusaṃ vācaṃ pahāya pharusāya vācāya paṭivirato hoti, yā sā vācā n'elā kaṇṇasukhā pemanīyā hadayaṅ'gamā porī <b>bahujanakantā</b> bahujanamanāpā tathārūpiṃ vācaṃ bhāsitā hoti.",,,,,,,,,
bahussutaka,masc,great little scholar; well learned little man,DN3.13,ambaṭṭhasuttaṃ,"aho vata re amhākaṃ paṇḍitaka, aho vata re amhākaṃ <b>bahussutaka</b>, aho vata re amhākaṃ tevijjaka",,,,,,,,,
