pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anuyutta 1,pp,devoted (to); applied oneself (to); practised; doing,MN107,gaṇakamoggallānasuttaṃ,"ehi tvaṃ, bhikkhu, jāgariyaṃ <b>anuyutto</b> viharāhi, divasaṃ caṅkamena nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi",MN20,vitakkasaṇṭhānasuttaṃ,"adhicittam'<b>anuyuttena</b>, bhikkhave, bhikkhunā pañca nimittāni kālena kālaṃ manasi kātabbāni. katamāni pañca?",TH257,pārāpariyattheragāthā,"na-<b>anuyuttā</b> tathā eke, muṇḍā saṅghāṭipārutā.
sambhāvanaṃ'y'ev'icchanti, lābhasakkāramucchitā.",,,
anusāviyamāna,prp,being announced; being declared; being stated,VIN PAT NID,nidānuddeso,"yo pana bhikkhu yāvatatiyaṃ <b>anusāviyamāne</b> saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvād'assa hoti.",,,,,,,,,
anussuka,adj,not zealously desiring; not ambitious; not anxiously striving; calm; relaxed; unagitated,SN1.28,mahaddhanasuttaṃ,"hitvā agāraṃ pabbajitā,
hitvā puttaṃ pasuṃ viyaṃ,
hitvā rāgañ'ca dosañ'ca,
avijjañ'ca virājiya,
khīṇ'āsavā arahanto,
te lokasmiṃ <b>anussukā</b>'ti.",DHP199,sukhavaggo,"susukhaṃ vata jīvāma,
ussukesu <b>anussukā</b>,
ussukesu manassesu,
viharāma <b>anussukā</b>.",,,,,,
antamakāsi,aor,made an end (of); finished (with),SNP32,sabhiyasuttaṃ,"dukkhavepakkaṃ yadatthi kammaṃ,
uddham'adho tiriyaṃ vā'pi majjhe,
paribbājayitvā pariññacārī,
māyaṃ mānam'atho'pi lobhakodhaṃ,
pariy<b>antam'akāsi</b> nāmarūpaṃ,
taṃ paribbājakam'āhu pattipattan'ti.",MN2.8,sabbāsavasuttaṃ,"ayaṃ vuccati, bhikkhave, bhikkhu sabb'āsavasaṃvarasaṃvuto viharati, acchecchi taṇhaṃ, vivattayi saṃyojanaṃ, sammā mān'ābhisamayā <b>antam'akāsi</b> dukkhassā'ti",,,,,,
apaññatta 1,pp,(of a rule) not formulated; not prescribed; not decreed; not declared,AN7.23,paṭhamasattakasutta,"yāvakīvañ'ca bhikkhave bhikkhū <b>apaññattaṃ</b> na paññāpessanti, paññattaṃ na samucchindissanti, yathāpaññattesu sikkhāpadesu samādāya vattissanti",,,,,,,,,
appaṭikkositvā,abs,having not disapproved; having not rejected,AN4.180,mahāpadesasuttaṃ,"tassa, bhikkhave, bhikkhuno bhāsitaṃ n'eva abhinanditabbaṃ nappaṭikkositabbaṃ. anabhinanditvā <b>appaṭikkositvā</b> padabyañjanāni sādhukaṃ uggahetvā sutte otāretabbāni, vinaye sandassetabbāni.",SN46.53,aggisuttaṃ,"atha kho te bhikkhū tesaṃ aññatitthiyānaṃ paribbājakānaṃ bhāsitaṃ n'eva abhinandiṃsu nappaṭikkosiṃsu, anabhinanditvā <b>appaṭikkositvā</b> uṭṭhāy'āsanā pakkamiṃsu, bhagavato santike etassa bhāsitassa atthaṃ ājānissāmā'ti.",,,,,,
abhajitabba,ptp,should not be kept company with; should not be associated with; should not be adhered to; (comm) should not be stuck to,MN46,mahādhammasamādānasuttaṃ,"idha, bhikkhave, assutavā puthujjano ... sevitabbe dhamme na jānāti asevitabbe dhamme na jānāti, bhajitabbe dhamme na jānāti <b>abhajitabbe</b> dhamme na jānāti.",,,,,,,,,
abhiññā 3,ger,directly knowing; understanding experientially,DN16.21,mahāparinibbānasuttaṃ,"bhikkhave, ye te mayā dhammā <b>abhiññā</b> desitā, te vo sādhukaṃ uggahetvā āsevitabbā bhāvetabbā bahulīkātabbā",SN12.17,acelakassapasuttaṃ,"yass'atthāya kulaputtā samma'd'eva agārasmā anagāriyaṃ pabbajanti tad'anuttaraṃ, brahmacariyapariyosānaṃ diṭṭh'eva dhamme sayaṃ <b>abhiññā</b> sacchikatvā upasampajja vihāsi.",,,,,,
abhinanditabba,ptp,should be delighted in; should be approved of; should be applauded,AN4.180,mahāpadesasuttaṃ,"tassa, bhikkhave, bhikkhuno bhāsitaṃ n'eva <b>abhinanditabbaṃ</b> nappaṭikkositabbaṃ. anabhinanditvā appaṭikkositvā padabyañjanāni sādhukaṃ uggahetvā sutte otāretabbāni, vinaye sandassetabbāni.",MN18,madhupiṇḍikasuttaṃ,"yatonidānaṃ, bhikkhu, purisaṃ papañcasaññāsaṅkhā samudācaranti. ettha ce n'atthi <b>abhinanditabbaṃ</b> abhivaditabbaṃ ajjhositabbaṃ.",,,,,,
abhivaditabba,ptp,should be welcomed; should be greeted,MN18,madhupiṇḍikasuttaṃ,"yatonidānaṃ, bhikkhu, purisaṃ papañcasaññāsaṅkhā samudācaranti. ettha ce n'atthi abhinanditabbaṃ <b>abhivaditabbaṃ</b> ajjhositabbaṃ.",,,,,,,,,
amanasikaraṇīya,ptp,should not be attended to; should not be kept in mind,MN2.2,sabbāsavasuttaṃ,"tassa <b>amanasikaraṇīyānaṃ</b> dhammānaṃ amanasikārā manasikaraṇīyānaṃ dhammānaṃ manasikārā anuppannā c'eva āsavā na uppajjanti, uppannā ca āsavā pahīyanti",,,,,,,,,
ambho,ind,hey!; yo!; look here!,DN9.6,poṭṭhapādasuttaṃ,"tam'enaṃ evaṃ vadeyyuṃ, <b>ambho</b> purisa, yassa tvaṃ pāsādassa ārohaṇāya nisseṇiṃ karosi, jānāsi taṃ pāsādaṃ puratthimāya vā disāya dakkhiṇāya vā disāya pacchimāya vā disāya uttarāya vā disāya ucco vā nīco vā majjhimo vā'ti?",AN3.36,devadūtasuttaṃ,"<b>ambho</b> purisa, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ābādhikaṃ dukkhitaṃ bāḷhagilānaṃ, sake muttakarīse palipannaṃ semānaṃ, aññehi vuṭṭhāpiyamānaṃ, aññehi saṃvesiyamānan'ti?",VIN PAT PA 3,manussaviggaha sikkhāpada,"<b>ambho</b> purisa, kiṃ tuyh'iminā pāpakena dujjīvitena? matan'te jīvitā seyyo'ti",,,
ambho purisa,idiom,hey good man; look here my man,VIN PAT PA 3,manussaviggahasikkhāpadaṃ,"<b>ambho purisa</b> kiṃ tuyh'iminā pāpakena dujjīvitena, mataṃ te jīvitā seyyo'ti, iti cittamano cittasaṅkappo anekapariyāyena maraṇavaṇṇaṃ vā saṃvaṇṇeyya",AN3.36,devadūtasuttaṃ,"<b>ambho purisa</b>, na tvaṃ addasa manussesu itthiṃ vā purisaṃ vā ābādhikaṃ dukkhitaṃ bāḷhagilānaṃ, sake muttakarīse palipannaṃ semānaṃ, aññehi vuṭṭhāpiyamānaṃ, aññehi saṃvesiyamānan'ti?",SN35.238,āsīvisopamasuttaṃ,"yaṃ te, <b>ambho purisa</b>, karaṇīyaṃ taṃ karohī'ti.",,,
ayo,masc,iron,MN152,indriyabhāvanāsuttaṃ,divasaṃsantatte <b>ayo</b>kaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya,,,,,,,,,
ayokaṭāha,masc,iron pot; iron pan,MN152,indriyabhāvanāsuttaṃ,divasaṃsantatte <b>ayokaṭāhe</b> dve vā tīṇi vā udakaphusitāni nipāteyya,,,,,,,,,
asamaya 1,masc,wrong time; inopportune time; inappropriate occasion,AN5.54,samayasuttaṃ,"pañc'ime, bhikkhave, asamayā padhānāya. katame pañca? idha, bhikkhave, bhikkhu jiṇṇo hoti jarāyābhibhūto. ayaṃ, bhikkhave, paṭhamo <b>asamayo</b> padhānāya.",,,,,,,,,
asevitabba,ptp,should not be associated with; should not be affiliated with; should not be partaken of,MN46,mahādhammasamādānasuttaṃ,"idha, bhikkhave, assutavā puthujjano ... sevitabbe dhamme na jānāti <b>asevitabbe</b> dhamme na jānāti, bhajitabbe dhamme na jānāti abhajitabbe dhamme na jānāti.",AN10.54,samathasuttaṃ,"cīvaram'p'āhaṃ, bhikkhave, duvidhena vadāmi, sevitabbam'pi <b>asevitabbam</b>'pi. piṇḍapātam'p'āhaṃ, bhikkhave, duvidhena vadāmi, sevitabbam'pi <b>asevitabbam</b>'pi.",,,,,,
assa 4.1,pron,to him; for him,VIN PAT NID,nidānuddeso,"yo pana bhikkhu, yāvatatiyaṃ anusāviyamāne, saramāno santiṃ āpattiṃ n'āvikareyya, sampajānamusāvāda-<b>assa</b> hoti.",AN11.9,saddhasuttaṃ,"assakhaḷuṅko hi, sandha, doṇiyā baddho, yavasaṃ yavasan'ti jhāyati. taṃ kissa hetu? na hi, sandha, assakhaḷuṅkassa doṇiyā baddhassa evaṃ hoti, kiṃ nu kho maṃ ajja assadammasārathi kāraṇaṃ kāressati, kim'<b>assa</b>-ahaṃ paṭikaromī'ti.",,,,,,
assāmika 1,adj,without a paying benefactor; with no patron,VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"saññācikāya pana bhikkhunā kuṭiṃ kārayamānena <b>assāmikaṃ</b> att'uddesaṃ pamāṇikā kāretabbā, tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'antarā",,,,,,,,,
avacanīya 1,ptp,incorrigible; uninstructible; unteachable; unadmonishable,VIN1.2.12,dubbaca sikkhāpadaṃ,mā āyasmā attānaṃ <b>avacanīyaṃ</b> akāsi,VIN PAT SA 12,dubbacasikkhāpadaṃ,bhikkhu pan'eva dubbacajātiko hoti uddesapariyāpannesu sikkhāpadesu bhikkhūhi sahadhammikaṃ vuccamāno attānaṃ <b>avacanīyaṃ</b> karoti,,,,,,
avissajjetvā,abs,having not got rid (of); having not given up,VIN PAT NP 14,chabbassasikkhāpadaṃ,"orena ce channaṃ vassānaṃ taṃ santhataṃ vissajjetvā vā <b>avissajjetvā</b> vā aññaṃ navaṃ santhataṃ kārāpeyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ.",,,,,,,,,
aṃsa 1.1,masc,share; portion; part,DHP72,bālavaggo,"yāva'd'eva anatthāya,
ñattaṃ bālassa jāyati,
hanti bālassa sukka-<b>aṃsaṃ</b>,
muddham'assa vipātayaṃ.",SN47.12,nālandasuttaṃ,"atha kiñ'carahi ty'āyaṃ, sāriputta, uḷārā āsabhī vācā bhāsitā, eka-<b>aṃso</b> gahito, sīhanādo nadito",AN4.42,pañhabyākaraṇasuttaṃ,"atthi bhikkhave pañho eka-<b>aṃsa</b>byākaraṇīyo, atthi pañho vibhajjabyākaraṇīyo, atthi pañho paṭipucchābyākaraṇīyo, atthi pañho ṭhapanīyo.",,,
ādikalyāṇa,adj,beneficial in the beginning; good from the get go,SN55.7,veḷudvāreyyasuttaṃ,so dhammaṃ deseti <b>ādikalyāṇaṃ</b> majjhekalyāṇaṃ pariyosānakalyāṇaṃ sātthaṃ sabyañjanaṃ kevalaparipuṇṇaṃ parisuddhaṃ brahmacariyaṃ pakāseti,,,,,,,,,
āmantāpetvā,abs,having sent (for); having had summoned,DN23.20,pāyāsisuttaṃ,"atha kho pāyāsi rājañño uttaraṃ māṇavaṃ <b>āmantāpetvā</b> etadavoca, saccaṃ kira tvaṃ, tāta uttara, dānaṃ datvā evaṃ anuddisasi, imin'āhaṃ dānena pāyāsiṃ rājaññam'eva imasmiṃ loke samāgacchiṃ, mā parasmin'ti",,,,,,,,,
ārādhayi 2,aor,pleased; satisfied,MN21,kakacūpamasuttaṃ,"atha kho bhagavā bhikkhū āmantesi, <b>ārādhayiṃsu</b> vata me, bhikkhave, bhikkhū ekaṃ samayaṃ cittaṃ. idh'āhaṃ, bhikkhave, bhikkhū āmantesiṃ, ahaṃ kho, bhikkhave, ek'āsanabhojanaṃ bhuñjāmi.",,,,,,,,,
āsevitabba,ptp,should be practised; should be pursued; should be devoted to; should be indulged in,DN16.21,mahāparinibbānasuttaṃ,"bhikkhave, ye te mayā dhammā abhiññā desitā, te vo sādhukaṃ uggahetvā <b>āsevitabbā</b> bhāvetabbā bahulīkātabbā",AN10.194,āsevitabbadhammasuttaṃ,"katamo ca, bhikkhave, <b>āsevitabbo</b> dhammo? sammādiṭṭhi, ayaṃ vuccati, bhikkhave, <b>āsevitabbo</b> dhammo'ti.",MN139,araṇavibhaṅgasuttaṃ,"na <b>āsevitabbaṃ</b>, na bhāvetabbaṃ, na bahulīkātabbaṃ, bhāyitabbaṃ etassa sukhassā'ti, vadāmi.",,,
āhāre paṭikūlasaññā,idiom,recognition of the unpleasantness of food; perception of the repulsiveness of food,AN7.49,dutiyasaññāsuttaṃ,"<b>āhāre paṭikūlasaññā</b>paricitena, bhikkhave, bhikkhuno cetasā bahulaṃ viharato rasataṇhāya cittaṃ patilīyati patikuṭati pativattati, na sampasāriyati upekkhā vā pāṭikulyatā vā saṇṭhāti.",AN10.237,rāgapeyyālaṃ,"asubhasaññā, maraṇasaññā, <b>āhāre paṭikūlasaññā</b>, sabbaloke anabhiratasaññā, aniccasaññā, anicce dukkhasaññā, dukkhe anattasaññā, pahānasaññā, virāgasaññā, nirodhasaññā",,,,,,
uggahetvā 3,abs,having learned; having memorized,AN4.180,mahāpadesasuttaṃ,"anabhinanditvā appaṭikkositvā padabyañjanāni sādhukaṃ <b>uggahetvā</b> sutte otāretabbāni, vinaye sandassetabbāni.",DN16.20,mahāparinibbānasuttaṃ,"na tāv'āhaṃ, pāpima, parinibbāyissāmi, yāva me bhikkhuniyo na sāvikā bhavissanti … sakaṃ ācariyakaṃ <b>uggahetvā</b> ācikkhissanti desessanti paññapessanti paṭṭhapessanti",SNP32,sabhiyasuttaṃ,atha kho sabhiyo paribbājako tassā devatāya santike te pañhe <b>uggahetvā</b> ye te samaṇabrāhmaṇā saṅghino gaṇino gaṇ'ācariyā ñātā yasassino titthakarā sādhusammatā bahujanassa ... te upasaṅkamitvā te pañhe pucchati.,,,
uñcha,masc,gleaning; food gathered for subsistence,AN5.54,samayasuttaṃ,"puna caparaṃ, bhikkhave, dubbhikkhaṃ hoti dussassaṃ dullabhapiṇḍaṃ, na sukaraṃ <b>uñchena</b> paggahena yāpetuṃ. ayaṃ, bhikkhave, tatiyo asamayo padhānāya.",,,,,,,,,
uttara 2.04,masc,name of a young Brahman,DN23.20,pāyāsisuttaṃ,"atha kho pāyāsi rājañño <b>uttaraṃ</b> māṇavaṃ āmantāpetvā etadavoca, saccaṃ kira tvaṃ, tāta <b>uttara</b>, dānaṃ datvā evaṃ anuddisasi",,,,,,,,,
uttari 1.2,ind,more (than); moreover; further (than); beyond,MN91,brahmāyusuttaṃ,"apalokento kho pana so bhavaṃ gotamo sabbakāyen'eva apaloketi, so na uddhaṃ ulloketi, na adho oloketi, na ca vipekkhamāno gacchati, yugamattañ'ca pekkhati, tato c'assa <b>uttari</b> anāvaṭaṃ ñāṇadassanaṃ bhavati.",AN10.51,sacittasuttaṃ,"tena, bhikkhave, bhikkhunā tesu'y'eva kusalesu dhammesu patiṭṭhāya <b>uttari</b> āsavānaṃ khayāya yogo karaṇīyo'ti.",VIN PAT NP 7,tatuttari sikkhāpada,"tañ'ce aññātako gahapati vā gahapatānī vā bahūhi cīvarehi abhihaṭṭhuṃ pavāreyya, santar'uttaraparamaṃ tena bhikkhunā tato cīvaraṃ sāditabbaṃ. tato ce <b>uttari</b> sādiyeyya, nissaggiyaṃ pācittiyaṃ.",VIN PAT PC 73,mohana sikkhāpada,"na ca tassa bhikkhuno aññāṇakena mutti atthi, yañ'ca tattha āpattiṃ āpanno tañ'ca yathādhammo kāretabbo, <b>uttari</b> c'assa moho āropetabbo"
udaka 1.1,nt,water,AN5.23,upakkilesasuttaṃ,"pathaviyā'pi ummujjanimujjaṃ kareyyaṃ, seyyathā'pi <b>udake</b>, <b>udake</b>'pi abhijjamāno gaccheyyaṃ, seyyathā'pi pathaviyaṃ, ākāse'pi pallaṅkena kameyyaṃ, seyyathā'pi pakkhī sakuṇo",SN35.247,chappāṇakasuttaṃ,"ahi āviñcheyya, vammikaṃ pavekkhāmī'ti, susumāro āviñcheyya, <b>udakaṃ</b> pavekkhāmī'ti, pakkhī āviñcheyya, ākāsaṃ ḍessāmī'ti",VIN PAT PC 20,sappāṇaka sikkhāpada,"yo pana bhikkhu jānaṃ sappāṇakaṃ <b>udakaṃ</b> tiṇaṃ vā mattikaṃ vā siñceyya vā siñcāpeyya vā, pācittiyaṃ.",AN3.101,loṇakapallasuttaṃ,"seyyathā'pi,…, asu hi, bhante, gaṅgāya nadiyā mahā <b>udaka</b>kkhandho so amunā loṇakapallena loṇo na assa apeyyo"
udakaphusita,nt,drop of water,MN152,indriyabhāvanāsuttaṃ,"seyyathā'pi, ānanda, īsakaṃpoṇe padumapalāse <b>udakaphusitāni</b> pavattanti",VIN2.5.6.7,nahānasikkhāpadaṃ,"vātavuṭṭhisamayo nāma bhikkhū sarajena vātena okiṇṇā honti, dve vā tīṇi vā <b>udakaphusitāni</b> kāye patitāni honti, vātavuṭṭhisamayo'ti nahāyitabbaṃ.",MN152,indriyabhāvanāsuttaṃ,"balavā puriso divasaṃsantatte ayokaṭāhe dve vā tīṇi vā <b>udakaphusitāni</b> nipāteyya. dandho, ānanda, udakaphusitānaṃ nipāto, atha kho naṃ khippam'eva parikkhayaṃ pariyādānaṃ gaccheyya.",,,
ekaṃsa 1.1,adj,definite; sure; straight; with absolute assurance,AN4.42,pañhabyākaraṇasuttaṃ,"atthi, bhikkhave, pañho <b>ek'aṃsa</b>vyākaraṇīyo, atthi, bhikkhave, pañho vibhajjavyākaraṇīyo, atthi, bhikkhave, pañho paṭipucchāvyākaraṇīyo, atthi, bhikkhave, pañho ṭhapanīyo",,,,,,,,,
ekāsanabhojana,nt,eating in one sitting; (comm) eating up to seven times between dawn and noon,MN65,bhaddālisuttaṃ,"etha, tumhe'pi, bhikkhave, <b>ek'āsanabhojanaṃ</b> bhuñjatha. <b>ek'āsanabhojanaṃ</b> kho, bhikkhave, tumhe'pi bhuñjamānā app'ābādhatañ'ca sañjānissatha app'ātaṅkatañ'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti.",,,,,,,,,
otarati 2,pr,fits (with); is found (in); cross-references (with),AN4.180,mahāpadesasuttaṃ,"na c'eva sutte <b>otaranti</b> na vinaye sandissanti, niṭṭham'ettha gantabbaṃ, addhā, idaṃ na c'eva tassa bhagavato vacanaṃ arahato sammāsambuddhassa, ",,,,,,,,,
otāriyamāna,prp,being checked (in); being gone into (in); being cross-referenced (in),,,,,,,,,,,,
otāretabba,ptp,should be checked (in); should be gone into (in); should be cross-referenced,AN4.180,mahāpadesasuttaṃ,"tassa, bhikkhave, bhikkhuno bhāsitaṃ n'eva abhinanditabbaṃ nappaṭikkositabbaṃ. anabhinanditvā appaṭikkositvā padabyañjanāni sādhukaṃ uggahetvā sutte <b>otāretabbāni</b>, vinaye sandassetabbāni.",,,,,,,,,
orena 1,ind,earlier (than); sooner (than),VIN PAT NP 14,chabbassasikkhāpadaṃ,"navaṃ pana bhikkhunā santhataṃ kārāpetvā chabbassāni dhāretabbaṃ, <b>orena</b> ce channaṃ vassānaṃ taṃ santhataṃ vissajjetvā vā avissajjetvā vā aññaṃ navaṃ santhataṃ kārāpeyya aññatra bhikkhusammutiyā, nissaggiyaṃ pācittiyaṃ.",VIN2.5.6.7,nahāna sikkhāpadaṃ,"yo pana bhikkhu <b>orena</b>-addhamāsaṃ nahāyeyya, pācittiyan'ti",VIN PAT NP 24,vassikasāṭika sikkhāpada,"<b>orena</b> ce māso seso gimhānan'ti vassikasāṭikacīvaraṃ pariyeseyya, oren'addhamāso seso gimhānan'ti katvā nivāseyya, nissaggiyaṃ pācittiyaṃ.",,,
kaṭāha 1,masc,pot; pan; cauldron,MN10.8,mahāsatipaṭṭhānasuttaṃ,"ūru'ṭṭhikaṃ, kaṭi'ṭṭhikaṃ, phāsuk'aṭṭhikaṃ, piṭṭhi'ṭṭhikaṃ, khandh'aṭṭhikaṃ, gīv'aṭṭhikaṃ, hanuk'aṭṭhikaṃ, dant'aṭṭhikaṃ, aññena sīsa<b>kaṭāhaṃ</b>.",MN152,indriyabhāvanāsuttaṃ,divasaṃsantatte ayo<b>kaṭāhe</b> dve vā tīṇi vā udakaphusitāni nipāteyya,,,,,,
kātabba 2,ptp,should be made,MN56,upālisuttaṃ,"purimen'ev'āhaṃ, bhante, opammena bhagavato attamano abhiraddho. api c'āhaṃ imāni bhagavato vicitrāni pañhapaṭibhānāni sotu'kāmo, ev'āhaṃ bhagavantaṃ paccanīkaṃ <b>kātabbaṃ</b> amaññissaṃ",MN20,vitakkasaṇṭhānasuttaṃ,"adhicittam'anuyuttena, bhikkhave, bhikkhunā pañca nimittāni kālena kālaṃ manasi <b>kātabbāni</b>. katamāni pañca?",,,,,,
kārayamāna 2,prp,building,VIN PAT SA 6,kuṭikārasikkhāpadaṃ,"saññācikāya pana bhikkhunā kuṭiṃ <b>kārayamānena</b> assāmikaṃ att'uddesaṃ pamāṇikā kāretabbā, tatr'idaṃ pamāṇaṃ, dīghaso dvādasa vidatthiyo sugatavidatthiyā, tiriyaṃ satt'antarā",VIN PAT PC 19,mahallakavihāra sikkhāpada,mahallakaṃ pana bhikkhunā vihāraṃ <b>kārayamānena</b> yāva dvārakosā aggalaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ,,,,,,
