id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
952,accaya 3,masc,fault; offence; transgression,AN9.11,sīhanādasuttaṃ,"taggha taṃ, bhikkhu, <b>accayo</b> accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo tvaṃ sāriputtaṃ asatā tucchā musā abhūtena abbhācikkhi",MN140,dhātuvibhaṅgasuttaṃ,"<b>accayo</b> maṃ, bhante, accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo'haṃ bhagavantaṃ āvusovādena samudācaritabbaṃ amaññissaṃ.",SN12.70,susimasuttaṃ,"tassa me, bhante, bhagavā <b>accayaṃ</b> accayato paṭiggaṇhātu, āyatiṃ saṃvarāyāti.",VIN1.2.6,kuṭikārasikkhāpadaṃ,ekaṃ piṇḍaṃ anāgate āpatti thull'<b>accayassa</b>. tasmiṃ piṇḍe āgate āpatti saṅghādisesassa.
1077,acchidda 1,pp,unbroken; flawless; without cracks,MN48,kosambiyasuttaṃ,bhikkhu yāni tāni sīlāni akhaṇḍāni <b>acchiddāni</b> asabalāni akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni,DHP229,kodhavaggo,"yaṃ ce viññū pasaṃsanti,
anuvicca suve suve,
<b>acchidda</b>vuttiṃ medhāviṃ,
paññāsīlasamāhitaṃ.",AN6.55,soṇasuttaṃ,"seyyathā'pi, bhante, selo pabbato <b>acchiddo</b> asusiro ekagghano. atha puratthimāya ce'pi disāya āgaccheyya bhusā vātavuṭṭhi n'eva naṃ saṅkampeyya na sampakampeyya na sampavedheyya",,,
1160,ajāta 1,pp,unborn; uncreated; unproduced,ITI43,ajātasuttaṃ,"<b>ajātaṃ</b> asamuppannaṃ,
asokaṃ virajaṃ padaṃ,
nirodho dukkhadhammānaṃ,
saṅkhār'ūpasamo sukho'ti.",UD73,tatiya nibbāna paṭisaṃyuttasuttaṃ,"atthi, bhikkhave, <b>ajātaṃ</b> abhūtaṃ akataṃ asaṅkhataṃ.",SN22.62,niruttipathasuttaṃ,"yaṃ, bhikkhave, rūpaṃ <b>ajātaṃ</b> apātubhūtaṃ, bhavissatī'ti tassa saṅkhā, bhavissatī'ti tassa samaññā, bhavissatī'ti tassa paññatti",,,
2415,atītānāgatapaccuppanna,adj,"in the past, the future and the present",SN22.59,anattalakkhaṇasuttaṃ,"tasmā't'iha, bhikkhave, yaṅkiñci rūpaṃ <b>atīt'ānāgatapaccuppannaṃ</b> ajjhattaṃ vā bahiddhā vā oḷārikaṃ vā sukhumaṃ vā hīnaṃ vā paṇītaṃ vā yaṃ dūre santike vā",MN18,madhupiṇḍikasuttaṃ,yaṃ papañceti tatonidānaṃ purisaṃ papañcasaññāsaṅkhā samudācaranti <b>atītānāgatapaccuppannesu</b> cakkhuviññeyyesu rūpesu,,,,,,
2491,attani 2,masc,when self; when oneself,MN22,alagaddūpamasuttaṃ,"<b>attani</b> ca, bhikkhave, attaniye ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?",MN22,alagaddūpamasuttaṃ,"<b>attani</b> vā, bhikkhave, sati attaniyaṃ me'ti assā'ti? evaṃ, bhante. attaniye vā, bhikkhave, sati attā me'ti assā'ti? evaṃ, bhante.",,,,,,
2492,attaniya,adj,one's own; belonging to oneself; fit to be a self,SN35.85,suññatalokasuttaṃ,"kittāvatā nu kho, bhante, suñño loko'ti vuccatī'ti? yasmā ca kho, ānanda, suññaṃ attena vā <b>attaniyena</b> vā tasmā suñño loko'ti vuccati.",MN22,alagaddūpamasuttaṃ,"attani vā, bhikkhave, sati <b>attaniyaṃ</b> me'ti assā'ti? evaṃ, bhante. <b>attaniye</b> vā, bhikkhave, sati attā me'ti assā'ti? evaṃ, bhante.",MN22,alagaddūpamasuttaṃ,"attani ca, bhikkhave, <b>attaniye</b> ca saccato thetato anupalabbhamāne, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?",SN22.33,natumhākaṃsuttaṃ,"api nu tumhākaṃ evam'assa, amhe jano harati vā ḍahati vā yathāpaccayaṃ vā karotī'ti? no hetaṃ, bhante. taṃ kissa hetu? na hi no etaṃ, bhante, attā vā <b>attaniyaṃ</b> vā'ti."
2863,adassāvī,adj,who has no regard (for),SN22.1,nakulapitusuttaṃ,"idha, gahapati, assutavā puthujjano ariyānaṃ <b>adassāvī</b> ariyadhammassa akovido ariyadhamme avinīto sappurisānaṃ <b>adassāvī</b> sappurisadhammassa akovido sappurisadhamme avinīto rūpaṃ attato samanupassati",,,,,,,,,
3037,addhuva,adj,not stable; not enduring; not eternal,DHPa2.13.7,pesakāradhītāvatthu,"<b>addhuvaṃ</b> jīvitaṃ, dhuvaṃ maraṇaṃ, avassaṃ mayā maritabbaṃ, maraṇapariyosānaṃ me jīvitaṃ, jīvitaṃ me aniyataṃ , maraṇaṃ me niyataṃ",MN49,brahmanimantanikasuttaṃ,"yatra hi nāma aniccaṃ'y'eva samānaṃ niccan'ti vakkhati, <b>addhuvaṃ</b>'y'eva samānaṃ dhuvan'ti vakkhati, asassataṃ'y'eva samānaṃ sassatan'ti vakkhati",ITI43,ajātasuttaṃ,"jātaṃ bhūtaṃ samuppannaṃ,
kataṃ saṅkhatam'<b>addhuvaṃ</b>,
jarāmaraṇasaṅghāṭaṃ,
roganīḷaṃ pabhaṅguraṃ.",TH262,tālapuṭattheragāthā,"satthā ca me lokam'imaṃ adhiṭṭhahi,
aniccato <b>addhuvato</b> asārato,
pakkhanda maṃ citta jinassa sāsane,
tārehi oghā mahatā suduttarā."
3038,addhuvato,ind,as unstable; as unenduring; as not eternal,TH262,tālapuṭattheragāthā,"satthā ca me lokam'imaṃ adhiṭṭhahi,
aniccato <b>addhuvato</b> asārato,
pakkhanda maṃ citta jinassa sāsane,
tārehi oghā mahatā suduttarā.",,,,,,,,,
3152,adhigata 1,pp,got; acquired; attained; achieved,AN10.48,pabbajitābhiṇhasuttaṃ,"atthi nu kho me uttari manussadhammā alam'ariyañāṇadassanaviseso <b>adhigato</b>, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti pabbajitena abhiṇhaṃ paccavekkhitabbaṃ",AN4.61,pattakammasuttaṃ,"sa kho so, gahapati, ariyasāvako uṭṭhānavīriya-<b>adhigatehi</b> bhogehi bāhābalaparicitehi sed'āvakkhittehi dhammikehi dhammaladdhehi imāni cattāri pattakammāni kattā hoti.",VIN1.1.4,catutthapārājikaṃ,"samanuggāhīyamāno'ti yaṃ vatthu paṭiññātaṃ hoti tasmiṃ vatthusmiṃ samanuggāhīyamāno, kin'te <b>adhigataṃ</b>, kin'ti te <b>adhigataṃ</b>, kadā te <b>adhigataṃ</b>, kattha te <b>adhigataṃ</b>",SN12.65,"nidānasaṃyuttaṃ, nagarasuttaṃ","tassa mayhaṃ, bhikkhave, etadahosi, <b>adhigato</b> kho my'āyaṃ maggo bodhāya, yad'idaṃ nāmarūpanirodhā viññāṇanirodho."
3200,adhiṭṭhahi 1,aor,fixed attention (on),TH262,tālapuṭattheragāthā,"satthā ca me lokam'imaṃ <b>adhiṭṭhahi</b>,
aniccato addhuvato asārato,
pakkhanda maṃ citta jinassa sāsane,
tārehi oghā mahatā suduttarā.",,,,,,,,,
3404,adhunā,ind,recently; now; presently; at this time,AN4.73,sappurisasuttaṃ,"tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ <b>adhunā</b>-āgatavadhukāsamena cetasā viharissāmā'ti",AN5.114,andhakavindasuttaṃ,"ye te, ānanda, bhikkhū navā acirapabbajitā <b>adhunā</b>-āgatā imaṃ dhammavinayaṃ, te vo, ānanda, bhikkhū pañcasu dhammesu samādapetabbā nivesetabbā patiṭṭhāpetabbā",,,,,,
3406,adhunāgata,adj,recently come (to); newly arrived (to),SN47.4,sālasuttaṃ,"ye te, bhikkhave, bhikkhū navā acirapabbajitā <b>adhun'āgatā</b> imaṃ dhammavinayaṃ, te vo, bhikkhave, bhikkhū catunnaṃ satipaṭṭhānānaṃ bhāvanāya samādapetabbā nivesetabbā patiṭṭhāpetabbā.",,,,,,,,,
3475,anaṅgaṇa,adj,spotless; blemish free,MN39,mahāassapurasuttaṃ,so evaṃ samāhite citte parisuddhe pariyodāte <b>anaṅgaṇe</b> vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivās'ānussatiñāṇāya sattānaṃ cut'ūpapātañāṇāya āsavānaṃ khayañāṇāya cittaṃ abhininnāmeti.,TH244,khadiravaniyarevatattheragāthā,"<b>anaṅgaṇassa</b> posassa,
niccaṃ sucigavesino,
vāl'aggamattaṃ pāpassa,
abbhamattaṃ'va khāyati.",DHP125,pāpavaggo,"yo appaduṭṭhassa narassa dussati,
suddhassa posassa <b>anaṅgaṇassa</b>,
tam'eva bālaṃ pacceti pāpaṃ,
sukhumo rajo paṭivātaṃ'va khitto.",DHP351,taṇhāvaggo,"niṭṭhaṅ'gato asantāsī, vītataṇho <b>anaṅgaṇo</b>,
acchindi bhavasallāni, antimo'yaṃ samussayo."
3539,anatimānī,adj,who is not conceited; who is not arrogant; who is humble,SNP8,mettasuttaṃ,"karaṇīyam'atthakusalena,
yantaṃ santaṃ padaṃ abhisamecca,
sakko ujū ca sūjū ca,
suvaco c'assa mudu <b>anatimānī</b>.",MN8,sallekhasuttaṃ,"pare atimānī bhavissanti, mayam'ettha <b>anatimānī</b> bhavissāmā'ti sallekho karaṇīyo.",,,,,,
3550,anattato,ind,as impersonal; as not oneself; as non-subjective,SN12.66,sammasasuttaṃ,"ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti <b>anattato</b> dakkhissanti rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ pajahissanti.",AN9.36,jhānasuttaṃ,"so yadeva tattha hoti rūpagataṃ vedanāgataṃ saññāgataṃ saṅkhāragataṃ viññāṇagataṃ, te dhamme aniccato dukkhato rogato gaṇḍato sallato aghato ābādhato parato palokato suññato <b>anattato</b> samanupassati.",,,,,,
4132,aniccato,ind,as impermanent; as unstable; as transient; as unreliable,AN4.49,vipallāsasuttaṃ,"tesaṃ sutvāna sappaññā,
sacittaṃ paccaladdhā te,
aniccaṃ <b>aniccato</b> dakkhuṃ,
dukkham'addakkhu dukkhato.",SN12.66,sammasasuttaṃ,"ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ <b>aniccato</b> dakkhissanti … te taṇhaṃ pajahissanti",AN4.49,vipallāsasuttaṃ,"aniccaṃ <b>aniccato</b> dakkhuṃ, dukkham'addakkhu dukkhato.
anattani anattā'ti, asubhaṃ asubhat'addasuṃ.
sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti",SN36.5,daṭṭhabbasuttaṃ,"yo sukhaṃ dukkhato adda, dukkham'addakkhi sallato.
adukkham'asukhaṃ santaṃ, addakkhi naṃ <b>aniccato</b>."
4499,anuṭṭhita 1.1,pp,practised; established; (comm) repeatedly practised,SN35.247,chappāṇakasuttaṃ,"daḷhe khīle vā thambhe vā'ti kho, bhikkhave, kāyagatāya satiyā etaṃ adhivacanaṃ. tasmā't'iha vo, bhikkhave, evaṃ sikkhitabbaṃ, kāyagatā no sati bhāvitā bhavissati bahulīkatā yānīkatā vatthukatā <b>anuṭṭhitā</b> paricitā susamāraddhā'ti.",,,,,,,,,
4744,anupalabbhamāna 1,prp,not being found; being nonexistent,SN22.85,yamakasuttaṃ,"ettha ca te, āvuso yamaka, diṭṭh'eva dhamme saccato thetato tathāgate <b>anupalabbhamāne</b>, kallaṃ nu te taṃ veyyākaraṇaṃ",MN22,alagaddūpamasuttaṃ,"attani ca, bhikkhave, attaniye ca saccato thetato <b>anupalabbhamāne</b>, yam'pi taṃ diṭṭhiṭṭhānaṃ, so loko so attā, so pecca bhavissāmi nicco dhuvo sassato avipariṇāmadhammo, sassatisamaṃ tath'eva ṭhassāmī'ti, nan'āyaṃ, bhikkhave, kevalo paripūro bāladhammo'ti?",,,,,,
5383,anuvattī,adj,following; acting according to; obedient to,DHP86,paṇḍitavaggo,"ye ca kho samma'd'akkhāte,
dhamme dhamma-<b>anuvattino</b>,
te janā pāram'essanti,
maccudheyyaṃ suduttaraṃ.",TH262,tālapuṭattheragāthā,"ye tuyha chandena vasena vattino,
narā ca nārī ca anubhonti yaṃ sukhaṃ,
aviddasū māravasa-<b>anuvattino</b>,
bhav'ābhinandī tava citta sāvakā'ti.",,,,,,
6030,apagata 1,pp,without; free (from); with no,VIN4.1.7,pabbajjākathā,"seyyathā'pi nāma suddhaṃ vatthaṃ <b>apagata</b>kāḷakaṃ samma'd'eva rajanaṃ paṭiggaṇheyya, evam'eva yasassa kulaputtassa tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi, yaṃ kiñci samudayadhammaṃ, sabbaṃ taṃ nirodhadhamman'ti.",DN22.7,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu seyyathā'pi passeyya sarīraṃ sivathikāya chaḍḍitaṃ aṭṭhikasaṅkhalikaṃ <b>apagata</b>maṃsalohitaṃ nhārusambandhaṃ",,,,,,
6331,aparāmaṭṭha,pp,not grasped; not clung to; (comm) irreproachable,MN48,kosambiyasuttaṃ,bhikkhu yāni tāni sīlāni akhaṇḍāni acchiddāni asabalāni akammāsāni bhujissāni viññuppasatthāni <b>aparāmaṭṭhāni</b> samādhisaṃvattanikāni.,,,,,,,,,
7320,abbhuggata,pp,arisen (about); spread (about); circulated (about),VIN1.0,verañjakaṇḍaṃ,taṃ kho pana bhavantaṃ gotamaṃ evaṃ kalyāṇo kittisaddo <b>abbhuggato</b>,MN91,brahmāyusuttaṃ,"ehi tvaṃ, tāta uttara, yena samaṇo gotamo ten'upasaṅkama, upasaṅkamitvā samaṇaṃ gotamaṃ jānāhi yadi vā taṃ bhavantaṃ gotamaṃ tathā santaṃ'y'eva saddo <b>abbhuggato</b>, yadi vā no tathā",,,,,,
7392,abyatta,pp,inexperienced; incompetent; inept; untrained,AN9.35,gāvīupamāsuttaṃ,"seyyathā'pi, bhikkhave, gāvī pabbateyyā bālā <b>abyattā</b> akhettaññū akusalā visame pabbate carituṃ.",SN47.8,sūdasuttaṃ,"seyyathā'pi, bhikkhave, bālo <b>abyatto</b> akusalo sūdo rājānaṃ vā rājamahāmattaṃ vā nānaccayehi sūpehi paccupaṭṭhito assa.",AN2.135,āyācanavaggo,"dvīhi, bhikkhave, dhammehi samannāgato bālo <b>abyatto</b> asappuriso khataṃ upahataṃ attānaṃ pariharati sāvajjo ca hoti sānuvajjo ca viññūnaṃ bahuñ'ca apuññaṃ pasavati",,,
7820,abhininnāmeti 1,pr,inclines (towards); bends (towards); directs (towards),MN39,mahāassapurasuttaṃ,so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigat'ūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivās'ānussatiñāṇāya sattānaṃ cut'ūpapātañāṇāya āsavānaṃ khayañāṇāya cittaṃ <b>abhininnāmeti</b>.,AN3.102,paṃsudhovakasuttaṃ,yassa yassa ca abhiññā sacchikaraṇīyassa dhammassa cittaṃ <b>abhininnāmeti</b> abhiññā sacchikiriyāya tatra tatr'eva sakkhibhabbataṃ pāpuṇāti sati satiāyatane.,,,,,,
8411,abhūta 1,pp,not become; not happened,UD73,tatiya nibbāna paṭisaṃyuttasuttaṃ,"atthi, bhikkhave, ajātaṃ <b>abhūtaṃ</b> akataṃ asaṅkhataṃ",,,,,,,,,
8993,ariyadhamma 2,masc,teaching of the Buddha; noble teaching,TH264,vaṅgīsattheragāthā,"paroparaṃ <b>ariyadhammaṃ</b> viditvā,
mā mohayī jānam'anomavīriya,
vāriṃ yathā ghammani ghammatatto,
vāc'ābhikaṅkhāmi sutaṃ pavassa.",MN2.2,sabbāsavasuttaṃ,"ariyānaṃ adassāvī <b>ariyadhammassa</b> akovido ariyadhamme avinīto, sappurisānaṃ adassāvī sappurisadhammassa akovido sappurisadhamme avinīto",,,,,,
9022,ariyasāvaka,masc,disciple of the noble ones; a noble disciple,SN45.8,vibhaṅgasuttaṃ,"idha bhikkhave <b>ariyasāvako</b> micchāājīvaṃ pahāya sammāājīvena jīvitaṃ kappeti, ayaṃ vuccati bhikkhave sammāājīvo.",SN22.1,nakulapitusuttaṃ,"idha, gahapati, sutavā <b>ariyasāvako</b> ariyānaṃ dassāvī ariyadhammassa kovido ariyadhamme suvinīto sappurisānaṃ dassāvī sappurisadhammassa kovido sappurisadhamme suvinīto na rūpaṃ attato samanupassati",MN9,sammādiṭṭhisuttaṃ,"kittāvatā nu kho, āvuso, <b>ariyasāvako</b> sammādiṭṭhi hoti",SN22.47,samanupassanāsuttaṃ,"tiṭṭhanti kho pana, bhikkhave, tatth'eva pañc'indriyāni. ath'ettha sutavato <b>ariyasāvakassa</b> avijjā pahīyati, vijjā uppajjati."
9320,asaṅkhata,pp,unconditioned; not created; unformed; unconstructed; epithet of Nibbāna; (comm) not made,AN3.48,asaṅkhatalakkhaṇasuttaṃ,"tīṇ'imāni, bhikkhave, <b>asaṅkhatassa</b> <b>asaṅkhata</b>lakkhaṇāni. katamāni tīṇi? na uppādo paññāyati, na vayo paññāyati, na ṭhitassa aññathattaṃ paññāyati. imāni kho, bhikkhave, tīṇi <b>asaṅkhatassa</b> <b>asaṅkhata</b>lakkhaṇānī'ti.",SN43.1,kāyagatāsatisuttaṃ,"yo, bhikkhave, rāgakkhayo dosakkhayo mohakkhayo, idaṃ vuccati, bhikkhave, <b>asaṅkhataṃ</b>.",UD73,tatiyanibbāna paṭisaṃyuttasuttaṃ,no c'etaṃ abhavissa ajātaṃ abhūtaṃ akataṃ <b>asaṅkhataṃ</b> na'y'idha jātassa bhūtassa katassa saṅkhatassa nissaraṇaṃ paññāyetha.,,,
9473,asappurisa,masc,bad man; foolish man; unethical man; inferior man; person of no integrity,SN35.246,vīṇopamasuttaṃ,"sabhayo c'eso maggo sappaṭibhayo ca sakaṇṭako ca sagahano ca ummaggo ca kummaggo ca duhitiko ca. <b>asappurisa</b>sevito c'eso maggo, na c'eso maggo sappurisehi sevito.",AN10.61,avijjāsuttaṃ,ko c'āhāro asaddhammassavanassa? <b>asappurisa</b>saṃsevo'ti'ssa vacanīyaṃ,AN2.135,āyācanavaggo,"dvīhi, bhikkhave, dhammehi samannāgato bālo abyatto <b>asappuriso</b> khataṃ upahataṃ attānaṃ pariharati sāvajjo ca hoti sānuvajjo ca viññūnaṃ bahuñ'ca apuññaṃ pasavati",,,
9490,asabala,adj,unspotted; not mottled; not patchy,MN48,kosambiyasuttaṃ,bhikkhu yāni tāni sīlāni akhaṇḍāni acchiddāni <b>asabalāni</b> akammāsāni bhujissāni viññuppasatthāni aparāmaṭṭhāni samādhisaṃvattanikāni.,,,,,,,,,
9585,asammuṭṭha,pp,unmuddled; without confusion; not forgotten,SN1.8,susammuṭṭhasuttaṃ,"yesaṃ dhammā <b>asammuṭṭhā</b>,
paravādesu na nīyare,
te sambuddhā samma'd'aññā,
caranti visame saman'ti.",MN4,bhayabheravasuttaṃ,"āraddhaṃ kho pana me, brāhmaṇa, vīriyaṃ ahosi asallīnaṃ, upaṭṭhitā sati <b>asammuṭṭhā</b>, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek'aggaṃ.",,,,,,
9611,asallīna,pp,active; not sluggish,SN46.3,sīlasuttaṃ,taṃ dhammaṃ paññāya pavicinato pavicarato parivīmaṃsamāpajjato āraddhaṃ hoti vīriyaṃ <b>asallīnaṃ</b>,AN3.40,ādhipateyyasuttaṃ,"so iti paṭisañcikkhati, āraddhaṃ kho pana me vīriyaṃ bhavissati <b>asallīnaṃ</b>, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek'aggan'ti.",,,,,,
9698,asāra,adj,essenceless; substanceless; worthless; useless,DHP11,yamakavaggo,"<b>asāre</b> sāramatino,
sāre c'āsāradassino,
te sāraṃ n'ādhigacchanti,
micchāsaṅkappagocarā.",SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","samantam'<b>asāro</b> loko,
disā sabbā sameritā,
icchaṃ bhavanam'attano,
n'āddasāsiṃ anositaṃ.",DHP12,yamakavaggo,"sārañ'ca sārato ñatvā, <b>asārañ</b>'ca asārato,
te sāraṃ adhigacchanti, sammāsaṅkappagocarā.",,,
9700,asārato,ind,as unessential; as insubstantial; as valueless; as essenceless,DHP12,yamakavaggo,"sārañ'ca sārato ñatvā,
asārañ'ca <b>asārato</b>,
te sāraṃ adhigacchanti,
sammāsaṅkappagocarā.",TH262,tālapuṭattheragāthā,"satthā ca me lokam'imaṃ adhiṭṭhahi,
aniccato addhuvato <b>asārato</b>,
pakkhanda maṃ citta jinassa sāsane,
tārehi oghā mahatā suduttarā.",,,,,,
9705,asāraddha,pp,unagitated; unaroused; unexcited; calm,AN10.51,sacittasuttaṃ,"saṃkiliṭṭhacitto nu kho bahulaṃ viharāmi, asaṃkiliṭṭhacitto nu kho bahulaṃ viharāmi, sāraddhakāyo nu kho bahulaṃ viharāmi, <b>asāraddha</b>kāyo nu kho bahulaṃ viharāmi",MN28,mahāhatthipadopamasuttaṃ,"āraddhaṃ kho pana me vīriyaṃ bhavissati asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo <b>asāraddho</b>, samāhitaṃ cittaṃ ek'aggaṃ.",,,,,,
9727,asita 1.2,nt,eating,MN107,gaṇakamoggallānasuttaṃ,"<b>asite</b> pīte khāyite sāyite sampajānakārī, uccārapassāvakamme sampajānakārī, gate ṭhite nisinne sutte jāgarite bhāsite tuṇhībhāve sampajānakārī'ti.",,,,,,,,,
9885,asoka 1,adj,sorrow-free; free from sadness,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","phuṭṭhassa lokadhammehi,
cittaṃ yassa na kampati,
<b>asokaṃ</b> virajaṃ khemaṃ,
etam'maṅgalam'uttamaṃ.",UD78,visākhāsuttaṃ,"yesaṃ ekaṃ piyaṃ, ekaṃ tesaṃ dukkhaṃ,
yesaṃ n'atthi piyaṃ, n'atthi tesaṃ dukkhaṃ,
<b>asokā</b> te virajā anupāyāsā'ti vadāmī'ti",,,,,,
