pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
āsava 1.2,masc,discharge; suppuration; outflow; effluent; (comm) defilement,MN39,mahāassapurasuttaṃ,"ime <b>āsavā</b>'ti yathābhūtaṃ pajānāti, ayaṃ <b>āsava</b>samudayo'ti yathābhūtaṃ pajānāti, ayaṃ <b>āsava</b>nirodho'ti yathābhūtaṃ pajānāti",MN107,gaṇakamoggallānasuttaṃ,"ye pana te bhikkhū arahanto khīṇ'<b>āsavā</b> vusitavanto katakaraṇīyā ohitabhārā anuppattasadatthā parikkhīṇabhavasaṃyojanā samma'd'aññā vimuttā tesaṃ ime dhammā diṭṭhadhammasukhavihārāya c'eva saṃvattanti, satisampajaññāya cā'ti.",DHP226,kodhavaggo,"sadā jāgaramānānaṃ,
ahoratt'ānusikkhinaṃ,
nibbānaṃ adhimuttānaṃ,
atthaṃ gacchanti <b>āsavā</b>.",MN2.1,sabbāsavasuttaṃ,"jānato ahaṃ passato <b>āsavānaṃ</b> khayaṃ vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ."
āvāsa 1,masc,home (of); dwelling place (of); residence (of),AN4.180,mahāpadesasuttaṃ,asukasmiṃ nāma <b>āvāse</b> saṅgho viharati sathero sapāmokkho. tassa me saṅghassa sammukhā sutaṃ sammukhā paṭiggahitaṃ,UD45,uposathasuttaṃ,"puna caparaṃ, bhikkhave, mahāsamuddo mahataṃ bhūtānaṃ <b>āvāso</b>",DHP73,bālavaggo,"asantaṃ bhāvanam'iccheyya,
purekkhārañ'ca bhikkhusu,
<b>āvāsesu</b> ca issariyaṃ,
pūjā parakulesu ca.",VIN PAT SA 13,kuladūsaka sikkhāpada,pakkamat'āyasmā imamhā <b>āvāsā</b>. alan'te idha vāsenā'ti.
itipi,sandhi,(item being named); it is so; thus; just like this,SN11.3,dhajaggasuttaṃ,<b>iti'pi</b> so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti,MN25,nivāpasuttaṃ,"api ca kho evaṃdiṭṭhikā ahesuṃ, sassato loko <b>iti'pi</b>, asassato loko <b>iti'pi</b>, antavā loko <b>iti'pi</b>, anantavā loko <b>iti'pi</b>, taṃ jīvaṃ taṃ sarīraṃ <b>iti'pi</b>, aññaṃ jīvaṃ aññaṃ sarīraṃ <b>iti'pi</b>, hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, hoti ca na ca hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, n'eva hoti na na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>",MN39,mahāassapurasuttaṃ,"ayaṃ vuccati, bhikkhave, bhikkhu samaṇo <b>iti'pi</b> brāhmaṇo <b>iti'pi</b> nhātako <b>iti'pi</b> vedagū <b>iti'pi</b> sottiyo <b>iti'pi</b> ariyo <b>iti'pi</b> arahaṃ <b>iti'pi</b>",SN12.61,assutavāsuttaṃ,"vuccati cittaṃ <b>iti'pi</b>, mano <b>iti'pi</b>, viññāṇaṃ <b>iti'pi</b>, taṃ rattiyā ca divasassa ca aññadeva uppajjati aññaṃ nirujjhati."
uttari 1.1,adj,superior; supreme; better; higher,AN10.48,pabbajitābhiṇhasuttaṃ,"atthi nu kho me <b>uttari</b>manussadhammā alam'ariyañāṇadassanaviseso adhigato, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti",AN3.27,jigucchitabbasuttaṃ,"nihīyati puriso nihīnasevī,
na ca hāyetha kadāci tulyasevī,
seṭṭham'upanamaṃ udeti khippaṃ,
tasmā attano <b>uttariṃ</b> bhajethā'ti.",SNP43,"paramaṭṭhakasuttaṃ
aṭṭhakavaggo 5","paraman'ti diṭṭhīsu paribbasāno,
yad<b>uttari</b> kurute jantu loke,
hīnā'ti aññe tato sabbam'āha,
tasmā vivādāni avītivatto.",,,
uttarimanussadhamma,masc,super-human state; super-power; super human distinction,AN10.48,pabbajitābhiṇhasuttaṃ,"atthi nu kho me <b>uttarimanussadhammā</b> alam'ariyañāṇadassanaviseso adhigato, so'haṃ pacchime kāle sabrahmacārīhi puṭṭho na maṅku bhavissāmī'ti",VIN PAT PA 4,uttarimanussadhamma sikkhāpada,"yo pana bhikkhu, anabhijānaṃ, <b>uttarimanussadhammaṃ</b> att'ūpanāyikaṃ alam'ariyañāṇadassanaṃ samudācareyya, iti jānāmi, iti passāmī'ti",,,,,,
uddisati 1,pr,recites; chants,VIN PAT NID,nidānuddeso,"suṇātu me bhante saṅgho? ajj'uposatho pannaraso, yadi saṅghassa pattakallaṃ, saṅgho uposathaṃ kareyya, pātimokkhaṃ <b>uddiseyya</b>.",UD45,uposathasuttaṃ,"abhikkantā, bhante, ratti, nikkhanto paṭhamo yāmo, ciranisinno bhikkhusaṅgho, <b>uddisatu</b>, bhante, bhagavā bhikkhūnaṃ pātimokkhan'ti",,,,,,
upādāna 2,nt,grasping; clinging; acquiring; appropriating; taking possession; identifying,SN12.2,vibhaṅgasuttaṃ,"vedanāpaccayā taṇhā, taṇhāpaccayā <b>upādānaṃ</b>, <b>upādāna</b>paccayā bhavo, bhavapaccayā jāti, jātipaccayā jarāmaraṇaṃ soka-parideva-dukkha-domanass'upāyāsā sambhavanti.",SN12.1,paṭiccasamuppādasuttaṃ,"saḷ'āyatananirodho, saḷ'āyatananirodhā, phassanirodho, phassanirodhā, vedanānirodho, vedanānirodhā, taṇhānirodho, taṇhānirodhā, <b>upādāna</b>nirodho",AN5.30,nāgitasuttaṃ,"pañcasu kho, nāgita, upādānakkhandhesu udayabbay'ānupassino viharato <b>upādāne</b> pāṭikulyatā saṇṭhāti, eso tassa nissando'ti.",SN22.121,upādāniyasuttaṃ,"upādāniye ca, bhikkhave, dhamme desessāmi <b>upādānañ</b>'ca. taṃ suṇātha. katame ca, bhikkhave, upādāniyā dhammā, katamaṃ <b>upādānaṃ</b>?"
upāyāsa 1,masc,affliction; difficulty; trouble; despair,SN35.28,ādittasuttaṃ,"kena ādittaṃ? ādittaṃ rāg'agginā, dos'agginā, moh'agginā ādittaṃ, jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi <b>upāyāsehi</b> ādittan'ti vadāmi",MN10,mahāsatipaṭṭhānasuttaṃ,"jāti'pi dukkhā, jarāpi dukkhā, maraṇam'pi dukkhaṃ, sokaparidevadukkhadomanass'<b>upāyāsā</b>'pi dukkhā",AN4.122,ūmibhayasuttaṃ,"idha, bhikkhave, ekacco kulaputto saddhā agārasmā anagāriyaṃ pabbajito hoti, otiṇṇo'mhi jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi <b>upāyāsehi</b>, dukkh'otiṇṇo dukkhapareto.",,,
upāsaka,masc,lay disciple; lay devotee,DN16.27,mahāparinibbānasuttaṃ,"yo kho bhikkhu vā bhikkhunī vā <b>upāsako</b> vā upāsikā vā dhamm'ānudhammappaṭipanno viharati sāmīcippaṭipanno anudhammacārī,",VIN1.2.13,kuladūsaka sikkhāpadaṃ,"addasā kho aññataro <b>upāsako</b> taṃ bhikkhuṃ kīṭāgirismiṃ piṇḍāya carantaṃ. disvāna yena so bhikkhu ten'upasaṅkami, upasaṅkamitvā taṃ bhikkhuṃ abhivādetvā etadavoca, api, bhante, piṇḍo labbhatī'ti?",AN8.30,anuruddha mahāvitakkasuttaṃ,idha bhikkhuno pavivittassa viharato bhavanti upasaṅkamitāro bhikkhū bhikkhuniyo <b>upāsakā</b> upāsikāyo rājāno rājamahāmattā titthiyā titthiyasāvakā.,MN107,gaṇakamoggallānasuttaṃ,<b>upāsakaṃ</b> maṃ bhavaṃ gotamo dhāretu ajja't'agge pāṇ'upetaṃ saraṇaṃ gatan'ti.
uposatha 1,masc,full moon or new moon observance day,PAT PK,dhammayuttikapubbakiccaṃ,"ayaṃ hem'anto'tu, asmiñ'ca utumhi aṭṭha <b>uposathā</b>, iminā pakkhena, eko <b>uposatho</b> sampatto, satta <b>uposathā</b> atikkantā, aṭṭha <b>uposathā</b> paripuṇṇā.",VIN PAT NID,nidānuddeso,"suṇātu me bhante saṅgho? ajj'<b>uposatho</b> pannaraso, yadi saṅghassa pattakallaṃ, saṅgho <b>uposathaṃ</b> kareyya, pātimokkhaṃ uddiseyya.",,,,,,
uppanna 1,pp,arisen; appeared; come into being (in),AN7.23,paṭhamasattakasuttaṃ,"yāvakīvañ'ca bhikkhave bhikkhū <b>uppannāya</b> taṇhāya ponobhavikāya na vasaṃ gacchissanti, vuddhi'y'eva bhikkhave bhikkhūnaṃ pāṭikaṅkhā no parihāni",SN45.8,vibhaṅgasuttaṃ,<b>uppannānaṃ</b> pāpakānaṃ akusalānaṃ dhammānaṃ pahānāya chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,SN56.48,dutiyachiggaḷayugasuttaṃ,"tass'idaṃ, bhikkhave, manussattaṃ laddhaṃ, tathāgato loke <b>uppanno</b> arahaṃ sammāsambuddho, tathāgatappavedito ca dhammavinayo loke dibbati.",SN10.8,sudattasuttaṃ,buddho kira loke <b>uppanno</b>'ti. tāva'd'eva ca pana bhagavantaṃ dassanāya upasaṅkamitu'kāmo hoti.
uppāda 1.1,masc,arising (of); appearance (of); coming into being (of),SN45.8,vibhaṅgasuttaṃ,anuppannānaṃ kusalānaṃ dhammānaṃ <b>uppādāya</b> chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati,DN16.37,mahāparinibbānasuttaṃ,"aniccā vata saṅkhārā, <b>uppāda</b>vayadhammino, uppajjitvā nirujjhanti, tesaṃ vūpasamo sukho",DHP182,buddhavaggo,"kiccho manussapaṭilābho,
kicchaṃ maccāna jīvitaṃ,
kicchaṃ saddhammassavanaṃ,
kiccho buddhānam'<b>uppādo</b>.",MN10.11,mahāsatipaṭṭhānasuttaṃ,yathā ca anuppannassa kāmacchandassa <b>uppādo</b> hoti tañ'ca pajānāti
ehi,imp,come!,SN12.41,pañcaverabhayasuttaṃ,svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko <b>ehi</b>passiko opanayiko paccattaṃ veditabbo viññūhi,MN107,gaṇakamoggallānasuttaṃ,"<b>ehi</b> tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī.",VIN1.1.1,"paṭhamapārājikaṃ, santhatabhāṇavāro","bhikkhū'ti bhikkhako'ti bhikkhu, bhikkhācariyaṃ ajjhupagato'ti bhikkhu, bhinnapaṭadharo'ti bhikkhu, samaññāya bhikkhu, paṭiññāya bhikkhu, <b>ehi</b> bhikkhū'ti bhikkhu",,,
karoti 1,pr,does; acts; performs,THI71,subhājīvakambavanikātherīgāthā,"daharā ca apāpikā c'asi,
kiṃ te pabbajjā <b>karissati</b>,
nikkhipa kāsāyacīvaraṃ,
ehi ramāma supupphite vane.",AN4.111,kesisuttaṃ,"sace te, kesi, assadammo saṇhena vinayaṃ na upeti, pharusena vinayaṃ na upeti, saṇhapharusena vinayaṃ na upeti, kin'ti naṃ <b>karosī</b>'ti?",VIN PAT NID,nidānuddeso,"yadi saṅghassa pattakallaṃ saṅgho uposathaṃ <b>kareyya</b>, pātimokkhaṃ uddiseyya",MN107,gaṇakamoggallānasuttaṃ,"ettha ky'āhaṃ, bho gotama, <b>karomi</b>? magg'akkhāyī'haṃ, bho gotamā'ti."
kassapa 1,masc,name of the 1st previous Buddha,SN19.21,pāpasāmaṇerīsuttaṃ,<b>kassapassa</b> vinayasmiṃ pabbajjaṃ.,SN1.50,ghaṭīkārasuttaṃ,"kumbhakāro pure āsiṃ,
vekaḷiṅge ghaṭīkaro,
mātāpettibharo āsiṃ,
<b>kassapassa</b> upāsako.",,,,,,
kāma 3,masc,sense desire (of); sensual pleasure (of),TH251,raṭṭhapālattheragāthā,"rājā ca aññe ca bahū manussā, avītataṇhā maraṇaṃ upenti.
ūnā'va hutvāna jahanti dehaṃ, <b>kāmehi</b> lokamhi na h'atthi titti.",SNP8,mettasuttaṃ,"diṭṭhiñ'ca anupagamma, sīlavā dassanena sampanno,
<b>kāmesu</b> vineyya gedhaṃ, na hi jātu gabbhaseyyaṃ punar'etī'ti.",AN6.63,nibbedhikasuttaṃ,"katamā ca, bhikkhave, <b>kāmānaṃ</b> vemattatā? añño, bhikkhave, <b>kāmo</b> rūpesu, añño <b>kāmo</b> saddesu, añño <b>kāmo</b> gandhesu, añño <b>kāmo</b> rasesu, añño <b>kāmo</b> phoṭṭhabbesu. ayaṃ vuccati, bhikkhave, <b>kāmānaṃ</b> vemattatā.",DHP186,buddhavaggo,"na kahāpaṇavassena,
titti <b>kāmesu</b> vijjati,
app'assādā dukhā kāmā,
iti viññāya paṇḍito."
kāya 1.1,masc,body; physical body; physical process,SN35.28,ādittasuttaṃ,"<b>kāyo</b> āditto, phoṭṭhabbā ādittā, kāyaviññāṇaṃ ādittaṃ, kāyasamphasso āditto",SN45.8,vibhaṅgasuttaṃ,"idha, bhikkhave, bhikkhu <b>kāye</b> kāy'ānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṃ",DN1.21,brahmajālasuttaṃ,yāv'assa <b>kāyo</b> ṭhassati tāva naṃ dakkhanti devamanussā kāyassa bhedā uddhaṃ jīvitapariyādānā na naṃ dakkhanti devamanussā'ti,MN45,cūḷadhammasamādānasuttaṃ,<b>kāyassa</b> bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjanti.
kira 1,ind,really; truly; definitely,DHP159,attavaggo,"attānaṃ ce tathā kayirā,
yath'āññam'anusāsati,
sudanto vata dametha,
attā hi <b>kira</b> duddamo.",SN10.8,sudattasuttaṃ,buddho <b>kira</b> loke uppanno'ti. tāva'd'eva ca pana bhagavantaṃ dassanāya upasaṅkamitu'kāmo hoti.,VIN PAT PC 73,mohana sikkhāpada,"idān'eva kho ahaṃ ājānāmi, ayam'pi <b>kira</b> dhammo, sutt'āgato suttapariyāpanno, anvaddhamāsaṃ uddesaṃ āgacchatī'ti",SN22.78,sīhasuttaṃ,"aniccāva <b>kira</b>, bho, mayaṃ samānā nicc'amhā'ti amaññimha. addhuvāva <b>kira</b>, bho, mayaṃ samānā dhuv'amhā'ti amaññimha."
kesa 1,masc,(head) hair,DN22.5,mahāsatipaṭṭhānasuttaṃ,ayaṃ kho me kāyo uddhaṃ pādatalā adho <b>kesa</b>matthakā tacapariyanto pūro nānappakārassa asucino,DN22.5,mahāsatipaṭṭhānasuttaṃ,atthi imasmiṃ kāye <b>kesā</b> lomā nakhā dantā taco maṃsaṃ nhāru aṭṭhi aṭṭhimiñjaṃ vakkaṃ hadayaṃ yakanaṃ kilomakaṃ pihakaṃ papphāsaṃ antaṃ antaguṇaṃ udariyaṃ karīsaṃ (matthaluṅgaṃ),VIN1.2.2,kāyasaṃsaggasikkhāpadaṃ,"veṇī nāma suddha<b>kesā</b> vā, suttamissā vā, mālāmissā vā, hiraññamissā vā, suvaṇṇamissā vā, muttāmissā vā, maṇimissā vā.",,,
khandha 3,masc,aggregate; combination; conglomeration; bundle,VIBH6.1,paṭiccasamuppādavibhaṅgo,"yā tesaṃ tesaṃ sattānaṃ tamhā tamhā sattanikāyā cuti cavanatā bhedo antaradhānaṃ maccu maraṇaṃ kālakiriyā <b>khandhānaṃ</b> bhedo kaḷevarassa nikkhepo jīvitindriyass'upacchedo, idaṃ vuccati maraṇaṃ.",MN51,kandarakasuttaṃ,so iminā ariyena sīla<b>kkhandhena</b> samannāgato ajjhattaṃ anavajjasukhaṃ paṭisaṃvedeti,,,,,,
khaya,masc,wearing away (of); exhaustion (of); erosion (of); depletion (of); destruction (of),SNP13,"ratanasuttaṃ
cūḷavaggo 1","<b>khayaṃ</b> virāgaṃ amataṃ paṇītaṃ,
yadajjhagā sakyamunī samāhito.
na tena dhammena sam'atthi kiñci",AN10.51,sacittasuttaṃ,"tena, bhikkhave, bhikkhunā tesu'y'eva kusalesu dhammesu patiṭṭhāya uttari āsavānaṃ <b>khayāya</b> yogo karaṇīyo'ti.",ITI16,paṭhamasekhasuttaṃ,"yoniso manasikāro,
dhammo sekhassa bhikkhuno,
n'atth'añño evaṃ bahukāro,
uttam'atthassa pattiyā,
yoniso padahaṃ bhikkhu,
<b>khayaṃ</b> dukkhassa pāpuṇe'ti.",MN2.1,sabbāsavasuttaṃ,"jānato ahaṃ passato āsavānaṃ <b>khayaṃ</b> vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ."
gacchati 1,pr,goes; walks; moves; wanders around; travels,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","etādisāni katvāna, sabbattha'm'aparājitā.
sabbattha sotthiṃ <b>gacchanti</b>, tan'tesaṃ maṅgalam'uttaman'ti.",MN107,gaṇakamoggallānasuttaṃ,es'āhaṃ bhavantaṃ gotamaṃ saraṇaṃ <b>gacchāmi</b> dhammañ'ca bhikkhusaṅghañ'ca.,VIN1.2.5,sañcarittasikkhāpadaṃ,"sañcarittaṃ samāpajjeyyā'ti itthiyā vā pahito purisassa santike <b>gacchati</b>, purisena vā pahito itthiyā santike <b>gacchati</b>.",,,
gabbha 3,masc,room; inside room; inner chamber,VIN1.4.1.2,udositasikkhāpadaṃ,"aparikkhittaṃ hoti, yasmiṃ <b>gabbhe</b> cīvaraṃ nikkhittaṃ hoti tasmiṃ <b>gabbhe</b> vatthabbaṃ, hatthapāsā vā na vijahitabbaṃ.",VIN2.5.2.7,anupakhajjasikkhāpadaṃ,"nikkaḍḍheyyā'ti <b>gabbhe</b> gahetvā pamukhaṃ nikkaḍḍhati, āpatti pācittiyassa. pamukhe gahetvā bahi nikkaḍḍhati, āpatti pācittiyassa. ekena payogena bahuke'pi dvāre atikkāmeti, āpatti pācittiyassa.",,,,,,
gāma 1,masc,village; hamlet,TH257,pārāpariyattheragāthā,"yathā kaṇṭakaṭṭhānamhi, careyya anupāhano.
satiṃ upaṭṭhapetvāna, evaṃ <b>gāme</b> munī care.",MN107,gaṇakamoggallānasuttaṃ,"tena muhuttaṃ gaccha, tena muhuttaṃ gantvā dakkhissasi amukaṃ nāma <b>gāmaṃ</b>, tena muhuttaṃ gaccha, tena muhuttaṃ gantvā dakkhissasi amukaṃ nāma nigamaṃ",SN11.15,rāmaṇeyyakasuttaṃ,"<b>gāme</b> vā yadi vāraññe, ninne vā yadi vā thale.
yattha arahanto viharanti, taṃ bhūmirāmaṇeyyakan'ti.",,,
gotama 1,masc,family name of the Buddha,SNP13,"ratanasuttaṃ
cūḷavaggo 1","ye suppayuttā manasā daḷhena, nikkāmino <b>gotama</b>sāsanamhi.
te pattipattā amataṃ vigayha, laddhā mudhā nibbutiṃ bhuñjamānā.",MN107,gaṇakamoggallānasuttaṃ,"ye'me, bho <b>gotama</b>, puggalā assaddhā jīvik'atthā na saddhā agārasmā anagāriyaṃ pabbajitā saṭhā māyāvino ketabino uddhatā unnaḷā capalā mukharā ... na tehi bhavaṃ <b>gotamo</b> saddhiṃ saṃvasati.",AN8.11,verañjasuttaṃ,jeṭṭho bhavaṃ <b>gotamo</b> seṭṭho bhavaṃ <b>gotamo</b>,AN10.29,paṭhamakosalasuttaṃ,"evaṃvādiṃ kho maṃ, bhikkhave, evam'akkhāyiṃ eke samaṇabrāhmaṇā asatā tucchā musā abhūtena abbhācikkhanti, samaṇo <b>gotamo</b> na kāmānaṃ pariññaṃ paññāpeti"
