pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
tattha 2,ind,in that regard; in that case; regarding that matter,VIBH6.1,paṭiccasamuppādavibhaṅgo,"<b>tattha</b> katame avijjāpaccayā saṅkhārā? puññ'ābhisaṅkhāro, apuññ'ābhisaṅkhāro, āneñj'ābhisaṅkhāro, kāyasaṅkhāro, vacīsaṅkhāro, cittasaṅkhāro.",SN22.121,upādāniyasuttaṃ,"rūpaṃ, bhikkhave, upādāniyo dhammo, yo <b>tattha</b> chandarāgo, taṃ <b>tattha</b> upādānaṃ.",MN64,mahāmālukyasuttaṃ,so yadeva <b>tattha</b> hoti rūpagataṃ vedanāgataṃ saññāgataṃ saṅkhāragataṃ viññāṇagataṃ te dhamme aniccato dukkhato rogato gaṇḍato sallato aghato ābādhato parato palokato suññato anattato samanupassati,MN64,mahāmālukyasuttaṃ,so <b>tattha</b> ṭhito āsavānaṃ khayaṃ pāpuṇāti
tasati 1.1,pr,is afraid (of); fears,DHP130,daṇḍavaggo,"sabbe <b>tasanti</b> daṇḍassa,
sabbesaṃ jīvitaṃ piyaṃ,
attānaṃ upamaṃ katvā,
na haneyya na ghātaye.",DHP129,daṇḍavaggo,"sabbe <b>tasanti</b> daṇḍassa,
sabbe bhāyanti maccuno,
attānaṃ upamaṃ katvā,
na haneyya na ghātaye.",,,,,,
tiṭṭhati 3,pr,remains; persists; lasts,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","yāya devā manussā ca,
sitā <b>tiṭṭhanti</b> atthikā,
tarath'etaṃ visattikaṃ,
khaṇo vo mā upaccagā,
khaṇ'ātītā hi socanti,
nirayamhi samappitā.",SN35.118,sakkapañhasuttaṃ,manoviññeyyā dhammā iṭṭhā kantā manāpā piyarūpā kām'ūpasaṃhitā rajanīyā. tañ'ce bhikkhu abhinandati abhivadati ajjhosāya <b>tiṭṭhati</b>. tassa taṃ abhinandato abhivadato ajjhosāya tiṭṭhato uppajjati nandī.,SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","yaṃ kiñci sampajānāsi,
uddhaṃ adho tiriyañ'cā'pi majjhe,
etesu nandiñ'ca nivesanañ'ca,
panujja viññāṇaṃ bhave na <b>tiṭṭhe</b>.",,,
daṇḍa 1,masc,stick; truncheon; nightstick; club,MN51,kandarakasuttaṃ,"nihita<b>daṇḍo</b> nihitasattho, lajjī day'āpanno sabbapāṇabhūtahit'ānukampī viharati.",MN21,kakacūpamasuttaṃ,"tasmā't'iha, phagguna, tava ce'pi koci pāṇinā pahāraṃ dadeyya, leḍḍunā pahāraṃ dadeyya, <b>daṇḍena</b> pahāraṃ dadeyya, satthena pahāraṃ dadeyya, tatr'āpi tvaṃ, phagguna, ye gehasitā chandā ye gehasitā vitakkā te pajaheyyāsi.",DHP130,daṇḍavaggo,"sabbe tasanti <b>daṇḍassa</b>,
sabbesaṃ jīvitaṃ piyaṃ,
attānaṃ upamaṃ katvā,
na haneyya na ghātaye.",SN56.33,daṇḍasuttaṃ,"seyyathā'pi, bhikkhave, <b>daṇḍo</b> uparivehāsaṃ khitto sakim'pi mūlena nipatati, sakim'pi aggena nipatati"
diṭṭhi 1,fem,view; belief; opinion; concept; theory; attitude; philosophy; credo; creed; dogma,SNP13,"ratanasuttaṃ
cūḷavaggo 1","sahā'v'assa dassanasampadāya, taya'ssu dhammā jahitā bhavanti.
sakkāya<b>diṭṭhi</b> vicikicchitañ'ca, sīlabbataṃ vā pi yadatthi kiñci.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","visenikatvā pana ye caranti,
<b>diṭṭhīhi</b> <b>diṭṭhiṃ</b> avirujjhamānā,
tesu tvaṃ kiṃ labhetho pasūra,
yes'īdha n'atthī param'uggahītaṃ.",SNP62,"nanda māṇava pucchā
pārāyanavaggo 7","na <b>diṭṭhiyā</b> na sutiyā na ñāṇena,
mun'īdha nanda kusalā vadanti,
visenikatvā anīghā nirāsā,
caranti ye te munayoti brūmi.",SN41.3,dutiyaisidattasuttaṃ,"evañ'hi tvaṃ, gahapati, pucchasi, yā imā, bhante thera, anekavihitā <b>diṭṭhiyo</b> loke uppajjanti, sassato loko'ti"
dhammarasa,masc,taste of the Dhamma; flavour of the Dhamma,DHP354,taṇhāvaggo,"sabbadānaṃ dhammadānaṃ jināti,
sabbarasaṃ <b>dhammaraso</b> jināti,
sabbaratiṃ dhammarati jināti,
taṇhakkhayo sabbadukkhaṃ jināti.",,,,,,,,,
dhāreti 3,pr,bears in mind; keeps in mind; remembers,AN8.53,saṃkhittasuttaṃ,"ek'aṃsena, gotami, <b>dhāreyyāsi</b>, eso dhammo, eso vinayo, etaṃ satthusāsanan'ti",AN10.58,mūlakasuttaṃ,"bhagavaṃmūlakā no, bhante, dhammā bhagavaṃnettikā bhagavaṃpaṭisaraṇā. sādhu vata, bhante, bhagavantaṃ'y'eva paṭibhātu etassa bhāsitassa attho. bhagavato sutvā bhikkhū <b>dhāressantī</b>'ti.",DN2.32,sāmaññaphalasuttaṃ,maṃ bhagavā <b>dhāretu</b> ajja't'agge pāṇ'upetaṃ saraṇaṃ gataṃ,MN133,mahākaccānabhaddekarattasuttaṃ,"<b>dhārehi</b> tvaṃ, bhikkhu, bhadd'ekarattassa uddesañ'ca vibhaṅgañ'ca."
nibbāna 2,nt,(of mental defilement) complete quenching; total emancipation; complete cooling,SN56.11,dhammacakkappavattanasuttaṃ,"ete te, bhikkhave, ubho ante anupagamma majjhimā paṭipadā tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya <b>nibbānāya</b> saṃvattati",MN107,gaṇakamoggallānasuttaṃ,"tiṭṭhat'eva <b>nibbānaṃ</b>, tiṭṭhati nibbānagāmī maggo",MN75,māgaṇḍiyasuttaṃ,"ārogyaparamā lābhā,
<b>nibbānaṃ</b> paramaṃ sukhaṃ,
aṭṭh'aṅgiko ca maggānaṃ,
khemaṃ amatagāminan'ti.",MN26,pāsarāsisuttaṃ,"katamā ca, bhikkhave, ariyā pariyesanā? idha, bhikkhave, ekacco ... attanā byādhidhammo samāno byādhidhamme ādīnavaṃ viditvā abyādhiṃ anuttaraṃ yogakkhemaṃ <b>nibbānaṃ</b> pariyesati"
pakkamati 1,pr,goes (from); goes away (from); leaves (from),MN51,kandarakasuttaṃ,"so santuṭṭho hoti kāyaparihārikena cīvarena kucchiparihārikena piṇḍapātena. so yena yen'eva <b>pakkamati</b>, samādāy'eva <b>pakkamati</b>",AN5.162,dutiyaāghātapaṭivinayasuttaṃ,so taṃ pokkharaṇiṃ ogāhetvā ubhohi hatthehi itic'iti ca sevālapaṇakaṃ apaviyūhitvā añjalinā pivitvā <b>pakkameyya</b>.,VIN PAT PC 16,dutiyasenāsanasikkhāpadaṃ,"yo pana bhikkhu saṅghike vihāre jānaṃ pubb'upagataṃ bhikkhuṃ anupakhajja seyyaṃ kappeyya yassa sambādho bhavissati, so <b>pakkamissatī</b>'ti etadeva paccayaṃ karitvā anaññaṃ, pācittiyaṃ.",SN55.6,thapatisuttaṃ,"yadā pana mayaṃ, bhante, bhagavantaṃ suṇāma, kosalehi mallesu cārikaṃ <b>pakkamissatī</b>'ti, hoti no tasmiṃ samaye anattamanatā hoti domanassaṃ, dūre no bhagavā bhavissatī'ti."
paccattaṃ,ind,for oneself; individually; personally; exclusively,SN12.41,pañcaverabhayasuttaṃ,svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko ehipassiko opanayiko <b>paccattaṃ</b> veditabbo viññūhi,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","saddhammapūjā'pi nesaṃ tath'eva,
yathā pasaṃsanti sak'āyanāni,
sabb'eva vādā tathiyā bhaveyyuṃ,
suddhī hi nesaṃ <b>paccattam</b>'eva.",SN35.234,udāyīsuttaṃ,"so evaṃ asamanupassanto na kiñci loke upādiyati, anupādiyaṃ na paritassati, aparitassaṃ <b>paccattaññ</b>'eva parinibbāyati.",MN48,kosambiyasuttaṃ,"imaṃ nu kho ahaṃ diṭṭhiṃ āsevanto bhāvento bahulīkaronto labhāmi <b>paccattaṃ</b> samathaṃ, labhāmi <b>paccattaṃ</b> nibbutin'ti?"
pajahati,pr,gives up; abandons; lets go (of),AN2.19,adhikaraṇavaggo,"akusalaṃ, bhikkhave, <b>pajahatha</b>. sakkā, bhikkhave, akusalaṃ pajahituṃ. no c'etaṃ, bhikkhave, sakkā abhavissa akusalaṃ pajahituṃ, n'āhaṃ evaṃ vadeyyaṃ, akusalaṃ, bhikkhave, <b>pajahathā</b>'ti.",MN2.7,sabbāsavasuttaṃ,bhikkhu paṭisaṅkhā yoniso uppannaṃ kāmavitakkaṃ n'ādhivāseti <b>pajahati</b> vinodeti byantīkaroti anabhāvaṃ gameti.,SN22.25,chandarāgasuttaṃ,yo saṅkhāresu chandarāgo taṃ <b>pajahatha</b>. evaṃ te saṅkhārā pahīnā bhavissanti ucchinnamūlā tālāvatthukatā anabhāvaṃkatā āyatiṃ anuppādadhammā.,SN12.66,sammasasuttaṃ,"ye'pi hi keci, bhikkhave, anāgatam'addhānaṃ samaṇā vā brāhmaṇā vā yaṃ loke piyarūpaṃ sātarūpaṃ taṃ aniccato dakkhissanti dukkhato dakkhissanti anattato dakkhissanti rogato dakkhissanti bhayato dakkhissanti, te taṇhaṃ <b>pajahissanti</b>."
paṭiggaṇhāti 1,pr,takes; accepts; receives,Thai,,ime sakkāre duggatapaṇṇ'ākārabhūte <b>paṭiggaṇhātu</b> amhākaṃ dīgharattaṃ hitāya sukhāya,DN14.14,mahāpadānasuttaṃ,"seyyathā'pi nāma suddhaṃ vatthaṃ apagatakāḷakaṃ samma'd'eva rajanaṃ <b>paṭiggaṇheyya</b>, evam'eva tesaṃ caturāsītipāṇasahassānaṃ tasmiṃ'y'eva āsane virajaṃ vītamalaṃ dhammacakkhuṃ udapādi",VIN PAT NP 10,rājasikkhāpadaṃ,"so ce dūto taṃ bhikkhuṃ upasaṅkamitvā evaṃ vadeyya, idaṃ kho, bhante, āyasmantaṃ uddissa cīvaracetāpannaṃ ābhataṃ, <b>paṭiggaṇhātu</b> āyasmā cīvaracetāpannan'ti.",,,
paṭibhāti,pr,comes to mind; occurs (to); inspires (someone to),SN46.55,saṅgāravasuttaṃ,"ko pana, bho gotama, hetu, ko paccayo yen'ekadā dīgharattaṃ asajjhāyakatā'pi mantā <b>paṭibhanti</b>, pag'eva sajjhāyakatā'ti?",SN22.1,nakulapitusuttaṃ,sādhu vat'āyasmantaṃ'y'eva sāriputtaṃ <b>paṭibhātu</b> etassa bhāsitassa attho'ti.,SN1.15,saṇamānasuttaṃ,"ṭhite majjhanhike kāle,
sannisīvesu pakkhisu,
saṇat'eva brah'āraññaṃ,
taṃ bhayaṃ <b>paṭibhāti</b> man'ti.",,,
paṭilabhati 1,pr,obtains; gets; receives; personally experiences,MN27,cūḷahatthipadopamasuttaṃ,so taṃ dhammaṃ sutvā tathāgate saddhaṃ <b>paṭilabhati</b>. so tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhati,CPa3.15,mahālomahaṃsacariyāvaṇṇanā,"yattha pana mahantaṃ paribhavaṃ <b>paṭilabhati</b>, tattha ciram'pi vasati. so nivatth'avatthe jiṇṇe pilotikakhaṇḍena tasmim'pi jiṇṇe kenaci dinnaṃ aggaṇhanto hirikopīnapaṭicchādanamatten'eva carati. evaṃ gacchante kāle ekaṃ nigamagāmaṃ agamāsi.",,,,,,
paṭisaṃvedeti,pr,personally experiences; undergoes; feels,SN45.8,vibhaṅgasuttaṃ,sukhañ'ca kāyena <b>paṭisaṃvedeti</b> yaṃ taṃ ariyā ācikkhanti upekkhako satimā sukhavihārī'ti,MN51,kandarakasuttaṃ,so iminā ariyena sīlakkhandhena samannāgato ajjhattaṃ anavajjasukhaṃ <b>paṭisaṃvedeti</b>,,,,,,
paṭisevati 2,pr,uses; makes use (of),MN2.4,sabbāsavasuttaṃ,"paṭisaṅkhā yoniso cīvaraṃ <b>paṭisevati</b>, yāva'd'eva sītassa paṭighātāya, uṇhassa paṭighātāya, ḍaṃsa-makasa-vāt'ātapa-sarīṃsapa-samphassānaṃ paṭighātāya, yāva'd'eva hirikopīnappaṭicchādanatthaṃ",,,,,,,,,
patha 2,masc,range; mode; way,MN104,sāmagāmasuttaṃ,passatha no tumhe ... taṃ vacana<b>pathaṃ</b> aṇuṃ vā thūlaṃ vā yaṃ tumhe n'ādhivāseyyāthā'ti?,TH257,pārāpariyattheragāthā,"tato pāsādikaṃ āsi, gataṃ bhuttaṃ nisevitaṃ.
siniddhā teladhārā'va, ahosi iriyā<b>patho</b>.",DN22.3,mahāsatipaṭṭhānasuttaṃ,iriyā<b>patha</b>pabbaṃ niṭṭhitaṃ,,,
