pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
uttiṇṇa,pp,(of water) crossed over; emerged from; come out the other side,MN22,alagaddūpamasuttaṃ,"tassa purisassa uttiṇṇassa pāraṅ'gatassa evam'assa, bahukāro kho me ayaṃ kullo, im'āhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ <b>uttiṇṇo</b>.",THI32,dantikātherīgāthā,"divāvihārā nikkhamma,
gijjhakūṭamhi pabbate,
nāgaṃ ogāham'<b>uttiṇṇaṃ</b>,
nadītīramhi addasaṃ.",,,,,,
uddhamadho,ind,above and below,DN13.8,tevijjasuttaṃ,iti <b>uddham'adho</b> tiriyaṃ sabbadhi sabb'attatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyāpajjena pharitvā viharati.,SNP32,sabhiyasuttaṃ,"dukkhavepakkaṃ yadatthi kammaṃ,
<b>uddham'adho</b> tiriyaṃ vā'pi majjhe,
paribbājayitvā pariññacārī,
māyaṃ mānam'atho'pi lobhakodhaṃ,
pariyantam'akāsi nāmarūpaṃ,
taṃ paribbājakam'āhu pattipattan'ti.",,,,,,
ekamidāhaṃ,sandhi,this one (time) I,MN49,brahmanimantanikasuttaṃ,"<b>ekam'id'āhaṃ</b>, bhikkhave, samayaṃ ukkaṭṭhāyaṃ viharāmi subhagavane sālarājamūle.",AN10.7,sāriputtasuttaṃ,"<b>ekam'id'āhaṃ</b>, āvuso ānanda, samayaṃ idh'eva sāvatthiyaṃ viharāmi andhavanasmiṃ. tatth'āhaṃ tathārūpaṃ samādhiṃ samāpajjiṃ yathā n'eva pathaviyaṃ pathavisaññī ahosiṃ",,,,,,
evañcetaṃ 1,sandhi,even if this; even if this is the case,SN35.80,dutiyāvijjāpahānasuttaṃ,"idha, bhikkhu, bhikkhuno sutaṃ hoti, sabbe dhammā n'ālaṃ abhinivesāyā'ti. <b>evañ'c'etaṃ</b>, bhikkhu, bhikkhuno sutaṃ hoti, sabbe dhammā n'ālaṃ abhinivesāyā'ti.",AN10.61,avijjāsuttaṃ,"purimā, bhikkhave, koṭi na paññāyati avijjāya, ito pubbe avijjā n'āhosi, atha pacchā samabhavī'ti. <b>evañ'c'etaṃ</b>, bhikkhave, vuccati, atha ca pana paññāyati, idappaccayā avijjā'ti",,,,,,
evamāgata,adj,thus concluded,MN148,chachakkasuttaṃ,"attā me uppajjati ca veti cā'ti icc'assa <b>evam'āgataṃ</b> hoti. tasmā taṃ na upapajjati, cakkhu attā'ti yo vadeyya. iti cakkhu anattā.",,,,,,,,,
evarūpa,adj,such; similar kind of; of such quality,MN31,cūḷagosiṅgasuttaṃ,"idha mayhaṃ, bhante, evaṃ hoti, lābhā vata me, suladdhaṃ vata me, yo'haṃ <b>evarūpehi</b> sabrahmacārīhi saddhiṃ viharāmī'ti",AN3.101,loṇakapallasuttaṃ,"<b>evarūpo</b>, bhikkhave, aḍḍhakahāpaṇena'pi bandhanaṃ nigacchati, kahāpaṇena'pi bandhanaṃ nigacchati, kahāpaṇasatena'pi bandhanaṃ nigacchati.",MN70,kīṭāgirisuttaṃ,"ev'āhaṃ ajānanto <b>evarūpaṃ</b> sukhaṃ vedanaṃ pajahathā'ti vadeyyaṃ, api nu me etaṃ, bhikkhave, patirūpaṃ abhavissā'ti?",AN3.101,loṇakapallasuttaṃ,"<b>evarūpassa</b> puggalassa tādisaṃ'y'eva appamattakaṃ pāpakammaṃ kataṃ diṭṭhadhammavedanīyaṃ hoti, n'āṇu'pi khāyati, kiṃ bahu'd'eva."
evāhaṃ,sandhi,so I; thus I,AN3.65,sarabhasuttaṃ,aññāya ca pan'āhaṃ samaṇānaṃ sakyaputtikānaṃ dhammaṃ <b>ev'āhaṃ</b> tasmā dhammavinayā apakkanto'ti.,BV2,sumedha patthanā kathā,"<b>ev'āhaṃ</b> cintayitvāna,
n'ekakoṭisataṃ dhanaṃ,
nāth'ānāthānaṃ datvāna,
himavantam'upāgamiṃ.",MN70,kīṭāgirisuttaṃ,"<b>ev'āhaṃ</b> ajānanto evarūpaṃ sukhaṃ vedanaṃ pajahathā'ti vadeyyaṃ, api nu me etaṃ, bhikkhave, patirūpaṃ abhavissā'ti?",,,
kaḷebara 1,nt,body,AN4.45,rohitassasuttaṃ,"api c'āhaṃ, āvuso, imasmiṃ'y'eva byāmamatte <b>kaḷebare</b> sasaññimhi samanake lokañ'ca paññāpemi lokasamudayañ'ca lokanirodhañ'ca lokanirodhagāminiñ'ca paṭipadan'ti.",,,,,,,,,
kāyasaṅkhāra 2,masc,intention which results in bodily action,VIBH6.1,paṭiccasamuppādavibhaṅgo,"tattha katame avijjāpaccayā saṅkhārā? puññ'ābhisaṅkhāro, apuññ'ābhisaṅkhāro, āneñj'ābhisaṅkhāro, <b>kāyasaṅkhāro</b>, vacīsaṅkhāro, cittasaṅkhāro.",MN57,kukkuravatikasuttaṃ,"katamañ'ca, puṇṇa, kammaṃ kaṇhaṃ kaṇhavipākaṃ? idha, puṇṇa, ekacco sabyābajjhaṃ <b>kāyasaṅkhāraṃ</b> abhisaṅkharoti, sabyābajjhaṃ vacīsaṅkhāraṃ abhisaṅkharoti, sabyābajjhaṃ manosaṅkhāraṃ abhisaṅkharoti.",SN12.25,bhūmijasuttaṃ,"sāmaṃ vā taṃ, ānanda, <b>kāyasaṅkhāraṃ</b> abhisaṅkharoti, yaṃpaccay'āssa taṃ uppajjati ajjhattaṃ sukhadukkhaṃ.",,,
kiñhi,sandhi,what indeed?; what possible?; how?,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","jānāmi passāmi tath'eva etaṃ,
diṭṭhiyā eke paccenti suddhiṃ,
addakkhi ce <b>kiñ'hi</b> tumassa tena,
atisitvā aññena vadanti suddhiṃ.",SN22.95,pheṇapiṇḍūpamasuttaṃ,"<b>kiñ'hi</b> siyā, bhikkhave, pheṇapiṇḍe sāro?",,,,,,
kulla 1.1,masc,boat; raft,MN22,alagaddūpamasuttaṃ,"tassa purisassa uttiṇṇassa pāraṅ'gatassa evam'assa, bahukāro kho me ayaṃ <b>kullo</b>, im'āhaṃ <b>kullaṃ</b> nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttiṇṇo.",MN22,alagaddūpamasuttaṃ,"yaṃnūn'āhaṃ tiṇakaṭṭhasākhāpalāsaṃ saṃkaḍḍhitvā, <b>kullaṃ</b> bandhitvā, taṃ <b>kullaṃ</b> nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttareyyan'ti.",,,,,,
kusalamūla,nt,wholesome root; root of merit,AN3.70,akusalamūlasuttaṃ,"yadapi, bhikkhave, alobho tadapi <b>kusalamūlaṃ</b>. yadapi aluddho abhisaṅkharoti kāyena vācāya manasā tadapi kusalaṃ.",AN3.70,akusalamūlasuttaṃ,"tīṇ'imāni, bhikkhave, <b>kusalamūlāni</b>. katamāni tīṇi? alobho <b>kusalamūlaṃ</b>, adoso <b>kusalamūlaṃ</b>, amoho <b>kusalamūlaṃ</b>.",,,,,,
gata 1,pp,gone (to); went (for),DN2.32,sāmaññaphalasuttaṃ,maṃ bhagavā dhāretu ajja't'agge pāṇ'upetaṃ saraṇaṃ <b>gataṃ</b>,AN4.70,adhammikasuttaṃ,"gunnaṃ ce taramānānaṃ,
jimhaṃ gacchati puṅgavo,
sabbā tā jimhaṃ gacchanti,
nette jimhaṃ <b>gate</b> sati.",MN22,alagaddūpamasuttaṃ,"tassa purisassa uttiṇṇassa pāraṅ'<b>gatassa</b> evam'assa, bahukāro kho me ayaṃ kullo, im'āhaṃ kullaṃ nissāya hatthehi ca pādehi ca vāyamamāno sotthinā pāraṃ uttiṇṇo.",,,
gata 2,pp,become (a certain way); being in (some state); gone into (a state),DN13.8,tevijjasuttaṃ,iti uddham'adho tiriyaṃ sabbadhi sabb'attatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena maha<b>ggatena</b> appamāṇena averena abyāpajjhena pharitvā viharati,MN2.2,sabbāsavasuttaṃ,"idaṃ vuccati, bhikkhave, diṭṭhi<b>gataṃ</b> diṭṭhigahanaṃ diṭṭhikantāraṃ diṭṭhivisūkaṃ diṭṭhivipphanditaṃ diṭṭhisaṃyojanaṃ",AN3.102,paṃsudhovakasuttaṃ,tasmiṃ pahīne tasmiṃ byantīkate ath'āparaṃ dhammavitakk'āvasissati. so hoti samādhi na c'eva santo na ca paṇīto nappaṭippassaddhaladdho na ekodibhāv'ādhi<b>gato</b> sasaṅkhāraniggayhavārita<b>gato</b> hoti.,DHP154,jarāvaggo,"gahakāraka diṭṭho'si, puna gehaṃ na kāhasi,
sabbā te phāsukā bhaggā, gahakūṭaṃ visaṅkhataṃ,
visaṅkhāra<b>gataṃ</b> cittaṃ, taṇhānaṃ khayam'ajjhagā."
gama,adj,going; able to go,SN45.8,vibhaṅgasuttaṃ,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'<b>gamā</b>, adukkham'asukhaṃ upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.",SN1.38,sakalikasuttaṃ,"pañcavedā sataṃ samaṃ,
tapassī brāhmaṇā caraṃ,
cittañ'ca nesaṃ na sammā vimuttaṃ,
hīn'attharūpā na pāraṅ'<b>gamā</b> te.",DHP2,yamakavaggo,"manopubbaṅ'<b>gamā</b> dhammā, manoseṭṭhā manomayā.
manasā ce pasannena, bhāsati vā karoti vā.
tato naṃ sukham'anveti, chāyā'va anapāyinī",MN39,mahāassapurasuttaṃ,seyyathā'pi bhikkhave puriso dāso assa anatt'ādhīno par'ādhīno na yenakāmaṃ<b>gamo</b>
gāminī,adj,going (to); leading (to),SN45.8,vibhaṅgasuttaṃ,"yaṃ kho bhikkhave dukkhe ñāṇaṃ, dukkhasamudaye ñāṇaṃ, dukkhanirodhe ñāṇaṃ, dukkhanirodha<b>gāminiyā</b> paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.",SN48.9,paṭhamavibhaṅgasuttaṃ,"idha, bhikkhave, ariyasāvako paññavā hoti uday'attha<b>gāminiyā</b> paññāya samannāgato ariyāya nibbedhikāya, sammādukkhakkhaya<b>gāminiyā</b>. idaṃ vuccati, bhikkhave, paññ'indriyaṃ",DHP75,bālavaggo,"aññā hi lābh'ūpanisā,
aññā nibbāna<b>gāminī</b>,
evam'etaṃ abhiññāya,
bhikkhu buddhassa sāvako,
sakkāraṃ n'ābhinandeyya,
vivekam'anubrūhaye.",AN4.45,rohitassasuttaṃ,"api c'āhaṃ, āvuso, imasmiṃ'y'eva byāmamatte kaḷebare sasaññimhi samanake lokañ'ca paññāpemi lokasamudayañ'ca lokanirodhañ'ca lokanirodha<b>gāminiñ</b>'ca paṭipadan'ti."
gāhī 1,adj,grasping after; grabbing hold (of),MN107,gaṇakamoggallānasuttaṃ,"ehi tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimitta<b>ggāhī</b> hohi m'ānubyañjanaggāhī.",DHP209,piyavaggo,"ayoge yuñjam'attānaṃ,
yogasmiñ'ca ayojayaṃ,
atthaṃ hitvā piya<b>ggāhī</b>,
pihet'att'ānuyoginaṃ.",MN8,sallekhasuttaṃ,sandiṭṭhiparāmāsiādhāna<b>ggāhi</b>duppaṭinissaggissa purisapuggalassa asandiṭṭhiparāmāsianādhāna<b>ggāhi</b>suppaṭinissaggitā hoti parinibbānāya.,,,
