id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
5643,anta 2,masc,end; side; extreme,SN56.11,dhammacakkappavattanasuttaṃ,"dve'me, bhikkhave, <b>antā</b> pabbajitena na sevitabbā.",AN6.61,majjhesuttaṃ,"evaṃ vutte aññataro bhikkhu there bhikkhū etadavoca, phasso kho, āvuso, eko <b>anto</b>, phassasamudayo dutiyo <b>anto</b>, phassanirodho majjhe, taṇhā sibbinī.",SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","ubhosu <b>antesu</b> vineyya chandaṃ,
phassaṃ pariññāya anānugiddho,
yadattagarahī tadakubbamāno,
na lippatī diṭṭhasutesu dhīro.",DHP286,maggavaggo,"idha vassaṃ vasissāmi, idha hem'<b>anta</b>gimhisu,
iti bālo vicinteti, antarāyaṃ na bujjhati."
6292,aparapaccayā,ind,independent of others; not relying on another,SN12.15,kaccānagottasuttaṃ,"dukkham'eva uppajjamānaṃ uppajjati, dukkhaṃ nirujjhamānaṃ nirujjhatī'ti na kaṅkhati na vicikicchati <b>aparapaccayā</b>",,,,,,,,,
6762,appa 1,adj,few; not many; not much,TH257,pārāpariyattheragāthā,"paṇītaṃ yadi vā lūkhaṃ, <b>appaṃ</b> vā yadi vā bahuṃ.
yāpanatthaṃ abhuñjiṃsu, agiddhā n'ādhimucchitā.",DHP20,yamakavaggo,"<b>appam</b>'pi ce sahitaṃ bhāsamāno,
dhammassa hoti anudhammacārī,
rāgañ'ca dosañ'ca pahāya mohaṃ,
sammappajāno suvimuttacitto,
anupādiyāno idha vā huraṃ vā,
sa bhāgavā sāmaññassa hoti.",AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, <b>app</b>'ābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi ciraṭṭhitiko hoti.",,,
7087,appābādha,adj,well; healthy; seldom sick,AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, <b>app'ābādho</b> hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi ciraṭṭhitiko hoti. ime kho, bhikkhave, pañca caṅkame ānisaṃsā'ti.",MN91,brahmāyusuttaṃ,"ehi tvaṃ, māṇavaka, yena samaṇo gotamo ten'upasaṅkama, upasaṅkamitvā mama vacanena samaṇaṃ gotamaṃ <b>app'ābādhaṃ</b> app'ātaṅkaṃ lah'uṭṭhānaṃ balaṃ phāsuvihāraṃ puccha",,,,,,
7928,abhinivesānusaya,masc,adhering and inclining; adherence and underlying tendency; settling in and inclination,SN12.15,kaccānagottasuttaṃ,"upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso adhiṭṭhānaṃ <b>abhinives'ānusayaṃ</b> na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.",,,,,,,,,
8748,ayameko,sandhi,this is one,SN12.15,kaccānagottasuttaṃ,"sabbaṃ atthī'ti kho, kaccāna, <b>ayam'eko</b> anto. sabbaṃ n'atthī'ti ayaṃ dutiyo anto. ete te, kaccāna, ubho ante anupagamma majjhena tathāgato dhammaṃ deseti",,,,,,,,,
9726,asita 1.1,pp,eaten,AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, app'ābādho hoti, <b>asitaṃ</b> pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi ciraṭṭhitiko hoti. ime kho, bhikkhave, pañca caṅkame ānisaṃsā'ti.",,,,,,,,,
15938,upaya 1,masc,approach; engagement,SN12.15,kaccānagottasuttaṃ,"<b>upaya</b>-upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ <b>upaya</b>-upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.",,,,,,,,,
15955,upayupādāna,nt,engaging and grasping; approaching and clinging; going near and grabbing hold,SN12.15,kaccānagottasuttaṃ,"<b>upay'upādān</b>'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ <b>upay'upādānaṃ</b> cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.",SN22.3,hāliddikānisuttaṃ,"kathañ'ca, gahapati, anokasārī hoti? rūpadhātuyā kho, gahapati, yo chando yo rāgo yā nandī yā taṇhā ye <b>upay'upādānā</b> cetaso adhiṭṭhān'ābhinives'ānusayā te tathāgatassa pahīnā ucchinnamūlā",,,,,,
15956,upayupādānābhinivesavinibandha,adj,"attached to engaging, grasping and clinging; shackled to going near, grabbing and holding",SN12.15,kaccānagottasuttaṃ,"<b>upay'upādān'ābhinivesavinibandho</b> khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.",,,,,,,,,
16495,upeti 2,pr,enters; gets involved (with); engages (in),SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","vadanti ve duṭṭhamanā'pi eke,
atho'pi ve saccamanā vadanti,
vādañ'ca jātaṃ muni no <b>upeti</b>,
tasmā munī n'atthi khilo kuhiñci.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","upayo hi dhammesu <b>upeti</b> vādaṃ,
anūpayaṃ kena kathaṃ vadeyya,
attā nirattā na hi tassa atthi,
adhosi so diṭṭhim'idh'eva sabban'ti.",SN12.15,kaccānagottasuttaṃ,"upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na <b>upeti</b> na upādiyati n'ādhiṭṭhāti, attā me'ti.",SN22.85,yamakasuttaṃ,so rūpaṃ <b>upeti</b> upādiyati adhiṭṭhāti attā me'ti.
16549,uppajjamāna,prp,arising; appearing; coming into being,DN22.16,mahāsatipaṭṭhānasuttaṃ,"sā kho pan'esā, bhikkhave, taṇhā kattha <b>uppajjamānā</b> uppajjati, kattha nivisamānā nivisati",SN12.15,kaccānagottasuttaṃ,"dukkham'eva <b>uppajjamānaṃ</b> uppajjati, dukkhaṃ nirujjhamānaṃ nirujjhatī'ti na kaṅkhati na vicikicchati aparapaccayā ñāṇam'ev'assa ettha hoti. ettāvatā kho, kaccāna, sammādiṭṭhi hoti.",,,,,,
16872,ubho,pron,both,SN56.11,dhammacakkappavattanasuttaṃ,"ete te, bhikkhave, <b>ubho</b> ante anupagamma majjhimā paṭipadā tathāgatena abhisambuddhā cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṃvattati",DHP74,bālavaggo,"mam'eva kata maññantu,
gihīpabbajitā <b>ubho</b>,
mam'ev'ātivasā assu,
kicc'ākiccesu kismici.
iti bālassa saṅkappo,
icchā māno ca vaḍḍhati.",SNP32,sabhiyasuttaṃ,"tassa te nāga nāgassa,
mahāvīrassa bhāsato,
sabbe dev'ānumodanti,
<b>ubho</b> nāradapabbatā.",SN12.15,kaccānagottasuttaṃ,"sabbaṃ atthī'ti kho, kaccāna, ayam'eko anto. sabbaṃ n'atthī'ti ayaṃ dutiyo anto. ete te, kaccāna, <b>ubho</b> ante anupagamma majjhena tathāgato dhammaṃ deseti"
17940,ettāvatā,ind,to this extent; to such a degree; so far,MJG,,<b>ettāvatā</b> ca amhehi sambhataṃ puññasampadaṃ sabbe devā anumodantu sabbasampattisiddhiyā.,AN6.61,majjhesuttaṃ,"<b>ettāvatā</b> kho, āvuso, bhikkhu abhiññeyyaṃ abhijānāti, pariññeyyaṃ parijānāti, abhiññeyyaṃ abhijānanto pariññeyyaṃ parijānanto diṭṭh'eva dhamme dukkhass'antakaro hotī'ti.",MN9,sammādiṭṭhisuttaṃ,"<b>ettāvatā</b>'pi kho, āvuso, ariyasāvako sammādiṭṭhi hoti",SN12.15,kaccānagottasuttaṃ,"dukkham'eva uppajjamānaṃ uppajjati, dukkhaṃ nirujjhamānaṃ nirujjhatī'ti na kaṅkhati na vicikicchati aparapaccayā ñāṇam'ev'assa ettha hoti. <b>ettāvatā</b> kho, kaccāna, sammādiṭṭhi hoti."
19217,kaṅkhati 1.1,pr,has doubt (about); is uncertain (about),SN48.50,āpaṇasuttaṃ,"yo so, sāriputta, ariyasāvako tathāgate ek'antagato abhippasanno, na so tathāgate vā tathāgatasāsane vā <b>kaṅkheyya</b> vā vicikiccheyya vā'ti?",SN12.15,kaccānagottasuttaṃ,"dukkham'eva uppajjamānaṃ uppajjati, dukkhaṃ nirujjhamānaṃ nirujjhatī'ti na <b>kaṅkhati</b> na vicikicchati aparapaccayā ñāṇam'ev'assa ettha hoti. ettāvatā kho, kaccāna, sammādiṭṭhi hoti.",,,,,,
19255,kaccāna,masc,family name,SN44.9,kutūhalasālāsuttaṃ,ayam'pi kho pakudho <b>kaccāno</b> saṅghī c'eva gaṇī ca gaṇ'ācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa.,SN12.15,kaccānagottasuttaṃ,"dvayanissito khv'āyaṃ, <b>kaccāna</b>, loko yebhuyyena, atthitañ'c'eva natthitañ'ca.",UD68,kaccānasuttaṃ,addasā kho bhagavā āyasmantaṃ mahā<b>kaccānaṃ</b> avidūre nisinnaṃ pallaṅkaṃ ābhujitvā ujuṃ kāyaṃ paṇidhāya kāyagatāya satiyā ajjhattaṃ parimukhaṃ sūpaṭṭhitāya.,,,
21707,kittāvatā,ind,in what way?; to what extent?; in what respect?,SN22.1,nakulapitusuttaṃ,"na hi pana taṃ, gahapati, paṭibhāsi bhagavantaṃ uttariṃ paṭipucchituṃ, <b>kittāvatā</b> nu kho, bhante, āturakāyo c'eva hoti āturacitto ca, <b>kittāvatā</b> ca pana āturakāyo hi kho hoti no ca āturacitto'ti?",SN12.15,kaccānagottasuttaṃ,"sammādiṭṭhi sammādiṭṭhī'ti, bhante, vuccati. <b>kittāvatā</b> nu kho, bhante, sammādiṭṭhi hotī'ti?",,,,,,
23485,khama 2,adj,fit (for); capable (of); suitable (for),AN5.29,caṅkamasuttaṃ,"addhāna<b>kkhamo</b> hoti, padhāna<b>kkhamo</b> hoti, app'ābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi ciraṭṭhitiko hoti.",AN5.54,samayasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu app'ābādho hoti app'ātaṅko, samavepākiniyā gahaṇiyā samannāgato n'ātisītāya n'āccuṇhāya majjhimāya padhāna<b>kkhamāya</b>. ayaṃ, bhikkhave, dutiyo samayo padhānāya.",,,,,,
23644,khāyita 1,pp,chewed (by); bitten (by); gnawed (by),VIN1.4.1.6,aññātakaviññattisikkhāpadaṃ,"naṭṭhacīvaro nāma bhikkhussa cīvaraṃ agginā vā daḍḍhaṃ hoti, udakena vā vuḷhaṃ hoti, undūrehi vā upacikāhi vā <b>khāyitaṃ</b> hoti, paribhogajiṇṇaṃ vā hoti.",AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, app'ābādho hoti, asitaṃ pītaṃ <b>khāyitaṃ</b> sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi ciraṭṭhitiko hoti. ime kho, bhikkhave, pañca caṅkame ānisaṃsā'ti.",,,,,,
23990,khvāyaṃ,sandhi,indeed this; truly this,SN5.5,uppalavaṇṇāsuttaṃ,"atha kho uppalavaṇṇāya bhikkhuniyā etadahosi, ko nu <b>khv'āyaṃ</b> manusso vā amanusso vā gāthaṃ bhāsatī'ti?",SN12.15,kaccānagottasuttaṃ,"dvayanissito <b>khv'āyaṃ</b>, kaccāna, loko yebhuyyena, atthitañ'c'eva natthitañ'ca.",,,,,,
25782,caṅkama 1,masc,walking meditation; walking up and down (in meditation),MN107,gaṇakamoggallānasuttaṃ,divasaṃ <b>caṅkamena</b> nisajjāya āvaraṇīyehi dhammehi cittaṃ parisodhehi,SN21.10,theranāmakasuttaṃ,so eko gāmaṃ piṇḍāya pavisati eko paṭikkamati eko raho nisīdati eko <b>caṅkamaṃ</b> adhiṭṭhāti.,AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, app'ābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, <b>caṅkam</b>'ādhigato samādhi ciraṭṭhitiko hoti.",AN7.61,pacalāyamānasuttaṃ,"moggallāna, pacchāpuresaññī <b>caṅkamaṃ</b> adhiṭṭhaheyyāsi antogatehi indriyehi a'bahigatena mānasena"
25792,caṅkamādhigata,adj,achieved by walking meditation; acquired on the walking path,AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, app'ābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, <b>caṅkam'ādhigato</b> samādhi ciraṭṭhitiko hoti. ime kho, bhikkhave, pañca caṅkame ānisaṃsā'ti.",,,,,,,,,
26764,ciraṭṭhitika,adj,long lasting; enduring,DN16.21,mahāparinibbānasuttaṃ,"yatha'y'idaṃ brahmacariyaṃ addhaniyaṃ assa <b>ciraṭṭhitikaṃ</b>, tadassa bahujanahitāya bahujanasukhāya lok'ānukampāya atthāya hitāya sukhāya devamanussānaṃ",AN3.133,lekhasuttaṃ,"seyyathā'pi, bhikkhave, pāsāṇe lekhā na khippaṃ lujjati vātena vā udakena vā, <b>ciraṭṭhitikā</b> hoti, evam'evaṃ kho, bhikkhave, idh'ekacco puggalo abhiṇhaṃ kujjhati. so ca khv'assa kodho dīgharattaṃ anuseti.",AN5.29,caṅkamasuttaṃ,"addhānakkhamo hoti, padhānakkhamo hoti, app'ābādho hoti, asitaṃ pītaṃ khāyitaṃ sāyitaṃ sammā pariṇāmaṃ gacchati, caṅkam'ādhigato samādhi <b>ciraṭṭhitiko</b> hoti. ime kho, bhikkhave, pañca caṅkame ānisaṃsā'ti.",SN22.78,sīhasuttaṃ,"ye'pi te, bhikkhave, devā dīgh'āyukā vaṇṇavanto sukhabahulā uccesu vimānesu <b>ciraṭṭhitikā</b> te'pi tathāgatassa dhammadesanaṃ sutvā yebhuyyena bhayaṃ saṃvegaṃ santāsaṃ āpajjanti"
27063,cetaso 2,masc,of mind,SN45.8,vibhaṅgasuttaṃ,vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ <b>cetaso</b> ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati.,SN46.53,aggisuttaṃ,"samaṇo, āvuso, gotamo sāvakānaṃ evaṃ dhammaṃ deseti, etha tumhe, bhikkhave, pañca nīvaraṇe pahāya <b>cetaso</b> upakkilese paññāya dubbalīkaraṇe satta bojjh'aṅge yathābhūtaṃ bhāvethā'ti.",AN5.51,āvaraṇasuttaṃ,"kāmacchando, bhikkhave, āvaraṇo nīvaraṇo <b>cetaso</b> ajjhāruho paññāya dubbalīkaraṇo. byāpādo, bhikkhave, āvaraṇo nīvaraṇo <b>cetaso</b> ajjhāruho paññāya dubbalīkaraṇo.",SN12.15,kaccānagottasuttaṃ,"tañ'c'āyaṃ upay'upādānaṃ <b>cetaso</b> adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti."
29299,tañcāyaṃ,sandhi,but this person,SN12.15,kaccānagottasuttaṃ,"upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. <b>tañ'c'āyaṃ</b> upay'upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ na upeti na upādiyati n'ādhiṭṭhāti, attā me'ti.",,,,,,,,,
30942,tīhi,card,by three; with three,DHP224,kodhavaggo,"saccaṃ bhaṇe na kujjheyya,
dajjā appam'pi yācito,
etehi <b>tīhi</b> ṭhānehi,
gacche devāna santike.",AN4.192,ṭhānasuttaṃ,"idha, bhikkhave, puggalo puggalena saddhiṃ saṃvoharamāno evaṃ jānāti, aññathā kho ayam'āyasmā ekena eko voharati, aññathā dvīhi, aññathā <b>tīhi</b>, aññathā sambahulehi",AN3.4,accayasuttaṃ,"<b>tīhi</b>, bhikkhave, dhammehi samannāgato bālo veditabbo. katamehi <b>tīhi</b>?",,,
33715,dubbhāsita 1,adj,badly spoken; incorrectly said,AN5.198,vācāsuttaṃ,"pañcahi, bhikkhave, aṅgehi samannāgatā vācā subhāsitā hoti, no <b>dubbhāsitā</b>, anavajjā ca ananuvajjā ca viññūnaṃ. katamehi pañcahi?",VIN2.5.1.2,omasavādasikkhāpadaṃ,"davakamyatā hīnena hīnaṃ vadeti, caṇḍālaṃ venaṃ nesādaṃ rathakāraṃ pukkusaṃ, caṇḍālosi, venosi, nesādosi, rathakārosi, pukkusosī'ti bhaṇati, āpatti vācāya, vācāya <b>dubbhāsitassa</b>.",,,,,,
34008,desenta 1,prp,preaching (to); teaching (to); explaining (to); pointing out (to),AN4.48,visākhasuttaṃ,"n'ābhāsamānaṃ jānanti,
missaṃ bālehi paṇḍitaṃ,
bhāsamānañ'ca jānanti,
<b>desentaṃ</b> amataṃ padaṃ.",MN22,alagaddūpamasuttaṃ,so suṇāti tathāgatassa vā tathāgatasāvakassa vā sabbesaṃ diṭṭhiṭṭhāna-adhiṭṭhāna-pariyuṭṭhāna-abhinivesa-anusayānaṃ samugghātāya sabbasaṅkhārasamathāya sabb'ūpadhipaṭinissaggāya taṇhākkhayāya virāgāya nirodhāya nibbānāya dhammaṃ <b>desentassa</b>.,AN3.4,accayasuttaṃ,"accayaṃ accayato na passati, accayaṃ accayato disvā yathādhammaṃ
nappaṭikaroti, parassa kho pana accayaṃ <b>desentassa</b>
yathādhammaṃ nappaṭiggaṇhāti.",,,
34309,dvayanissita,adj,dependent on a duality; attached to two things,SN12.15,kaccānagottasuttaṃ,"<b>dvayanissito</b> khv'āyaṃ, kaccāna, loko yebhuyyena, atthitañ'c'eva natthitañ'ca.",,,,,,,,,
35325,na upeti 2,idiom,does not engage (in); does not get involved (with),SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","yā kācimā sammutiyo puthujjā,
sabbāva etā <b>na upeti</b> vidvā,
anūpayo so upayaṃ kim'eyya,
diṭṭhe sute khantim'akubbamāno.",SN12.15,kaccānagottasuttaṃ,"upay'upādān'ābhinivesavinibandho khv'āyaṃ, kaccāna, loko yebhuyyena. tañ'c'āyaṃ upay'upādānaṃ cetaso adhiṭṭhānaṃ abhinives'ānusayaṃ <b>na upeti</b> na upādiyati n'ādhiṭṭhāti, attā me'ti.",,,,,,
35541,natthi 2,pr,does not exist; no longer exists,SNP61,"upasīva māṇava pucchā
pārāyanavaggo 6","atthaṅ'gato so uda vā so <b>n'atthi</b>,
udāhu ve sassatiyā arogo,
taṃ me munī sādhu viyākarohi,
tathā hi te vidito esa dhammo?",SN12.15,kaccānagottasuttaṃ,"sabbaṃ atthī'ti kho, kaccāna, ayam'eko anto. sabbaṃ <b>n'atthī</b>'ti ayaṃ dutiyo anto. ete te, kaccāna, ubho ante anupagamma majjhena tathāgato dhammaṃ deseti",,,,,,
35546,natthitā,fem,nonexistence; absence; fact of not being present,PAT PK,dhammayuttikapubbakiccaṃ,bhikkhunīnam'ovādo pana samīpe tāsaṃ <b>n'atthitāya</b> n'atthi.,SN12.15,kaccānagottasuttaṃ,"dvayanissito khv'āyaṃ, kaccāna, loko yebhuyyena, atthitañ'c'eva <b>n'atthitañ</b>'ca. lokasamudayaṃ kho, kaccāna, yathābhūtaṃ sammappaññāya passato yā loke <b>n'atthitā</b> sā na hoti. lokanirodhaṃ kho, kaccāna, yathābhūtaṃ sammappaññāya passato yā loke atthitā sā na hoti.",,,,,,
35711,nappaṭikaroti,pr,does not make amends; does not redress; does not remedy; does not correct oneself,AN3.4,accayasuttaṃ,"accayaṃ accayato na passati, accayaṃ accayato disvā yathādhammaṃ <b>nappaṭikaroti</b>, parassa kho pana accayaṃ desentassa yathādhammaṃ nappaṭiggaṇhāti",,,,,,,,,
