pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anupucchamāna,prp,asking; enquiring; questioning (somebody about something),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","diṭṭhiñ'ca nissāya <b>anupucchamāno</b>,
samuggahītesu pamoham'āgā,
ito ca n'āddakkhi aṇum'pi saññaṃ,
tasmā tuvaṃ momuhato dahāsi.",,,,,,,,,
anūpanīta,pp,not led (into); not brought (into),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na vedagū diṭṭhiyā na mutiyā,
sa mānam'eti na hi tammayo so,
na kammunā no'pi sutena neyyo,
<b>anūpanīto</b> sa nivesanesu.",,,,,,,,,
anūpalitta,pp,not smeared (by); not sullied (by); untainted (by); unstained (by),SN21.10,theranāmakasuttaṃ,"sabb'ābhibhuṃ sabbaviduṃ sumedhaṃ,
sabbesu dhammesu <b>anūpalittaṃ</b>,
sabbañ'jahaṃ taṇhākkhaye vimuttaṃ,
tam'ahaṃ naraṃ ekavihārī'ti brūmī'ti.",SNP42,"suddhaṭṭhakasuttaṃ
aṭṭhakavaggo 4","na brāhmaṇo aññato suddhim'āha,
diṭṭhe sute sīlavate mute vā,
puññe ca pāpe ca <b>anūpalitto</b>,
attañ'jaho na'y'idha pakubbamāno.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
jalambujaṃ kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'<b>anūpalittaṃ</b>,
evaṃ munī santivādo agiddho,
kāme ca loke ca <b>anūpalitto</b>.",,,
apurekkharāna,prp,not preferring; not choosing,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","okaṃ pahāya aniketasārī,
gāme akubbaṃ muni santhavāni,
kāmehi ritto <b>apurekkharāno</b>,
kathaṃ na viggayha janena kayirā.",,,,,,,,,
abbata,adj,without religious practice; without ritual observances; not keeping vows,DHP264,dhammaṭṭha vaggo,"na muṇḍakena samaṇo, <b>abbato</b> alikaṃ bhaṇaṃ.
icchālobhasamāpanno, samaṇo kiṃ bhavissati.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā assutiyā añāṇā,
asīlatā <b>abbatā</b> no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na jappe.",,,,,,
ambu,nt,water,Trad,,"nāḷāgiriṃ gajavaraṃ atimattabhūtaṃ, dāv'aggicakkam'asanī'va, sudāruṇan'taṃ, metta-<b>ambu</b>sekavidhinā jitavā mun'indo.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
jal<b>ambu</b>jaṃ kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",,,,,,
ambuja 1,adj,born in water; living in water; aquatic,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
jal'<b>ambujaṃ</b> kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",,,,,,,,,
arati 2,fem,name of one of the three daughters of Death,SN4.25,māradhītusuttaṃ,atha kho taṇhā ca <b>arati</b> ca ragā ca māradhītaro yena māro pāpimā ten'upasaṅkamiṃsu.,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ <b>aratiṃ</b> ragañ'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,
asīlatā,fem,free from moral conduct,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā assutiyā añāṇā,
<b>asīlatā</b> abbatā no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na jappe.",,,,,,,,,
assuti,fem,without learning,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā <b>assutiyā</b> añāṇā,
asīlatā abbatā no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na jappe.",,,,,,,,,
avikampamāna 1,prp,unshaken (by); unstirred (by); unaffected (by); unruffled (by),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","samo visesī uda vā nihīno,
yo maññatī so vivadetha tena,
tīsu vidhāsu <b>avikampamāno</b>,
samo visesī'ti na tassa hoti.",,,,,,,,,
āgā 1,imperf,came (to); arrived (at),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","diṭṭhiñ'ca nissāya anupucchamāno,
samuggahītesu pamoham'<b>āgā</b>,
ito ca n'āddakkhi aṇum'pi saññaṃ,
tasmā tuvaṃ momuhato dahāsi.",,,,,,,,,
icche,opt,would wish (to); would desire (to); would want (to),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ aratiṃ ragañ'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na <b>icche</b>.",DHP84,paṇḍitavaggo,"na attahetu na parassa hetu,
na puttam'<b>icche</b> na dhanaṃ na raṭṭhaṃ,
na iccheyya adhammena samiddhim'attano,
sa sīlavā paññavā dhammiko siyā.",,,,,,
ito 4,ind,because of this,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","diṭṭhiñ'ca nissāya anupucchamāno,
samuggahītesu pamoham'āgā,
<b>ito</b> ca n'āddakkhi aṇum'pi saññaṃ,
tasmā tuvaṃ momuhato dahāsi.",,,,,,,,,
inda 1,masc,lord; king; ruler,Trad,,"bāhuṃ sahassam'abhinimmita sāvudhan'taṃ, grīmekhalaṃ uditaghorasasenamāraṃ, dān'ādidhammavidhinā jitavā muna-<b>indo</b>, tan'tejasā bhavatu te jayamaṅgalāni",SN11.23,sambarimāyāsuttaṃ,"addasā kho, bhikkhave, vepacitti asur'<b>indo</b> sakkaṃ devānam'indaṃ dūrato'va āgacchantaṃ. disvāna sakkaṃ devānam'indaṃ etadavoca, tikiccha maṃ devānam'indā'ti",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","etādisaṃ ce ratanaṃ na icchasi,
nāriṃ nar'<b>indehi</b> bahūhi patthitaṃ,
diṭṭhigataṃ sīlavataṃ nu jīvitaṃ,
bhav'ūpapattiñ'ca vadesi kīdisaṃ.",SN35.118,sakkapañhasuttaṃ,"atha kho sakko devānam'<b>indo</b> yena bhagavā ten'upasaṅkami, upasaṅkamitvā bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi."
uggayha 1,ger,taking up; grasping; embracing; holding (onto); taking a stand (on),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni <b>uggayha</b> vadeyya nāgo,
jalambujaṃ kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","ye diṭṭhim'<b>uggayha</b> vivādayanti,
idam'eva saccan'ti ca vādayanti,
te tvaṃ vadassū na hi te'dha atthi,
vādamhi jāte paṭisenikattā.",,,,,,
upapatti 1,fem,rebirth; re-arising; reappearance,AN5.57,abhiṇhapaccavekkhitabbaṭhānasuttaṃ,"sa kho so, bhikkhave, ariyasāvako iti paṭisañcikkhati, na kho ahaññ'ev'eko jarādhammo jaraṃ anatīto, atha kho yāvatā sattānaṃ āgati gati cuti <b>upapatti</b> sabbe sattā jarādhammā jaraṃ anatītā'ti.",TH259,sāriputtattheragāthā,"n'eva pubbenivāsāya,
na'pi dibbassa cakkhuno,
cetopariyāya iddhiyā,
cutiyā <b>upapattiyā</b>,
sotadhātuvisuddhiyā,
paṇidhī me na vijjati.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","etādisaṃ ce ratanaṃ na icchasi,
nāriṃ nar'indehi bahūhi patthitaṃ,
diṭṭhigataṃ sīlavataṃ nu jīvitaṃ,
bhav'<b>ūpapattiñ</b>'ca vadesi kīdisaṃ.",,,
eti 2,pr,goes (to),DHP54,pupphavaggo,"na pupphagandho paṭivātam'<b>eti</b>,
na candanaṃ tagaramallikā,
satañ'ca gandho paṭivātam'<b>eti</b>,
sabbā disā sappuriso pavāyati.",SNP49,"kalahavivādasuttaṃ
aṭṭhakavaggo 11","ete ca ñatvā upanissitā'ti,
ñatvā munī nissaye so vimaṃsī,
ñatvā vimutto na vivādam'<b>eti</b>,
bhavābhavāya na sameti dhīro'ti.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na vedagū diṭṭhiyā na mutiyā,
sa mānam<b>'eti</b> na hi tammayo so,
na kammunā no'pi sutena neyyo,
anūpanīto sa nivesanesu.",,,
kaṇḍaka 1,adj,thorny-stemmed; prickly-stemmed,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
jalambujaṃ <b>kaṇḍakaṃ</b> vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",,,,,,,,,
kathā 2,fem,argument; debate,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","okaṃ pahāya aniketasārī, gāme akubbaṃ muni santhavāni,
kāmehi ritto apurekkharāno, <b>kathaṃ</b> na viggayha janena kayirā.",SNP46,"pasūrasuttaṃ
aṭṭhakavaggo 8","yutto <b>kathāyaṃ</b> parisāya majjhe,
pasaṃsam'icchaṃ vinighāti hoti,
apāhatasmiṃ pana maṅku hoti,
nindāya so kuppati randhamesī.",,,,,,
karīsa 1,nt,faeces; excrement,DN22.5,mahāsatipaṭṭhānasuttaṃ,atthi imasmiṃ kāye… antaṃ antaguṇaṃ udariyaṃ <b>karīsaṃ</b> pittaṃ semhaṃ pubbo lohitaṃ sedo medo assu vasā kheḷo siṅghāṇikā lasikā muttaṃ matthaluṅgan'ti,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ aratiṃ ragañ'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ mutta<b>karīsa</b>puṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,
kāma 4,masc,(objects of) pleasure; sensual pleasure; sexual pleasure,SNP40,"guhaṭṭhakasuttaṃ
aṭṭhakavaggo 2","satto guhāyaṃ bahun'ābhichanno,
tiṭṭhaṃ naro mohanasmiṃ pagāḷho,
dūre vivekā hi tathāvidho so,
<b>kāmā</b> hi loke na hi suppahāyā.",,,,,,,,,
kimevidaṃ 2,sandhi,not to mention this,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna taṇhaṃ aratiṃ ragañ'ca,
n'āhosi chando api methunasmiṃ,
<b>kim'ev'idaṃ</b> muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,,,,
kīdisa,adj,of what kind?; how is it?; what is it like?,SNP64,"todeyya māṇava pucchā
pārāyanavaggo 9","yasmiṃ kāmā na vasanti,
taṇhā yassa na vijjati,
kathaṃkathā ca yo tiṇṇo,
vimokkho tassa <b>kīdiso</b>.",SN35.245,kiṃsukopamasuttaṃ,"<b>kīdiso</b>, bho purisa, kiṃsuko'ti? so evaṃ vadeyya, kāḷako kho, ambho purisa, kiṃsuko, seyyathā'pi jhāmakhāṇū'ti.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","etādisaṃ ce ratanaṃ na icchasi,
nāriṃ nar'indehi bahūhi patthitaṃ,
diṭṭhigataṃ sīlavataṃ nu jīvitaṃ,
bhav'ūpapattiñ'ca vadesi <b>kīdisaṃ</b>.",,,
kharāna,prp,doing; making,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","okaṃ pahāya aniketasārī,
gāme akubbaṃ muni santhavāni,
kāmehi ritto apura<b>kkharāno</b>,
kathaṃ na viggayha janena kayirā'ti.",,,,,,,,,
gantha 1,masc,(mental) tie; knot; bond,SNP43,"paramaṭṭhakasuttaṃ
aṭṭhakavaggo 5","taṃ vā'pi <b>ganthaṃ</b> kusalā vadanti,
yaṃ nissito passati hīnam'aññaṃ,
tasmā hi diṭṭhaṃ va sutaṃ mutaṃ vā,
sīlabbataṃ bhikkhu na nissayeyya.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","saññāvirattassa na santi <b>ganthā</b>,
paññāvimuttassa na santi mohā,
saññañ'ca diṭṭhiñ'ca ye aggahesuṃ,
te ghaṭṭayantā vicaranti loke'ti.",DHP90,arahantavaggo,"gat'addhino visokassa, vippamuttassa sabbadhi,
sabba<b>gantha</b>ppahīnassa, pariḷāho na vijjati.",DHP211,piyavaggo,"tasmā piyaṃ na kayirātha, piy'āpāyo hi pāpako,
<b>ganthā</b> tesaṃ na vijjanti, yesaṃ n'atthi piy'āppiya."
gū 2,masc,who is skilled in; who is fulfilled in; who is complete in,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na veda<b>gū</b> diṭṭhiyā na mutiyā,
sa mānam'eti na hi tammayo so,
na kammunā no'pi sutena neyyo,
anūpanīto sa nivesanesu.",,,,,,,,,
ghaṭṭayanta,prp,colliding; conflicting; clashing; offending,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","saññāvirattassa na santi ganthā,
paññāvimuttassa na santi mohā,
saññañ'ca diṭṭhiñ'ca ye aggahesuṃ,
te <b>ghaṭṭayantā</b> vicaranti loke'ti.",,,,,,,,,
jappati,pr,desires; longs (for); yearns (for); hungers (for),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā assutiyā añāṇā,
asīlatā abbatā no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na <b>jappe</b>.",,,,,,,,,
jappe,opt,could desire; would long (for); could yearn (for),SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","patthayamānassa hi jappitāni,
pavedhitaṃ vā'pi pakappitesu,
cut'ūpapāto idha yassa n'atthi,
sa kena vedheyya kuhiṃ'va <b>jappe</b>.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na diṭṭhiyā na sutiyā na ñāṇena,
sīlabbaten'āpi na suddhim'āha,
adiṭṭhiyā assutiyā añāṇā,
asīlatā abbatā no'pi tena,
ete ca nissajja anuggahāya,
santo anissāya bhavaṃ na <b>jappe</b>.",,,,,,
jala,nt,water,Thai,,"bhummā c'āyantu devā <b>jala</b>thalavisame yakkhagandhabbanāgā tiṭṭhantā santike, yaṃ munivaravacanaṃ sādhavo me suṇantu",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
<b>jala</b>-ambujaṃ kaṇḍakaṃ vārijaṃ yathā,
<b>jalena</b> paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",,,,,,
jalambuja,nt,aquatic lotus; white lotus,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","yehi vivitto vicareyya loke,
na tāni uggayha vadeyya nāgo,
<b>jal'ambujaṃ</b> kaṇḍakaṃ vārijaṃ yathā,
jalena paṅkena c'anūpalittaṃ,
evaṃ munī santivādo agiddho,
kāme ca loke ca anūpalitto.",,,,,,,,,
taṇhā arati ragā,idiom,names of the three daughters of Death,SN4.25,māradhītusuttaṃ,atha kho <b>taṇhā</b> ca <b>arati</b> ca <b>ragā</b> ca māradhītaro yena māro pāpimā ten'upasaṅkamiṃsu.,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna <b>taṇhaṃ aratiṃ ragañ</b>'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,
taṇhā 3,fem,name of one of the three daughters of Death,SN4.25,māradhītusuttaṃ,atha kho <b>taṇhā</b> ca arati ca ragā ca māradhītaro yena māro pāpimā ten'upasaṅkamiṃsu.,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","disvāna <b>taṇhaṃ</b> aratiṃ ragañ'ca,
n'āhosi chando api methunasmiṃ,
kim'ev'idaṃ muttakarīsapuṇṇaṃ,
pādā'pi naṃ samphusituṃ na icche.",,,,,,
tammaya,adj,identified (with),SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","na vedagū diṭṭhiyā na mutiyā,
sa mānam'eti na hi <b>tammayo</b> so,
na kammunā no'pi sutena neyyo,
anūpanīto sa nivesanesu.",MN47,vīmaṃsakasuttaṃ,"byākaramāno, bhikkhave, tathāgato evaṃ byākareyya, ye vodātā cakkhusotaviññeyyā dhammā, saṃvijjanti te tathāgatassa, etaṃpatho'ham'asmi, etaṃgocaro, no ca tena <b>tammayo</b>'ti.",,,,,,
tīsu,card,in three; among three,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","samo visesī uda vā nihīno,
yo maññatī so vivadetha tena,
<b>tīsu</b> vidhāsu avikampamāno,
samo visesī'ti na tassa hoti.",VISM1.9.2,karuṇābhāvanākathā,"ayaṃ varāko kiñ'cā'pi idāni sukhito susajjito bhoge paribhuñjati, atha kho <b>tīsu</b> dvāresu ekenā'pi katassa kalyāṇakammassa abhāvā idāni apāyesu anappakaṃ dukkhaṃ domanassaṃ paṭisaṃvedissatī'ti.",SN12.63,puttamaṃsūpamasuttaṃ,phasse āhāre pariññāte tisso vedanā pariññātā honti. <b>tīsu</b> vedanāsu pariññātāsu ariyasāvakassa n'atthi kiñci uttarikaraṇīyan'ti vadāmi.,,,
to 2,suffix,as,SNP70,"mogharāja māṇava pucchā
pārāyanavaggo 15","suñña<b>to</b> lokaṃ avekkhassu,
mogharāja sadā sato,
att'ānudiṭṭhiṃ ūhacca,
evaṃ maccutaro siyā,
evaṃ lokaṃ avekkhantaṃ,
maccurājā na passatī'ti.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","diṭṭhiñ'ca nissāya anupucchamāno,
samuggahītesu pamoham'āgā,
ito ca n'āddakkhi aṇum'pi saññaṃ,
tasmā tuvaṃ momuha<b>to</b> dahāsi.",AN4.49,vipallāsasuttaṃ,"aniccaṃ anicca<b>to</b> dakkhuṃ, dukkham'addakkhu dukkha<b>to</b>.
anattani anattā'ti, asubhaṃ asubhat'addasuṃ.
sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti",MN1,mūlapariyāyasuttaṃ,"āpaṃ āpa<b>to</b> sañjānāti, āpaṃ āpa<b>to</b> saññatvā āpaṃ maññati, āpasmiṃ maññati, āpa<b>to</b> maññati, āpaṃ me'ti maññati, āpaṃ abhinandati."
dahāti,pr,considers as; takes as; regards as,SNP50,"cūḷabyūhasuttaṃ
aṭṭhakavaggo 12","yen'eva bālo'ti paraṃ <b>dahāti</b>,
ten'ātumānaṃ kusalo'ti c'āha,
sayam'attanā so kusalo vadāno,
aññaṃ vimāneti tadeva pāva.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","diṭṭhiñ'ca nissāya anupucchamāno,
samuggahītesu pamoham'āgā,
ito ca n'āddakkhi aṇum'pi saññaṃ,
tasmā tuvaṃ momuhato <b>dahāsi</b>.",,,,,,
dhammesu niccheyya samuggahītaṃ,idiom,among doctrines grasped after evaluation; in ideas adopted after consideration,SNP43,"paramaṭṭhakasuttaṃ
aṭṭhakavaggo 5","yass'ūbhay'ante paṇidh'īdha n'atthi,
bhavābhavāya idha vā huraṃ vā,
nivesanā tassa na santi keci,
<b>dhammesu niccheyya samuggahītaṃ</b>.",SNP41,"duṭṭhaṭṭhakasuttaṃ
aṭṭhakavaggo 3","diṭṭhīnivesā na hi svātivattā,
<b>dhammesu niccheyya samuggahītaṃ</b>,
tasmā naro tesu nivesanesu,
nirassatī ādiyatī ca dhammaṃ.",SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","idaṃ vadāmī'ti na tassa hoti,
<b>dhammesu niccheyya samuggahītaṃ</b>,
passañ'ca diṭṭhīsu anuggahāya,
ajjhattasantiṃ pacinaṃ adassaṃ.",,,
narinda,masc,ruler of men; lord of men; king; chief,SNP47,"māgaṇḍiyasuttaṃ
aṭṭhakavaggo 9","etādisaṃ ce ratanaṃ na icchasi,
nāriṃ <b>nar'indehi</b> bahūhi patthitaṃ,
diṭṭhigataṃ sīlavataṃ nu jīvitaṃ,
bhav'ūpapattiñ'ca vadesi kīdisaṃ.",,,,,,,,,
