pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
abhinipphādeti,pr,produces; comes up with,VIN PAT NP 10,rājasikkhāpadaṃ,"dvattikkhattuṃ codayamāno sārayamāno taṃ cīvaraṃ <b>abhinipphādeyya</b>, icc'etaṃ kusalaṃ, no ce abhinipphādeyya, catukkhattuṃ pañcakkhattuṃ chakkhattu'paramaṃ tuṇhībhūtena uddissa ṭhātabbaṃ",,,,,,,,,
abhinivissa,ger,attaching; clinging; adhering; sticking; doubling down,MN22,alagaddūpamasuttaṃ,evam'pi kho ariṭṭho bhikkhu gaddhabādhipubbo tehi bhikkhūhi samanuyuñjiyamāno samanugāhiyamāno samanubhāsiyamāno tadeva pāpakaṃ diṭṭhigataṃ thāmasā parāmāsā <b>abhinivissa</b> voharati,,,,,,,,,
abhūtena,ind,falsely; untruthfully,AN9.11,sīhanādasuttaṃ,"taggha taṃ, bhikkhu, accayo accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo tvaṃ sāriputtaṃ asatā tucchā musā <b>abhūtena</b> abbhācikkhi",SN45.5,"maggasaṃyuttaṃ, kimatthiyasuttaṃ","kacci mayaṃ, bhante, evaṃ puṭṭhā evaṃ byākaramānā vuttavādino c'eva bhagavato homa, na ca bhagavantaṃ <b>abhūtena</b> abbhācikkhāma",,,,,,
asatā 1,ind,falsely; unjustly; unreasonably; under a false pretext,AN9.11,sīhanādasuttaṃ,"taggha taṃ, bhikkhu, accayo accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo tvaṃ sāriputtaṃ <b>asatā</b> tucchā musā abhūtena abbhācikkhi",,,,,,,,,
asapatta,adj,peaceful; without hostility,SNP8,mettasuttaṃ,"mettañ'ca sabbalokasmi,
mānasaṃ bhāvaye aparimāṇaṃ,
uddhaṃ adho ca tiriyañ'ca,
asambādhaṃ averam'<b>asapattaṃ</b>.",,,,,,,,,
asambādha,adj,unobstructed; unhindered; unrestricted,SNP8,mettasuttaṃ,"mettañ'ca sabbalokasmi,
mānasaṃ bhāvaye aparimāṇaṃ,
uddhaṃ adho ca tiriyañ'ca,
<b>asambādhaṃ</b> averam'asapattaṃ.",,,,,,,,,
avidūre,ind,near (to); not far (from),SNP8,mettasuttaṃ,"diṭṭhā vā ye ca adiṭṭhā, ye ca dūre vasanti <b>avidūre</b>
bhūtā vā sambhav'esī vā, sabbe sattā bhavantu sukhit'attā.",SN35.241,paṭhamadārukkhandhopamasuttaṃ,tena kho pana samayena nando gopālako bhagavato <b>avidūre</b> ṭhito hoti. atha kho nando gopālako bhagavantaṃ etadavoca,VIN1.2.4,attakāmapāricariyasikkhāpadaṃ,"mātugāmassa santike'ti mātugāmassa sāmantā, mātugāmassa <b>avidūre</b>.",,,
avītarāga,adj,not free from desire (for); not without lust (for); not an arahant,AN4.5,anusotasuttaṃ,"ye keci kāmesu asaññatā janā,
<b>avītarāgā</b> idha kāmabhogino,
punappunaṃ jātijar'ūpagāmi te,
taṇh'ādhipannā anusotagāmino.",TH262,tālapuṭattheragāthā,"suyuttavādī dvipadānam'uttamo,
mahābhisakko naradammasārathi,
cittaṃ calaṃ makkaṭasannibhaṃ iti,
<b>avītarāgena</b> sudunnivārayaṃ.",MN75,māgaṇḍiyasuttaṃ,so aññe satte passāmi kāmesu <b>avītarāge</b> kāmataṇhāhi khajjamāne kāmapariḷāhena pariḍayhamāne kāme paṭisevante.,,,
avera 1,adj,kind; friendly; peaceful; free of ill-will; without animosity,DN13.8,tevijjasuttaṃ,iti uddham'adho tiriyaṃ sabbadhi sabb'attatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena appamāṇena <b>averena</b> abyāpajjena pharitvā viharati.,SNP8,mettasuttaṃ,"mettañ'ca sabbalokasmiṃ, mānasam'bhāvaye aparimāṇaṃ,
uddhaṃ adho ca tiriyañ'ca, asambādhaṃ, <b>averaṃ</b>, asapattaṃ.",DN8.5,mahāsīhanādasuttaṃ,"yato kho, kassapa, bhikkhu <b>averaṃ</b> abyāpajjaṃ mettacittaṃ bhāveti, āsavānañ'ca khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭh'eva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati.",,,
iccetaṃ kusalaṃ,idiom,then this is good; then it is OK,AN5.165,pañhapucchāsuttaṃ,"atha vā pan'evaṃcitto paraṃ pañhaṃ pucchati, sace me pañhaṃ puṭṭho sammadeva byākarissati <b>icc'etaṃ kusalaṃ</b>, no ce me pañhaṃ puṭṭho samma'd'eva byākarissati ahamassa sammadeva byākarissāmī'ti",VIN PAT SA 11,bhedānuvattakasikkhāpadaṃ,"yāvatatiyañ'ce samanubhāsiyamānā taṃ paṭinissajjeyyuṃ, <b>icc'etaṃ kusalaṃ</b>, no ce paṭinissajjeyyuṃ, saṅghādiseso.",VIN PAT NP 10,rāja sikkhāpada,"catukkhattuṃ, pañcakkhattuṃ, chakkhattu'paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, <b>icc'etaṃ kusalaṃ</b>.",,,
iccetaṃ 1,sandhi,that is,VIN PAT SA 10,saṅghabhedasikkhāpadaṃ,"yāvatatiyañ'ce samanubhāsiyamāno taṃ paṭinissajjeyya, <b>icc'etaṃ</b> kusalaṃ, no ce paṭinissajjeyya, saṅghādiseso.",AN5.165,pañhapucchāsuttaṃ,"atha vā pan'evaṃcitto paraṃ pañhaṃ pucchati, sace me pañhaṃ puṭṭho sammadeva byākarissati <b>icc'etaṃ</b> kusalaṃ, no ce me pañhaṃ puṭṭho samma'd'eva byākarissati ahamassa sammadeva byākarissāmī'ti",VIN PAT NP 10,rāja sikkhāpada,"catukkhattuṃ, pañcakkhattuṃ, chakkhattu'paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, <b>icc'etaṃ</b> kusalaṃ.",,,
idha 1,ind,here; now; in this world,DHP15,yamakavaggo,"<b>idha</b> socati pecca socati,
pāpakārī ubhay'attha socati,
so socati so vihaññati,
disvā kammakiliṭṭham'attano.",DHP5,yamakavaggo,"na hi verena verāni,
sammant'<b>īdha</b> kudācanaṃ,
averena ca sammanti,
esa dhammo sanantano.",UD10,bāhiyasuttaṃ,"tato tvaṃ bāhiya na tena. yato tvaṃ bāhiya na tena, tato tvaṃ bāhiya na tattha. yato tvaṃ bāhiya na tattha, tato tvaṃ bāhiya n'ev<b>'idha</b> na huraṃ na ubhayam'antarena es'ev'anto dukkhassā'ti",,,
imā,pron,these,AN4.41,samādhibhāvanāsuttaṃ,"catasso <b>imā</b>, bhikkhave, samādhibhāvanā. katamā catasso?",MN36,mahāsaccakasuttaṃ,"ahañ'c'eva kho pana sabbaso ajaddhukaṃ paṭijāneyyaṃ, <b>imā</b> ca me devatā dibbaṃ ojaṃ lomakūpehi ajjhohāreyyuṃ, tāya c'āhaṃ yāpeyyaṃ, taṃ mam'assa musā'ti.",MN26,pāsarāsisuttaṃ,"apissu maṃ, bhikkhave, <b>imā</b> anacchariyā gāthāyo paṭibhaṃsu pubbe assutapubbā",,,
iminā,pron,with this; by this,MN51,kandarakasuttaṃ,so <b>iminā</b> ariyena sīlakkhandhena samannāgato ajjhattaṃ anavajjasukhaṃ paṭisaṃvedeti,DN8.5,mahāsīhanādasuttaṃ,"imāya ca, kassapa, mattāya <b>iminā</b> tapopakkamena sāmaññaṃ vā abhavissa brahmaññaṃ vā dukkaraṃ sudukkaraṃ, n'etaṃ abhavissa kallaṃ vacanāya, dukkaraṃ sāmaññaṃ dukkaraṃ brahmaññan'ti.",VIN PAT PC 73,mohana sikkhāpada,"tañ'ce bhikkhuṃ aññe bhikkhū jāneyyuṃ, nisinnapubbaṃ <b>iminā</b> bhikkhunā dvattikkhattuṃ pātimokkhe uddissamāne, ko pana vādo bhiyyo'ti",,,
iriyā 2,fem,conduct; behaviour; way of living,TH257,pārāpariyattheragāthā,"aññathā lokanāthamhi, tiṭṭhante puris'uttame.
<b>iriyaṃ</b> āsi bhikkhūnaṃ, aññathā dāni dissati.",ITI38,vitakkasuttaṃ,"abyāpajjh'ārāmo, bhikkhave, tathāgato abyāpajjharato. tam'enaṃ, bhikkhave, tathāgataṃ abyāpajjh'ārāmaṃ abyāpajjharataṃ es'eva vitakko bahulaṃ samudācarati, imāy'āhaṃ <b>iriyāya</b> na kiñci byābādhemi tasaṃ vā thāvaraṃ vā'ti.",SNP56,"ajita māṇava pucchā
pārāyanavaggo 1","ye ca saṅkhātadhammāse,
ye ca sekhā puthū idha,
tesaṃ me nipako <b>iriyaṃ</b>,
puṭṭho pabrūhi mārisa.",,,
ucchijjati,pr,is destroyed; is annihilated,MN22,alagaddūpamasuttaṃ,"tassa evaṃ hoti, <b>ucchijjissāmi</b> nāmassu, vinassissāmi nāmassu, nassu nāma bhavissāmī'ti",AN10.176,cundasuttaṃ,"byāpannacitto hoti paduṭṭhamanasaṅkappo, ime sattā haññantu vā bajjhantu vā <b>ucchijjantu</b> vā vinassantu vā mā vā ahesun'ti",,,,,,
uṭṭhahati 1,pr,gets up; gets out; arouses oneself,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","<b>uṭṭhahatha</b> nisīdatha,
ko attho supitena vo,
āturānañ'hi kā niddā,
sallaviddhāna ruppataṃ.",AN4.157,rogasuttaṃ,so <b>uṭṭhahati</b> ghaṭati vāyamati anavaññappaṭilābhāya lābhasakkārasilokappaṭilābhāya,,,,,,
uddissa 1,ger,in the name of; on account of; for the sake of; especially for,Thai,,ciraparinibbutam'pi taṃ bhagavantaṃ <b>uddissa</b> arahantaṃ sammāsambuddhaṃ,MN140,dhātuvibhaṅgasuttaṃ,tena kho pana samayena pukkusāti nāma kulaputto bhagavantaṃ <b>uddissa</b> saddhāya agārasmā anagāriyaṃ pabbajito.,VIN PAT NP 8,paṭhamaupakkhaṭasikkhāpadaṃ,"bhikkhuṃ pan'eva <b>uddissa</b> aññātakassa gahapatissa vā gahapatāniyā vā cīvaracetāpannaṃ upakkhaṭaṃ hoti, iminā cīvaracetāpannena cīvaraṃ cetāpetvā itthan'nāmaṃ bhikkhuṃ cīvarena acchādessāmī'ti",VIN PAT NP 10,rāja sikkhāpada,"catukkhattuṃ, pañcakkhattuṃ, chakkhattu'paramaṃ tuṇhībhūto <b>uddissa</b> tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ kusalaṃ."
uddissamāna,prp,being recited; being chanted,VIN PAT PC 73,mohana sikkhāpada,"tañ'ce bhikkhuṃ aññe bhikkhū jāneyyuṃ, nisinnapubbaṃ iminā bhikkhunā dvattikkhattuṃ pātimokkhe <b>uddissamāne</b>, ko pana vādo bhiyyo'ti",,,,,,,,,
uddharati 1,pr,pulls up; pulls out; lifts up; raises,DHP327,nāgavaggo,"appamādaratā hotha,
sacittam'anurakkhatha,
duggā <b>uddharatha</b>-attānaṃ,
paṅke sanno'va kuñjaro.",AN3.70,akusalamūlasuttaṃ,"atha puriso āgaccheyya kuddālapiṭakaṃ ādāya. so taṃ māluvālataṃ mūle chindeyya, mūle chetvā palikhaṇeyya, palikhaṇitvā mūlāni <b>uddhareyya</b>, antamaso usīranāḷamattāni'pi.",DN30.2,lakkhaṇasuttaṃ,"samaṃ pādaṃ bhūmiyaṃ nikkhipati, samaṃ <b>uddharati</b>, samaṃ sabbāvantehi pādatalehi bhūmiṃ phusati.",MN8,sallekhasuttaṃ,"so vata, cunda, attanā apalipapalipanno paraṃ palipapalipannaṃ <b>uddharissatī</b>'ti ṭhānam'etaṃ vijjati"
uddhaṃ adho tiriyaṃ,idiom,above below and across; in every direction,SNP8, mettasuttaṃ,"mettañ'ca sabbalokasmiṃ,
mānasam'bhāvaye aparimāṇaṃ,
<b>uddhaṃ adho</b> ca <b>tiriyañ</b>'ca,
asambādhaṃ, averaṃ, asapattaṃ.",DN13.8,tevijjasuttaṃ,iti <b>uddham'adho tiriyaṃ</b> sabbadhi sabb'attatāya sabbāvantaṃ lokaṃ mettāsahagatena cetasā vipulena mahaggatena appamāṇena averena abyābajjhena pharitvā viharati.,,,,,,
uddhaṃ 1,ind,above; up; on top,SNP8,mettasuttaṃ,"mettañ'ca sabbalokasmi,
mānasaṃ bhāvaye aparimāṇaṃ,
<b>uddhaṃ</b> adho ca tiriyañ'ca,
asambādhaṃ averam'asapattaṃ.",AN10.29,paṭhamakosalasuttaṃ,"dasa'y'imāni, bhikkhave, kasiṇ'āyatanāni. katamāni dasa? pathavīkasiṇam'eko sañjānāti <b>uddhaṃ</b> adho tiriyaṃ advayaṃ appamāṇaṃ.",,,,,,
upakappati,pr,is beneficial (for); is good (for),KHP7,tirokuṭṭasuttaṃ,"yathā vārivahā pūrā paripūrenti sāgaraṃ, evam'eva ito dinnaṃ petānaṃ <b>upakappati</b>.",KHP7,tirokuṭṭasuttaṃ,"ayañ'ca kho dakkhiṇā dinnā, saṅghamhi supatiṭṭhitā. dīgharattaṃ hitāy'assa, ṭhānaso <b>upakappati</b>.",,,,,,
upasanta 1,pp,calmed; cooled; composed; still; calm; at peace; tranquil,SNP53,"attadaṇḍasuttaṃ
aṭṭhakavaggo 15","yaṃ pubbe taṃ visosehi, pacchā te m'āhu kiñcanaṃ,
majjhe ce no gahessasi, <b>upasanto</b> carissasi.",TH2,mahākoṭṭhikattheragāthā,"<b>upasanto</b> uparato,
mantabhāṇī anuddhato,
dhunāti pāpake dhamme,
dumapattaṃ'va māluto'ti.",DHP378,bhikkhuvaggo,"santakāyo santavāco,
santavā susamāhito,
vantalok'āmiso bhikkhu,
<b>upasanto</b>'ti vuccati.",DHP201,sukhavaggo,"jayaṃ veraṃ pasavati, dukkhaṃ seti parājito,
<b>upasanto</b> sukhaṃ seti, hitvā jayaparājayaṃ."
ubhayamantarena,ind,in-between the two,SN35.95,mālukyaputtasuttaṃ,"yato tvaṃ, māluṅkyaputta, na tattha, tato tvaṃ, māluṅkyaputta, n'ev'idha, na huraṃ, na <b>ubhayam'antarena</b>. es'ev'anto dukkhassā'ti.",,,,,,,,,
esā,pron,she; this; this woman,AN4.21,paṭhamauruvelasuttaṃ,"sabbe saddhammagaruno, vihariṃsu viharanti ca.
atho'pi viharissanti, <b>esā</b> buddhāna dhammatā.",DN8.5,mahāsīhanādasuttaṃ,"pakati kho <b>esā</b>, kassapa, lokasmiṃ, dukkaraṃ sāmaññaṃ dukkaraṃ brahmaññan'ti.",AN1.78,kalyāṇamittādivaggo,"appamattikā <b>esā</b>, bhikkhave, parihāni yadidaṃ bhogaparihāni. etaṃ patikiṭṭhaṃ, bhikkhave, parihānīnaṃ yadidaṃ paññāparihānī'ti.",MN10.18,mahāsatipaṭṭhānasuttaṃ,"yaṃ loke piyarūpaṃ sātarūpaṃ, etth<b>'esā</b> taṇhā pahīyamānā pahīyati, ettha nirujjhamānā nirujjhati."
esī,adj,who is seeking; looking for,SNP8,mettasuttaṃ,"diṭṭhā vā ye ca adiṭṭhā, ye ca dūre vasanti avidūre
bhūtā vā sambhava-<b>esī</b> vā, sabbe sattā bhavantu sukhit'attā.",SN12.63,puttamaṃsūpamasuttaṃ,"cattāro'me, bhikkhave, āhārā bhūtānaṃ vā sattānaṃ ṭhitiyā sambhava-<b>esīnaṃ</b> vā anuggahāya. katame cattāro?",,,,,,
esevanto,sandhi,just this is the end (of),MN18,madhupiṇḍikasuttaṃ,"<b>es'ev'anto</b> rāg'ānusayānaṃ, <b>es'ev'anto</b> paṭigh'ānusayānaṃ, <b>es'ev'anto</b> diṭṭh'ānusayānaṃ, <b>es'ev'anto</b> vicikicch'ānusayānaṃ, <b>es'ev'anto</b> mān'ānusayānaṃ, <b>es'ev'anto</b> bhavarāg'ānusayānaṃ, <b>es'ev'anto</b> avijj'ānusayānaṃ, <b>es'ev'anto</b> daṇḍ'ādāna-satth'ādāna-kalaha-viggaha-vivāda-tuvaṃtuvaṃ-pesuñña-musāvādānaṃ",SN35.87,channasuttaṃ,āgatigatiyā asati cut'ūpapāto na hoti. cut'ūpapāte asati n'ev'idha na huraṃ na ubhayam'antarena. <b>es'ev'anto</b> dukkhassā'ti.,,,,,,
eva 3,ind,even; too; as well,MN48,kosambiyasuttaṃ,mettaṃ … manokammaṃ paccupaṭṭhitaṃ hoti sabrahmacārīsu āvi c'<b>eva</b> raho ca.,SN21.6,lakuṇḍakabhaddiyasuttaṃ,"evam'eva manussesu,
daharo ce'pi paññavā,
so hi tattha mahā hoti,
n'<b>eva</b> bālo sarīravā'ti.",VIN PAT SA 13,kuladūsaka sikkhāpada,tassa kho pāpakā samācārā dissanti c'<b>eva</b> suyyanti ca kulāni ca tena duṭṭhāni dissanti c'eva suyyanti ca,,,
evampi,sandhi,likewise; just like this; similarly; so too,DHP338,taṇhāvaggo,"yathā'pi mūle anupaddave daḷhe,
chinno'pi rukkho puna'r'eva rūhati,
<b>evam'pi</b> taṇh'ānusaye anūhate,
nibbattatī dukkham'idaṃ punappunaṃ.",SNP44,"jarāsuttaṃ
aṭṭhakavaggo 6","supinena yathā'pi saṅgataṃ,
paṭibuddho puriso na passati,
<b>evam'pi</b> piyāyitaṃ janaṃ,
petaṃ kālakataṃ na passati.",MN22,alagaddūpamasuttaṃ,<b>evam'pi</b> kho ariṭṭho bhikkhu gaddhabādhipubbo tehi bhikkhūhi samanuyuñjiyamāno samanugāhiyamāno samanubhāsiyamāno tadeva pāpakaṃ diṭṭhigataṃ thāmasā parāmāsā abhinivissa voharati,MN55,jīvakasuttaṃ,aho vata m'āyaṃ gahapati vā gahapatiputto vā āyatim'pi evarūpena paṇītena piṇḍapātena pariviseyyā'ti <b>evam'pi</b>'ssa na hoti.
kā 2.1,pron,what?; which?; which woman?,SNP22,"uṭṭhānasuttaṃ
cūḷavaggo 10","uṭṭhahatha nisīdatha,
ko attho supitena vo,
āturānañ'hi <b>kā</b> niddā,
sallaviddhāna ruppataṃ.",AN6.61,majjhesuttaṃ,"katamo nu kho, āvuso, eko anto, katamo dutiyo anto, kiṃ majjhe, <b>kā</b> sibbinī'ti?",DHP149,jarāvaggo,"yān'imāni apatthāni, alābūn'eva sārade,
kāpotakāni aṭṭhīni, tāni disvāna <b>kā</b> rati.",,,
kāmataṇhā,fem,craving for sensual pleasure,SN56.11,dhammacakkappavattanasuttaṃ,"y'āyaṃ taṇhā ponobhavikā nandirāgasahagatā tatratatr'ābhinandinī, seyyath'idaṃ, <b>kāmataṇhā</b> bhavataṇhā vibhavataṇhā",MN75,māgaṇḍiyasuttaṃ,"so aññe satte passāmi kāmesu avītarāge <b>kāmataṇhāhi</b> khajjamāne kāmapariḷāhena pariḍayhamāne kāme paṭisevante. so tesaṃ na pihemi, na tattha abhiramāmi.",,,,,,
kāmapariḷāha,masc,fever for sensual pleasures; burning passion for sensual objects,MN75,māgaṇḍiyasuttaṃ,"so aññe satte passāmi kāmesu avītarāge kāmataṇhāhi khajjamāne <b>kāmapariḷāhena</b> pariḍayhamāne kāme paṭisevante. so tesaṃ na pihemi, na tattha abhiramāmi.",MN36,mahāsaccakasuttaṃ,"evam'eva kho, ye hi keci samaṇā vā brāhmaṇā vā kāyena c'eva cittena ca kāmehi avūpakaṭṭhā viharanti, yo ca n'esaṃ kāmesu kāmacchando kāmasneho kāmamucchā kāmapipāsā <b>kāmapariḷāho</b> so ca ajjhattaṃ na suppahīno hoti",VIN1.2.1,sukkavissaṭṭhi sikkhāpada,"nanu mayā, moghapurisa, anekapariyāyena kāmānaṃ pahānaṃ akkhātaṃ, kāmasaññānaṃ pariññā akkhātā, kāmapipāsānaṃ paṭivinayo akkhāto, kāmavitakkānaṃ samugghāto akkhāto, <b>kāmapariḷāhānaṃ</b> vūpasamo akkhāto?",,,
kula 2,nt,supporter; supporting family,SNP8,mettasuttaṃ,"santussako ca subharo ca,
appakicco ca sallahukavutti,
sant'indriyo ca nipako ca,
appagabbho <b>kulesu</b> ananugiddho.",VIN PAT SA 13,kuladūsaka sikkhāpada,tassa kho pāpakā samācārā dissanti c'eva suyyanti ca <b>kulāni</b> ca tena duṭṭhāni dissanti c'eva suyyanti ca,,,,,,
