pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anupassī 1,adj,looking (at); observing; following; noticing; witnessing; watching,MN118,ānāpānassatisuttaṃ,"anicca-<b>anupassī</b> assasissāmī'ti sikkhati, anicca-<b>anupassī</b> passasissāmī'ti sikkhati",SN45.8,vibhaṅgasuttaṃ,"idha, bhikkhave, bhikkhu kāye kāya-<b>anupassī</b> viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṃ",AN4.41,samādhibhāvanāsuttaṃ,"katamā ca, bhikkhave, samādhibhāvanā bhāvitā bahulīkatā āsavānaṃ khayāya saṃvattati? idha, bhikkhave, bhikkhu pañcasu upādānakkhandhesu udayabbaya-<b>anupassī</b> viharati",SNP59,"mettagū māṇava pucchā
pārāyanavaggo 4","yo ve avidvā upadhiṃ karoti,
punappunaṃ dukkham'upeti mando,
tasmā pajānaṃ upadhiṃ na kayirā,
dukkhassa jātippabhava-<b>anupassī</b>."
anusāsanī,fem,advice; instruction; teaching,MN19,dvedhāvitakkasuttaṃ,"etāni, bhikkhave, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhave, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo amhākaṃ <b>anusāsanī</b>'ti.",MN107,gaṇakamoggallānasuttaṃ,"ye kho te, brāhmaṇa, bhikkhū sekkhā apattamānasā anuttaraṃ yogakkhemaṃ patthayamānā viharanti tesu me ayaṃ evarūpī <b>anusāsanī</b> hoti.",VIN1.1.3,tatiyapārājikaṃ,"dūtena saṃvaṇṇeti, lekhāya saṃvaṇṇeti, opātaṃ apassenaṃ, upanikkhipanaṃ, bhesajjaṃ, rūp'ūpahāro, sadd'ūpahāro, gandh'ūpahāro, ras'ūpahāro, phoṭṭhabb'ūpahāro, dhamm'ūpahāro, ācikkhanā, <b>anusāsanī</b>, saṅketakammaṃ, nimittakamman'ti.",,,
aparimita,pp,immeasurable; limitless,UDa43,suppabuddhakuṭṭhi suttavaṇṇanā,"suppabuddha tvaṃ manussadaliddo manussakapaṇo manussavarāko, ahaṃ te <b>aparimitaṃ</b> dhanaṃ dassāmi, buddho na buddho, dhammo na dhammo, saṅgho na saṅgho, alaṃ me buddhena, alaṃ me dhammena, alaṃ me saṅghenā'ti vadehī'ti",SN55.41,paṭhamābhisandasuttaṃ,"mah'odadhiṃ <b>aparimitaṃ</b> mahāsaraṃ,
bahubheravaṃ ratanagaṇānam'ālayaṃ,
najjo yathā naragaṇasaṅghasevitā,
puthū savantī upayanti sāgaraṃ.",,,,,,
abhiramati,pr,enjoys; delights (in); takes pleasure (in),AN10.48,pabbajitābhiṇhasuttaṃ,"kacci nu kho'haṃ suññ'āgāre <b>abhiramāmī</b>'ti, pabbajitena abhiṇhaṃ paccavekkhitabbaṃ.",SN56.42,papātasuttaṃ,"ayaṃ dukkhanirodhagāminī paṭipadā'ti yathābhūtaṃ nappajānanti, te jātisaṃvattanikesu saṅkhāresu <b>abhiramanti</b>",VIN1.2.4,attakāmapāricariyasikkhāpadaṃ,paricareyyā'ti <b>abhirameyya</b>.,UD45,uposathasuttaṃ,"aṭṭh'ime, bhikkhave, mahāsamudde acchariyā abbhutā dhammā, ye disvā disvā asurā mahāsamudde <b>abhiramanti</b>. katame aṭṭha?"
abhisamaya,masc,complete comprehension (of); total understanding (of); completely getting (of); breakthrough (to),SNP38,dvayatānupassanāsuttaṃ,"ye ca phassaṃ pariññāya,
aññāy'upasame ratā,
te ve phassa-<b>abhisamayā</b>,
nicchātā parinibbutā'ti.",AN4.42,pañhabyākaraṇasuttaṃ,"anatthaṃ parivajjeti,
atthaṃ gaṇhāti paṇḍito,
attha-<b>abhisamayā</b> dhīro,
paṇḍito'ti pavuccatī'ti.",SN56.35,sattisatasuttaṃ,"api c'āhaṃ, bhikkhave, sahā'va sukhena, sahā'va somanassena catunnaṃ ariyasaccānaṃ <b>abhisamayaṃ</b> vadāmi.",MN2.8,sabbāsavasuttaṃ,"bhikkhu sabb'āsavasaṃvarasaṃvuto viharati, acchecchi taṇhaṃ, vivattayi saṃyojanaṃ, sammā māna-<b>abhisamayā</b> antam'akāsi dukkhassā'ti"
amhākaṃ 3,pron,our; of us,MN19,dvedhāvitakkasuttaṃ,"etāni, bhikkhu, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhu, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha. ayaṃ vo <b>amhākaṃ</b> anusāsanī'ti.",SN12.22,dutiyadasabalasuttaṃ,evaṃ no ayaṃ <b>amhākaṃ</b> pabbajjā avaṅkatā avañjhā bhavissati saphalā saudrayā.,MN31,cūḷagosiṅgasuttaṃ,"idha, bhante, <b>amhākaṃ</b> yo paṭhamaṃ gāmato piṇḍāya paṭikkamati so āsanāni paññapeti, pānīyaṃ paribhojanīyaṃ upaṭṭhāpeti, avakkārapātiṃ upaṭṭhāpeti",VIN PAT SA 11,bhedānuvattaka sikkhāpada,"dhammavādī c'eso bhikkhu vinayavādī c'eso bhikkhu <b>amhākañ</b>'c'eso bhikkhu chandañ'ca ruciñ'ca ādāya voharati, jānāti no bhāsati amhākam'p'etaṃ khamatī'ti"
amhesu,pron,in us; among us,SN12.22,dutiyadasabalasuttaṃ,yesañ'ca mayaṃ paribhuñjāma cīvara-piṇḍapāta-sen'āsana-gilānappaccaya-bhesajja-parikkhāraṃ tesaṃ te kārā <b>amhesu</b> mahapphalā bhavissanti mah'ānisaṃsā'ti,SN20.12,dutiyasiṅgālasuttaṃ,"tasmā't'iha, bhikkhave, evaṃ sikkhitabbaṃ, kataññuno bhavissāma katavedino, na ca no <b>amhesu</b> appakam'pi kataṃ nassissatī'ti. evañ'hi vo, bhikkhave, sikkhitabban'ti.",,,,,,
ayaṃ,pron,this; this person; this thing,MN19,dvedhāvitakkasuttaṃ,"etāni, bhikkhave, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhave, mā pamād'attha, mā pacchā vippaṭisārino ahuvattha. <b>ayaṃ</b> vo amhākaṃ anusāsanī'ti.",MN39,mahāassapurasuttaṃ,"so 'idaṃ dukkhan'ti yathābhūtaṃ pajānāti, '<b>ayaṃ</b> dukkhasamudayo'ti yathābhūtaṃ pajānāti, '<b>ayaṃ</b> dukkhanirodho'ti yathābhūtaṃ pajānāti",DN16.36,mahāparinibbānasuttaṃ,"atha kho bhagavā bhikkhū āmantesi, handa dāni, bhikkhave, āmantayāmi vo, vayadhammā saṅkhārā appamādena sampādethā'ti. <b>ayaṃ</b> tathāgatassa pacchimā vācā.",DN22.18,mahāsatipaṭṭhānasuttaṃ,<b>ayam</b>'eva ariyo aṭṭh'aṅgiko maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.
ariyasacca,nt,truth of the Buddha; noble truth,SNP13,"ratanasuttaṃ
cūḷavaggo 1","yath'indakhīlo pathaviṃ sito siyā, catubbhi vātehi asampakampiyo.
tath'ūpamaṃ sappurisaṃ vadāmi, yo <b>ariyasaccāni</b> avecca passati.",KHP5,maṅgalasuttaṃ,"tapo ca brahmacariyañ'ca,
<b>ariyasaccāna</b> dassanaṃ,
nibbānasacchikiriyā ca,
etaṃ maṅgalam'uttamaṃ.",MN140,dhātuvibhaṅgasuttaṃ,"tasmā evaṃ samannāgato bhikkhu iminā paramena sacc'ādhiṭṭhānena samannāgato hoti. etañ'hi, bhikkhu, paramaṃ <b>ariyasaccaṃ</b> yadidaṃ, amosadhammaṃ nibbānaṃ.",MN10.15,mahāsatipaṭṭhānasuttaṃ,"puna caparaṃ, bhikkhave, bhikkhu dhammesu dhamm'ānupassī viharati catūsu <b>ariyasaccesu</b>."
alattha 1,aor,got; obtained,SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","<b>alattha</b> kho kasibhāradvājo brāhmaṇo bhagavato santike pabbajjaṃ, <b>alattha</b> upasampadaṃ.",MN82,raṭṭhapālasuttaṃ,"atha kho āyasmā raṭṭhapālo sakapitu nivesane n'eva dānaṃ alattha na paccakkhānaṃ, añña'd'atthu akkosam'eva <b>alattha</b>",,,,,,
alaṃ 3,ind,enough; it is enough (for),TH251,raṭṭhapālattheragāthā,"alattakakatā pādā, mukhaṃ cuṇṇakamakkhitaṃ.
<b>alaṃ</b> bālassa mohāya, no ca pāragavesino.",SN12.22,dutiyadasabalasuttaṃ,<b>alam</b>'eva saddhāpabbajitena kulaputtena vīriyaṃ ārabhituṃ,AN3.126,gotamakacetiyasuttaṃ,"<b>alañ</b>'ca pana vo, bhikkhave, tuṭṭhiyā, <b>alaṃ</b> attamanatāya, <b>alaṃ</b> somanassāya, sammāsambuddho bhagavā, svākkhāto dhammo, suppaṭipanno saṅgho'ti.",MN39,mahāassapurasuttaṃ,"siyā kho pana bhikkhave tumhākaṃ evam'assa, hir'ottappen'amha samannāgatā, <b>alam</b>'ettāvatā katam'ettāvatā, anuppatto no sāmaññ'attho, n'atthi no kiñci uttariṃ karaṇīyan'ti"
alaṃ 5,ind,that's enough (of)!; stop (with)!,SN35.246,vīṇopamasuttaṃ,"so evaṃ vadeyya, <b>alaṃ</b> me, bho, tāya vīṇāya, tam'eva me saddaṃ āharathā'ti. tam'enaṃ evaṃ vadeyyuṃ, ayaṃ kho, bhante, vīṇā nāma anekasambhārā mahāsambhārā",SN22.87,vakkalisuttaṃ,"<b>alaṃ</b>, vakkali, kiṃ te iminā pūtikāyena diṭṭhena? yo kho, vakkali, dhammaṃ passati so maṃ passati, yo maṃ passati so dhammaṃ passati",DN16.32,mahāparinibbānasuttaṃ,"<b>alaṃ</b>, ānanda, mā soci mā paridevi, nanu etaṃ, ānanda, mayā paṭikacc'eva akkhātaṃ, sabbeh'eva piyehi manāpehi nānābhāvo vinābhāvo aññathābhāvo",,,
alika 1,nt,lie; falsehood; untruth,DHP223,kodhavaggo,"akkodhena jine kodhaṃ,
asādhuṃ sādhunā jine,
jine kadariyaṃ dānena,
saccena-<b>alika</b>vādinaṃ.",DHP264,dhammaṭṭha vaggo,"na muṇḍakena samaṇo, abbato <b>alikaṃ</b> bhaṇaṃ.
icchālobhasamāpanno, samaṇo kiṃ bhavissati.",,,,,,
alikavādī,masc,liar; who lies,DHP223,kodhavaggo,"akkodhena jine kodhaṃ,
asādhuṃ sādhunā jine,
jine kadariyaṃ dānena,
saccena-<b>alikavādinaṃ</b>.",,,,,,,,,
asura,masc,titan; anti-god; enemy of the devas,DN18.4,janavasabhasuttaṃ,"tena sudaṃ, bhante, devatā tāvatiṃsā attamanā honti pamuditā pītisomanassajātā dibbā vata bho kāyā paripūrenti, hāyanti <b>asura</b>kāyā'ti",JA492,tacchasūkara jātakaṃ,"eko'va indo <b>asure</b> jināti,
eko'va seno hanti dije pasayha,
eko'va byaggho migasaṅghapatto,
varaṃ varaṃ hanti balañ'hi tādisaṃ.",UD45,uposathasuttaṃ,"ayaṃ, bhikkhave, mahāsamudde chaṭṭho acchariyo abbhuto dhammo, yaṃ disvā disvā <b>asurā</b> mahāsamudde abhiramanti",,,
assasissati,fut,will breathe in; will inhale,MN118,ānāpānassatisuttaṃ,"pītipaṭisaṃvedī <b>assasissāmī</b>'ti sikkhati, pītipaṭisaṃvedī passasissāmī'ti sikkhati.",,,,,,,,,
ahaṃ,pron,I,AN8.53,saṃkhittasuttaṃ,"sādhu me, bhante, bhagavā saṃkhittena dhammaṃ desetu, yam<b>'ahaṃ</b> bhagavato dhammaṃ sutvā ekā vūpakaṭṭhā appamattā ātāpinī pahit'attā vihareyyan'ti.",SNP37,"nālakasuttaṃ
mahāvaggo 11","yathā <b>ahaṃ</b> tathā ete,
yathā ete tathā <b>ahaṃ</b>,
attānaṃ upamaṃ katvā,
na haneyya na ghātaye.",SNP4,"kasibhāradvājasuttaṃ
uragavaggo 4","<b>ahaṃ</b> kho, samaṇa, kasāmi ca vapāmi ca. kasitvā ca vapitvā ca bhuñjāmi. tvam'pi, samaṇa, kasassu ca vapassu ca. kasitvā ca vapitvā ca bhuñjassū'ti.",MN82,raṭṭhapālasuttaṃ,"atha kho aññe imaṃ bhogaṃ paṭipajjissanti, <b>ahaṃ</b> pana yathākammaṃ gamissāmī'ti."
ahuvattha,aor,you all were,MN19,dvedhāvitakkasuttaṃ,"etāni, bhikkhu, rukkhamūlāni, etāni suññ'āgārāni. jhāyatha, bhikkhu, mā pamād'attha, mā pacchā vippaṭisārino <b>ahuvattha</b>. ayaṃ vo amhākaṃ anusāsanī'ti.",SN35.240,kummopamasuttaṃ,"cakkhunā rūpaṃ disvā mā nimittaggāhino <b>ahuvattha</b>, mā anubyañjanaggāhino.",,,,,,
ahesuṃ,aor,there were; they were,SN22.59,anattalakkhaṇasuttaṃ,"saṅkhārā anattā. saṅkhārā ca h'idaṃ, bhikkhave, attā abhavissaṃsu, na'y'idaṃ saṅkhārā ābādhāya saṃvatteyyuṃ, labbhetha ca saṅkhāresu, evaṃ me saṅkhārā hontu, evaṃ me saṅkhārā mā <b>ahesun</b>'ti.",DN2.4,mahāsudassanasuttaṃ,"kusāvatiyā, ānanda, rājadhāniyā catunnaṃ vaṇṇānaṃ dvārāni <b>ahesuṃ</b>. ekaṃ dvāraṃ sovaṇṇamayaṃ, ekaṃ rūpiyamayaṃ, ekaṃ veḷuriyamayaṃ, ekaṃ phalikamayaṃ.",SN48.50,āpaṇasuttaṃ,"evaṃ abhisaddahati, ime kho te dhammā ye me pubbe sutavā <b>ahesuṃ</b>, ten'āhaṃ eta'r'ahi kāyena ca phusitvā viharāmi, paññāya ca ativijjha passāmī'ti.",,,
ahosi,aor,was; existed; became,SN22.59,anattalakkhaṇasuttaṃ,"rūpaṃ, bhikkhave, anattā. rūpañ'ca h'idaṃ, bhikkhave, attā abhavissa, na'y'idaṃ rūpaṃ ābādhāya saṃvatteyya, labbhetha ca rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā <b>ahosī</b>'ti.",SN35.240,kummopamasuttaṃ,"bhūtapubbaṃ, bhikkhave, kummo kacchapo sāy'anhasamayaṃ anunadītīre gocarapasuto <b>ahosi</b>. siṅgālopi kho, bhikkhave, sāy'anhasamayaṃ anunadītīre gocarapasuto <b>ahosi</b>.",VIN4.1.6,pañcavaggiya kathā,etha bhikkhavo'ti bhagavā avoca. svākkhāto dhammo caratha brahmacariyaṃ sammā dukkhassa antakiriyāyā'ti. sāva tesaṃ āyasmantānaṃ upasampadā <b>ahosi</b>,VIN1.0,verañjakaṇḍaṃ,"āraddhaṃ kho pana me vīriyaṃ <b>ahosi</b> asallīnaṃ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṃ cittaṃ ek'aggaṃ."
ājīva,masc,livelihood; mode of living; way of life; way of earning a living,SN45.8,vibhaṅgasuttaṃ,"idha bhikkhave ariyasāvako micchā<b>ājīvaṃ</b> pahāya sammāājīvena jīvitaṃ kappeti, ayaṃ vuccati bhikkhave sammāājīvo.",SN45.8,vibhaṅgasuttaṃ,ariyo aṭṭhaṅgiko maggo seyyath'īdaṃ sammādiṭṭhi sammāsaṅkappo sammāvācā sammākamm'anto sammā<b>ājīvo</b> sammāvāyāmo sammāsati sammāsamādhi.,MN39,mahāassapurasuttaṃ,parisuddho no <b>ājīvo</b> bhavissati uttāno vivaṭo na ca chiddavā saṃvuto ca,MN107,gaṇakamoggallānasuttaṃ,"amhākam'pi hi, bho gotama, gaṇakānaṃ gaṇan'<b>ājīvānaṃ</b> dissati anupubbasikkhā anupubbakiriyā anupubbapaṭipadā yadidaṃ, saṅkhāne."
ārocesi 1,aor,told (to); informed (to); explained (to),AN6.61,majjhesuttaṃ,"ekam'antaṃ nisinnā kho therā bhikkhū yāvatako ahosi sabbeh'eva saddhiṃ kathāsallāpo, taṃ sabbaṃ bhagavato <b>ārocesuṃ</b>.",MN31,cūḷagosiṅgasuttaṃ,"kiṃ nu kho mayaṃ āyasmato anuruddhassa evam'<b>ārocimha</b>, imāsañ'ca imāsañ'ca vihārasamāpattīnaṃ mayaṃ lābhino'ti",,,,,,
uccāsoṇḍaṃ paggahetvā,idiom,arrogantly; with an attitude; (comm) drunk on conceit,AN7.61,pacalāyamānasuttaṃ,"tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na <b>uccāsoṇḍaṃ paggahetvā</b> kulāni upasaṅkamissāmī'ti",,,,,,,,,
uccāsoṇḍā,fem,(of an elephant) raised trunk; (comm) trunk of pride,AN7.61,pacalāyamānasuttaṃ,"tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na <b>uccāsoṇḍaṃ</b> paggahetvā kulāni upasaṅkamissāmī'ti",,,,,,,,,
uttariṃ 2,ind,further; another; in addition,MN107,gaṇakamoggallānasuttaṃ,seyyathā'pi brāhmaṇa dakkho assadammako bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne kāraṇaṃ kāreti atha <b>uttariṃ</b> kāraṇaṃ kāreti,MN43,mahāvedallasuttaṃ,sādh'āvuso'ti kho āyasmā mahākoṭṭhiko āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā āyasmantaṃ sāriputtaṃ <b>uttariṃ</b> pañhaṃ apucchi.,,,,,,
upasaṅkamati,pr,approaches; goes (to); visits,DN4.2,soṇadaṇḍasuttaṃ,"sace bhavaṃ soṇadaṇḍo samaṇaṃ gotamaṃ dassanāya <b>upasaṅkamissati</b>, bhoto soṇadaṇḍassa yaso hāyissati, samaṇassa gotamassa yaso abhivaḍḍhissati.",SN20.9,nāgasuttaṃ,"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme. tena kho pana samayena aññataro navo bhikkhu ativelaṃ kulāni <b>upasaṅkamati</b>.",AN7.61,pacalāyamānasuttaṃ,"tasmā't'iha, moggallāna, evaṃ sikkhitabbaṃ, na uccāsoṇḍaṃ paggahetvā kulāni <b>upasaṅkamissāmī</b>'ti",MN70,kīṭāgirisuttaṃ,"idha saddhājāto <b>upasaṅkamati</b>, upasaṅkamanto payirupāsati, payirupāsanto sotaṃ odahati, ohitasoto dhammaṃ suṇāti, sutvā dhammaṃ dhāreti, dhatānaṃ dhammānaṃ atthaṃ upaparikkhati,"
upasaṅkamitvā,abs,having approached; having gone (to); having drawn near (to),SNP16,"maṅgalasuttaṃ
cūḷavaggo 4",<b>upasaṅkamitvā</b> bhagavantaṃ abhivādetvā ekam'antaṃ aṭṭhāsi. ekam'antaṃ ṭhitā kho sā devatā bhagavantaṃ gāthāya ajjhabhāsi,SN35.240,kummopamasuttaṃ,"<b>upasaṅkamitvā</b> kummaṃ kacchapaṃ paccupaṭṭhito ahosi, yadā'yaṃ kummo kacchapo soṇḍipañcamānaṃ aṅgānaṃ aññataraṃ vā aññataraṃ vā aṅgaṃ abhininnāmessati, tatth'eva naṃ gahetvā uddālitvā khādissāmī'ti.",DN9.6,poṭṭhapādasuttaṃ,"ty'āhaṃ <b>upasaṅkamitvā</b> evaṃ vadāmi, saccaṃ kira tumhe āyasmanto evaṃvādino evaṃdiṭṭhino, ek'antasukhī attā hoti arogo paraṃ maraṇā'ti?",VIN PAT NP 8,paṭhamaupakkhaṭa sikkhāpada,"tatra ce so bhikkhu, pubbe appavārito, <b>upasaṅkamitvā</b> cīvare vikappaṃ āpajjeyya"
ekaṃ samayaṃ,idiom,at one time; on one occasion,SN35.28,ādittasuttaṃ,evaṃ me sutaṃ <b>ekaṃ samayaṃ</b> bhagavā gayāyaṃ viharati gayāsīse saddhiṃ bhikkhusahassena. tatra kho bhagavā bhikkhū āmantesi,MN21,kakacūpamasuttaṃ,"atha kho bhagavā bhikkhū āmantesi, ārādhayiṃsu vata me, bhikkhave, bhikkhū <b>ekaṃ samayaṃ</b> cittaṃ. idh'āhaṃ, bhikkhave, bhikkhū āmantesiṃ, ahaṃ kho, bhikkhave, ek'āsanabhojanaṃ bhuñjāmi.",,,,,,
ekodi,adj,(mentally) unified; single,SN45.8,vibhaṅgasuttaṃ,vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso <b>ekodi</b>bhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati.,SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","kaṃ so sikkhaṃ samādāya,
<b>ekodi</b> nipako sato,
kammāro rajatass'eva,
niddhame malam'attano.",MN20,vitakkasaṇṭhānasuttaṃ,tesaṃ pahānā ajjhattam'eva cittaṃ santiṭṭhati sannisīdati <b>ekodi</b> hoti samādhiyati.,SN40.1,paṭhamajhānapañhāsuttaṃ,"mā, brāhmaṇa, paṭhamaṃ jhānaṃ pamādo, paṭhame jhāne cittaṃ saṇṭhapehi, paṭhame jhāne cittaṃ <b>ekodiṃ</b> karohi, paṭhame jhāne cittaṃ samādahā'ti."
ekodiṃ karoti,idiom,integrates; unifies; collects; stabilizes,SN40.1,paṭhamajhānapañhāsuttaṃ,"mā, brāhmaṇa, paṭhamaṃ jhānaṃ pamādo, paṭhame jhāne cittaṃ saṇṭhapehi, paṭhame jhāne cittaṃ <b>ekodiṃ karohi</b>, paṭhame jhāne cittaṃ samādahā'ti.",MN19,dvedhāvitakkasuttaṃ,"so kho ahaṃ, bhikkhave, ajjhattam'eva cittaṃ saṇṭhapemi sannisādemi <b>ekodiṃ karomi</b> samādahāmi. taṃ kissa hetu? mā me cittaṃ ūhaññī'ti.",,,,,,
