pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
anupadajjeyya 2,opt,could give; should hand over,VIN PAT NP 27,mahāpesakārasikkhāpadaṃ,"app'eva nāma mayam'pi āyasmantānaṃ kiñcimattaṃ <b>anupadajjeyyāmā</b>'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ <b>anupadajjeyya</b> antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.",,,,,,,,,
anuppavecchati,pr,gives; bestows; offers support,MN39,mahāassapurasuttaṃ,"seyyathā'pi, bhikkhave, udakarahado ubbhid'odako. tassa n'ev'assa puratthimāya disāya udakassa āyamukhaṃ ... devo ca na kālena kālaṃ sammādhāraṃ <b>anuppaveccheyya</b>.",,,,,,,,,
anubrūhayati,pr,fosters; nurtures; develops; cultivates; increases,MN131,bhaddekarattasuttaṃ,"paccuppannañ'ca yo dhammaṃ,
tattha tattha vipassati,
asaṃhīraṃ asaṃkuppaṃ,
taṃ vidvā m'<b>anubrūhaye</b>.",DHP75,bālavaggo,"aññā hi lābh'ūpanisā,
aññā nibbānagāminī,
evam'etaṃ abhiññāya,
bhikkhu buddhassa sāvako,
sakkāraṃ n'ābhinandeyya,
vivekam'<b>anubrūhaye</b>.",,,,,,
antopūti,adj,rotten inside; corrupt,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"evam'eva kho, bhikkhave, sace tumhe'pi ... na āvaṭṭaggāho gahessati, na <b>antopūtī</b> bhavissatha, evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.",AN3.27,jigucchitabbasuttaṃ,"idha, bhikkhave, ekacco puggalo dussīlo hoti pāpadhammo asuci saṅkassarasamācāro paṭicchannakamm'anto, assamaṇo samaṇapaṭiñño, abrahmacārī brahmacāripaṭiñño, <b>antopūti</b> avassuto kasambujāto.",,,,,,
apabodheti,pr,avoids; shies away (from); draws away (from); keeps clear (of); is wary (of),DHP143,daṇḍavaggo,"hirīnisedho puriso,
koci lokasmi vijjati,
yo nindaṃ <b>apabodheti</b>,
asso bhadro kasām'iva.",,,,,,,,,
aparipūra,adj,incomplete (in); deficient (in); lacking (in); unfulfilled (in),AN10.8,jhānasuttaṃ,"saddho ca, bhikkhave, bhikkhu hoti, no ca sīlavā. evaṃ so ten'aṅgena <b>aparipūro</b> hoti. tena taṃ aṅgaṃ paripūretabbaṃ, kin't'āhaṃ saddho ca assaṃ, sīlavā cā'ti!",MN73,mahāvacchasuttaṃ,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃ'y'eva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu, evam'idaṃ brahmacariyaṃ <b>aparipūraṃ</b> abhavissa ten'aṅgena.",,,,,,
appātaṅkatā,fem,health; wellness; well-being,MN65,bhaddālisuttaṃ,"etha, tumhe'pi, bhikkhave, ek'āsanabhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā app'ābādhatañ'ca sañjānissatha <b>app'ātaṅkatañ</b>'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti.",,,,,,,,,
appābādhatā,fem,good health; healthiness,MN105,sunakkhattasuttaṃ,"so taṃ purisaṃ tassa gāmassa vā nigamassa vā khematañ'ca subhikkhatañ'ca <b>app'ābādhatañ</b>'ca puccheyya, tassa so puriso tassa gāmassa vā nigamassa vā khematañ'ca subhikkhatañ'ca app'ābādhatañ'ca saṃseyya.",MN65,bhaddālisuttaṃ,"etha, tumhe'pi, bhikkhave, ek'āsanabhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā <b>app'ābādhatañ</b>'ca sañjānissatha app'ātaṅkatañ'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti.",,,,,,
appeva,sandhi,it is likely that; perhaps; maybe; hopefully; if only; please may; it would be good,SN22.80,piṇḍolyasuttaṃ,<b>app'eva</b>nām'imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti,MN91,brahmāyusuttaṃ,app'eva nāma mayaṃ kadāci karahaci tena bhotā gotamena samāgaccheyyāma? <b>app'eva</b> nāma siyā koci'd'eva kathāsallāpo'ti!,THI69,sundarītherīgāthā,"so aham'pi gamissāmi,
nagaraṃ mithilaṃ pati,
<b>app'eva</b> maṃ so bhagavā,
sabbadukkhā pamocaye.",VIN PAT NP 27,mahāpesakāra sikkhāpada,"<b>app'eva</b> nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ."
appeva nāma,idiom,it would be good if; perhaps; hopefully; if only,VIN PAT NP 27,mahāpesakāra sikkhāpada,"<b>app'eva nāma</b> mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. evañ'ca so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.",AN4.122,ūmibhayasuttaṃ,<b>app'eva nāma</b> imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā'ti.,,,,,,
abbhuggañchi,aor,arose (into); rose up (into); flew up (into),SN1.35,ujjhānasaññisuttaṃ,atha kho bhagavā sitaṃ pātvākāsi. atha kho tā devatāyo bhiyyosomattāya ujjhāyantiyo vehāsaṃ <b>abbhuggañchuṃ</b>.,,,,,,,,,
abhavissa,cond,(if) would be; could have been,SN22.59,anattalakkhaṇasuttaṃ,"rūpaṃ, bhikkhave, anattā. rūpañ'ca h'idaṃ, bhikkhave, attā <b>abhavissa</b>, na'y'idaṃ rūpaṃ ābādhāya saṃvatteyya, labbhetha ca rūpe, evaṃ me rūpaṃ hotu, evaṃ me rūpaṃ mā ahosī'ti.",MN73,mahāvacchasuttaṃ,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃ'y'eva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā <b>abhavissaṃsu</b>, evam'idaṃ brahmacariyaṃ aparipūraṃ abhavissa ten'aṅgena.",UD73,tatiya nibbāna paṭisaṃyuttasuttaṃ,"no c'etaṃ, bhikkhave, <b>abhavissa</b> ajātaṃ abhūtaṃ akataṃ asaṅkhataṃ na'y'idha jātassa bhūtassa katassa saṅkhatassa nissaraṇaṃ paññāyetha",SN22.28,tatiyāssādasuttaṃ,"no ce'daṃ, bhikkhave, rūpassa assādo <b>abhavissa</b> na'y'idaṃ sattā rūpasmiṃ sārajjeyyuṃ. yasmā ca kho, bhikkhave, atthi rūpassa assādo, tasmā sattā rūpasmiṃ sārajjanti."
abhavissaṃsu,cond,(if) they would have been; (if) those would be,SN22.59,anattalakkhaṇasuttaṃ,"saṅkhārā ca h'idaṃ, bhikkhave, attā <b>abhavissaṃsu</b>, na'y'idaṃ saṅkhārā ābādhāya saṃvatteyyuṃ, labbhetha ca saṅkhāresu, evaṃ me saṅkhārā hontu, evaṃ me saṅkhārā mā ahesun'ti.",MN73,mahāvacchasuttaṃ,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃ'y'eva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā <b>abhavissaṃsu</b>, evam'idaṃ brahmacariyaṃ aparipūraṃ abhavissa ten'aṅgena.",,,,,,
amaññissaṃ,aor,I thought; I imagined; I presumed; I supposed,MN56,upālisuttaṃ,"api c'āhaṃ imāni bhagavato vicitrāni pañhapaṭibhānāni sotu'kāmo, ev'āhaṃ bhagavantaṃ paccanīkaṃ kātabbaṃ <b>amaññissaṃ</b>",MN140,dhātuvibhaṅgasuttaṃ,"accayo maṃ, bhante, accagamā yathābālaṃ yathāmūḷhaṃ yathāakusalaṃ, yo'haṃ bhagavantaṃ āvusovādena samudācaritabbaṃ <b>amaññissaṃ</b>.",,,,,,
amanussa 1,masc,deity; god; daemon; ghost,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"na manussaggāho gahessati, na <b>amanussa</b>ggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha, evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.",,,,,,,,,
amanussaggāha,masc,capture by non-human beings; possession by spirits,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"evam'eva kho, bhikkhave, sace tumhe'pi ... na <b>amanussaggāho</b> gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha, evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.",,,,,,,,,
ayamahamasmi,sandhi,I am this,SN35.248,yavakalāpisuttaṃ,"asmī'ti, bhikkhave, maññitam'etaṃ, <b>ayam'aham'asmī'ti</b> maññitam'etaṃ, bhavissan'ti maññitam'etaṃ, na bhavissan'ti maññitam'etaṃ, rūpī bhavissan'ti maññitam'etaṃ",SN22.47,samanupassanāsuttaṃ,"avijjāsamphassajena, bhikkhave, vedayitena phuṭṭhassa assutavato puthujjanassa asmī'ti'pi'ssa hoti, <b>ayam'aham'asmī</b>'ti'pi'ssa hoti",,,,,,
ayamahamasmīti,sandhi,'I am this',SN22.89,khemakasuttaṃ,"imesu khv'āhaṃ, āvuso, pañcasu upādānakkhandhesu na kiñci attaṃ vā attaniyaṃ vā samanupassāmi, na c'amhi arahaṃ khīṇ'āsavo, api ca me, āvuso, pañcasu upādānakkhandhesu asmī'ti adhigataṃ, <b>ayam'aham'asmī'ti</b> na ca samanupassāmī'ti.",SN35.248,yavakalāpisuttaṃ,"asmī'ti, bhikkhave, maññitam'etaṃ, <b>ayam'aham'asmī'ti</b> maññitam'etaṃ, bhavissan'ti maññitam'etaṃ, na bhavissan'ti maññitam'etaṃ, rūpī bhavissan'ti maññitam'etaṃ",,,,,,
asaṅkuppa,ptp,immovable; unshakeable; steady,MN131,bhaddekarattasutta,"paccuppannañ'ca yaṃ dhammaṃ, tattha tattha vipassati. asaṃhīraṃ <b>asaṅkuppaṃ</b>, taṃ vidvā manubrūhaye.",,,,,,,,,
asaṃhira,ptp,unmovable; unshakeable; unassailable (by),MN131,bhaddekarattasuttaṃ,"paccuppannañ'ca yaṃ dhammaṃ, tattha tattha vipassati. <b>asaṃhiraṃ</b> asaṅkuppaṃ, taṃ vidvā m'anubrūhaye.",,,,,,,,,
asissaṃ,fut,I myself will eat,SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","kiṃ'sū asissāmi kuvaṃ vā <b>asissaṃ</b>,
dukkhaṃ vata settha kv'ajja sessaṃ,
ete vitakke paridevaneyye,
vinayetha sekho aniketacārī.",,,,,,,,,
asissāmi,fut,I will eat,SNP54,"sāriputtasuttaṃ
aṭṭhakavaggo 16","kiṃ'sū <b>asissāmi</b> kuvaṃ vā asissaṃ,
dukkhaṃ vata settha kv'ajja sessaṃ,
ete vitakke paridevaneyye,
vinayetha sekho aniketacārī.",,,,,,,,,
asubhataddasa,aor,saw as ugly; perceived as unattractive,AN4.49,vipallāsasuttaṃ,"aniccaṃ aniccato dakkhuṃ, dukkham'addakkhu dukkhato.
anattani anattā'ti, asubhaṃ <b>asubhat'addasuṃ</b>.
sammādiṭṭhisamādānā, sabbaṃ dukkhaṃ upaccagun'ti",,,,,,,,,
asubhato,ind,as ugly; as disgusting; as unattractive,AN4.49,vipallāsasuttaṃ,"anattani anattā'ti,
asubhaṃ <b>asubhato</b>-addasuṃ,
sammādiṭṭhisamādānā,
sabbaṃ dukkhaṃ upaccagun'ti.",,,,,,,,,
assa 1.1,masc,horse,MN51,kandarakasuttaṃ,"hatthigava-<b>assa</b>vaḷavapaṭiggahaṇā paṭivirato hoti, khettavatthupaṭiggahaṇā paṭivirato hoti",DHP143,daṇḍavaggo,"hirīnisedho puriso,
koci lokasmi vijjati,
yo nindaṃ apabodheti,
<b>asso</b> bhadro kasām'iva.",MN107,gaṇakamoggallānasuttaṃ,seyyathā'pi brāhmaṇa dakkho <b>assa</b>dammako bhaddaṃ ass'ājānīyaṃ labhitvā paṭhamen'eva mukh'ādhāne kāraṇaṃ kāreti atha uttariṃ kāraṇaṃ kāreti,VIN1.2.6,kuṭikārasikkhāpadaṃ,"sārambhaṃ nāma ... <b>assānaṃ</b> vā āsayo hoti, sīhānaṃ vā āsayo hoti, byagghānaṃ vā āsayo hoti, dīpīnaṃ vā āsayo hoti, acchānaṃ vā āsayo hoti, taracchānaṃ vā āsayo hoti"
avipariṇāma,adj,unchanging; not altering,SN22.96,gomayapiṇḍasuttaṃ,"ettako ce'pi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato <b>avipariṇāma</b>dhammo, na'y'idaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.",SN22.97,nakhasikhāsuttaṃ,atthi nu kho bhante kiñci rūpaṃ yaṃ rūpaṃ niccaṃ dhuvaṃ sassataṃ <b>avipariṇāma</b>dhammaṃ sassatisamaṃ tath'eva ṭhassati,,,,,,
ācariyabhariyā,fem,teacher's wife,AN2.9,cariyasuttaṃ,"ime kho, bhikkhave, dve sukkā dhammā lokaṃ na pāleyyuṃ, na'y'idha paññāyetha mātā'ti vā mātucchā'ti vā mātulānī'ti vā <b>ācariyabhariyā</b>'ti vā garūnaṃ dārā'ti vā.",,,,,,,,,
āya 1.1,masc,coming in; income; entrance,MN39,mahāassapurasuttaṃ,tassa n'ev'assa puratthimāya disāya udakassa <b>āya</b>mukhaṃ,,,,,,,,,
āyamukha,nt,inflow; income; entrance,MN39,mahāassapurasuttaṃ,"seyyathā'pi, bhikkhave, udakarahado ubbhid'odako. tassa n'ev'assa puratthimāya disāya udakassa <b>āyamukhaṃ</b>, na pacchimāya disāya udakassa <b>āyamukhaṃ</b>, na uttarāya disāya udakassa <b>āyamukhaṃ</b>, na dakkhiṇāya disāya udakassa <b>āyamukhaṃ</b>",,,,,,,,,
ārādhaka 1,adj,successful; accomplished,SN45.24,"maggasaṃyuttaṃ, dutiyapaṭipadāsuttaṃ","gihi vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipatt'ādhikaraṇahetu <b>ārādhako</b> hoti ñāyaṃ dhammaṃ kusalan'ti.",MN73,mahāvacchasuttaṃ,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃ'y'eva gotamo <b>ārādhako</b> abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu, evam'idaṃ brahmacariyaṃ aparipūraṃ abhavissa ten'aṅgena.",,,,,,
āvaṭṭaggāha,masc,clutch of a whirlpool; sucked in by a whirlpool,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"evam'eva kho, bhikkhave, sace tumhe'pi ... na <b>āvaṭṭaggāho</b> gahessati, na antopūtī bhavissatha, evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.",,,,,,,,,
ujjhāyanta,prp,finding fault; thinking badly of,SN1.35,ujjhānasaññisuttaṃ,atha kho bhagavā sitaṃ pātvākāsi. atha kho tā devatāyo bhiyyosomattāya <b>ujjhāyantiyo</b> vehāsaṃ abbhuggañchuṃ.,VIN2.7.1,parimaṇḍalavaggo,assosuṃ kho bhikkhū tesaṃ manussānaṃ <b>ujjhāyantānaṃ</b> khiyyantānaṃ vipācentānaṃ.,,,,,,
uṭṭhāna 1,nt,waking up; getting up; rising,MN107,gaṇakamoggallānasuttaṃ,rattiyā majjhimaṃ yāmaṃ dakkhiṇena passena sīhaseyyaṃ kappessāma pāde pādaṃ accādhāya sato sampajāno <b>uṭṭhāna</b>saññaṃ manasi karitvā,MN65,bhaddālisuttaṃ,"etha, tumhe'pi, bhikkhave, ek'āsanabhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā app'ābādhatañ'ca sañjānissatha app'ātaṅkatañ'ca laha-<b>uṭṭhānañ</b>'ca balañ'ca phāsuvihārañ'cā'ti.",DHP280,maggavaggo,"<b>uṭṭhāna</b>kālamhi anuṭṭhahāno, yuvā balī ālasiyaṃ upeto,
saṃsannasaṅkappamano kusīto, paññāya maggaṃ alaso na vindati.",,,
upagacchati 1,pr,veers towards; swerves towards,SN35.241,paṭhamadārukkhandhopamasuttaṃ,"evam'eva kho, bhikkhave, sace tumhe'pi na orimaṃ tīraṃ <b>upagacchatha</b>, na pārimaṃ tīraṃ <b>upagacchatha</b>, na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati",SN22.100,dutiyagaddulabaddhasuttaṃ,"seyyathā'pi, bhikkhave, sā gaddulabaddho daḷhe khīle vā thambhe vā upanibaddho. so gacchati ce'pi tam'eva khīlaṃ vā thambhaṃ vā <b>upagacchati</b>.",,,,,,
upaccaguṃ,imperf,they overcame; they transcended,SN1.50,ghaṭīkārasuttaṃ,"ke ca te ataruṃ paṅkaṃ,
maccudheyyaṃ suduttaraṃ,
ke hitvā mānusaṃ dehaṃ,
dibbayogaṃ <b>upaccagun</b>'ti.",AN4.49,vipallāsasuttaṃ,"anattani anattā'ti,
asubhaṃ asubhat'addasuṃ,
sammādiṭṭhisamādānā,
sabbaṃ dukkhaṃ <b>upaccagun</b>'ti.",,,,,,
upaññissati,fut,will explain; will teach,SNP37,"nālakasuttaṃ
mahāvaggo 11","moneyyaṃ te <b>upaññissaṃ</b>,
khuradhār'ūpamo bhave,
jivhāya tālum'āhacca,
udare saññato siyā.",SNP37,"nālakasuttaṃ
mahāvaggo 11","moneyyaṃ te <b>upaññissaṃ</b>,
dukkaraṃ durabhisambhavaṃ,
handa te naṃ pavakkhāmi,
santhambhassu daḷho bhava.",,,,,,
upaññissaṃ,fut,I myself will explain; I will teach,SNP37,"nālakasuttaṃ
mahāvaggo 11","moneyyaṃ te <b>upaññissaṃ</b>,
khuradhār'ūpamo bhave,
jivhāya tālum'āhacca,
udare saññato siyā.",SNP37,"nālakasuttaṃ
mahāvaggo 11","moneyyaṃ te <b>upaññissaṃ</b>,
dukkaraṃ durabhisambhavaṃ,
handa te naṃ pavakkhāmi,
santhambhassu daḷho bhava.",,,,,,
ussīdati,pr,rises up (onto); washes up (onto); runs aground (on),SN35.241,paṭhamadārukkhandhopamasuttaṃ,"evam'eva kho, bhikkhave, sace tumhe'pi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha, na majjhe saṃsīdissatha, na thale <b>ussīdissatha</b>, na manussaggāho gahessati",,,,,,,,,
ekāsana 3,nt,one sitting; one time,MN65,bhaddālisuttaṃ,"etha, tumhe'pi, bhikkhave, <b>ek'āsana</b>bhojanaṃ bhuñjatha. ek'āsanabhojanaṃ kho, bhikkhave, tumhe'pi bhuñjamānā app'ābādhatañ'ca sañjānissatha app'ātaṅkatañ'ca lah'uṭṭhānañ'ca balañ'ca phāsuvihārañ'cā'ti.",VIN2.5.4.3,paramparabhojanasikkhāpadaṃ,"gilānasamayo nāma na sakkoti <b>ek'āsane</b> nisinno yāva'd'atthaṃ bhuñjituṃ, gilānasamayo'ti bhuñjitabbaṃ.",,,,,,
ettaka,adj,so much; this much; so long,PAT PK,dhammayuttikapubbakiccaṃ,utu'kkhānaṃ nāma <b>ettakaṃ</b> atikkantaṃ <b>ettakaṃ</b> avasiṭṭhan'ti,SN22.101,vāsijaṭasuttaṃ,"no ca khv'assa evaṃ ñāṇaṃ hoti, <b>ettakaṃ</b> vata me ajja vāsijaṭassa khīṇaṃ, ettakaṃ hiyyo, ettakaṃ pare'ti. atha khv'assa khīṇe khīṇan'tv'eva ñāṇaṃ hoti.",SN22.96,gomayapiṇḍasuttaṃ,"<b>ettako</b> ce'pi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, na'y'idaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.",VIN PAT AS,adhikaraṇasamathā,<b>ettakaṃ</b> tassa bhagavato sutt'āgataṃ suttapariyāpannaṃ anvaddhamāsaṃ uddesaṃ āgacchati.
etha,imp,come you all!,DHP171,lokavaggo,"<b>etha</b> passath'imaṃ lokaṃ,
cittaṃ rājarath'ūpamaṃ,
yattha bālā visīdanti,
n'atthi saṅgo vijānataṃ.",DHP344,taṇhāvaggo,"yo nibbanatho van'ādhimutto,
vanamutto vanam'eva dhāvati,
taṃ puggalam'<b>etha</b> passatha,
mutto bandhanam'eva dhāvati.",AN3.66,kesamuttisuttaṃ,"<b>etha</b> tumhe mā anussavena, mā param'parāya, mā itikirāya, mā piṭakasampadānena, mā takkahetu, mā nayahetu",,,
evañca,sandhi,and thus; and like this; but like this,VIN PAT SA 11,bhedānuvattakasikkhāpadaṃ,"<b>evañ'ca</b> te bhikkhū bhikkhūhi vuccamānā tath'eva paggaṇheyyuṃ, te bhikkhū bhikkhūhi yāvatatiyaṃ samanubhāsitabbā tassa paṭinissaggāya",DN16.11,mahāparinibbānasuttaṃ,"<b>evañ'ca</b> kho eso, bhikkhu, pañho pucchitabbo",VIN PAT NP 27,mahāpesakāra sikkhāpada,"app'eva nāma mayam'pi āyasmantānaṃ kiñcimattaṃ anupadajjeyyāmā'ti. <b>evañ'ca</b> so bhikkhu vatvā kiñcimattaṃ anupadajjeyya, antamaso piṇḍapātamattam'pi, nissaggiyaṃ pācittiyaṃ.",SN47.29,"satipaṭṭhānasaṃyuttaṃ, sirivaḍḍhasuttaṃ","<b>evañ'ca</b> vadeti, sādhu kira, bhante, āyasmā ānando yena sirivaḍḍhassa gahapatissa nivesanaṃ ten'upasaṅkamatu anukampaṃ upādāyā'ti."
evamidaṃ,sandhi,thus this,DN16.22,mahāparinibbānasuttaṃ,"catunnaṃ, bhikkhave, dhammānaṃ ananubodhā appaṭivedhā <b>evam'idaṃ</b> dīgham'addhānaṃ sandhāvitaṃ saṃsaritaṃ mamañ'c'eva tumhākañ'ca",MN73,mahāvacchasuttaṃ,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃ'y'eva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu, <b>evam'idaṃ</b> brahmacariyaṃ aparipūraṃ abhavissa ten'aṅgena.",,,,,,
