pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
itivuttaka,nt,Book 4 of the Khuddaka Nikāya; Quotations; Thus Said; one of the nine kinds of suttas,MN22,alagaddūpamasuttaṃ,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, <b>itivuttakaṃ</b>, jātakaṃ, abbhutadhammaṃ, vedallaṃ.",AN4.62,ānaṇyasuttaṃ,suttaṃ geyyaṃ veyyākaraṇaṃ gāthā udānaṃ <b>itivuttakaṃ</b> jātakaṃ abbhutadhammaṃ vedallaṃ,,,,,,
issara 2,masc,god; creator; god almighty; (comm) lord of the world,MN49,brahmanimantanikasuttaṃ,"eso hi, bhikkhu, brahmā mahābrahmā abhibhū anabhibhūto añña'd'atthudaso vasavattī <b>issaro</b> kattā nimmātā seṭṭho sajitā vasī pitā bhūtabhabyānaṃ.",,,,,,,,,
utu 3,masc,season; time of year,PAT PK,dhammayuttikapubbakiccaṃ,"<b>utu</b>'kkhānañ'ca, bhikkhugaṇanā'ca, bhikkhunīnam'ovādo cā'ti.",SN56.38,dutiyasūriyasuttaṃ,"andhatamaṃ tadā hoti andhakāratimisā. n'eva tāva rattindivā paññāyanti, na mās'addhamāsā paññāyanti, na <b>utu</b>saṃvaccharā paññāyanti.",THI71,subhājīvakambavanikātherīgāthā,"madhurañ'ca pavanti sabbaso,
kusumarajena samuṭṭhitā dumā,
paṭhamavasanto sukho <b>utu</b>,
ehi ramāma supupphite vane.",,,
udāna 1,masc,inspired saying; exclamation; one of the nine kinds of suttas,MN22,alagaddūpamasuttaṃ,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, <b>udānaṃ</b>, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.",,,,,,,,,
uparata,pp,abstained (from); stopped (from); desisted (from),MN51,kandarakasuttaṃ,ekabhattiko hoti ratti-<b>uparato</b> virato vikālabhojanā,TH2,mahākoṭṭhikattheragāthā,"upasanto <b>uparato</b>,
mantabhāṇī anuddhato,
dhunāti pāpake dhamme,
dumapattaṃ'va māluto'ti.",SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sa sabbadhammesu visenibhūto,
yaṃ kiñci diṭṭhaṃ va sutaṃ mutaṃ vā,
sa pannabhāro muni vippamutto,
na kappiyo n'<b>ūparato</b> na patthiyo'ti.",,,
esanā 1,fem,searching; seeking; quest,MN12,mahāsīhanādasuttaṃ,"sotatto sosinno c'eva,
eko bhiṃsanake vane,
naggo na c'aggim'āsīno,
<b>esanā</b>pasuto munī'ti.",,,,,,,,,
esanāpasuta,adj,engaged in seeking; devoted to the quest,MN12,mahāsīhanādasuttaṃ,"sotatto sosinno c'eva,
eko bhiṃsanake vane,
naggo na c'aggim'āsīno,
<b>esanāpasuto</b> munī'ti.",,,,,,,,,
odaka 1,nt,water,TH133,heraññakānittheragāthā,"accayanti ahorattā,
jīvitaṃ uparujjhati,
āyu khīyati maccānaṃ,
kunnadīnaṃ'va <b>odakaṃ</b>.",SNP39,"kāmasuttaṃ
aṭṭhakavaggo 1","abalā naṃ balīyanti,
maddant'enaṃ parissayā,
tato naṃ dukkham'anveti,
nāvaṃ bhinnam'iv'<b>odakaṃ</b>.",MN39,mahāassapurasuttaṃ,"seyyathā'pi, bhikkhave, udakarahado ubbhida-<b>odako</b>. tassa nevassa puratthimāya disāya udakassa āyamukhaṃ",,,
kaṇṇasota,nt,ear hole,AN7.61,pacalāyamānasuttaṃ,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, ubho <b>kaṇṇasotāni</b> āviñjeyyāsi pāṇinā gattāni anumajjeyyāsi",MN91,brahmāyusuttaṃ,"atha kho bhagavā jivhaṃ ninnāmetvā ubho'pi <b>kaṇṇasotāni</b> anumasi paṭimasi, ubho'pi nāsikasotāni anumasi paṭimasi, kevalam'pi nalāṭamaṇḍalaṃ jivhāya chādesi.",,,,,,
kataññutā,fem,gratitude; thankfulness; appreciativeness,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","gāravo ca nivāto ca,
santuṭṭhi ca <b>kataññutā</b>,
kālena dhammassavanaṃ,
etam'maṅgalam'uttamaṃ.",SN20.12,dutiyasiṅgālasuttaṃ,"siyā kho, bhikkhave, tasmiṃ jarasiṅgāle yā kāci <b>kataññutā</b> kataveditā, na tv'eva idh'ekacce sakyaputtiyapaṭiññe siyā yā kāci <b>kataññutā</b> kataveditā.",,,,,,
kapaṇa 2,masc,beggar; pauper; cripple,SN2.23,serīsuttaṃ,"tassa mayhaṃ, bhante, catūsu dvāresu dānaṃ dīyittha samaṇa-brāhmaṇa-<b>kapaṇ</b>'addhika-vanibbaka-yācakānaṃ.",SNP45,"tissametteyyasuttaṃ
aṭṭhakavaggo 7","saṅkappehi pareto so,
<b>kapaṇo</b> viya jhāyati,
sutvā paresaṃ nigghosaṃ,
maṅku hoti tathāvidho.",,,,,,
kapaṇaddhika,masc,tramps and travellers,SN2.23,serīsuttaṃ,"tassa mayhaṃ, bhante, catūsu dvāresu dānaṃ dīyittha samaṇabrāhmaṇa-<b>kapaṇ'addhika</b>-vanibbaka-yācakānaṃ.",,,,,,,,,
kappiya 2.1,adj,constructing ideas; fabricating concepts,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sa sabbadhammesu visenibhūto,
yaṃ kiñci diṭṭhaṃ va sutaṃ mutaṃ vā,
sa pannabhāro muni vippamutto,
na <b>kappiyo</b> n'ūparato na patthiyo'ti.",SNP32,sabhiyasuttaṃ,"ninhāya sabbapāpakāni,
ajjhattaṃ bahiddhā ca sabbaloke,
devamanussesu <b>kappiyesu</b>,
kappaṃ n'eti tam'āhu nhātako'ti.",,,,,,
kicchena,ind,with difficulty; painfully; with hardship,VINa1.2.12,dubbacasikkhāpadavaṇṇanā,"dubbaco'ti dukkhena <b>kicchena</b> vaditabbo, na sakkā sukhena vattun'ti attho.",SN1.49,maccharisuttaṃ,"sace enti manussattaṃ,
dalidde jāyare kule,
coḷaṃ piṇḍo ratī khiḍḍā,
yattha <b>kicchena</b> labbhati.",,,,,,
kiñci 1,ind,something; anything,MN61,ambalaṭṭhika rāhulovādasuttaṃ,pariccattaṃ kho rañño nāgassa jīvitaṃ. n'atthi dāni <b>kiñci</b> rañño nāgassa akaraṇīyan'ti.,SNP51,"mahābyūhasuttaṃ
aṭṭhakavaggo 13","sa sabbadhammesu visenibhūto,
yaṃ <b>kiñci</b> diṭṭhaṃ va sutaṃ mutaṃ vā,
sa pannabhāro muni vippamutto,
na kappiyo n'ūparato na patthiyo'ti.",MN37,cūḷataṇhāsaṅkhayasuttaṃ,"paṭinissagg'ānupassī viharanto na <b>kiñci</b> loke upādiyati, anupādiyaṃ na paritassati, aparitassaṃ paccattaññ'eva parinibbāyati",,,
kunnadī,fem,stream; rivulet,SN46.1,"bojjhaṅgasaṃyuttaṃ, himavantasuttaṃ","kusobbhe otaritvā mahāsobbhe otaranti, mahāsobbhe otaritvā <b>kunnadiyo</b> otaranti, <b>kunnadiyo</b> otaritvā mahānadiyo otaranti",SN12.23,upanisasuttaṃ,"pabbatakandarapadarasākhāparipūrā kusubbhe paripūrenti, kusubbhā paripūrā mahāsobbhe paripūrenti, mahāsobbhā paripūrā, <b>kunnadiyo</b> paripūrenti, <b>kunnadiyo</b> paripūrā mahānadiyo paripūrenti, mahānadiyo paripūrā mahāsamuddaṃ paripūrenti",TH133,heraññakānittheragāthā,"accayanti ahorattā,
jīvitaṃ uparujjhati,
āyu khīyati maccānaṃ,
<b>kunnadīnaṃ</b>'va odakaṃ.",,,
kusuma,nt,flower; blossom,THI71,subhājīvakambavanikātherīgāthā,"madhurañ'ca pavanti sabbaso,
<b>kusuma</b>rajena samuṭṭhitā dumā,
paṭhamavasanto sukho utu,
ehi ramāma supupphite vane.",,,,,,,,,
kusumarajas,masc,flower pollen,THI71,subhājīvakambavanikātherīgāthā,"madhurañ'ca pavanti sabbaso,
<b>kusumarajena</b> samuṭṭhitā dumā,
paṭhamavasanto sukho utu,
ehi ramāma supupphite vane.",,,,,,,,,
khiḍḍā,fem,amusement; play; fun; entertainment,TH262,tālapuṭattheragāthā,"kulamhi mitte ca piye ca ñātake,
<b>khiḍḍā</b>ratiṃ kāmaguṇañ'ca loke,
sabbaṃ pahāya imam'ajjhupāgato,
atho'pi tvaṃ citta na mayha tussasi.",SNP52,"tuvaṭakasuttaṃ
aṭṭhakavaggo 14","niddaṃ na bahulīkareyya,
jāgariyaṃ bhajeyya ātāpī,
tandiṃ māyaṃ hassaṃ <b>khiḍḍaṃ</b>,
methunaṃ vippajahe savibhūsaṃ.",SN1.49,maccharisuttaṃ,"sace enti manussattaṃ,
dalidde jāyare kule,
coḷaṃ piṇḍo ratī <b>khiḍḍā</b>,
yattha kicchena labbhati.",,,
khīyati 1,pr,is destroyed; is exhausted; is worn away; is drained,SN35.95,mālukyaputtasuttaṃ,"yath'āssa passato rūpaṃ,
sevato c'āpi vedanaṃ,
<b>khīyati</b> n'opacīyati,
evaṃ so caratī sato,
evaṃ apacinato dukkhaṃ,
santike nibbānam'uccati.",TH133,heraññakānittheragāthā,"accayanti ahorattā,
jīvitaṃ uparujjhati,
āyu <b>khīyati</b> maccānaṃ,
kunnadīnaṃ'va odakaṃ.",,,,,,
gatta 1,nt,(of the body) limb,TH187,bhaguttheragāthā,"<b>gattāni</b> parimajjitvā,
puna'p'āruyha caṅkamaṃ,
caṅkame caṅkamiṃ so'haṃ,
ajjhattaṃ susamāhito.",AN7.61,pacalāyamānasuttaṃ,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha tato tvaṃ, moggallāna, ubho kaṇṇasotāni āviñjeyyāsi pāṇinā <b>gattāni</b> anumajjeyyāsi",AN3.36,devadūtasuttaṃ,daṇḍaparāyaṇaṃ pavedhamānaṃ gacchantaṃ āturaṃ gatayobbanaṃ khaṇḍadantaṃ palitakesaṃ vilūnaṃ khalitasiraṃ valitaṃ tilak'āhata<b>gattan</b>'ti?,SN35.247,chappāṇakasuttaṃ,"seyyathā'pi, bhikkhave, puriso aru<b>gatto</b> pakka<b>gatto</b> saravanaṃ paviseyya."
gamika 1,masc,traveller; leaver; who is going on a journey,AN5.36,kāladānasuttaṃ,"āgantukassa dānaṃ deti, <b>gamikassa</b> dānaṃ deti, gilānassa dānaṃ deti, dubbhikkhe dānaṃ deti, yāni tāni navasassāni navaphalāni tāni paṭhamaṃ sīlavantesu patiṭṭhāpeti.",,,,,,,,,
gaha 1,masc,grip; grabbing; seizing; holding,DHP326,nāgavaggo,"idaṃ pure cittam'acāri cārikaṃ,
yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,
tadajj'ahaṃ niggahessāmi yoniso,
hatthippabhinnaṃ viya aṅkusa<b>ggaho</b>.",DHP251,malavaggo,"n'atthi rāgasamo aggi,
n'atthi dosasamo <b>gaho</b>,
n'atthi mohasamaṃ jālaṃ,
n'atthi taṇhāsamā nadī.",,,,,,
gāthā 2,fem,suttas comprised of verse; one of the nine kinds of suttas,MN22,alagaddūpamasuttaṃ,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, <b>gāthaṃ</b>, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.",,,,,,,,,
gārava 1,masc,respect; reverence; esteem; value,SNP16,"maṅgalasuttaṃ
cūḷavaggo 4","<b>gāravo</b> ca nivāto ca,
santuṭṭhi ca kataññutā,
kālena dhammassavanaṃ,
etam'maṅgalam'uttamaṃ.",AN8.2,paññāsuttaṃ,"idha, bhikkhave, bhikkhu satthāraṃ upanissāya viharati aññataraṃ vā garuṭṭhāniyaṃ sabrahmacāriṃ, yatth'assa tibbaṃ hir'ottappaṃ paccupaṭṭhitaṃ hoti pemañ'ca <b>gāravo</b> ca.",JA537,mahāsutasoma jātakaṃ,"evaṃ pamatto rasa<b>gārave</b> ratto,
bālo yadī āyati n'āvabujjhati,
vidhamma putte caji ñātake ca,
parivattiya attānam'eva khādati.",MN107,gaṇakamoggallānasuttaṃ,ye pana te kulaputtā ... indriyesu guttadvārā bhojane mattaññuno jāgariyaṃ anuyuttā sāmaññe apekkhavanto sikkhāya tibba<b>gāravā</b> ... tehi bhavaṃ gotamo saddhiṃ saṃvasati.
gilāna 2,masc,sick person; patient,AN5.36,kāladānasuttaṃ,"āgantukassa dānaṃ deti, gamikassa dānaṃ deti, <b>gilānassa</b> dānaṃ deti, dubbhikkhe dānaṃ deti, yāni tāni navasassāni navaphalāni tāni paṭhamaṃ sīlavantesu patiṭṭhāpeti.",AN3.22,gilānasuttaṃ,"tayo'me, bhikkhave, <b>gilānā</b> santo saṃvijjamānā lokasmiṃ. katame tayo?",,,,,,
geyya 1,nt,mixed verse; mixed prose; one of the nine kinds of suttas,MN22,alagaddūpamasuttaṃ,"idha ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, <b>geyyaṃ</b>, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, jātakaṃ, abbhutadhammaṃ, vedallaṃ.",,,,,,,,,
caggimāsīno,sandhi,and seated (next to a) fire,MN12,mahāsīhanādasuttaṃ,"sotatto sosinno c'eva,
eko bhiṃsanake vane,
naggo na <b>c'aggim'āsīno</b>,
esanāpasuto munī'ti.",,,,,,,,,
catūsu,card,in four; among four,VISM1.9.2,karuṇābhāvanākathā,evaṃ sabbathā'pi karuṇāyitvā vuttanayen'eva attani piyapuggale majjhatte verimhī'ti <b>catūsu</b> janesu sīmāsambhedaṃ katvā,SN1.75,bhītāsuttaṃ,"vācaṃ manañ'ca paṇidhāya sammā,
kāyena pāpāni akubbamāno,
bavhannapānaṃ gharam'āvasanto,
saddho mudū saṃvibhāgī vadaññū,
etesu dhammesu ṭhito <b>catūsu</b>,
dhamme ṭhito paralokaṃ na bhāye'ti.",SN2.23,serīsuttaṃ,"tassa mayhaṃ, bhante, <b>catūsu</b> dvāresu dānaṃ dīyittha samaṇa-brāhmaṇa-kapaṇ'addhika-vanibbaka-yācakānaṃ.",,,
cārikā,fem,walking tour; walking journey,UD69,udapānasuttaṃ,"evaṃ me sutaṃ, ekaṃ samayaṃ bhagavā mallesu <b>cārikaṃ</b> caramāno mahatā bhikkhusaṅghena saddhiṃ yena thūṇaṃ nāma mallānaṃ brāhmaṇagāmo tadavasari.",SN22.81,pālileyyasuttaṃ,kosambiyaṃ piṇḍāya caritvā pacchābhattaṃ piṇḍapātapaṭikkanto sāmaṃ sen'āsanaṃ saṃsāmetvā pattacīvaram'ādāya anāmantetvā upaṭṭhāke anapaloketvā bhikkhusaṅghaṃ eko adutiyo <b>cārikaṃ</b> pakkāmi,DHP326,nāgavaggo,"idaṃ pure cittam'acāri <b>cārikaṃ</b>, yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,
tadajj'ahaṃ niggahessāmi yoniso, hatthippabhinnaṃ viya aṅkusaggaho.",,,
coḷa 2,nt,cloth; rag,SN1.49,maccharisuttaṃ,"sace enti manussattaṃ,
dalidde jāyare kule,
<b>coḷaṃ</b> piṇḍo ratī khiḍḍā,
yattha kicchena labbhati.",,,,,,,,,
jātaka 1,nt,stories of previous lives; birth story; one of the nine kinds of suttas,MN22,alagaddūpamasuttaṃ,"idha, bhikkhave, ekacce moghapurisā dhammaṃ pariyāpuṇanti, suttaṃ, geyyaṃ, veyyākaraṇaṃ, gāthaṃ, udānaṃ, itivuttakaṃ, <b>jātakaṃ</b>, abbhutadhammaṃ, vedallaṃ.",,,,,,,,,
jāyati 1,pr,is born (in); comes into being (from),DN14.11,mahāpadānasuttaṃ,"kicchaṃ vat'āyaṃ loko āpanno, <b>jāyati</b> ca jīyati ca mīyati ca cavati ca upapajjati ca, atha ca panimassa dukkhassa nissaraṇaṃ nappajānāti jarāmaraṇassa",AN8.13,assājānīyasuttaṃ,"idha, bhikkhave, rañño bhaddo ass'ājānīyo ubhato sujāto hoti, mātito ca pitito ca. yassaṃ disāyaṃ aññe'pi bhaddā ass'ājānīyā <b>jāyanti</b>, tassaṃ disāyaṃ jāto hoti.",SN1.49,maccharisuttaṃ,"sace enti manussattaṃ,
dalidde <b>jāyare</b> kule,
coḷaṃ piṇḍo ratī khiḍḍā,
yattha kicchena labbhati.",,,
tato 5,ind,after that; then; next,ITI38,vitakkasuttaṃ,"tathāgataṃ buddham'asayhasāhinaṃ,
duve vitakkā samudācaranti naṃ,
khemo vitakko paṭhamo udīrito,
<b>tato</b> viveko dutiyo pakāsito.",VIN PAT PA 4,uttarimanussadhamma sikkhāpada,"<b>tato</b> aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā, āpanno visuddh'āpekkho evaṃ vadeyya",AN7.61,pacalāyamānasuttaṃ,"no ce te evaṃ viharato taṃ middhaṃ pahīyetha <b>tato</b> tvaṃ, moggallāna, ubho kaṇṇasotāni āviñjeyyāsi pāṇinā gattāni anumajjeyyāsi",,,
tathāsamāhita,adj,thus composed; thus centred; thus settled,SN46.3,sīlasuttaṃ,so <b>tathāsamāhitaṃ</b> cittaṃ sādhukaṃ ajjhupekkhitā hoti,,,,,,,,,
tadajjahaṃ,sandhi,that today I; that now I,TH262,tālapuṭattheragāthā,"idaṃ pure cittam'acāri cārikaṃ,
yen'icchakaṃ yatthakāmaṃ yathāsukhaṃ,
<b>tadajj'ahaṃ</b> niggahessāmi yoniso,
hatthippabhinnaṃ viya aṅkusaggaho.",,,,,,,,,
