id,pali,pos,meaning,source_1,sutta_1,example_1,source_2,sutta_2,example_2,source_3,sutta_3,example_3,source_4,sutta_4,example_4
3104,adhikaraṇa 1,nt,(vinaya) issue; legal procedure; disciplinary proceedings,VIN PAT SA 8,duṭṭhadosasikkhāpadaṃ,"tato aparena samayena samanuggāhīyamāno vā asamanuggāhīyamāno vā amūlakañ'c'eva taṃ <b>adhikaraṇaṃ</b> hoti, bhikkhu ca dosaṃ patiṭṭhāti, saṅghādiseso.",VIN5.4.7,tiṇavatthārakaṃ,"sace mayaṃ imāhi āpattīhi aññam'aññaṃ kāressāma, siyā'pi taṃ <b>adhikaraṇaṃ</b> kakkhaḷattāya vāḷattāya bhedāya saṃvatteyya.",VIN PAT PC 63,ukkoṭana sikkhāpada,"yo pana bhikkhu jānaṃ yathādhammaṃ nihata-<b>adhikaraṇaṃ</b> punakammāya ukkoṭeyya, pācittiyaṃ.",,,
4341,anukampī,adj,compassionate; sympathetic; concerned (for),MN107,gaṇakamoggallānasuttaṃ,sabbapāṇabhūtahita-<b>anukampī</b> byāpādapadosā cittaṃ parisodheti,AN8.1,mettāsuttaṃ,"ekam'pi ce pāṇam'aduṭṭhacitto, mettāyati kusalī tena hoti.
sabbe ca pāṇe manasa-<b>anukampī</b>, pahūtam'ariyo pakaroti puññaṃ.",,,,,,
6195,apadisitabba,ptp,should be referred to; should be claimed as; to be pointed to,VIN PAT PC 70,kaṇṭakasikkhāpadaṃ,"ajja't'agge te, āvuso, samaṇ'uddesa na c'eva so bhagavā satthā <b>apadisitabbo</b>, yam'pi c'aññe samaṇ'uddesā labhanti bhikkhūhi saddhiṃ dirattatirattaṃ sahaseyyaṃ, sā'pi te n'atthi, cara'pi re, vinassā'ti.",,,,,,,,,
7422,abyāpanna,pp,without ill-will; not malicious; without hate,MN107,gaṇakamoggallānasuttaṃ,"byāpādapadosaṃ pahāya <b>abyāpanna</b>citto viharati sabbapāṇabhūtahit'ānukampī, byāpādapadosā cittaṃ parisodheti",AN10.176,cundasuttaṃ,<b>abyāpanna</b>citto hoti appaduṭṭhamanasaṅkappo ime sattā averā hontu abyāpajjā anīghā sukhī attānaṃ pariharantū'ti,AN10.51,sacittasuttaṃ,"abhijjhālu vā anabhijjhālu nu kho bahulaṃ viharāmi?
byāpannacitto vā <b>abyāpanna</b>citto nu kho bahulaṃ viharāmi?",,,
7424,abyāpannacitta,adj,with a kind mind,MN107,gaṇakamoggallānasuttaṃ,"byāpādapadosaṃ pahāya <b>abyāpannacitto</b> viharati sabbapāṇabhūtahit'ānukampī, byāpādapadosā cittaṃ parisodheti",AN10.176,cundasuttaṃ,<b>abyāpannacitto</b> hoti appaduṭṭhamanasaṅkappo ime sattā averā hontu abyāpajjā anīghā sukhī attānaṃ pariharantū'ti,SN42.6,asibandhakaputtasuttaṃ,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso … anabhijjhālu <b>abyāpannacitto</b> sammādiṭṭhiko.",AN10.51,sacittasuttaṃ,"abhijjhālu vā anabhijjhālu nu kho bahulaṃ viharāmi?
byāpannacitto vā <b>abyāpannacitto</b> nu kho bahulaṃ viharāmi?"
7665,abhijjhālu,adj,covetous; avaricious; greedy,AN10.176,cundasuttaṃ,"kathañ'ca, cunda, tividhaṃ manasā asoceyyaṃ hoti? idha, cunda, ekacco <b>abhijjhālu</b> hoti. yaṃ taṃ parassa paravitt'ūpakaraṇaṃ taṃ abhijjhātā hoti, aho vata yaṃ parassa taṃ mamassā'ti",MN40,cūḷāssapurasuttaṃ,"yassa kassaci, bhikkhave, bhikkhuno <b>abhijjhālussa</b> abhijjhā appahīnā hoti, byāpannacittassa byāpādo appahīno hoti, kodhanassa kodho appahīno hoti",AN10.51,sacittasuttaṃ,"<b>abhijjhālu</b> vā anabhijjhālu nu kho bahulaṃ viharāmi?
byāpannacitto vā abyāpannacitto nu kho bahulaṃ viharāmi?",MN40,cūḷāssapurasuttaṃ,"ehi tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena <b>abhijjhālussa</b> abhijjhā pahīyissati"
9780,asukha 1,adj,without ease; without comfort; not pleasant,SN45.8,vibhaṅgasuttaṃ,"sukhassa ca pahānā dukkhassa ca pahānā, pubb'eva somanassadomanassānaṃ atthaṅ'gamā, adukkham'<b>asukhaṃ</b> upekkhāsatipārisuddhiṃ catutthaṃ jhānaṃ upasampajja viharati.",MN10.9,vedanānupassanā,adukkham'<b>asukhaṃ</b> vā vedanaṃ vedayamāno adukkham'<b>asukhaṃ</b> vedanaṃ vedayāmī'ti pajānāti,,,,,,
10122,assosi,aor,heard,MN75,māgaṇḍiyasuttaṃ,<b>assosi</b> kho bhagavā dibbāya sotadhātuyā visuddhāya atikkantamānusikāya bhāradvājagottassa brāhmaṇassa māgaṇḍiyena paribbājakena saddhiṃ imaṃ kathāsallāpaṃ.,MN105,sunakkhattasuttaṃ,"<b>assosi</b> kho sunakkhatto licchaviputto, sambahulehi kira bhikkhūhi bhagavato santike aññā byākatā hoti",MN12,mahāsīhanādasuttaṃ,"<b>assosi</b> kho āyasmā sāriputto sunakkhattassa licchaviputtassa vesāliyaṃ parisati evaṃ vācaṃ bhāsamānassa, n'atthi samaṇassa gotamassa uttarimanussadhammā alam'ariyañāṇadassanaviseso.",,,
11524,ādāya 3,ger,holding; carrying; having; with,THI32,dantikātherīgāthā,"puriso aṅkusam'<b>ādāya</b>,
dehi pādan'ti yācati,
nāgo pasārayī pādaṃ,
puriso nāgam'āruhi.",MN36,mahāsaccakasuttaṃ,"seyyathā'pi, aggivessana, allaṃ kaṭṭhaṃ sasnehaṃ udake nikkhittaṃ. atha puriso āgaccheyya uttar'āraṇiṃ <b>ādāya</b>, aggiṃ abhinibbattessāmi, tejo pātukarissāmī'ti.",SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'<b>ādāya</b> bhagavato avidūre atikkamanti.,,,
11528,ādāyī,adj,taking; receiving; accepting,MN51,kandarakasuttaṃ,"adinn'ādānaṃ pahāya adinn'ādānā paṭivirato hoti dinna-<b>ādāyī</b> dinnapāṭikaṅkhī, athenena sucibhūtena attanā viharati.",SN37.34,vaḍḍhīsuttaṃ,"pañcahi, bhikkhave, vaḍḍhīhi vaḍḍhamānā ariyasāvikā ariyāya vaḍḍhiyā vaḍḍhati sāra-<b>ādāyinī</b> ca hoti vara-<b>ādāyinī</b> ca kāyassa. katamehi pañcahi?",AN10.176,cundasuttaṃ,adinna-<b>ādāyī</b> hoti. yaṃ taṃ parassa paravitt'ūpakaraṇaṃ gāmagataṃ vā araññagataṃ vā taṃ adinnaṃ theyyasaṅkhātaṃ ādātā hoti,SN42.6,asibandhakaputtasuttaṃ,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī adinna-<b>ādāyī</b> kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko."
13698,idhassa,sandhi,here could be; there might be,AN3.35,hatthakasuttaṃ,"taṃ kiṃ maññasi, kumāra, <b>idh'assa</b> gahapatissa vā gahapatiputtassa vā kūṭ'āgāraṃ ullitt'āvalittaṃ nivātaṃ phusit'aggaḷaṃ pihitavātapānaṃ.",SN42.6,asibandhakaputtasuttaṃ,"taṃ kiṃ maññasi, gāmaṇi, <b>idh'assa</b> puriso pāṇ'ātipātī adinn'ādāyī kāmesumicchācārī musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko.",MN65,bhaddālisuttaṃ,"taṃ kiṃ maññasi, bhaddāli, <b>idh'assa</b> bhikkhu ubhatobhāgavimutto, tam'ahaṃ evaṃ vadeyyaṃ, ehi me tvaṃ, bhikkhu, paṅke saṅkamo hohī'ti",,,
14080,ukkoṭeti,pr,(of legal case) re-opens,VIN PAT PC 63,ukkoṭanasikkhāpadaṃ,"yo pana bhikkhu jānaṃ yathādhammaṃ nihat'ādhikaraṇaṃ punakammāya <b>ukkoṭeyya</b>, pācittiyaṃ.",,,,,,,,,
14929,udakorohaka,masc,bather; ritual bather,MN40,cūḷāssapurasuttaṃ,"n'āhaṃ, bhikkhave, udak'orohakassa <b>udak'orohaka</b>mattena sāmaññaṃ vadāmi.",AN10.176,cundasuttaṃ,"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā aggiparicārikā <b>udak'orohakā</b> soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti",,,,,,
15149,uddesa 6,adj,destined for,VIN PAT PC 70,kaṇṭaka sikkhāpada,"ajja't'agge te, āvuso, samaṇ'<b>uddesa</b> na c'eva so bhagavā satthā apadisitabbo",VIN PAT PC 70,kaṇṭakasikkhāpadaṃ,"so samaṇ'<b>uddeso</b> bhikkhūhi evam'assa vacanīyo, m'āvuso, samaṇ'<b>uddesa</b> evaṃ avaca, mā bhagavantaṃ abbhācikkhi, na hi sādhu bhagavato abbhakkhānaṃ, na hi bhagavā evaṃ vadeyya",,,,,,
15175,uddhacca,nt,agitation; restlessness; distraction; excitement,MN107,gaṇakamoggallānasuttaṃ,"<b>uddhacca</b>kukkuccaṃ pahāya anuddhato viharati ajjhattaṃ vūpasantacitto, <b>uddhacca</b>kukkuccā cittaṃ parisodheti",AN7.61,pacalāyamānasuttaṃ,"kathābāhulle sati <b>uddhaccaṃ</b>, uddhatassa asaṃvaro, asaṃvutassa ārā cittaṃ samādhimhā",AN6.55,soṇasuttaṃ,"evam'evaṃ kho, soṇa, accāraddhavīriyaṃ <b>uddhaccāya</b> saṃvattati, atisithilavīriyaṃ kosajjāya saṃvattati.",AN7.61,pacalāyamānasuttaṃ,"viggāhikāya, moggallāna, kathāya sati kathābāhullaṃ pāṭikaṅkhaṃ, kathābāhulle sati <b>uddhaccaṃ</b>"
15993,uparipabbata,masc,top of a mountain; mountain peak,SN12.23,upanisasuttaṃ,"seyyathā'pi, bhikkhave, <b>uparipabbate</b> thullaphusitake deve vassante taṃ udakaṃ yathāninnaṃ pavattamānaṃ pabbatakandarapadarasākhā paripūreti.",,,,,,,,,
16460,upekkhāsatipārisuddhi,adj,which possesses purification of awareness by equanimity,SN45.8,vibhaṅgasuttaṃ,sukhassa ca pahānā dukkhassa ca pahānā pubb'eva somanassadomanassānaṃ atthaṅ'gamā adukkham'asukhaṃ <b>upekkhāsatipārisuddhiṃ</b> catutthaṃ jhānaṃ upasampajja viharati.,MN54,potaliyasuttaṃ,"sa kho so, gahapati, ariyasāvako imaṃ'y'eva anuttaraṃ <b>upekkhāsatipārisuddhiṃ</b> āgamma anekavihitaṃ pubbenivāsaṃ anussarati, seyyath'idaṃ, ekam'pi jātiṃ dve'pi jātiyo ...",,,,,,
17657,ekasāṭaka 1,masc,ascetic wearing a loin-cloth; one robe ascetic,AN6.57,chaḷabhijātisuttaṃ,"tatr'idaṃ, bhante, pūraṇena kassapena lohit'ābhijāti paññattā, nigaṇṭhā <b>ekasāṭakā</b>.",SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca <b>ekasāṭakā</b> satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'ādāya bhagavato avidūre atikkamanti.,,,,,,
18892,orohaka,masc,who descends; descender; who plunges into,MN40,cūḷāssapurasuttaṃ,"n'āhaṃ, bhikkhave, udak'orohakassa udak'<b>orohaka</b>mattena sāmaññaṃ vadāmi.",AN10.176,cundasuttaṃ,"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā aggiparicārikā udak'<b>orohakā</b> soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti",,,,,,
19135,ohita 2,pp,deposited; hidden; confined within,DHP150,jarāvaggo,"aṭṭhīnaṃ nagaraṃ kataṃ,
maṃsalohitalepanaṃ,
yattha jarā ca maccu ca,
māno makkho ca <b>ohito</b>.",MN91,brahmāyusuttaṃ,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'<b>ohite</b> ca vatthaguyhe, pahūtajivhatāya ca.",,,,,,
19271,kaccha 1.3,masc,armpit hair,SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷha<b>kaccha</b>nakhalomā khārivividham'ādāya bhagavato avidūre atikkamanti.,,,,,,,,,
19862,kathābāhulla,nt,excess of speech; over-abundance of talk,AN7.61,pacalāyamānasuttaṃ,"viggāhikāya, moggallāna, kathāya sati <b>kathābāhullaṃ</b> pāṭikaṅkhaṃ",,,,,,,,,
19998,kandarā,fem,grotto; gorge; gulley; valley; ravine,TH257,pārāpariyattheragāthā,"araññe rukkhamūlesu,
<b>kandarāsu</b> guhāsu ca,
vivekam'anubrūhantā,
vihaṃsu tap'parāyaṇā",MN107,gaṇakamoggallānasuttaṃ,araññaṃ rukkhamūlaṃ pabbataṃ <b>kandaraṃ</b> giriguhaṃ susānaṃ vanappatthaṃ abbhokāsaṃ palālapuñjaṃ,TH262,tālapuṭattheragāthā,"kadā nu'haṃ pabbata<b>kandarāsu</b>,
ekākiyo addutiyo vihassaṃ,
aniccato sabbabhavaṃ vipassaṃ,
taṃ me idaṃ taṃ nu kadā bhavissati.",SN12.23,upanisasuttaṃ,"seyyathā'pi, bhikkhave, uparipabbate thullaphusitake deve vassante taṃ udakaṃ yathāninnaṃ pavattamānaṃ pabbata<b>kandara</b>padarasākhā paripūreti."
20182,kamaṇḍaluka,adj,carrying water-pitchers,AN10.176,cundasuttaṃ,"brāhmaṇā, bhante, pacchābhūmakā <b>kamaṇḍalukā</b> sevālamālikā aggiparicārikā udak'orohakā soceyyāni paññapenti, tes'āhaṃ soceyyāni rocemī'ti",,,,,,,,,
21127,kāmesumicchācārī,adj,adulterous; who engages in sexual misconduct,AN10.176,cundasuttaṃ,"<b>kāmesumicchācārī</b> hoti. yā tā māturakkhitā piturakkhitā mātāpiturakkhitā bhāturakkhitā bhaginirakkhitā ñātirakkhitā gottarakkhitā dhammarakkhitā sasāmikā saparidaṇḍā antamaso mālāguḷaparikkhittā'pi, tathārūpāsu cārittaṃ āpajjitā hoti",SN42.6,asibandhakaputtasuttaṃ,"taṃ kiṃ maññasi, gāmaṇi, idh'assa puriso pāṇ'ātipātī adinn'ādāyī <b>kāmesumicchācārī</b> musāvādī pisuṇavāco pharusavāco samphappalāpī abhijjhālu byāpannacitto micchādiṭṭhiko.",,,,,,
21448,kālavādī,adj,who speaks at the proper time,MN51,kandarakasuttaṃ,<b>kālavādī</b> bhūtavādī atthavādī dhammavādī vinayavādī nidhānavatiṃ vācaṃ bhāsitā kālena sāpadesaṃ pariyantavatiṃ atthasaṃhitaṃ,,,,,,,,,
23162,kosa 1.4,masc,sheath; cocoon,VIN PAT PC 19,mahallakavihāra sikkhāpada,mahallakaṃ pana bhikkhunā vihāraṃ kārayamānena yāva dvāra<b>kosā</b> aggaḷaṭṭhapanāya ālokasandhiparikammāya dvatticchadanassa pariyāyaṃ,MN91,brahmāyusuttaṃ,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, <b>kosa</b>-ohite ca vatthaguyhe, pahūtajivhatāya ca.",,,,,,
23221,kosohita,adj,sheathed; enclosed,MN91,brahmāyusuttaṃ,"kacci <b>kos'ohitaṃ</b> bhoto,
vatthaguyhaṃ nar'uttama,
nārīsamānasavhayā,
kacci jivhā na narassikā.",MN91,brahmāyusuttaṃ,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, <b>kos'ohite</b> ca vatthaguyhe, pahūtajivhatāya ca.",,,,,,
23662,khārivividha,nt,assortment of bundles on a pole; bundles of personal belongings on a pole,SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā <b>khārivividham</b>'ādāya bhagavato avidūre atikkamanti.,,,,,,,,,
23663,khārivividhamādāya,sandhi,carrying an assortment of bundles on a pole; carrying bundles of personal belongings on a pole,SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā <b>khārivividham'ādāya</b> bhagavato avidūre atikkamanti.,,,,,,,,,
23880,khetta 1,nt,field; plot of land,SN11.3,dhajaggasuttaṃ,"yadidaṃ cattāri purisayugāni aṭṭha purisapuggalā esa bhagavato sāvakasaṅgho, āhuneyyo pāhuneyyo dakkhiṇeyyo añjalikaraṇīyo anuttaraṃ puñña<b>kkhettaṃ</b> lokassā'ti.",MN51,kandarakasuttaṃ,"hatthigav'assavaḷavapaṭiggahaṇā paṭivirato hoti, <b>khetta</b>vatthupaṭiggahaṇā paṭivirato hoti",VIN1.1.2,dutiyapārājikaṃ,bhūmaṭṭhaṃ thalaṭṭhaṃ ākāsaṭṭhaṃ vehāsaṭṭhaṃ udakaṭṭhaṃ nāvaṭṭhaṃ yānaṭṭhaṃ bhāraṭṭhaṃ ārāmaṭṭhaṃ vihāraṭṭhaṃ <b>khetta</b>ṭṭhaṃ vatthuṭṭhaṃ gāmaṭṭhaṃ araññaṭṭhaṃ,DHP356,taṇhāvaggo,"tiṇadosāni <b>khettāni</b>,
rāgadosā ayaṃ pajā,
tasmā hi vītarāgesu,
dinnaṃ hoti mahapphalaṃ."
25120,guyha 1,ptp,should be hidden (in); should be concealed (in),MN91,brahmāyusuttaṃ,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'ohite ca vattha<b>guyhe</b>, pahūtajivhatāya ca.",,,,,,,,,
27183,ceva 4,sandhi,and just,MN105,sunakkhattasuttaṃ,"sappāyāni <b>c'eva</b> bhojanāni bhuñjeyyāsi, mā te asappāyāni bhojanāni bhuñjato vaṇo assāvī assa.",MN22,alagaddūpamasuttaṃ,"atha ca pana tvaṃ, moghapurisa, attanā duggahitena amhe <b>c'eva</b> abbhācikkhasi, attānañ'ca khanasi, bahuñ'ca apuññaṃ pasavasi. tañ'hi te, moghapurisa, bhavissati dīgharattaṃ ahitāya dukkhāyā'ti.",VIN PAT PC 70,kaṇṭaka sikkhāpada,"ajja't'agge te, āvuso, samaṇ'uddesa na <b>c'eva</b> so bhagavā satthā apadisitabbo",,,
27832,jaṭila,masc,dreadlocked ascetic,ANa1.14.1,sāriputtamoggallānatthera vatthu,tasmiṃ samaye catusattatisahassa<b>jaṭilā</b> paṇītapaṇītāni ojavantāni phal'āphalāni gahetvā ācariyassa santikaṃ sampattā buddhānañ'c'eva ācariyassa ca nisinnāsanaṃ oloketvā āhaṃsu.,SN3.11,sattajaṭilasuttaṃ,tena kho pana samayena satta ca <b>jaṭilā</b> satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakacchanakhalomā khārivividham'ādāya bhagavato avidūre atikkamanti.,,,,,,
28509,jivhatā,fem,fact of having a tongue,MN91,brahmāyusuttaṃ,"dvīsu mahāpurisalakkhaṇesu kaṅkhati vicikicchati n'ādhimuccati na sampasīdati, kos'ohite ca vatthaguyhe, pahūta<b>jivhatāya</b> ca.",,,,,,,,,
28568,jīva 2,nt,life,Thai,,jayasiddhi dhanaṃ lābhaṃ sotthi bhāgyaṃ sukhaṃ balaṃ siri āyu ca vaṇṇo ca bhogaṃ vuḍḍhī ca yasavā satavassā ca āyū ca <b>jīva</b>siddhī bhavantu te.,DHP245,malavaggo,"hirīmatā ca dujjīvaṃ,
niccaṃ sucigavesinā,
alīnen'āppagabbhena,
suddhā<b>jīvena</b> passatā.",DHP64,bālavaggo,"yāva<b>jīvam</b>'pi ce bālo,
paṇḍitaṃ payirupāsati,
na so dhammaṃ vijānāti,
dabbī sūparasaṃ yathā.",,,
30508,tiṇa 2,nt,weed,DHP356,taṇhāvaggo,"<b>tiṇa</b>dosāni khettāni,
rāgadosā ayaṃ pajā,
tasmā hi vītarāgesu,
dinnaṃ hoti mahapphalaṃ.",,,,,,,,,
30532,tiṇadosa,adj,ruined by weeds; spoiled by weeds,DHP356,taṇhāvaggo,"<b>tiṇadosāni</b> khettāni,
rāgadosā ayaṃ pajā,
tasmā hi vītarāgesu,
dinnaṃ hoti mahapphalaṃ.",,,,,,,,,
31319,tesāhaṃ,sandhi,their I; I of them; to them I; for them I,MN58,abhayarājakumārasuttaṃ,"pubb'eva nu kho, etaṃ, bhante, bhagavato cetaso parivitakkitaṃ hoti ye maṃ upasaṅkamitvā evaṃ pucchissanti <b>tes'āhaṃ</b> evaṃ puṭṭho evaṃ byākarissāmī'ti, udāhu ṭhānaso'v'etaṃ tathāgataṃ paṭibhātī'ti?",AN10.176,cundasuttaṃ,"brāhmaṇā, bhante, pacchābhūmakā kamaṇḍalukā sevālamālikā aggiparicārikā udak'orohakā soceyyāni paññapenti, <b>tes'āhaṃ</b> soceyyāni rocemī'ti",,,,,,
31531,thulla 1,adj,big; fat,SN22.95,pheṇapiṇḍūpamasuttaṃ,"seyyathā'pi, bhikkhave, saradasamaye <b>thulla</b>phusitake deve vassante udake udakabubbuḷaṃ uppajjati c'eva nirujjhati ca.",SN12.23,upanisasuttaṃ,"seyyathā'pi, bhikkhave, uparipabbate <b>thulla</b>phusitake deve vassante taṃ udakaṃ yathāninnaṃ pavattamānaṃ pabbatakandarapadarasākhā paripūreti",,,,,,
